DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_RAW_LSA_90,Associated
0.0737,0.1553,NO
0.0652,0.0785,NO
0.1144,0.1377,NO
0.2164,0.2061,NO
0.0671,0.1494,NO
0.0906,0.1249,NO
0.0589,0.1387,NO
0.0679,0.0623,NO
0.1689,0.0578,NO
0.2469,1.0,YES
0.0616,0.057999999999999996,NO
0.33799999999999997,0.27899999999999997,YES
0.2427,0.1123,NO
0.2231,0.1937,NO
0.2223,0.0564,NO
0.1142,0.159,NO
0.0706,0.20600000000000002,NO
0.1109,0.1544,NO
0.0747,0.1259,NO
0.2179,0.0858,NO
0.1147,0.1259,NO
0.0779,0.3196,YES
0.0804,0.4206,YES
0.1668,1.0,YES
0.24,0.245,YES
0.1573,0.1526,NO
0.0716,1.0,YES
0.1205,0.0432,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.1415,NO
0.1579,0.1344,NO
0.1148,0.0669,NO
0.1112,0.1659,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.1778,NO
0.1056,0.0824,NO
0.0981,0.1778,NO
0.1058,0.1156,NO
0.1797,0.092,NO
0.1526,0.1766,NO
0.1551,0.1835,NO
0.2811,1.0,YES
0.0766,0.1659,NO
0.1126,1.0,YES
0.0341,0.1659,NO
0.3399,1.0,YES
0.0412,0.1659,NO
0.1212,0.0909,NO
0.0769,0.1218,NO
0.1235,0.1156,NO
0.0802,0.0602,NO
0.1903,0.1778,NO
0.1119,0.1156,NO
0.1008,0.1778,NO
0.0886,0.1553,NO
0.1534,0.0785,NO
0.1331,0.1452,NO
0.2865,0.2653,NO
0.1512,0.1508,NO
0.1666,0.1387,NO
0.1465,0.0564,NO
0.0509,0.061,NO
0.2187,0.1505,NO
0.4574,1.0,YES
0.1603,0.1505,NO
0.2015,1.0,YES
0.205,0.0565,NO
0.2168,0.1697,NO
0.2136,0.1484,NO
0.1919,0.159,NO
0.1533,0.2143,NO
0.1268,0.1544,NO
0.1947,0.2143,NO
0.1755,0.0349,NO
0.2202,0.2143,NO
0.4465,0.3848,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,0.2965,YES
0.1659,0.1526,NO
0.1927,1.0,YES
0.1251,0.1505,NO
0.1303,1.0,YES
0.1814,1.0,YES
0.3356,0.1415,NO
0.1662,0.1272,NO
0.1507,0.0669,NO
0.1441,0.0963,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.1692,NO
0.0952,0.0824,NO
0.1364,0.1692,NO
0.0887,0.1355,NO
0.2289,0.092,NO
0.2088,0.2094,NO
0.2075,0.061,NO
0.1923,1.0,YES
0.0927,0.1138,NO
0.0821,1.0,YES
0.0311,0.0328,NO
0.3081,1.0,YES
0.0406,0.0836,NO
0.1251,0.0909,NO
0.091,0.1355,NO
0.11800000000000001,0.1355,NO
0.1053,0.0602,NO
0.2201,0.1692,NO
0.1351,0.1355,NO
0.1328,0.1692,NO
0.0724,0.1508,NO
0.0244,0.1267,NO
0.1404,0.2378,YES
0.3348,1.0,YES
0.2937,0.3497,YES
0.14300000000000002,1.0,YES
0.0826,0.1661,NO
0.013000000000000001,0.1508,NO
0.2103,0.2465,YES
0.1395,0.1475,NO
0.1325,1.0,YES
0.1443,0.1531,NO
0.2165,0.1477,NO
0.1934,0.1698,NO
0.1934,0.077,NO
0.0572,0.1508,NO
0.2318,1.0,YES
0.0556,0.07400000000000001,NO
0.3609,1.0,YES
0.1417,0.1508,NO
0.255,1.0,YES
0.0522,0.1629,NO
0.0677,0.2044,NO
0.1439,0.2298,NO
0.0494,0.1531,NO
0.1715,0.2732,YES
0.0964,0.0968,NO
0.1343,1.0,YES
0.1544,0.1926,NO
0.0732,0.0785,NO
0.1975,0.1428,NO
0.2582,0.2653,NO
0.1977,0.1508,NO
0.1701,0.1428,NO
0.1684,0.1926,NO
0.1225,0.1926,NO
0.1458,0.0967,NO
0.4028,1.0,YES
