DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_VSM_40,Associated
0.0737,0.3213,NO
0.0652,0.1943,NO
0.1144,0.3504,NO
0.2164,0.5175,NO
0.0671,0.3638,NO
0.0906,0.348,NO
0.0589,0.3414,NO
0.0679,0.2997,NO
0.1689,0.4473,NO
0.2469,0.4139,YES
0.0616,0.2018,NO
0.33799999999999997,0.5117,YES
0.2427,0.3968,NO
0.2231,0.5026,NO
0.2223,0.4662,NO
0.1142,0.2376,NO
0.0706,0.5556,NO
0.1109,0.1818,NO
0.0747,0.3394,NO
0.2179,0.3478,NO
0.1147,0.2344,NO
0.0779,0.889,YES
0.0804,1.0301,YES
0.1668,0.4088,YES
0.24,0.3951,YES
0.1573,0.5148,NO
0.0716,0.64,YES
0.1205,0.1747,NO
0.1072,1.5663,YES
0.2444,1.1521,YES
0.3362,0.4279,NO
0.1579,0.3418,NO
0.1148,0.1992,NO
0.1112,0.5382,NO
0.3947,1.6825,YES
0.0957,2.0249,YES
0.1364,0.45399999999999996,NO
0.1056,0.3159,NO
0.0981,0.2471,NO
0.1058,0.3196,NO
0.1797,0.083,NO
0.1526,0.1993,NO
0.1551,0.0881,NO
0.2811,1.58,YES
0.0766,0.3896,NO
0.1126,1.2416,YES
0.0341,0.3043,NO
0.3399,2.424,YES
0.0412,0.1154,NO
0.1212,0.4392,NO
0.0769,0.7047,NO
0.1235,0.3302,NO
0.0802,0.1986,NO
0.1903,0.6845,NO
0.1119,0.4698,NO
0.1008,0.2869,NO
0.0886,0.2965,NO
0.1534,0.2436,NO
0.1331,0.6102,NO
0.2865,0.7574,NO
0.1512,0.8509,NO
0.1666,0.6215,NO
0.1465,0.7092,NO
0.0509,0.2518,NO
0.2187,1.0043,NO
0.4574,1.1025,YES
0.1603,0.5182,NO
0.2015,1.6192,YES
0.205,0.3675,NO
0.2168,0.674,NO
0.2136,0.3241,NO
0.1919,0.4742,NO
0.1533,0.8976,NO
0.1268,0.4438,NO
0.1947,0.7955,NO
0.1755,0.5193,NO
0.2202,0.3993,NO
0.4465,2.5402,YES
0.4252,2.819,YES
0.3653,1.1597,YES
0.1771,1.3609,YES
0.1659,1.0822,NO
0.1927,2.4149,YES
0.1251,0.4353,NO
0.1303,1.5427,YES
0.1814,1.1104,YES
0.3356,0.254,NO
0.1662,0.5533,NO
0.1507,0.3257,NO
0.1441,0.3454,NO
0.3435,1.5319,YES
0.1243,2.0196,YES
0.1731,0.21,NO
0.0952,0.2865,NO
0.1364,0.1134,NO
0.0887,0.26,NO
0.2289,0.2669,NO
0.2088,0.3292,NO
0.2075,0.2867,NO
0.1923,1.4636,YES
0.0927,0.5257,NO
0.0821,1.123,YES
0.0311,0.1862,NO
0.3081,2.3072,YES
0.0406,0.1891,NO
0.1251,0.3262,NO
0.091,0.6516,NO
0.11800000000000001,0.3229,NO
0.1053,0.1523,NO
0.2201,0.3168,NO
0.1351,0.3047,NO
0.1328,0.0875,NO
0.0724,0.1083,NO
0.0244,0.1681,NO
0.1404,0.9465,YES
0.3348,2.541,YES
0.2937,2.2051,YES
0.14300000000000002,0.9821,YES
0.0826,0.3454,NO
0.013000000000000001,0.0788,NO
0.2103,1.4912,YES
0.1395,0.2926,NO
0.1325,0.4403,YES
0.1443,0.2903,NO
0.2165,0.5998,NO
0.1934,0.8741,NO
0.1934,0.64,NO
0.0572,0.1301,NO
0.2318,3.1041,YES
0.0556,0.1434,NO
0.3609,1.7178,YES
0.1417,0.11699999999999999,NO
0.255,1.1931,YES
0.0522,0.5348,NO
0.0677,0.638,NO
0.1439,0.4179,NO
0.0494,0.3631,NO
0.1715,1.4767,YES
0.0964,0.4454,NO
0.1343,0.4719,YES
0.1544,0.5589999999999999,NO
0.0732,0.2918,NO
0.1975,0.7302,NO
0.2582,0.621,NO
0.1977,0.5472,NO
0.1701,0.3649,NO
0.1684,0.8065,NO
0.1225,0.4375,NO
0.1458,0.8173,NO
0.4028,1.1053,YES
0.1577,0.5752,NO
0.2904,2.2595,YES
0.1987,0.5603,NO
0.1756,0.7103,NO
0.1689,0.5106,NO
0.054000000000000006,0.5773,NO
0.1469,0.8888,NO
0.0547,0.5032,NO
0.1082,0.8032,NO
0.2019,0.6853,NO
0.1293,0.2793,NO
0.3897,2.2657,YES
0.3612,3.0776,YES
0.2791,1.6715,YES
0.2894,1.429,YES
0.2226,0.9169,NO
0.1753,2.6359,YES
0.0979,0.1747,NO
0.0985,0.064,NO
0.0774,0.2068,NO
0.1069,1.0652,YES
0.3647,3.6827,YES
0.2531,2.8584,YES
0.1331,0.7691,YES
0.0885,0.3515,NO
0.0604,0.1771,NO
0.2068,1.5969,YES
0.2598,0.332,NO
0.106,0.3668,YES
0.1459,0.41,NO
0.2252,0.1707,NO
0.2571,0.4537,NO
0.2375,0.2143,NO
0.1453,0.3598,NO
0.2245,4.319,YES
0.141,0.2421,NO
0.2623,2.0742,YES
0.142,0.2973,NO
0.2555,1.9252,YES
0.2049,0.4238,NO
0.2206,0.4767,NO
0.2228,0.5738,NO
0.1032,0.5336,NO
0.1461,1.5015,YES
0.1116,0.3239,NO
0.1326,0.3805,YES
0.1415,0.2308,NO
0.0745,0.1238,NO
0.2381,0.6295,NO
0.19,0.5683,NO
0.1547,0.5168,NO
0.1997,0.7055,NO
0.1653,0.4792,NO
0.1536,0.2063,NO
0.1999,0.893,NO
0.1989,0.7804,YES
0.2045,0.42700000000000005,NO
0.2447,0.7765,YES
0.2519,0.5446,NO
0.2036,0.7152,NO
0.2033,0.3635,NO
0.0533,0.3954,NO
0.105,0.5787,NO
0.055999999999999994,0.18600000000000003,NO
0.1113,0.527,NO
0.2256,0.3494,NO
0.0989,0.2551,NO
0.1879,1.7172,YES
0.1445,1.9706,YES
0.1901,0.7584,YES
0.3108,0.5347,YES
0.2405,1.2204,NO
0.1657,1.659,YES
