DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_VSM_25,Associated
0.0737,0.8011,NO
0.0652,0.2845,NO
0.1144,0.8838,NO
0.2164,1.3288,NO
0.0671,0.8946,NO
0.0906,0.679,NO
0.0589,1.1796,NO
0.0679,0.2917,NO
0.1689,1.092,NO
0.2469,3.0377,YES
0.0616,0.7705,NO
0.33799999999999997,2.9518,YES
0.2427,0.5851,NO
0.2231,0.4455,NO
0.2223,0.5515,NO
0.1142,0.3358,NO
0.0706,1.5859999999999999,NO
0.1109,0.4657,NO
0.0747,1.1568,NO
0.2179,0.7562,NO
0.1147,1.4559,NO
0.0779,2.8234,YES
0.0804,2.6737,YES
0.1668,2.9378,YES
0.24,2.5628,YES
0.1573,1.0641,NO
0.0716,2.3225,YES
0.1205,0.8388,NO
0.1072,1.085,YES
0.2444,1.545,YES
0.3362,1.5649,NO
0.1579,1.0111,NO
0.1148,0.7966,NO
0.1112,1.6807,NO
0.3947,2.2044,YES
0.0957,1.7931,YES
0.1364,1.2777,NO
0.1056,0.7828,NO
0.0981,1.5483,NO
0.1058,0.7144,NO
0.1797,0.7855,NO
0.1526,0.5884,NO
0.1551,0.5763,NO
0.2811,1.9356,YES
0.0766,1.1972,NO
0.1126,1.1405,YES
0.0341,0.8959,NO
0.3399,2.497,YES
0.0412,0.9134,NO
0.1212,0.9249,NO
0.0769,0.7168,NO
0.1235,1.0662,NO
0.0802,0.8089,NO
0.1903,1.7822,NO
0.1119,0.5902,NO
0.1008,1.2037,NO
0.0886,0.6964,NO
0.1534,0.3902,NO
0.1331,0.5346,NO
0.2865,1.4197,NO
0.1512,0.8381,NO
0.1666,0.2843,NO
0.1465,1.1003,NO
0.0509,0.3224,NO
0.2187,0.6367,NO
0.4574,3.4927,YES
0.1603,0.4347,NO
0.2015,3.3045,YES
0.205,0.2595,NO
0.2168,0.0456,NO
0.2136,0.1839,NO
0.1919,0.3126,NO
0.1533,1.1420000000000001,NO
0.1268,0.295,NO
0.1947,1.0511,NO
0.1755,0.6645,NO
0.2202,1.3331,NO
0.4465,3.4278,YES
0.4252,3.1109,YES
0.3653,3.2342,YES
0.1771,2.9266,YES
0.1659,0.7675,NO
0.1927,2.9582,YES
0.1251,0.6934,NO
0.1303,1.8232,YES
0.1814,2.1637,YES
0.3356,0.9435,NO
0.1662,1.0642,NO
0.1507,0.5965,NO
0.1441,0.9936,NO
0.3435,2.8828,YES
0.1243,2.6045,YES
0.1731,0.8895,NO
0.0952,0.7252,NO
0.1364,0.6693,NO
0.0887,0.5465,NO
0.2289,1.6811,NO
0.2088,1.7548,NO
0.2075,1.6455,NO
0.1923,2.7522,YES
0.0927,0.8207,NO
0.0821,1.8507,YES
0.0311,0.3746,NO
0.3081,3.1253,YES
0.0406,0.7685,NO
0.1251,0.7458,NO
0.091,0.6663,NO
0.11800000000000001,0.3354,NO
0.1053,0.7528,NO
0.2201,0.9274,NO
0.1351,0.4454,NO
0.1328,0.4307,NO
0.0724,0.3,NO
0.0244,0.8585,NO
0.1404,1.8772,YES
0.3348,3.8867,YES
0.2937,4.2811,YES
0.14300000000000002,2.3195,YES
0.0826,0.9925,NO
0.013000000000000001,0.281,NO
0.2103,1.8885,YES
0.1395,0.9503,NO
0.1325,1.7813,YES
0.1443,0.5942,NO
0.2165,1.3366,NO
0.1934,1.1689,NO
0.1934,1.0398,NO
0.0572,0.4518,NO
0.2318,4.748,YES
0.0556,0.1632,NO
0.3609,3.8819,YES
0.1417,1.1766,NO
0.255,3.7188,YES
0.0522,0.7873,NO
0.0677,0.7228,NO
0.1439,1.2857,NO
0.0494,0.7656,NO
0.1715,1.9313,YES
0.0964,0.6524,NO
0.1343,2.0781,YES
0.1544,0.9704,NO
0.0732,0.5606,NO
0.1975,1.0834,NO
0.2582,1.9438,NO
0.1977,1.3518,NO
0.1701,0.7485,NO
0.1684,1.6644,NO
0.1225,0.5954,NO
0.1458,0.9916,NO
0.4028,3.8024,YES
0.1577,0.865,NO
0.2904,3.6845,YES
0.1987,0.6237,NO
0.1756,0.3849,NO
0.1689,0.5379999999999999,NO
0.054000000000000006,0.6558,NO
0.1469,1.8028,NO
0.0547,0.6054,NO
0.1082,1.6192,NO
0.2019,1.1274,NO
0.1293,1.7488,NO
0.3897,3.5233,YES
0.3612,3.4619,YES
0.2791,3.5039999999999996,YES
0.2894,3.2439,YES
0.2226,1.1853,NO
0.1753,3.0023,YES
0.0979,1.1542,NO
0.0985,0.5437,NO
0.0774,0.6585,NO
0.1069,1.8154,YES
0.3647,4.3662,YES
0.2531,4.7226,YES
0.1331,2.2809,YES
0.0885,1.1201,NO
0.0604,0.2758,NO
0.2068,1.9247,YES
0.2598,1.9463,NO
0.106,1.7321,YES
0.1459,1.6857,NO
0.2252,1.4939,NO
0.2571,1.2688,NO
0.2375,1.3146,NO
0.1453,0.4263,NO
0.2245,4.9032,YES
0.141,0.3036,NO
0.2623,4.1788,YES
0.142,1.3739,NO
0.2555,4.0233,YES
0.2049,1.6217,NO
0.2206,1.7554,NO
0.2228,1.7054,NO
0.1032,1.9444,NO
0.1461,2.0582,YES
0.1116,1.153,NO
0.1326,2.1072,YES
0.1415,0.7602,NO
0.0745,0.4994,NO
0.2381,1.3155,NO
0.19,1.0667,NO
0.1547,0.6359,NO
0.1997,1.234,NO
0.1653,1.0084,NO
0.1536,0.4696,NO
0.1999,1.4795,NO
0.1989,2.4947,YES
0.2045,1.4716,NO
0.2447,2.76,YES
0.2519,0.4067,NO
0.2036,0.1734,NO
0.2033,0.2034,NO
0.0533,0.3761,NO
0.105,0.6564,NO
0.055999999999999994,0.4765,NO
0.1113,0.7864,NO
0.2256,0.7404,NO
0.0989,0.9608,NO
0.1879,2.3623,YES
0.1445,2.2397,YES
0.1901,2.4635,YES
0.3108,2.8442,YES
0.2405,1.3932,NO
0.1657,2.2734,YES
0.1331,1.2543,NO
0.0949,0.8315,NO
0.1339,0.8284,NO
0.22399999999999998,2.2663,NO
0.1967,1.4797,NO
0.1436,1.1966,NO
0.2079,2.2005,NO
0.1339,1.2757,NO
0.0967,0.4694,NO
0.2198,2.2344,NO
0.3428,2.9851,YES
0.2344,2.2073,NO
0.1736,2.7864,YES
0.1331,0.7198,NO
0.0735,0.2639,NO
0.0647,0.3821,NO
0.204,0.5132,NO
0.1327,1.861,NO
0.1655,0.4275,NO
0.31,1.7799,NO
0.1309,1.1684,NO
0.2819,1.8272,NO
0.4042,2.998,YES
0.3296,2.7651,YES
0.4941,3.7824,YES
0.1783,2.8348,YES
0.193,2.2534,NO
0.2673,2.7784,YES
0.1726,2.4879,NO
0.1439,0.983,NO
0.0769,0.5977,NO
0.1953,1.1848,NO
0.2342,1.5490000000000002,NO
0.2047,1.0199,NO
0.1823,0.8253,NO
0.1684,1.3359,NO
0.1204,0.5034,NO
0.1751,1.0541,NO
0.3579,3.2807,YES
0.1828,1.0111,NO
0.2083,3.14,YES
0.2252,0.6053,NO
0.2041,0.3684,NO
0.2007,0.589,NO
0.0498,0.5361,NO
0.1415,1.4704,NO
0.0515,0.6242,NO
0.1207,1.2484,NO
0.1912,1.0157,NO
0.14,1.5323,NO
0.4038,3.0091,YES
0.3494,3.1142,YES
0.2799,3.2156,YES
0.2675,2.9222,YES
0.2206,1.1811,NO
0.2003,2.5495,YES
0.1168,1.3139,NO
0.0727,0.6486,NO
0.0714,0.2677,NO
