DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_VSM_7,Associated
0.0737,1.4808,NO
0.0652,0.3668,NO
0.1144,1.4177,NO
0.2164,1.3824,NO
0.0671,0.6756,NO
0.0906,0.9088,NO
0.0589,0.8234,NO
0.0679,0.5105,NO
0.1689,1.6856,NO
0.2469,2.6863,YES
0.0616,0.9028,NO
0.33799999999999997,2.7044,YES
0.2427,0.5365,NO
0.2231,1.4863,NO
0.2223,0.3192,NO
0.1142,0.2587,NO
0.0706,1.0952,NO
0.1109,0.7071,NO
0.0747,1.0721,NO
0.2179,0.6449,NO
0.1147,1.1916,NO
0.0779,2.3806,YES
0.0804,3.5551,YES
0.1668,2.4917,YES
0.24,1.9809999999999999,YES
0.1573,0.7959,NO
0.0716,2.5505,YES
0.1205,1.4287,NO
0.1072,2.3919,YES
0.2444,1.381,YES
0.3362,1.1883,NO
0.1579,1.0935,NO
0.1148,0.5455,NO
0.1112,1.3927,NO
0.3947,2.2056,YES
0.0957,1.4280000000000002,YES
0.1364,1.0962,NO
0.1056,0.6487,NO
0.0981,1.1732,NO
0.1058,0.3436,NO
0.1797,0.6052,NO
0.1526,0.2838,NO
0.1551,0.1991,NO
0.2811,1.2135,YES
0.0766,0.8278,NO
0.1126,2.1802,YES
0.0341,0.72,NO
0.3399,1.6024,YES
0.0412,0.7833,NO
0.1212,0.4334,NO
0.0769,0.9804,NO
0.1235,0.6309,NO
0.0802,0.451,NO
0.1903,0.9333,NO
0.1119,0.4659,NO
0.1008,1.0882,NO
0.0886,1.5182,NO
0.1534,0.3493,NO
0.1331,1.8068,NO
0.2865,1.6869999999999998,NO
0.1512,0.754,NO
0.1666,1.3825,NO
0.1465,1.0515,NO
0.0509,0.4189,NO
0.2187,1.7374,NO
0.4574,3.4659,YES
0.1603,1.2009999999999998,NO
0.2015,3.0846,YES
0.205,0.4324,NO
0.2168,1.4305,NO
0.2136,0.1295,NO
0.1919,0.6146,NO
0.1533,1.4733,NO
0.1268,0.727,NO
0.1947,1.4021,NO
0.1755,0.5041,NO
0.2202,1.5830000000000002,NO
0.4465,3.1885,YES
0.4252,4.4537,YES
0.3653,3.3342,YES
0.1771,2.2877,YES
0.1659,0.9989,NO
0.1927,3.0561,YES
0.1251,1.6154,NO
0.1303,2.3332,YES
0.1814,1.3664,YES
0.3356,1.4084,NO
0.1662,1.0293,NO
0.1507,0.6864,NO
0.1441,1.5877,NO
0.3435,2.0721,YES
0.1243,1.3966,YES
0.1731,1.4503,NO
0.0952,0.5813,NO
0.1364,1.2926,NO
0.0887,0.3996,NO
0.2289,0.6121,NO
0.2088,0.4521,NO
0.2075,0.2381,NO
0.1923,1.1078,YES
0.0927,0.9217,NO
0.0821,1.9998,YES
0.0311,0.9844,NO
0.3081,1.5182,YES
0.0406,0.7926,NO
0.1251,0.3239,NO
0.091,1.0834,NO
0.11800000000000001,0.8548,NO
0.1053,0.389,NO
0.2201,1.2715,NO
0.1351,0.4429,NO
0.1328,1.3212,NO
0.0724,1.5744,NO
0.0244,0.4384,NO
0.1404,1.5479,YES
0.3348,3.2242,YES
0.2937,2.2019,YES
0.14300000000000002,2.0541,YES
0.0826,1.0792,NO
0.013000000000000001,0.6183,NO
0.2103,1.8439,YES
0.1395,1.0931,NO
0.1325,1.5691,YES
0.1443,0.5006,NO
0.2165,1.6105,NO
0.1934,1.5692,NO
0.1934,0.7285,NO
0.0572,0.7357,NO
0.2318,3.411,YES
0.0556,1.0191,NO
0.3609,3.0675,YES
0.1417,0.6984,NO
0.255,3.2081,YES
0.0522,0.7167,NO
0.0677,2.1603,NO
0.1439,1.3353,NO
0.0494,0.4944,NO
0.1715,1.7476,YES
0.0964,1.1641,NO
0.1343,2.1428,YES
0.1544,1.8454,NO
0.0732,0.3658,NO
0.1975,2.1627,NO
0.2582,1.8307,NO
0.1977,1.0425,NO
0.1701,1.9172,NO
0.1684,1.4264,NO
0.1225,0.5835,NO
0.1458,2.2886,NO
0.4028,3.4741,YES
0.1577,1.7439,NO
0.2904,2.9724,YES
0.1987,0.9582,NO
0.1756,1.9319,NO
0.1689,0.355,NO
0.054000000000000006,0.7946,NO
0.1469,1.8339,NO
0.0547,1.0418,NO
0.1082,1.5511,NO
0.2019,0.6658,NO
0.1293,1.9192,NO
0.3897,3.0561,YES
0.3612,4.6279,YES
0.2791,3.4145,YES
0.2894,2.2101,YES
0.2226,1.4323,NO
0.1753,3.4043,YES
0.0979,2.2677,NO
0.0985,1.2345,NO
0.0774,0.3279,NO
0.1069,0.9576,YES
0.3647,2.3159,YES
0.2531,1.4934,YES
0.1331,1.2484,YES
0.0885,0.8184,NO
0.0604,0.4603,NO
0.2068,0.9274,YES
0.2598,0.851,NO
0.106,0.8562,YES
0.1459,0.6077,NO
0.2252,0.8181,NO
0.2571,1.0616,NO
0.2375,0.3674,NO
0.1453,0.6082,NO
0.2245,2.4217,YES
0.141,0.9038,NO
0.2623,2.0289,YES
0.142,0.5760000000000001,NO
0.2555,1.9736,YES
0.2049,0.6513,NO
0.2206,1.5886,NO
0.2228,1.0186,NO
0.1032,0.7152,NO
0.1461,0.8494,YES
0.1116,0.6982,NO
0.1326,1.1206,YES
0.1415,1.7425,NO
0.0745,0.4755,NO
0.2381,1.4256,NO
0.19,1.6194,NO
0.1547,0.4714,NO
0.1997,1.2829,NO
0.1653,1.0799,NO
0.1536,0.7968,NO
0.1999,1.5944,NO
0.1989,2.7849,YES
0.2045,1.5422,NO
0.2447,2.2586,YES
0.2519,0.7595,NO
0.2036,1.1517,NO
0.2033,0.071,NO
0.0533,0.5105,NO
0.105,0.9444,NO
0.055999999999999994,1.1816,NO
0.1113,0.8365,NO
0.2256,0.8467,NO
0.0989,1.1564,NO
0.1879,2.4585,YES
0.1445,3.2669,YES
0.1901,2.1383,YES
0.3108,1.8159,YES
0.2405,1.1754,NO
0.1657,2.5380000000000003,YES
0.1331,1.4763,NO
0.0949,1.8786,NO
0.1339,0.5696,NO
0.22399999999999998,2.1713,NO
0.1967,2.2607,NO
0.1436,1.0536,NO
0.2079,1.7813,NO
0.1339,1.4808,NO
0.0967,0.5677,NO
0.2198,2.1271,NO
0.3428,3.6572,YES
0.2344,1.6613,NO
0.1736,3.1341,YES
0.1331,0.7864,NO
0.0735,1.4523,NO
0.0647,0.2196,NO
0.204,0.7858,NO
0.1327,1.8358,NO
0.1655,1.067,NO
0.31,1.8524,NO
0.1309,0.7089,NO
0.2819,2.2577,NO
0.4042,3.2649,YES
0.3296,4.7178,YES
0.4941,3.3718,YES
0.1783,2.2613,YES
0.193,1.5415,NO
0.2673,3.2071,YES
0.1726,2.1867,NO
0.1439,1.7328,NO
0.0769,0.6718,NO
0.1953,1.4944,NO
0.2342,1.6757,NO
0.2047,0.8068,NO
0.1823,0.9622,NO
0.1684,1.2373,NO
0.1204,0.5957,NO
0.1751,1.3762,NO
0.3579,3.1622,YES
0.1828,0.8637,NO
0.2083,2.7753,YES
0.2252,0.5957,NO
0.2041,1.2595,NO
0.2007,0.1153,NO
0.0498,0.6445,NO
0.1415,1.4007,NO
0.0515,1.0618,NO
0.1207,1.2062,NO
0.1912,0.8431,NO
0.14,1.5117,NO
0.4038,2.8434,YES
0.3494,4.1001,YES
0.2799,2.5154,YES
