DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_SINGLE_VSM_58,Associated
0.0737,0.2626,NO
0.0652,0.2626,NO
0.1144,0.1818,NO
0.2164,0.3031,NO
0.0671,0.1818,NO
0.0906,0.6773,NO
0.0589,0.2626,NO
0.0679,0.2626,NO
0.1689,0.444,NO
0.2469,1.0,YES
0.0616,0.1818,NO
0.33799999999999997,1.0,YES
0.2427,0.3701,NO
0.2231,0.3701,NO
0.2223,0.3691,NO
0.1142,0.2626,NO
0.0706,0.5133,NO
0.1109,0.2626,NO
0.0747,0.4343,NO
0.2179,0.2508,NO
0.1147,0.3295,NO
0.0779,0.5857,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.5187,NO
0.0716,1.0,YES
0.1205,0.3939,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.3639,NO
0.1579,0.2707,NO
0.1148,0.3639,NO
0.1112,0.2584,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.3639,NO
0.1056,0.0744,NO
0.0981,0.3639,NO
0.1058,0.0936,NO
0.1797,0.3658,NO
0.1526,0.397,NO
0.1551,0.397,NO
0.2811,1.0,YES
0.0766,0.3639,NO
0.1126,1.0,YES
0.0341,0.3639,NO
0.3399,1.0,YES
0.0412,0.1806,NO
0.1212,0.1688,NO
0.0769,0.1001,NO
0.1235,0.1163,NO
0.0802,0.1249,NO
0.1903,0.2572,NO
0.1119,0.1681,NO
0.1008,0.2584,NO
0.0886,0.21600000000000003,NO
0.1534,0.3133,NO
0.1331,0.1059,NO
0.2865,0.3076,NO
0.1512,0.3369,NO
0.1666,0.6773,NO
0.1465,0.2687,NO
0.0509,0.21600000000000003,NO
0.2187,0.444,NO
0.4574,1.0,YES
0.1603,0.1539,NO
0.2015,1.0,YES
0.205,0.2134,NO
0.2168,0.2391,NO
0.2136,0.1924,NO
0.1919,0.21600000000000003,NO
0.1533,0.5985,NO
0.1268,0.21600000000000003,NO
0.1947,0.4343,NO
0.1755,0.1851,NO
0.2202,0.3295,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.5187,NO
0.1927,1.0,YES
0.1251,0.3939,NO
0.1303,1.0,YES
0.1814,1.0,YES
0.3356,0.6805,NO
0.1662,0.5062,NO
0.1507,0.6805,NO
0.1441,0.5089,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.6805,NO
0.0952,0.601,NO
0.1364,0.6805,NO
0.0887,0.601,NO
0.2289,0.7376,NO
0.2088,0.7376,NO
0.2075,0.7358,NO
0.1923,1.0,YES
0.0927,0.6805,NO
0.0821,1.0,YES
0.0311,0.6805,NO
0.3081,1.0,YES
0.0406,0.3377,NO
0.1251,0.4069,NO
0.091,0.601,NO
0.11800000000000001,0.4197,NO
0.1053,0.601,NO
0.2201,0.5415,NO
0.1351,0.601,NO
0.1328,0.5415,NO
0.0724,0.1425,NO
0.0244,0.2248,NO
0.1404,1.0,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.6847,YES
0.0826,0.1627,NO
0.013000000000000001,0.0921,NO
0.2103,1.0,YES
0.1395,0.2044,NO
0.1325,1.0,YES
0.1443,0.2198,NO
0.2165,0.3291,NO
0.1934,0.3291,NO
0.1934,0.3283,NO
0.0572,0.1146,NO
0.2318,1.0,YES
0.0556,0.0921,NO
0.3609,1.0,YES
0.1417,0.4988,NO
0.255,1.0,YES
0.0522,0.196,NO
0.0677,0.4485,NO
0.1439,0.2692,NO
0.0494,0.1197,NO
0.1715,0.7068,YES
0.0964,0.4619,NO
0.1343,0.5859,YES
0.1544,0.1503,NO
0.0732,0.2131,NO
0.1975,0.4137,NO
0.2582,0.3077,NO
0.1977,0.4137,NO
0.1701,0.4167,NO
0.1684,0.2687,NO
0.1225,0.0804,NO
0.1458,0.4137,NO
0.4028,1.0,YES
0.1577,0.4137,NO
0.2904,1.0,YES
0.1987,0.2451,NO
0.1756,0.2525,NO
0.1689,0.2525,NO
0.054000000000000006,0.0966,NO
0.1469,0.4137,NO
0.0547,0.0898,NO
0.1082,0.4137,NO
0.2019,0.2508,NO
0.1293,0.2752,NO
0.3897,1.0,YES
0.3612,1.0,YES
0.2791,1.0,YES
0.2894,1.0,YES
0.2226,0.3191,NO
0.1753,1.0,YES
0.0979,0.2424,NO
0.0985,0.1178,NO
0.0774,0.2059,NO
0.1069,0.8266,YES
0.3647,1.0,YES
0.2531,1.0,YES
0.1331,0.5660000000000001,YES
0.0885,0.1658,NO
0.0604,0.1065,NO
0.2068,0.8266,YES
0.2598,0.5875,NO
0.106,0.8266,YES
0.1459,0.5875,NO
0.2252,0.3948,NO
0.2571,0.3948,NO
0.2375,0.3938,NO
0.1453,0.1146,NO
0.2245,1.0,YES
0.141,0.1065,NO
0.2623,1.0,YES
0.142,0.4123,NO
0.2555,1.0,YES
0.2049,0.3044,NO
0.2206,0.5875,NO
0.2228,0.2743,NO
0.1032,0.5875,NO
0.1461,0.5843,YES
0.1116,0.5875,NO
0.1326,0.4843,YES
0.1415,0.2332,NO
0.0745,0.1856,NO
0.2381,0.11199999999999999,NO
0.19,0.1563,NO
0.1547,0.3369,NO
0.1997,0.3491,NO
0.1653,0.2687,NO
0.1536,0.2332,NO
0.1999,0.284,NO
0.1989,1.0,YES
0.2045,0.1736,NO
0.2447,1.0,YES
0.2519,0.406,NO
0.2036,0.4406,NO
0.2033,0.4406,NO
0.0533,0.2148,NO
0.105,0.2646,NO
0.055999999999999994,0.22399999999999998,NO
0.1113,0.2239,NO
0.2256,0.2508,NO
0.0989,0.2752,NO
0.1879,1.0,YES
0.1445,1.0,YES
0.1901,1.0,YES
0.3108,1.0,YES
0.2405,0.2674,NO
0.1657,1.0,YES
0.1331,0.2564,NO
0.0949,0.1601,NO
0.1339,0.3133,NO
0.22399999999999998,0.3916,NO
0.1967,0.23600000000000002,NO
0.1436,0.3369,NO
0.2079,0.5273,NO
0.1339,0.2687,NO
0.0967,0.1016,NO
0.2198,0.3916,NO
0.3428,1.0,YES
0.2344,0.3916,NO
0.1736,1.0,YES
0.1331,0.18899999999999997,NO
0.0735,0.2085,NO
0.0647,0.1176,NO
0.204,0.0966,NO
0.1327,0.5985,NO
0.1655,0.0898,NO
0.31,0.3382,NO
0.1309,0.2508,NO
0.2819,0.2752,NO
0.4042,1.0,YES
0.3296,1.0,YES
0.4941,1.0,YES
0.1783,1.0,YES
0.193,0.4039,NO
0.2673,1.0,YES
0.1726,0.3387,NO
0.1439,0.1503,NO
0.0769,0.2036,NO
0.1953,0.1951,NO
0.2342,0.1801,NO
0.2047,0.3369,NO
0.1823,0.4023,NO
0.1684,0.2687,NO
0.1204,0.0804,NO
0.1751,0.3095,NO
0.3579,1.0,YES
0.1828,0.2318,NO
0.2083,1.0,YES
0.2252,0.2729,NO
0.2041,0.2729,NO
0.2007,0.2722,NO
