DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_LSA_39,Associated
0.0737,0.7263,NO
0.0652,0.5902,NO
0.1144,0.2845,NO
0.2164,0.8844,NO
0.0671,0.6155,NO
0.0906,0.2394,NO
0.0589,0.612,NO
0.0679,0.7479,NO
0.1689,0.3703,NO
0.2469,2.3584,YES
0.0616,0.3513,NO
0.33799999999999997,1.9101,YES
0.2427,0.5854,NO
0.2231,0.8973,NO
0.2223,0.5291,NO
0.1142,0.6994,NO
0.0706,0.7482,NO
0.1109,0.6431,NO
0.0747,0.6788,NO
0.2179,0.9096,NO
0.1147,0.9364,NO
0.0779,2.1274,YES
0.0804,2.1617,YES
0.1668,2.5454,YES
0.24,2.396,YES
0.1573,0.3424,NO
0.0716,1.7018,YES
0.1205,0.6246,NO
0.1072,2.2066,YES
0.2444,2.1719999999999997,YES
0.3362,1.6023,NO
0.1579,0.764,NO
0.1148,0.9165,NO
0.1112,1.5783,NO
0.3947,1.8889,YES
0.0957,3.1627,YES
0.1364,1.7424,NO
0.1056,0.2806,NO
0.0981,1.5967,NO
0.1058,0.5149,NO
0.1797,0.7298,NO
0.1526,0.8186,NO
0.1551,0.6283,NO
0.2811,3.0828,YES
0.0766,1.138,NO
0.1126,3.1534,YES
0.0341,1.2002,NO
0.3399,3.0493,YES
0.0412,0.8318,NO
0.1212,0.6459,NO
0.0769,0.8925,NO
0.1235,0.58,NO
0.0802,0.6084,NO
0.1903,1.5881,NO
0.1119,0.7872,NO
0.1008,1.7343,NO
0.0886,0.6394,NO
0.1534,0.2488,NO
0.1331,0.5071,NO
0.2865,1.0362,NO
0.1512,1.0658,NO
0.1666,0.6615,NO
0.1465,0.6892,NO
0.0509,0.3561,NO
0.2187,1.2416,NO
0.4574,3.1231,YES
0.1603,1.0264,NO
0.2015,2.9275,YES
0.205,0.6852,NO
0.2168,1.1694,NO
0.2136,0.5649,NO
0.1919,0.43,NO
0.1533,1.4306,NO
0.1268,0.1118,NO
0.1947,1.6202,NO
0.1755,0.4116,NO
0.2202,1.607,NO
0.4465,3.5572,YES
0.4252,3.6864,YES
0.3653,3.9576,YES
0.1771,3.3661,YES
0.1659,0.6818,NO
0.1927,3.0336,YES
0.1251,1.3541,NO
0.1303,1.7590000000000001,YES
0.1814,2.1814,YES
0.3356,1.8214,NO
0.1662,1.2698,NO
0.1507,1.2442,NO
0.1441,1.4804,NO
0.3435,1.7073,YES
0.1243,2.5433,YES
0.1731,1.4568,NO
0.0952,0.1615,NO
0.1364,1.5862,NO
0.0887,0.1923,NO
0.2289,0.1429,NO
0.2088,0.3025,NO
0.2075,0.2805,NO
0.1923,2.5056,YES
0.0927,1.4595,NO
0.0821,2.6630000000000003,YES
0.0311,1.4423,NO
0.3081,2.3474,YES
0.0406,1.1445,NO
0.1251,0.455,NO
0.091,0.6441,NO
0.11800000000000001,0.3235,NO
0.1053,0.3793,NO
0.2201,1.6304,NO
0.1351,0.3332,NO
0.1328,1.3357,NO
0.0724,0.2272,NO
0.0244,0.6311,NO
0.1404,1.6194,YES
0.3348,3.5498,YES
0.2937,3.6553,YES
0.14300000000000002,1.3891,YES
0.0826,0.7039,NO
0.013000000000000001,0.1773,NO
0.2103,1.4856,YES
0.1395,0.4817,NO
0.1325,2.0662,YES
0.1443,0.5713,NO
0.2165,0.3481,NO
0.1934,0.0879,NO
0.1934,0.6097,NO
0.0572,0.345,NO
0.2318,4.8814,YES
0.0556,0.3725,NO
0.3609,4.1196,YES
0.1417,0.1658,NO
0.255,3.9531,YES
0.0522,0.7565,NO
0.0677,0.9078,NO
0.1439,1.121,NO
0.0494,0.5664,NO
0.1715,1.4401,YES
0.0964,0.7465,NO
0.1343,1.8041,YES
0.1544,1.2619,NO
