DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_VSM_99,Associated
0.0737,1.028,NO
0.0652,0.2783,NO
0.1144,0.5637,NO
0.2164,1.0007,NO
0.0671,0.9878,NO
0.0906,1.0783,NO
0.0589,0.7253,NO
0.0679,0.3251,NO
0.1689,0.7020000000000001,NO
0.2469,2.0713,YES
0.0616,0.5753,NO
0.33799999999999997,1.7605,YES
0.2427,0.4918,NO
0.2231,0.78,NO
0.2223,0.4489,NO
0.1142,0.6085,NO
0.0706,1.0959,NO
0.1109,0.5886,NO
0.0747,0.6215,NO
0.2179,0.3212,NO
0.1147,0.7926,NO
0.0779,2.0567,YES
0.0804,2.4324,YES
0.1668,2.0739,YES
0.24,2.0397,YES
0.1573,0.879,NO
0.0716,2.3165,YES
0.1205,0.7257,NO
0.1072,1.0577,YES
0.2444,0.706,YES
0.3362,0.7609999999999999,NO
0.1579,0.6532,NO
0.1148,0.7866,NO
0.1112,1.263,NO
0.3947,1.5562,YES
0.0957,0.5121,YES
0.1364,0.7037,NO
0.1056,0.4315,NO
0.0981,0.9039,NO
0.1058,0.3994,NO
0.1797,0.28300000000000003,NO
0.1526,0.6573,NO
0.1551,0.1906,NO
0.2811,1.1779,YES
0.0766,0.9852,NO
0.1126,1.3061,YES
0.0341,0.5942,NO
0.3399,1.3968,YES
0.0412,0.8695,NO
0.1212,0.5591,NO
0.0769,0.6904,NO
0.1235,0.8037,NO
0.0802,0.4226,NO
0.1903,1.1162,NO
0.1119,0.624,NO
0.1008,0.872,NO
0.0886,1.5636,NO
0.1534,0.5252,NO
0.1331,1.2939,NO
0.2865,1.3194,NO
0.1512,1.344,NO
0.1666,1.8336,NO
0.1465,1.8338,NO
0.0509,0.4759,NO
0.2187,1.6436,NO
0.4574,3.2747,YES
0.1603,1.8834,NO
0.2015,2.3301,YES
0.205,1.0393,NO
0.2168,1.3399,NO
0.2136,0.6518,NO
0.1919,1.2201,NO
0.1533,1.7008,NO
0.1268,1.0190000000000001,NO
0.1947,0.8801,NO
0.1755,0.7033,NO
0.2202,1.3689,NO
0.4465,3.7973,YES
0.4252,4.1322,YES
0.3653,3.781,YES
0.1771,2.9948,YES
0.1659,1.7908,NO
0.1927,3.5597,YES
0.1251,1.8794,NO
0.1303,2.5398,YES
0.1814,1.615,YES
0.3356,0.9854,NO
0.1662,1.0319,NO
0.1507,1.1998,NO
0.1441,1.7009999999999998,NO
0.3435,3.5572,YES
0.1243,1.6525,YES
0.1731,1.2202,NO
0.0952,0.6019,NO
0.1364,1.2766,NO
0.0887,0.5454,NO
0.2289,0.7033,NO
0.2088,1.5124,NO
0.2075,0.5895,NO
0.1923,2.4906,YES
0.0927,1.3922,NO
0.0821,2.9596,YES
0.0311,0.8387,NO
0.3081,2.8944,YES
0.0406,1.2199,NO
0.1251,0.8692,NO
0.091,1.1581,NO
0.11800000000000001,0.8324,NO
0.1053,0.7340000000000001,NO
0.2201,1.5318,NO
0.1351,0.7868,NO
0.1328,1.226,NO
0.0724,1.5133,NO
0.0244,0.68,NO
0.1404,1.8581,YES
0.3348,3.7255,YES
0.2937,3.7131,YES
0.14300000000000002,2.9201,YES
0.0826,1.0088,NO
0.013000000000000001,0.3442,NO
0.2103,1.7439,YES
0.1395,0.853,NO
0.1325,2.1781,YES
0.1443,0.6307,NO
0.2165,0.8816,NO
0.1934,2.4634,NO
0.1934,0.8569,NO
0.0572,0.5927,NO
0.2318,4.3234,YES
0.0556,0.6435,NO
0.3609,3.7556,YES
0.1417,0.6431,NO
0.255,3.8523,YES
0.0522,1.1824,NO
0.0677,1.2173,NO
0.1439,1.5542,NO
0.0494,0.9983,NO
0.1715,2.1102,YES
0.0964,1.4178,NO
0.1343,2.7465,YES
0.1544,1.3676,NO
0.0732,0.451,NO
0.1975,0.647,NO
0.2582,0.9309,NO
0.1977,1.0603,NO
0.1701,1.2807,NO
0.1684,1.4888,NO
0.1225,0.4741,NO
0.1458,1.0687,NO
0.4028,2.8403,YES
0.1577,0.8224,NO
0.2904,2.1192,YES
0.1987,0.3677,NO
0.1756,0.7899,NO
0.1689,0.1477,NO
0.054000000000000006,1.1929,NO
0.1469,1.3585,NO
0.0547,1.0435,NO
0.1082,0.6796,NO
0.2019,0.7173,NO
0.1293,0.8566,NO
0.3897,3.12,YES
0.3612,3.7414,YES
0.2791,3.0971,YES
0.2894,2.4778,YES
0.2226,1.4454,NO
0.1753,3.2899,YES
0.0979,1.1124,NO
0.0985,1.1523,NO
0.0774,0.3878,NO
0.1069,1.1485,YES
0.3647,2.9463,YES
0.2531,2.8075,YES
0.1331,1.8776,YES
0.0885,0.8009,NO
0.0604,0.3221,NO
0.2068,0.8278,YES
0.2598,0.1805,NO
0.106,1.2583,YES
0.1459,0.3235,NO
0.2252,0.4366,NO
0.2571,1.57,NO
0.2375,0.3421,NO
0.1453,0.5619,NO
0.2245,3.2459,YES
0.141,0.5422,NO
0.2623,2.7768,YES
0.142,0.6453,NO
0.2555,2.7696,YES
0.2049,0.4299,NO
0.2206,0.4578,NO
0.2228,0.8406,NO
0.1032,0.4055,NO
0.1461,1.3387,YES
0.1116,0.7187,NO
0.1326,1.3977,YES
0.1415,0.7638,NO
0.0745,0.5101,NO
0.2381,1.2135,NO
0.19,0.838,NO
0.1547,0.8906,NO
0.1997,2.2475,NO
0.1653,1.1314,NO
0.1536,0.2261,NO
0.1999,1.5899,NO
0.1989,2.4201,YES
0.2045,1.7263,NO
0.2447,1.8904,YES
0.2519,0.3774,NO
0.2036,0.7706,NO
0.2033,0.2367,NO
0.0533,0.7743,NO
0.105,1.1676,NO
0.055999999999999994,0.6153,NO
0.1113,0.7845,NO
0.2256,0.6408,NO
0.0989,1.1427,NO
0.1879,2.2788,YES
0.1445,2.8422,YES
0.1901,2.5753,YES
0.3108,2.4909,YES
0.2405,1.9265,NO
0.1657,3.0694,YES
0.1331,1.5572,NO
0.0949,1.2751,NO
0.1339,0.4738,NO
0.22399999999999998,1.1324,NO
0.1967,0.5534,NO
0.1436,0.6693,NO
0.2079,1.7254,NO
0.1339,1.3317,NO
0.0967,0.3761,NO
0.2198,1.5499,NO
0.3428,2.5183,YES
0.2344,1.6164,NO
0.1736,1.6405,YES
0.1331,0.5131,NO
0.0735,0.8619,NO
0.0647,0.2211,NO
0.204,0.9698,NO
0.1327,1.0311,NO
0.1655,0.8864,NO
0.31,0.5441,NO
0.1309,0.5453,NO
0.2819,0.5711,NO
