DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_LSA_98,Associated
0.0737,0.1819,NO
0.0652,0.0176,NO
0.1144,0.2289,NO
0.2164,0.4029,NO
0.0671,0.2287,NO
0.0906,0.2289,NO
0.0589,0.1079,NO
0.0679,0.1334,NO
0.1689,0.1769,NO
0.2469,1.0,YES
0.0616,0.1782,NO
0.33799999999999997,1.0,YES
0.2427,0.2244,NO
0.2231,0.1165,NO
0.2223,0.0321,NO
0.1142,0.1944,NO
0.0706,0.1393,NO
0.1109,0.188,NO
0.0747,0.1094,NO
0.2179,0.1656,NO
0.1147,0.2418,NO
0.0779,1.0,YES
0.0804,0.6533,YES
0.1668,1.0,YES
0.24,0.5193,YES
0.1573,0.2351,NO
0.0716,0.2696,YES
0.1205,0.1604,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.1865,NO
0.1579,0.2796,NO
0.1148,0.1563,NO
0.1112,0.2004,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.2796,NO
0.1056,0.2425,NO
0.0981,0.1364,NO
0.1058,0.2425,NO
0.1797,0.2318,NO
0.1526,0.3082,NO
0.1551,0.301,NO
0.2811,1.0,YES
0.0766,0.2044,NO
0.1126,1.0,YES
0.0341,0.1687,NO
0.3399,1.0,YES
0.0412,0.2796,NO
0.1212,0.2425,NO
0.0769,0.1789,NO
0.1235,0.2425,NO
0.0802,0.126,NO
0.1903,0.228,NO
0.1119,0.0917,NO
0.1008,0.2796,NO
0.0886,0.3088,NO
0.1534,0.0731,NO
0.1331,0.5722,NO
0.2865,0.4029,NO
0.1512,0.31,NO
0.1666,0.6333,NO
0.1465,0.3258,NO
0.0509,0.1133,NO
0.2187,0.2594,NO
0.4574,1.0,YES
0.1603,0.4964,NO
0.2015,1.0,YES
0.205,0.3104,NO
0.2168,0.3824,NO
0.2136,0.2728,NO
0.1919,0.3167,NO
0.1533,0.4175,NO
0.1268,0.188,NO
0.1947,0.3844,NO
0.1755,0.1656,NO
0.2202,0.4224,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.4758,NO
0.1927,0.7756,YES
0.1251,0.2251,NO
0.1303,1.0,YES
0.1814,1.0,YES
0.3356,0.2862,NO
0.1662,0.2304,NO
0.1507,0.1466,NO
0.1441,0.2862,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.2344,NO
0.0952,0.316,NO
0.1364,0.2455,NO
0.0887,0.316,NO
0.2289,0.3845,NO
0.2088,0.3845,NO
0.2075,0.3845,NO
0.1923,1.0,YES
0.0927,0.2044,NO
0.0821,1.0,YES
0.0311,0.1466,NO
0.3081,1.0,YES
0.0406,0.1466,NO
0.1251,0.316,NO
0.091,0.2187,NO
0.11800000000000001,0.316,NO
0.1053,0.1641,NO
0.2201,0.2862,NO
0.1351,0.1417,NO
0.1328,0.2528,NO
0.0724,0.3011,NO
0.0244,0.2011,NO
0.1404,0.5033,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.6382,YES
0.0826,0.2784,NO
0.013000000000000001,0.2011,NO
0.2103,1.0,YES
0.1395,0.2975,NO
0.1325,0.4491,YES
0.1443,0.1412,NO
0.2165,0.3553,NO
0.1934,0.3569,NO
0.1934,0.3877,NO
0.0572,0.2493,NO
0.2318,0.7917,YES
0.0556,0.2493,NO
0.3609,0.7959999999999999,YES
0.1417,0.2493,NO
0.255,1.0,YES
0.0522,0.3369,NO
0.0677,0.462,NO
0.1439,0.4856,NO
0.0494,0.254,NO
0.1715,0.5820000000000001,YES
0.0964,0.4382,NO
0.1343,1.0,YES
0.1544,0.3049,NO
0.0732,0.272,NO
0.1975,0.3565,NO
0.2582,0.3701,NO
0.1977,0.2939,NO
0.1701,0.3946,NO
0.1684,0.3089,NO
0.1225,0.272,NO
0.1458,0.1625,NO
0.4028,0.9187,YES
0.1577,0.3093,NO
0.2904,0.9481,YES
0.1987,0.2438,NO
0.1756,0.3337,NO
0.1689,0.3166,NO
0.054000000000000006,0.3331,NO
0.1469,0.3413,NO
0.0547,0.3331,NO
0.1082,0.2395,NO
0.2019,0.3331,NO
0.1293,0.3132,NO
0.3897,0.9187,YES
0.3612,0.9481,YES
0.2791,0.9187,YES
0.2894,0.6231,YES
0.2226,0.2964,NO
0.1753,0.4832,YES
0.0979,0.1474,NO
0.0985,0.3011,NO
0.0774,0.016,NO
0.1069,0.5033,YES
0.3647,1.0,YES
0.2531,0.6940000000000001,YES
0.1331,0.6382,YES
0.0885,0.1491,NO
0.0604,0.1327,NO
0.2068,1.0,YES
0.2598,0.433,NO
0.106,0.4491,YES
0.1459,0.4608,NO
0.2252,0.3031,NO
0.2571,0.3376,NO
0.2375,0.1762,NO
0.1453,0.1567,NO
0.2245,0.594,YES
0.141,0.1168,NO
0.2623,1.0,YES
0.142,0.1387,NO
0.2555,1.0,YES
0.2049,0.4608,NO
0.2206,0.5347,NO
0.2228,0.4856,NO
0.1032,0.2183,NO
0.1461,0.5820000000000001,YES
0.1116,0.2619,NO
0.1326,1.0,YES
0.1415,0.1395,NO
0.0745,0.0731,NO
0.2381,0.5722,NO
0.19,0.4029,NO
0.1547,0.2813,NO
0.1997,0.6333,NO
0.1653,0.188,NO
0.1536,0.1133,NO
0.1999,0.3147,NO
0.1989,1.0,YES
0.2045,0.4964,NO
0.2447,1.0,YES
0.2519,0.4018,NO
0.2036,0.4018,NO
0.2033,0.4316,NO
0.0533,0.1944,NO
0.105,0.1666,NO
0.055999999999999994,0.188,NO
0.1113,0.3844,NO
0.2256,0.1656,NO
