DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_VSM_6,Associated
0.0737,1.3756,NO
0.0652,0.5804,NO
0.1144,1.5875,NO
0.2164,1.1959,NO
0.0671,1.5648,NO
0.0906,1.1023,NO
0.0589,0.899,NO
0.0679,0.6316,NO
0.1689,1.5654,NO
0.2469,3.2493,YES
0.0616,1.4842,NO
0.33799999999999997,2.725,YES
0.2427,1.1311,NO
0.2231,1.1384,NO
0.2223,0.6261,NO
0.1142,0.7534,NO
0.0706,1.1921,NO
0.1109,1.0445,NO
0.0747,1.4021,NO
0.2179,0.6813,NO
0.1147,1.5684,NO
0.0779,3.2994,YES
0.0804,3.4426,YES
0.1668,2.8652,YES
0.24,2.2412,YES
0.1573,0.8185,NO
0.0716,2.8744,YES
0.1205,1.4298,NO
0.1072,1.8771,YES
0.2444,2.1266,YES
0.3362,1.6234,NO
0.1579,0.8606,NO
0.1148,0.8453,NO
0.1112,1.8633,NO
0.3947,1.5344,YES
0.0957,1.1576,YES
0.1364,1.595,NO
0.1056,0.7698,NO
0.0981,1.7134,NO
0.1058,0.4024,NO
0.1797,1.0319,NO
0.1526,0.9740000000000001,NO
0.1551,0.491,NO
0.2811,2.1746,YES
0.0766,0.8872,NO
0.1126,2.0279,YES
0.0341,0.9115,NO
0.3399,1.8618,YES
0.0412,0.9948,NO
0.1212,0.7662,NO
0.0769,0.9246,NO
0.1235,0.7838,NO
0.0802,0.4495,NO
0.1903,1.3518,NO
0.1119,0.5849,NO
0.1008,1.3165,NO
0.0886,1.2202,NO
0.1534,0.5838,NO
0.1331,2.0542,NO
0.2865,1.6731,NO
0.1512,1.9896,NO
0.1666,1.3353,NO
0.1465,0.8848,NO
0.0509,0.5508,NO
0.2187,1.8217,NO
0.4574,3.9031,YES
0.1603,1.7631,NO
0.2015,3.0255,YES
0.205,1.3071,NO
0.2168,1.3591,NO
0.2136,0.8145,NO
0.1919,0.7898,NO
0.1533,1.296,NO
0.1268,1.186,NO
0.1947,1.6758,NO
0.1755,0.6367,NO
0.2202,1.87,NO
0.4465,4.1499,YES
0.4252,4.1495,YES
0.3653,3.806,YES
0.1771,2.8465,YES
0.1659,1.2093,NO
