DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_LSA_61,Associated
0.0737,0.7043,NO
0.0652,0.4683,NO
0.1144,1.1215,NO
0.2164,0.4964,NO
0.0671,0.7676,NO
0.0906,1.2493,NO
0.0589,1.0595,NO
0.0679,0.3893,NO
0.1689,1.1817,NO
0.2469,2.6276,YES
0.0616,0.4956,NO
0.33799999999999997,2.6802,YES
0.2427,0.7405,NO
0.2231,0.1694,NO
0.2223,0.2059,NO
0.1142,0.2952,NO
0.0706,1.1482,NO
0.1109,0.2182,NO
0.0747,0.8217,NO
0.2179,0.5545,NO
0.1147,0.8024,NO
0.0779,2.4644,YES
0.0804,2.6269,YES
0.1668,1.7813,YES
0.24,1.4946,YES
0.1573,0.6753,NO
0.0716,1.9994,YES
0.1205,0.5989,NO
0.1072,2.0189,YES
0.2444,2.0295,YES
0.3362,1.4871,NO
0.1579,0.2976,NO
0.1148,0.3061,NO
0.1112,0.8245,NO
0.3947,1.4652,YES
0.0957,1.2897,YES
0.1364,1.0318,NO
0.1056,0.4154,NO
0.0981,0.6044,NO
0.1058,0.337,NO
0.1797,0.4447,NO
0.1526,0.1319,NO
0.1551,0.2197,NO
0.2811,1.7059,YES
0.0766,0.6067,NO
0.1126,1.9622,YES
0.0341,0.2139,NO
0.3399,1.6193,YES
0.0412,0.377,NO
0.1212,0.5038,NO
0.0769,0.5479999999999999,NO
0.1235,0.5294,NO
0.0802,0.1044,NO
0.1903,1.0087,NO
0.1119,0.6556,NO
0.1008,0.6192,NO
0.0886,1.1331,NO
0.1534,0.8901,NO
0.1331,1.8974,NO
0.2865,1.2389,NO
0.1512,1.5399,NO
0.1666,1.8197,NO
0.1465,1.4519,NO
0.0509,0.5959,NO
0.2187,2.0134,NO
0.4574,3.412,YES
0.1603,0.6927,NO
0.2015,3.4119,YES
0.205,0.9606,NO
0.2168,0.3392,NO
0.2136,0.2338,NO
0.1919,0.9272,NO
0.1533,1.8949,NO
0.1268,0.6803,NO
0.1947,1.5255,NO
0.1755,0.8848,NO
0.2202,1.7238,NO
0.4465,3.1263,YES
0.4252,3.5186,YES
0.3653,2.7907,YES
0.1771,2.3161,YES
0.1659,1.1059999999999999,NO
0.1927,2.9879,YES
0.1251,0.9604,NO
0.1303,2.5984,YES
0.1814,2.4,YES
0.3356,1.6412,NO
0.1662,0.8219,NO
0.1507,0.5133,NO
0.1441,1.1738,NO
0.3435,2.5989,YES
0.1243,1.1749,YES
0.1731,1.2,NO
0.0952,0.6755,NO
0.1364,0.6174,NO
0.0887,0.6487,NO
0.2289,0.7905,NO
0.2088,0.4865,NO
0.2075,0.6444,NO
0.1923,1.4683,YES
0.0927,0.8489,NO
0.0821,2.2682,YES
0.0311,0.5505,NO
0.3081,2.3335,YES
0.0406,0.5039,NO
0.1251,0.6658,NO
0.091,0.4771,NO
0.11800000000000001,0.7914,NO
0.1053,0.2946,NO
0.2201,1.2635,NO
0.1351,1.0127,NO
0.1328,0.7705,NO
0.0724,0.7142,NO
0.0244,0.4446,NO
0.1404,2.8508,YES
0.3348,3.9892,YES
0.2937,3.2522,YES
0.14300000000000002,2.411,YES
0.0826,0.9891,NO
0.013000000000000001,0.308,NO
0.2103,2.4864,YES
0.1395,1.0037,NO
0.1325,1.4943,YES
0.1443,0.6409999999999999,NO
0.2165,1.3666,NO
0.1934,0.4611,NO
0.1934,0.3056,NO
0.0572,0.5984,NO
0.2318,3.4287,YES
0.0556,0.4919,NO
0.3609,3.5373,YES
0.1417,0.4652,NO
0.255,4.0037,YES
0.0522,1.1609,NO
0.0677,1.2713,NO
0.1439,1.6095,NO
0.0494,0.8614,NO
0.1715,2.4072,YES
0.0964,1.1005,NO
0.1343,2.1655,YES
0.1544,1.6483,NO
0.0732,1.2671,NO
0.1975,2.516,NO
0.2582,1.6784,NO
0.1977,1.7957,NO
0.1701,2.4602,NO
0.1684,1.9543,NO
0.1225,0.9611,NO
0.1458,2.4582,NO
0.4028,3.5708,YES
0.1577,1.1348,NO
0.2904,3.5243,YES
0.1987,1.3072,NO
0.1756,0.4648,NO
0.1689,0.3225,NO
0.054000000000000006,1.0889,NO
0.1469,2.2311,NO
0.0547,1.005,NO
0.1082,1.8813,NO
0.2019,1.1521,NO
0.1293,2.2639,NO
0.3897,3.4147,YES
0.3612,3.6460000000000004,YES
0.2791,2.9047,YES
0.2894,2.2924,YES
0.2226,1.5384,NO
0.1753,3.1867,YES
0.0979,1.4645,NO
0.0985,0.2607,NO
0.0774,0.3441,NO
0.1069,1.9095,YES
0.3647,3.6033,YES
0.2531,2.5746,YES
0.1331,1.768,YES
0.0885,0.8876,NO
0.0604,0.3349,NO
0.2068,1.994,YES
0.2598,1.6824,NO
0.106,0.9805,YES
0.1459,1.4733,NO
0.2252,1.8565,NO
0.2571,1.1486,NO
0.2375,0.8499,NO
0.1453,0.5032,NO
0.2245,3.0813,YES
0.141,0.2731,NO
0.2623,2.912,YES
0.142,0.2904,NO
0.2555,3.5069,YES
0.2049,1.5945,NO
0.2206,2.1074,NO
0.2228,1.9668,NO
0.1032,1.3425,NO
0.1461,1.4299,YES
0.1116,1.6665,NO
0.1326,1.6599,YES
0.1415,1.4605,NO
0.0745,0.5771,NO
0.2381,2.7821,NO
0.19,1.135,NO
0.1547,1.1696,NO
0.1997,2.7203,NO
0.1653,1.6371,NO
0.1536,0.2867,NO
0.1999,2.6906,NO
0.1989,2.7127,YES
0.2045,1.375,NO
0.2447,2.7979,YES
0.2519,1.38,NO
0.2036,1.051,NO
0.2033,0.6685,NO
0.0533,0.7007,NO
0.105,1.4343,NO
0.055999999999999994,0.379,NO
0.1113,1.4299,NO
0.2256,0.7184,NO
0.0989,1.6230000000000002,NO
0.1879,2.8203,YES
0.1445,2.4819,YES
0.1901,2.6637,YES
0.3108,2.1395,YES
0.2405,2.3195,NO
0.1657,2.6946,YES
0.1331,1.5222,NO
0.0949,1.0258,NO
0.1339,0.7183,NO
0.22399999999999998,1.71,NO
0.1967,1.2215,NO
0.1436,1.6357,NO
0.2079,1.3962,NO
0.1339,1.3475,NO
0.0967,0.4516,NO
0.2198,1.6427,NO
0.3428,3.1933,YES
0.2344,0.41700000000000004,NO
0.1736,3.3733,YES
0.1331,0.9372,NO
0.0735,0.6345,NO
0.0647,0.3242,NO
0.204,0.8914,NO
0.1327,1.9146,NO
0.1655,0.4221,NO
0.31,1.3605,NO
0.1309,0.6972,NO
0.2819,1.7173,NO
0.4042,3.0838,YES
0.3296,3.1149,YES
0.4941,3.2949,YES
0.1783,2.6289,YES
0.193,1.1983,NO
0.2673,2.9412,YES
0.1726,0.7614,NO
0.1439,1.4045,NO
0.0769,0.9338,NO
0.1953,2.1036,NO
0.2342,1.5435,NO
0.2047,1.3456,NO
0.1823,2.3617,NO
0.1684,1.8766,NO
0.1204,0.645,NO
0.1751,2.3578,NO
0.3579,3.1789,YES
0.1828,0.8,NO
0.2083,3.1788,YES
0.2252,1.6768,NO
0.2041,1.0248,NO
0.2007,0.8084,NO
0.0498,0.8167,NO
0.1415,1.7463,NO
0.0515,0.7238,NO
0.1207,1.5619,NO
0.1912,0.9531,NO
0.14,1.7477,NO
0.4038,3.0117,YES
0.3494,2.9846,YES
0.2799,2.3964,YES
0.2675,2.2967,YES
0.2206,1.6727,NO
0.2003,2.7745,YES
0.1168,1.0501,NO
0.0727,0.9418,NO
0.0714,0.7882,NO
0.10800000000000001,1.4605,NO
0.2886,0.9425,NO
0.1427,1.3056,NO
0.0855,1.5262,NO
0.0605,1.4872,NO
0.0532,0.4556,NO
0.1421,1.7778,NO
0.4397,3.1905,YES
0.0607,0.5485,NO
0.2347,3.3313,YES
0.2118,1.2552,NO
0.2048,0.54,NO
0.2045,0.3831,NO
0.0849,0.7653,NO
0.1035,1.8101,NO
0.0824,0.5442,NO
0.0975,1.0224,NO
0.1702,0.8135,NO
0.1518,1.3789,NO
0.3372,2.9213,YES
0.3303,3.2560000000000002,YES
0.314,2.7843,YES
0.1257,2.2266,YES
0.1375,0.9365,NO
0.1128,2.8937,YES
0.099,0.6512,NO
0.1069,1.8065,NO
0.0451,1.0029,NO
0.5095,6.2132,YES
0.1431,2.0287,YES
0.1227,1.7951,YES
0.2847,6.1684,YES
0.2237,1.6308,NO
0.1065,0.5755,NO
0.3266,6.5601,YES
0.0974,1.8119,NO
0.3289,3.7117,YES
0.1059,1.6874,NO
0.2131,2.4784,NO
0.1496,1.8451,NO
0.1474,1.1966,NO
0.0902,1.3502,NO
0.0993,2.1315,YES
0.0875,0.7401,NO
0.2369,2.835,YES
0.2129,0.7975,NO
0.1321,2.5137,YES
0.1271,2.4496,NO
0.08,2.4708,NO
0.3025,2.2309,NO
0.12,1.9022,NO
0.3399,5.5002,YES
0.2516,2.6532,NO
0.2081,4.4473,YES
0.1799,0.6723,NO
0.1547,0.539,NO
0.3595,3.0066,YES
0.2156,0.8935,NO
0.1535,0.9016,NO
0.4159,3.0921,YES
0.1827,0.9201,NO
0.1097,0.09,NO
0.5448,3.363,YES
0.191,0.3261,NO
0.4381,2.3557,YES
0.1528,0.4734,NO
0.3264,1.6774,NO
0.3203,0.9763,NO
0.2648,0.5938,NO
0.171,0.5155,NO
0.21899999999999997,1.4507,NO
0.1398,0.1766,NO
0.3673,1.1107,NO
0.1451,0.3034,NO
0.2637,1.3852,NO
0.1991,0.9244,NO
0.1784,0.7884,NO
0.3767,1.2532,NO
0.1917,0.5336,NO
0.3794,2.9104,YES
0.3359,1.3619,NO
0.2874,2.7048,YES
0.0798,0.748,NO
0.0364,0.5676,NO
0.2475,2.2726,YES
0.2794,3.6501,YES
0.2232,2.6757,YES
0.2213,2.407,YES
0.1233,1.1256,NO
0.0474,0.531,NO
0.2799,2.4558,YES
0.2328,1.0874,NO
0.2608,1.2861,YES
0.1095,0.8612,NO
0.2365,1.8844,NO
0.2061,0.6715,NO
0.2048,0.5492,NO
0.0456,0.7028,NO
0.1795,3.3087,YES
0.0442,0.5375,NO
0.27,3.0703,YES
0.1224,0.3898,NO
0.1913,3.6142,YES
0.2397,1.2821,NO
0.2111,1.6318,NO
0.2935,0.9941,NO
0.1155,0.8539,NO
0.243,2.0261,YES
0.1959,1.0659999999999998,NO
0.198,1.8452,YES
0.1636,0.847,NO
0.1646,0.3192,NO
0.3881,3.0519,YES
0.1762,0.6382,NO
0.1649,0.7184,NO
0.4197,2.8999,YES
0.1681,0.9689,NO
0.153,0.0451,NO
0.4738,3.045,YES
0.159,0.6557,NO
0.493,2.1858,YES
0.1456,0.9168,NO
0.2244,1.2279,NO
0.1542,1.0284,NO
0.1277,0.6209,NO
0.1775,0.3951,NO
0.2106,1.0112,NO
0.1654,0.0,NO
0.3557,1.1176,NO
0.0902,0.2634,NO
0.2663,1.0693,NO
0.2218,1.2735,NO
0.1764,1.0482,NO
0.3901,1.8102,NO
0.21600000000000003,0.878,NO
0.402,2.6029,YES
0.3584,1.8465,NO
0.3239,2.5711,YES
0.0467,0.2771,NO
0.0184,0.308,NO
0.0544,0.899,YES
0.1967,2.6187,YES
0.1251,2.2037,YES
0.0526,0.4164,YES
0.0389,0.3791,NO
0.0098,0.2486,NO
0.1204,0.4769,YES
0.1152,0.6935,NO
0.0434,0.3399,YES
0.0994,0.4107,NO
0.171,0.7733,NO
0.1733,0.1062,NO
0.1785,0.0837,NO
0.0632,0.4842,NO
0.1652,2.3494,YES
0.0614,0.414,NO
0.1533,2.0851,YES
0.1347,0.2747,NO
0.1212,2.8007,YES
0.015,0.7007,NO
0.0714,0.6271,NO
0.0698,1.1286,NO
0.035,0.4985,NO
0.0672,0.693,YES
0.0378,0.5055,NO
0.0637,0.7689,YES
0.3024,2.6654,YES
0.0482,2.3933,YES
