DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_VSM_83,Associated
0.0737,0.6899,NO
0.0652,0.4319,NO
0.1144,1.3430000000000002,NO
0.2164,1.6895,NO
0.0671,1.2486,NO
0.0906,1.3336,NO
0.0589,0.9572,NO
0.0679,0.225,NO
0.1689,1.1909,NO
0.2469,3.531,YES
0.0616,1.6383,NO
0.33799999999999997,2.8355,YES
0.2427,0.401,NO
0.2231,0.2461,NO
0.2223,0.4008,NO
0.1142,0.0387,NO
0.0706,2.0544,NO
0.1109,0.3679,NO
0.0747,1.3591,NO
0.2179,0.2042,NO
0.1147,1.4004,NO
0.0779,3.6691,YES
0.0804,3.6834,YES
0.1668,3.1255,YES
0.24,3.0485,YES
0.1573,0.6912,NO
0.0716,3.9726,YES
0.1205,1.1162,NO
0.1072,2.5231,YES
0.2444,2.481,YES
0.3362,0.8997,NO
0.1579,0.5807,NO
0.1148,0.2962,NO
0.1112,0.8405,NO
0.3947,1.8815,YES
0.0957,2.4892,YES
0.1364,1.1031,NO
0.1056,0.6174,NO
0.0981,0.8031,NO
0.1058,0.5109,NO
0.1797,0.951,NO
0.1526,0.9878,NO
0.1551,1.0702,NO
0.2811,1.4195,YES
0.0766,0.7177,NO
0.1126,2.4652,YES
0.0341,0.5359,NO
0.3399,2.6025,YES
0.0412,0.3426,NO
0.1212,0.6729,NO
0.0769,0.6293,NO
0.1235,0.5579,NO
0.0802,0.7753,NO
0.1903,0.6771,NO
0.1119,0.9122,NO
0.1008,0.4679,NO
0.0886,0.5963,NO
0.1534,0.6219,NO
0.1331,1.474,NO
0.2865,1.876,NO
0.1512,1.5011,NO
0.1666,1.4398,NO
0.1465,0.7723,NO
0.0509,0.1956,NO
0.2187,1.6029,NO
0.4574,3.4619,YES
0.1603,1.6866,NO
0.2015,2.7852,YES
0.205,0.7088,NO
0.2168,0.6976,NO
0.2136,0.7871,NO
0.1919,0.0604,NO
0.1533,2.1575,NO
0.1268,0.3019,NO
0.1947,1.5430000000000001,NO
0.1755,0.1266,NO
0.2202,1.7134,NO
0.4465,3.523,YES
0.4252,3.4833,YES
0.3653,2.7486,YES
0.1771,2.5788,YES
