DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_VSM_83,Associated
0.0737,1.3441,NO
0.0652,0.205,NO
0.1144,0.5923,NO
0.2164,0.9546,NO
0.0671,0.3044,NO
0.0906,0.5453,NO
0.0589,0.8255,NO
0.0679,0.5328,NO
0.1689,0.6833,NO
0.2469,1.7052,YES
0.0616,0.7269,NO
0.33799999999999997,1.1153,YES
0.2427,0.7032,NO
0.2231,0.5939,NO
0.2223,0.4815,NO
0.1142,0.6791,NO
0.0706,0.6441,NO
0.1109,0.9869,NO
0.0747,0.4501,NO
0.2179,0.7645,NO
0.1147,0.2279,NO
0.0779,1.2404,YES
0.0804,1.4237,YES
0.1668,1.6578,YES
0.24,1.2696,YES
0.1573,0.7587,NO
0.0716,1.2199,YES
0.1205,0.5991,NO
0.1072,2.734,YES
0.2444,0.5297,YES
0.3362,1.4215,NO
0.1579,1.3944,NO
0.1148,0.9628,NO
0.1112,1.3252,NO
0.3947,2.6546,YES
0.0957,1.1166,YES
0.1364,1.1906,NO
0.1056,0.6311,NO
0.0981,1.4035,NO
0.1058,0.4,NO
0.1797,0.9088,NO
0.1526,1.0427,NO
0.1551,0.8143,NO
0.2811,1.5599,YES
0.0766,1.1134,NO
0.1126,2.2252,YES
0.0341,1.1209,NO
0.3399,1.9483,YES
0.0412,0.9609,NO
0.1212,0.6354,NO
0.0769,0.3076,NO
0.1235,0.9076,NO
0.0802,0.4818,NO
0.1903,1.5002,NO
0.1119,1.037,NO
0.1008,1.3965,NO
0.0886,1.2751,NO
0.1534,0.1216,NO
0.1331,0.8391,NO
0.2865,2.2848,NO
0.1512,0.9772,NO
0.1666,0.6301,NO
0.1465,0.4891,NO
0.0509,0.4391,NO
0.2187,0.8827,NO
0.4574,3.4173,YES
0.1603,1.3159999999999998,NO
0.2015,2.2292,YES
0.205,0.6781,NO
0.2168,0.5377,NO
0.2136,0.1466,NO
0.1919,0.3318,NO
0.1533,1.1531,NO
0.1268,0.9232,NO
0.1947,1.0548,NO
0.1755,0.5941,NO
0.2202,0.8777,NO
0.4465,2.7758,YES
0.4252,3.1041,YES
0.3653,3.5401,YES
0.1771,2.7888,YES
0.1659,0.84,NO
0.1927,2.4912,YES
0.1251,0.6355,NO
0.1303,3.1964,YES
0.1814,0.5211,YES
0.3356,1.18,NO
0.1662,1.0366,NO
0.1507,0.4133,NO
0.1441,1.1101,NO
0.3435,3.2689999999999997,YES
0.1243,1.8017,YES
0.1731,1.1033,NO
0.0952,0.534,NO
0.1364,1.2216,NO
0.0887,0.5322,NO
0.2289,0.7222,NO
0.2088,1.1044,NO
0.2075,0.7649,NO
0.1923,1.7586,YES
0.0927,1.1420000000000001,NO
0.0821,2.8255,YES
0.0311,0.6944,NO
0.3081,2.31,YES
0.0406,0.5764,NO
0.1251,0.5344,NO
0.091,0.3083,NO
0.11800000000000001,0.7354,NO
0.1053,0.568,NO
0.2201,1.4989,NO
0.1351,0.985,NO
0.1328,1.5045,NO
0.0724,0.9524,NO
0.0244,0.1748,NO
0.1404,2.6677,YES
0.3348,4.4342,YES
0.2937,4.3322,YES
0.14300000000000002,3.1904,YES
0.0826,2.0557,NO
0.013000000000000001,0.3809,NO
0.2103,2.5706,YES
0.1395,0.8615,NO
0.1325,2.9999,YES
0.1443,0.7632,NO
0.2165,0.9282,NO
0.1934,1.0451,NO
0.1934,0.8008,NO
0.0572,0.8086,NO
0.2318,3.8892,YES
0.0556,0.7296,NO
0.3609,3.3741,YES
0.1417,0.7012,NO
0.255,3.5612,YES
0.0522,0.9096,NO
0.0677,0.4304,NO
0.1439,1.7936,NO
0.0494,0.6972,NO
0.1715,2.5086,YES
0.0964,1.3596,NO
0.1343,2.5721,YES
0.1544,1.7636,NO
0.0732,0.2603,NO
0.1975,1.1208,NO
0.2582,2.6511,NO
0.1977,1.2918,NO
0.1701,1.0392,NO
0.1684,1.0847,NO
0.1225,0.4756,NO
0.1458,1.2555,NO
0.4028,3.6105,YES
0.1577,1.6871,NO
0.2904,2.3242,YES
0.1987,0.9918,NO
0.1756,1.0114,NO
0.1689,0.5783,NO
0.054000000000000006,0.6754,NO
0.1469,1.4799,NO
0.0547,1.2722,NO
0.1082,1.2597,NO
0.2019,0.8904,NO
0.1293,1.0699,NO
0.3897,3.0247,YES
0.3612,3.2618,YES
0.2791,3.7855,YES
0.2894,2.9379,YES
0.2226,1.2289,NO
0.1753,3.0614,YES
0.0979,1.0611,NO
0.0985,0.4861,NO
0.0774,0.1377,NO
0.1069,2.2294,YES
0.3647,4.8811,YES
0.2531,4.6759,YES
0.1331,2.7483,YES
0.0885,1.6929,NO
0.0604,0.3071,NO
0.2068,2.0145,YES
0.2598,1.0655,NO
