DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_LSA_75,Associated
0.0737,1.2301,NO
0.0652,0.7653,NO
0.1144,1.5102,NO
0.2164,0.6065,NO
0.0671,1.3748,NO
0.0906,1.9486,NO
0.0589,1.3026,NO
0.0679,0.2847,NO
0.1689,1.3735,NO
0.2469,3.2321,YES
0.0616,0.6726,NO
0.33799999999999997,3.0265,YES
0.2427,0.8886,NO
0.2231,0.9958,NO
0.2223,0.5106,NO
0.1142,0.9429,NO
0.0706,1.3872,NO
0.1109,0.8777,NO
0.0747,0.9439,NO
0.2179,0.6957,NO
0.1147,0.9313,NO
0.0779,2.7122,YES
0.0804,3.1108,YES
0.1668,2.555,YES
0.24,2.1178,YES
0.1573,1.1357,NO
0.0716,2.6367,YES
0.1205,1.0786,NO
0.1072,2.2936,YES
0.2444,1.8267,YES
0.3362,0.9424,NO
0.1579,0.3846,NO
0.1148,0.4963,NO
0.1112,1.4868,NO
0.3947,2.2403,YES
0.0957,1.8265,YES
0.1364,1.3164,NO
0.1056,0.4691,NO
0.0981,0.8859,NO
0.1058,0.512,NO
0.1797,0.6891,NO
0.1526,0.8368,NO
0.1551,0.087,NO
0.2811,2.8301,YES
0.0766,0.8007,NO
0.1126,2.3461,YES
0.0341,0.48,NO
0.3399,2.4715,YES
0.0412,0.6255,NO
0.1212,0.4944,NO
0.0769,0.9472,NO
0.1235,0.616,NO
0.0802,0.3929,NO
0.1903,1.2072,NO
0.1119,0.4641,NO
0.1008,0.7664,NO
0.0886,1.0454,NO
0.1534,0.3414,NO
0.1331,1.5595,NO
0.2865,0.7821,NO
0.1512,1.6394,NO
0.1666,2.4355,NO
0.1465,1.2585,NO
0.0509,0.3982,NO
0.2187,1.5717,NO
0.4574,4.079,YES
0.1603,0.8064,NO
0.2015,3.458,YES
0.205,0.8162,NO
0.2168,1.2288,NO
0.2136,0.3806,NO
0.1919,0.6289,NO
0.1533,1.3961,NO
0.1268,1.0224,NO
0.1947,1.3776,NO
0.1755,0.5426,NO
0.2202,0.8673,NO
0.4465,3.4656,YES
0.4252,3.8759,YES
0.3653,3.2884,YES
0.1771,2.9281,YES
0.1659,1.4941,NO
0.1927,3.5865,YES
0.1251,1.1887,NO
0.1303,2.0037,YES
0.1814,1.4151,YES
0.3356,1.2068,NO
0.1662,0.5455,NO
0.1507,0.9284,NO
0.1441,1.6421,NO
0.3435,2.6059,YES
0.1243,1.3467,YES
0.1731,1.2136,NO
0.0952,1.0490000000000002,NO
0.1364,0.8711,NO
0.0887,1.1084,NO
0.2289,1.2108,NO
0.2088,1.078,NO
0.2075,0.568,NO
0.1923,2.5065,YES
0.0927,1.0051,NO
0.0821,1.751,YES
0.0311,0.7624,NO
0.3081,2.332,YES
0.0406,0.81,NO
0.1251,0.9683,NO
0.091,1.2994,NO
0.11800000000000001,1.0714,NO
0.1053,0.7051,NO
0.2201,1.2062,NO
0.1351,1.0305,NO
0.1328,1.1134,NO
0.0724,1.1018,NO
0.0244,0.2261,NO
0.1404,1.6661,YES
