DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_VSM_82,Associated
0.0737,0.35600000000000004,NO
0.0652,0.2883,NO
0.1144,0.4006,NO
0.2164,0.8334,NO
0.0671,0.7667,NO
0.0906,0.3146,NO
0.0589,0.3619,NO
0.0679,0.0617,NO
0.1689,0.3393,NO
0.2469,1.73,YES
0.0616,0.3689,NO
0.33799999999999997,1.2417,YES
0.2427,0.2539,NO
0.2231,0.3497,NO
0.2223,0.3111,NO
0.1142,0.2929,NO
0.0706,0.521,NO
0.1109,0.3132,NO
0.0747,0.8023,NO
0.2179,0.3474,NO
0.1147,0.652,NO
0.0779,1.3722,YES
0.0804,1.3221,YES
0.1668,1.0213,YES
0.24,0.4775,YES
0.1573,0.2086,NO
0.0716,0.4504,YES
0.1205,0.2642,NO
0.1072,2.5244,YES
0.2444,1.4525,YES
0.3362,0.8859999999999999,NO
0.1579,0.5181,NO
0.1148,0.386,NO
0.1112,0.654,NO
0.3947,2.2878,YES
0.0957,1.3682,YES
0.1364,0.5728,NO
0.1056,0.4693,NO
0.0981,0.585,NO
0.1058,0.3836,NO
0.1797,0.2677,NO
0.1526,0.3136,NO
0.1551,0.2767,NO
0.2811,1.5502,YES
0.0766,0.4383,NO
0.1126,1.2815,YES
0.0341,0.4224,NO
0.3399,1.7933,YES
0.0412,0.3548,NO
0.1212,0.3145,NO
0.0769,0.3746,NO
0.1235,0.44799999999999995,NO
0.0802,0.1554,NO
0.1903,0.6125,NO
0.1119,0.3097,NO
0.1008,0.8499,NO
0.0886,0.5609,NO
0.1534,0.4582,NO
0.1331,0.5978,NO
0.2865,0.9641,NO
0.1512,0.4887,NO
0.1666,0.4502,NO
0.1465,0.4145,NO
0.0509,0.1797,NO
0.2187,0.5931,NO
0.4574,3.1455,YES
0.1603,0.6957,NO
0.2015,1.5217,YES
0.205,0.39399999999999996,NO
0.2168,0.2578,NO
0.2136,0.1749,NO
0.1919,0.3777,NO
0.1533,0.382,NO
0.1268,0.5113,NO
0.1947,0.6903,NO
0.1755,0.4648,NO
0.2202,0.5512,NO
0.4465,2.3188,YES
0.4252,1.8863,YES
0.3653,2.0679,YES
0.1771,0.8914,YES
0.1659,0.2871,NO
0.1927,0.7390000000000001,YES
0.1251,0.4708,NO
0.1303,2.2856,YES
0.1814,2.0269999999999997,YES
0.3356,0.6441,NO
0.1662,0.3369,NO
0.1507,0.0999,NO
0.1441,0.4545,NO
0.3435,1.5931,YES
0.1243,1.117,YES
0.1731,0.4177,NO
0.0952,0.3833,NO
0.1364,0.3337,NO
0.0887,0.2367,NO
0.2289,0.1158,NO
0.2088,0.0629,NO
0.2075,0.0876,NO
0.1923,2.0413,YES
0.0927,0.2133,NO
0.0821,1.526,YES
0.0311,0.2228,NO
0.3081,2.1165,YES
0.0406,0.1953,NO
0.1251,0.2779,NO
0.091,0.1792,NO
0.11800000000000001,0.5205,NO
0.1053,0.2745,NO
0.2201,0.5608,NO
0.1351,0.1714,NO
0.1328,0.3994,NO
0.0724,0.4989,NO
0.0244,0.2446,NO
0.1404,1.1697,YES
0.3348,1.3204,YES
0.2937,2.2847,YES
0.14300000000000002,0.6251,YES
0.0826,0.4017,NO
0.013000000000000001,0.1085,NO
0.2103,0.6641,YES
0.1395,0.4684,NO
0.1325,1.0893,YES
0.1443,0.3034,NO
0.2165,0.2027,NO
0.1934,0.2002,NO
0.1934,0.0787,NO
0.0572,0.3152,NO
0.2318,1.2475,YES
0.0556,0.3976,NO
0.3609,2.3561,YES
0.1417,0.3312,NO
0.255,2.109,YES
0.0522,0.2782,NO
0.0677,0.349,NO
