DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_VSM_1,Associated
0.0737,0.1316,NO
0.0652,0.1433,NO
0.1144,0.5911,NO
0.2164,1.1079999999999999,NO
0.0671,0.6463,NO
0.0906,0.7116,NO
0.0589,0.2994,NO
0.0679,0.0329,NO
0.1689,0.4351,NO
0.2469,2.1496,YES
0.0616,0.2342,NO
0.33799999999999997,1.7073,YES
0.2427,0.4221,NO
0.2231,0.36200000000000004,NO
0.2223,0.1572,NO
0.1142,0.4062,NO
0.0706,1.0425,NO
0.1109,0.2447,NO
0.0747,0.6,NO
0.2179,0.1189,NO
0.1147,0.8144,NO
0.0779,2.5238,YES
0.0804,2.1286,YES
0.1668,2.2278,YES
0.24,1.4276,YES
0.1573,0.1413,NO
0.0716,0.9039,YES
0.1205,0.3612,NO
0.1072,0.7325,YES
0.2444,2.1964,YES
0.3362,0.4717,NO
0.1579,0.2715,NO
0.1148,0.1552,NO
0.1112,0.6196,NO
0.3947,0.5681,YES
0.0957,2.1887,YES
0.1364,0.4224,NO
0.1056,0.2907,NO
0.0981,0.3454,NO
0.1058,0.1856,NO
0.1797,0.3234,NO
0.1526,0.1595,NO
0.1551,0.1786,NO
0.2811,2.0651,YES
0.0766,0.1831,NO
0.1126,2.1919999999999997,YES
0.0341,0.183,NO
0.3399,2.0780000000000003,YES
0.0412,0.1543,NO
0.1212,0.35,NO
0.0769,0.3664,NO
0.1235,0.308,NO
0.0802,0.2827,NO
0.1903,0.3204,NO
0.1119,0.2223,NO
0.1008,0.3413,NO
0.0886,0.1447,NO
0.1534,0.1157,NO
0.1331,0.5883,NO
0.2865,1.1348,NO
0.1512,0.7456,NO
0.1666,0.8514,NO
0.1465,0.3487,NO
0.0509,0.0802,NO
0.2187,0.3586,NO
0.4574,2.2569,YES
0.1603,0.3349,NO
0.2015,1.8106,YES
0.205,0.3744,NO
0.2168,0.3473,NO
0.2136,0.1432,NO
0.1919,0.3979,NO
0.1533,1.0756,NO
0.1268,0.2351,NO
0.1947,0.7665,NO
0.1755,0.1883,NO
0.2202,0.7398,NO
0.4465,2.5198,YES
0.4252,2.1101,YES
0.3653,2.7171,YES
0.1771,1.5151,YES
0.1659,0.2125,NO
0.1927,0.8359,YES
0.1251,0.4155,NO
0.1303,0.6858,YES
0.1814,2.2116,YES
0.3356,0.6052,NO
0.1662,0.1717,NO
0.1507,0.0978,NO
0.1441,0.6615,NO
0.3435,0.5585,YES
0.1243,2.1989,YES
0.1731,0.4262,NO
0.0952,0.2504,NO
0.1364,0.397,NO
0.0887,0.2309,NO
0.2289,0.1494,NO
0.2088,0.1062,NO
0.2075,0.0962,NO
0.1923,1.3607,YES
0.0927,0.2593,NO
0.0821,2.2059,YES
0.0311,0.1948,NO
0.3081,1.4956,YES
0.0406,0.1595,NO
0.1251,0.3466,NO
0.091,0.27899999999999997,NO
0.11800000000000001,0.3002,NO
0.1053,0.2642,NO
0.2201,0.2475,NO
0.1351,0.2493,NO
0.1328,0.2668,NO
0.0724,0.4947,NO
0.0244,0.2021,NO
0.1404,0.8404,YES
0.3348,1.5952,YES
0.2937,1.1262,YES
0.14300000000000002,0.9993,YES
0.0826,0.3851,NO
0.013000000000000001,0.1292,NO
0.2103,0.6249,YES
0.1395,0.6346,NO
0.1325,0.863,YES
0.1443,0.3259,NO
0.2165,0.4105,NO
0.1934,0.6459999999999999,NO
0.1934,0.1855,NO
0.0572,0.3537,NO
0.2318,2.679,YES
0.0556,0.3619,NO
0.3609,2.2436,YES
0.1417,0.2106,NO
0.255,1.5387,YES
0.0522,0.7022,NO
0.0677,0.8138,NO
0.1439,1.0198,NO
0.0494,0.2543,NO
0.1715,0.6727,YES
0.0964,0.2753,NO
0.1343,0.515,YES
0.1544,0.1707,NO
0.0732,0.3939,NO
0.1975,0.4372,NO
0.2582,0.5006,NO
0.1977,0.3341,NO
0.1701,0.6745,NO
0.1684,0.3212,NO
0.1225,0.4054,NO
0.1458,0.1785,NO
0.4028,1.893,YES
0.1577,0.2379,NO
0.2904,1.6058,YES
0.1987,0.3884,NO
0.1756,0.3104,NO
0.1689,0.1099,NO
0.054000000000000006,0.6414,NO
0.1469,0.4787,NO
0.0547,0.4904,NO
0.1082,0.2006,NO
0.2019,0.516,NO
0.1293,0.4371,NO
0.3897,1.879,YES
0.3612,1.7624,YES
0.2791,2.3886,YES
0.2894,0.9876,YES
0.2226,0.1498,NO
0.1753,0.7237,YES
0.0979,0.1981,NO
0.0985,0.5375,NO
0.0774,0.3879,NO
0.1069,0.4161,YES
0.3647,1.3601,YES
0.2531,0.9914,YES
0.1331,0.5491,YES
0.0885,0.4397,NO
0.0604,0.321,NO
0.2068,0.3911,YES
0.2598,0.5456,NO
0.106,0.56,YES
0.1459,0.3028,NO
0.2252,0.4501,NO
0.2571,0.6005,NO
0.2375,0.331,NO
0.1453,0.4144,NO
0.2245,2.5602,YES
0.141,0.5667,NO
0.2623,1.9867,YES
0.142,0.287,NO
0.2555,1.272,YES
0.2049,0.4019,NO
0.2206,0.6275,NO
0.2228,0.6377,NO
0.1032,0.128,NO
0.1461,0.4789,YES
0.1116,0.1182,NO
0.1326,0.4862,YES
0.1415,0.2232,NO
0.0745,0.4143,NO
0.2381,0.5535,NO
0.19,0.4901,NO
0.1547,0.3305,NO
0.1997,0.6692,NO
0.1653,0.2424,NO
0.1536,0.4011,NO
0.1999,0.3953,NO
0.1989,1.2011,YES
0.2045,0.3838,NO
0.2447,0.8358,YES
0.2519,0.3373,NO
0.2036,0.2288,NO
0.2033,0.162,NO
0.0533,0.5603,NO
0.105,0.4022,NO
0.055999999999999994,0.4368,NO
0.1113,0.2746,NO
0.2256,0.4628,NO
0.0989,0.3008,NO
0.1879,1.4989,YES
0.1445,1.0048,YES
0.1901,1.2226,YES
0.3108,1.2355,YES
0.2405,0.2339,NO
0.1657,0.4317,YES
0.1331,0.5018,NO
0.0949,0.146,NO
0.1339,0.3299,NO
0.22399999999999998,0.8189,NO
0.1967,0.8615,NO
0.1436,0.5051,NO
0.2079,0.6877,NO
0.1339,0.2769,NO
0.0967,0.2165,NO
0.2198,0.6805,NO
0.3428,1.9091,YES
0.2344,0.3957,NO
0.1736,1.5013,YES
0.1331,0.1593,NO
0.0735,0.1774,NO
0.0647,0.0973,NO
0.204,0.5398,NO
0.1327,0.9024,NO
0.1655,0.4598,NO
0.31,0.6775,NO
0.1309,0.2811,NO
0.2819,0.7044,NO
0.4042,1.8756,YES
0.3296,1.4472,YES
0.4941,1.5118,YES
0.1783,1.3377,YES
0.193,0.2398,NO
0.2673,0.7913,YES
0.1726,0.4854,NO
0.1439,0.1646,NO
0.0769,0.3211,NO
0.1953,0.8219,NO
0.2342,1.1245,NO
0.2047,0.7875,NO
0.1823,0.8267,NO
0.1684,0.3738,NO
0.1204,0.2088,NO
