DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_VSM_33,Associated
0.0737,1.2597,NO
0.0652,0.5870000000000001,NO
0.1144,0.8068,NO
0.2164,1.0063,NO
0.0671,0.7788,NO
0.0906,1.4887,NO
0.0589,1.4591,NO
0.0679,0.6972,NO
0.1689,0.9891,NO
0.2469,3.661,YES
0.0616,0.8582,NO
0.33799999999999997,1.5229,YES
0.2427,0.3058,NO
0.2231,1.0337,NO
0.2223,0.2627,NO
0.1142,0.7386,NO
0.0706,0.7944,NO
0.1109,0.9408,NO
0.0747,0.991,NO
0.2179,0.6936,NO
0.1147,0.5149,NO
0.0779,2.9013,YES
0.0804,3.5669999999999997,YES
0.1668,3.9149,YES
0.24,2.7514,YES
0.1573,1.7882,NO
0.0716,3.5060000000000002,YES
0.1205,1.1897,NO
0.1072,1.0659,YES
0.2444,0.8684,YES
0.3362,1.1598,NO
0.1579,1.1289,NO
0.1148,0.9166,NO
0.1112,1.669,NO
0.3947,1.3553,YES
0.0957,1.3048,YES
0.1364,1.4893,NO
0.1056,0.5245,NO
0.0981,0.9849,NO
0.1058,0.3743,NO
0.1797,1.0986,NO
0.1526,1.5109,NO
0.1551,0.602,NO
0.2811,1.1532,YES
0.0766,0.9246,NO
0.1126,1.409,YES
0.0341,0.9118,NO
0.3399,1.2326,YES
0.0412,0.7051,NO
0.1212,0.4889,NO
0.0769,0.5363,NO
0.1235,1.0152,NO
0.0802,0.4392,NO
0.1903,1.5453,NO
0.1119,1.1139,NO
0.1008,1.3623,NO
0.0886,1.4811,NO
0.1534,0.439,NO
0.1331,1.4487,NO
0.2865,1.9752,NO
0.1512,1.755,NO
0.1666,2.2147,NO
0.1465,1.3511,NO
0.0509,0.5858,NO
0.2187,1.8984,NO
0.4574,4.2206,YES
0.1603,1.4436,NO
0.2015,1.8144,YES
0.205,1.0772,NO
0.2168,1.9679,NO
0.2136,0.7428,NO
0.1919,0.4441,NO
0.1533,1.5905,NO
0.1268,0.74,NO
0.1947,1.6214,NO
0.1755,0.7056,NO
0.2202,1.3991,NO
0.4465,3.3187,YES
0.4252,3.975,YES
0.3653,4.6611,YES
0.1771,2.9001,YES
0.1659,2.58,NO
0.1927,3.8679,YES
0.1251,2.1919999999999997,NO
0.1303,2.4408,YES
0.1814,1.114,YES
0.3356,0.6215,NO
0.1662,0.6229,NO
0.1507,0.3251,NO
0.1441,1.2032,NO
0.3435,2.3097,YES
0.1243,2.7105,YES
0.1731,1.0107,NO
0.0952,0.5653,NO
0.1364,0.5591,NO
0.0887,0.5589,NO
0.2289,0.7358,NO
0.2088,1.0333,NO
0.2075,0.3706,NO
0.1923,2.3449,YES
0.0927,0.3271,NO
0.0821,3.0332,YES
0.0311,0.4226,NO
0.3081,2.7628,YES
0.0406,0.3336,NO
0.1251,0.6447,NO
0.091,0.7093,NO
0.11800000000000001,0.8787,NO
0.1053,0.4814,NO
0.2201,1.4064,NO
0.1351,0.9125,NO
0.1328,0.8221,NO
0.0724,1.3503,NO
0.0244,0.2913,NO
0.1404,2.6210000000000004,YES
0.3348,3.5035,YES
0.2937,3.5361,YES
0.14300000000000002,3.2907,YES
0.0826,0.736,NO
0.013000000000000001,0.7538,NO
0.2103,2.3275,YES
0.1395,1.5263,NO
0.1325,2.161,YES
0.1443,0.7567,NO
0.2165,0.9042,NO
0.1934,2.3259,NO
0.1934,0.4546,NO
0.0572,0.7893,NO
0.2318,3.5239,YES
0.0556,1.0252,NO
0.3609,3.6876,YES
0.1417,0.8836,NO
0.255,3.8965,YES
0.0522,1.1436,NO
0.0677,1.5479,NO
0.1439,2.1361,NO
0.0494,1.0286,NO
0.1715,2.847,YES
0.0964,1.8928,NO
0.1343,3.0319,YES
0.1544,1.7903,NO
0.0732,0.3652,NO
0.1975,1.4709,NO
0.2582,1.8121,NO
0.1977,1.4121,NO
0.1701,2.0399,NO
0.1684,1.5546,NO
0.1225,0.8293,NO
0.1458,1.6243,NO
0.4028,3.5943,YES
0.1577,1.2249,NO
0.2904,1.6422,YES
0.1987,0.8407,NO
0.1756,1.4493,NO
0.1689,0.4609,NO
0.054000000000000006,0.541,NO
0.1469,1.107,NO
0.0547,1.1340000000000001,NO
0.1082,1.4072,NO
0.2019,1.177,NO
0.1293,1.2695,NO
0.3897,3.0579,YES
0.3612,3.7828,YES
0.2791,4.0566,YES
0.2894,2.5573,YES
0.2226,2.5711,NO
0.1753,3.4571,YES
0.0979,1.8555,NO
0.0985,0.978,NO
0.0774,0.3186,NO
0.1069,1.7967,YES
0.3647,3.0836,YES
0.2531,2.9555,YES
0.1331,1.9617,YES
0.0885,0.4827,NO
0.0604,0.5663,NO
0.2068,1.7146,YES
0.2598,0.7073,NO
0.106,1.1654,YES
0.1459,0.3991,NO
0.2252,0.8473,NO
0.2571,1.8585,NO
0.2375,0.5502,NO
0.1453,0.6635,NO
0.2245,2.9424,YES
0.141,0.7346,NO
0.2623,3.1278,YES
0.142,0.6962,NO
0.2555,3.3405,YES
0.2049,0.4395,NO
0.2206,0.8011,NO
0.2228,1.0026,NO
0.1032,0.2045,NO
0.1461,1.9305,YES
0.1116,0.7892,NO
0.1326,2.0729,YES
0.1415,1.3844,NO
0.0745,0.3162,NO
0.2381,0.5634,NO
0.19,1.1428,NO
0.1547,0.9837,NO
0.1997,1.3116,NO
0.1653,1.2465,NO
0.1536,0.46,NO
0.1999,1.1138,NO
0.1989,3.7008,YES
0.2045,0.7829999999999999,NO
0.2447,1.4756,YES
0.2519,0.6408,NO
0.2036,1.1674,NO
0.2033,0.488,NO
0.0533,0.4588,NO
0.105,0.802,NO
0.055999999999999994,0.596,NO
0.1113,1.0646,NO
0.2256,0.6268,NO
0.0989,0.5366,NO
0.1879,2.7802,YES
0.1445,3.5579,YES
0.1901,3.9968,YES
0.3108,2.701,YES
0.2405,1.7994,NO
0.1657,3.4295,YES
0.1331,1.355,NO
0.0949,0.7783,NO
0.1339,0.28300000000000003,NO
0.22399999999999998,1.2407,NO
0.1967,1.2027,NO
0.1436,0.8571,NO
0.2079,1.9973,NO
0.1339,1.0933,NO
0.0967,0.252,NO
0.2198,1.28,NO
0.3428,2.9055,YES
0.2344,1.3572,NO
0.1736,1.2633,YES
0.1331,0.4832,NO
0.0735,1.1877,NO
0.0647,0.3528,NO
0.204,0.2042,NO
0.1327,0.8144,NO
0.1655,0.3846,NO
0.31,1.2476,NO
0.1309,0.2928,NO
0.2819,0.6611,NO
0.4042,2.171,YES
0.3296,2.9244,YES
0.4941,3.42,YES
0.1783,2.4497,YES
0.193,2.0925,NO
0.2673,3.1643,YES
0.1726,1.6629,NO
0.1439,1.4117,NO
0.0769,0.6699,NO
0.1953,1.3077,NO
0.2342,2.211,NO
0.2047,1.8629,NO
0.1823,2.0945,NO
0.1684,1.4152,NO
0.1204,0.6159,NO
0.1751,1.834,NO
0.3579,4.1585,YES
0.1828,1.266,NO
0.2083,1.746,YES
0.2252,1.1796,NO
0.2041,2.1784,NO
0.2007,0.8416,NO
0.0498,0.4738,NO
0.1415,1.6912,NO
0.0515,0.7396,NO
0.1207,1.8427,NO
0.1912,0.6301,NO
0.14,1.5189,NO
0.4038,3.2666,YES
0.3494,3.955,YES
0.2799,4.6117,YES
0.2675,2.9062,YES
0.2206,2.3421,NO
0.2003,3.8922,YES
0.1168,2.0616,NO
0.0727,1.3097,NO
0.0714,0.3913,NO
0.10800000000000001,1.0754,NO
0.2886,1.5098,NO
0.1427,1.192,NO
0.0855,1.5713,NO
0.0605,1.4397,NO
0.0532,0.6029,NO
0.1421,1.1402,NO
0.4397,3.2512,YES
0.0607,0.9687,NO
0.2347,1.4719,YES
0.2118,0.8276,NO
0.2048,1.2858,NO
0.2045,0.4613,NO
0.0849,0.3524,NO
0.1035,1.1221,NO
0.0824,0.7937,NO
0.0975,1.2169,NO
0.1702,0.7349,NO
0.1518,1.0917,NO
0.3372,2.6976,YES
0.3303,3.3995,YES
0.314,3.7491,YES
0.1257,2.3068,YES
0.1375,1.9914,NO
0.1128,3.1549,YES
0.099,1.4576,NO
0.1069,1.0216,NO
0.0451,0.4658,NO
0.5095,4.0473,YES
0.1431,1.6696,YES
0.1227,1.6765,YES
0.2847,4.8832,YES
0.2237,1.32,NO
0.1065,1.0705,NO
0.3266,3.6709,YES
