DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_VSM_38,Associated
0.0737,1.0308,NO
0.0652,0.0875,NO
0.1144,1.2169,NO
0.2164,1.0912,NO
0.0671,0.7191,NO
0.0906,1.7374,NO
0.0589,0.4724,NO
0.0679,0.4026,NO
0.1689,1.2472,NO
0.2469,3.5279,YES
0.0616,0.7802,NO
0.33799999999999997,1.4345,YES
0.2427,1.4771,NO
0.2231,1.2681,NO
0.2223,0.7885,NO
0.1142,0.6187,NO
0.0706,1.3694,NO
0.1109,0.4748,NO
0.0747,0.7353,NO
0.2179,0.3519,NO
0.1147,0.818,NO
0.0779,2.9034,YES
0.0804,2.8756,YES
0.1668,3.2793,YES
0.24,2.8607,YES
0.1573,0.8351,NO
0.0716,3.5105,YES
0.1205,1.2237,NO
0.1072,0.9011,YES
0.2444,1.358,YES
0.3362,0.8018,NO
0.1579,0.7489,NO
0.1148,0.3776,NO
0.1112,0.9819,NO
0.3947,1.7704,YES
0.0957,0.5406,YES
0.1364,0.9127,NO
0.1056,0.4295,NO
0.0981,0.7212,NO
0.1058,0.2428,NO
0.1797,0.4903,NO
0.1526,0.7277,NO
0.1551,0.3882,NO
0.2811,1.2131,YES
0.0766,0.7335,NO
0.1126,1.3399,YES
0.0341,0.5532,NO
0.3399,1.2147,YES
0.0412,0.765,NO
0.1212,0.263,NO
0.0769,0.7847,NO
0.1235,0.682,NO
0.0802,0.4746,NO
0.1903,0.8263,NO
0.1119,0.6651,NO
0.1008,0.9297,NO
0.0886,1.2692,NO
0.1534,0.1705,NO
0.1331,1.4936,NO
0.2865,1.8248,NO
0.1512,1.1928,NO
0.1666,2.0858,NO
0.1465,0.2286,NO
0.0509,0.4941,NO
0.2187,1.1202,NO
0.4574,3.8371,YES
0.1603,1.4807,NO
0.2015,1.5852,YES
0.205,1.1017,NO
0.2168,0.5596,NO
0.2136,0.3612,NO
0.1919,0.6569,NO
0.1533,1.6122,NO
0.1268,0.7063,NO
0.1947,1.0136,NO
0.1755,0.6033,NO
0.2202,1.6175,NO
0.4465,3.4719,YES
0.4252,3.4834,YES
0.3653,3.7356,YES
0.1771,3.216,YES
0.1659,1.2533,NO
0.1927,4.1178,YES
0.1251,1.6079,NO
0.1303,2.4887,YES
0.1814,3.0772,YES
0.3356,1.046,NO
0.1662,1.0541,NO
0.1507,0.6532,NO
0.1441,1.1336,NO
0.3435,3.2504,YES
0.1243,1.5725,YES
0.1731,0.8774,NO
0.0952,0.4031,NO
0.1364,0.8761,NO
0.0887,0.3394,NO
0.2289,0.2258,NO
0.2088,0.5922,NO
0.2075,0.2098,NO
0.1923,2.4168,YES
0.0927,0.8837,NO
0.0821,3.1369,YES
0.0311,0.7154,NO
0.3081,2.8051,YES
0.0406,1.1216,NO
0.1251,0.4035,NO
0.091,0.9597,NO
0.11800000000000001,0.5893,NO
0.1053,0.6214,NO
0.2201,0.8763,NO
0.1351,0.7946,NO
0.1328,1.0124,NO
0.0724,1.1511,NO
0.0244,0.2026,NO
0.1404,2.3507,YES
0.3348,3.8016,YES
0.2937,3.5951,YES
0.14300000000000002,2.6512,YES
0.0826,0.7282,NO
0.013000000000000001,0.3403,NO
0.2103,2.613,YES
0.1395,1.1481,NO
0.1325,2.7889999999999997,YES
0.1443,0.7695,NO
0.2165,1.2402,NO
0.1934,1.4646,NO
0.1934,0.5465,NO
0.0572,0.5954,NO
0.2318,3.7626,YES
0.0556,0.4759,NO
0.3609,3.6442,YES
0.1417,0.8417,NO
0.255,3.4239,YES
0.0522,1.4262,NO
0.0677,1.5483,NO
0.1439,2.2615,NO
0.0494,1.2342,NO
0.1715,2.9365,YES
0.0964,2.7187,NO
0.1343,2.4376,YES
0.1544,1.838,NO
0.0732,0.6758,NO
0.1975,1.5017,NO
0.2582,2.0193,NO
0.1977,1.3026,NO
0.1701,2.0534,NO
0.1684,0.9814,NO
0.1225,0.8465,NO
0.1458,1.6174,NO
0.4028,3.6632,YES
0.1577,1.5425,NO
0.2904,1.6509,YES
0.1987,1.3114,NO
0.1756,1.2629,NO
0.1689,0.6055,NO
0.054000000000000006,0.9713,NO
0.1469,1.9661,NO
0.0547,1.2101,NO
0.1082,1.0713,NO
0.2019,1.193,NO
0.1293,1.7183,NO
0.3897,3.2239999999999998,YES
0.3612,3.4603,YES
0.2791,3.6294,YES
0.2894,3.417,YES
0.2226,1.3733,NO
0.1753,4.0791,YES
0.0979,1.8142,NO
0.0985,0.9828,NO
0.0774,0.4282,NO
0.1069,0.9922,YES
0.3647,3.2481,YES
0.2531,3.1460000000000004,YES
0.1331,1.4112,YES
0.0885,0.8189,NO
0.0604,0.3954,NO
0.2068,1.4652,YES
0.2598,1.0507,NO
0.106,1.4108,YES
0.1459,0.6518,NO
0.2252,1.1355,NO
0.2571,1.2792,NO
0.2375,0.7688,NO
0.1453,0.8535,NO
0.2245,3.4406,YES
0.141,0.624,NO
0.2623,3.1679,YES
0.142,0.8001,NO
0.2555,2.8045,YES
0.2049,1.1866,NO
0.2206,1.5039,NO
0.2228,1.5548,NO
0.1032,1.0459,NO
0.1461,1.3992,YES
0.1116,1.949,NO
0.1326,1.088,YES
0.1415,1.6484,NO
0.0745,1.0624,NO
0.2381,1.929,NO
0.19,1.2336,NO
0.1547,0.8476,NO
0.1997,2.1169,NO
0.1653,1.4735,NO
0.1536,0.7914,NO
0.1999,1.986,NO
0.1989,3.1589,YES
0.2045,1.2762,NO
0.2447,1.3502,YES
0.2519,1.7678,NO
0.2036,1.456,NO
0.2033,0.9854,NO
0.0533,1.1733,NO
0.105,1.6076,NO
0.055999999999999994,1.2474,NO
0.1113,1.1147,NO
0.2256,1.1564,NO
0.0989,0.8816,NO
0.1879,2.5523,YES
0.1445,2.6719999999999997,YES
0.1901,3.0848,YES
0.3108,2.499,YES
0.2405,1.7924,NO
0.1657,3.2813,YES
0.1331,1.6084,NO
0.0949,1.3379,NO
0.1339,0.2824,NO
0.22399999999999998,1.4049,NO
0.1967,1.2748,NO
0.1436,0.6163,NO
0.2079,1.9031,NO
0.1339,0.3288,NO
0.0967,0.4992,NO
0.2198,0.9495,NO
