DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_LSA_69,Associated
0.0737,0.4937,NO
0.0652,0.2058,NO
0.1144,0.6483,NO
0.2164,0.5816,NO
0.0671,0.7871,NO
0.0906,1.1369,NO
0.0589,0.4739,NO
0.0679,0.1859,NO
0.1689,0.8755,NO
0.2469,2.3001,YES
0.0616,0.8281,NO
0.33799999999999997,1.9833,YES
0.2427,0.4317,NO
0.2231,0.5923,NO
0.2223,0.6537,NO
0.1142,0.4463,NO
0.0706,1.0042,NO
0.1109,0.5807,NO
0.0747,0.7567,NO
0.2179,0.4789,NO
0.1147,0.708,NO
0.0779,2.1403,YES
0.0804,2.2803,YES
0.1668,1.9569999999999999,YES
0.24,2.0387,YES
0.1573,0.7829,NO
0.0716,1.9684,YES
0.1205,1.0868,NO
0.1072,1.6030000000000002,YES
0.2444,2.5693,YES
0.3362,0.6727,NO
0.1579,0.3239,NO
0.1148,0.257,NO
0.1112,0.9517,NO
0.3947,2.6737,YES
0.0957,1.4931,YES
0.1364,0.8515,NO
0.1056,0.4837,NO
0.0981,0.7196,NO
0.1058,0.5982,NO
0.1797,0.5228,NO
0.1526,0.61,NO
0.1551,0.7661,NO
0.2811,1.4115,YES
0.0766,0.4558,NO
0.1126,1.8192,YES
0.0341,0.7384,NO
0.3399,2.6379,YES
0.0412,0.3868,NO
0.1212,0.4672,NO
0.0769,0.7014,NO
0.1235,0.4199,NO
0.0802,0.5585,NO
0.1903,0.8926,NO
0.1119,0.5858,NO
0.1008,0.8145,NO
0.0886,0.4365,NO
0.1534,0.306,NO
0.1331,0.76,NO
0.2865,0.4132,NO
0.1512,0.9099,NO
0.1666,1.5422,NO
0.1465,0.6271,NO
0.0509,0.1674,NO
0.2187,0.9595,NO
0.4574,2.7874,YES
0.1603,0.9476,NO
0.2015,2.3578,YES
0.205,0.1134,NO
0.2168,0.3616,NO
0.2136,0.2988,NO
0.1919,0.67,NO
0.1533,0.6349,NO
0.1268,0.5241,NO
0.1947,0.6594,NO
0.1755,0.5273,NO
0.2202,0.4777,NO
0.4465,2.8510000000000004,YES
0.4252,2.9866,YES
0.3653,2.8039,YES
0.1771,2.4888,YES
0.1659,1.162,NO
0.1927,3.0101,YES
0.1251,1.1859,NO
0.1303,1.68,YES
0.1814,2.3412,YES
0.3356,2.2011,NO
0.1662,1.6094,NO
0.1507,1.3997,NO
0.1441,2.8084,NO
0.3435,3.0841,YES
0.1243,1.296,YES
0.1731,2.2752,NO
0.0952,0.7426,NO
0.1364,2.2385,NO
0.0887,0.9035,NO
0.2289,1.1085,NO
0.2088,1.1777,NO
0.2075,1.3566,NO
0.1923,1.4984,YES
0.0927,2.1046,NO
0.0821,1.725,YES
0.0311,1.6785,NO
0.3081,2.9999,YES
0.0406,1.9875,NO
0.1251,0.9133,NO
0.091,1.0635,NO
0.11800000000000001,0.9523,NO
0.1053,0.9847,NO
0.2201,2.4439,NO
0.1351,1.1166,NO
0.1328,2.752,NO
0.0724,0.4091,NO
0.0244,0.4318,NO
0.1404,1.1711,YES
0.3348,4.1576,YES
0.2937,4.0655,YES
0.14300000000000002,2.1553,YES
0.0826,0.8905,NO
0.013000000000000001,0.2671,NO
0.2103,1.7937,YES
0.1395,0.1162,NO
0.1325,1.2234,YES
0.1443,0.5482,NO
0.2165,0.7554,NO
0.1934,1.1077,NO
0.1934,1.3601,NO
0.0572,0.248,NO
0.2318,4.6191,YES
0.0556,0.3189,NO
0.3609,4.2397,YES
0.1417,1.0061,NO
0.255,4.4815,YES
0.0522,1.0081,NO
0.0677,1.1537,NO
0.1439,0.5657,NO
0.0494,0.4436,NO
0.1715,1.7759,YES
0.0964,0.8045,NO
0.1343,1.8136,YES
0.1544,0.3539,NO
0.0732,0.2345,NO
0.1975,0.8594,NO
0.2582,0.4541,NO
0.1977,1.0535,NO
0.1701,1.6743,NO
0.1684,0.4055,NO
0.1225,0.1612,NO
0.1458,1.3646,NO
0.4028,2.8234,YES
0.1577,1.1431,NO
0.2904,2.5233,YES
0.1987,0.6661,NO
0.1756,0.7225,NO
0.1689,0.8042,NO
0.054000000000000006,0.4385,NO
0.1469,0.7473,NO
0.0547,0.396,NO
0.1082,0.9337,NO
0.2019,0.4457,NO
0.1293,0.5797,NO
0.3897,2.7336,YES
0.3612,3.0736,YES
0.2791,2.9086,YES
0.2894,2.7896,YES
0.2226,1.4312,NO
0.1753,3.0259,YES
0.0979,1.2517,NO
0.0985,0.467,NO
0.0774,0.1855,NO
0.1069,1.1942,YES
0.3647,3.9959,YES
0.2531,3.9045,YES
0.1331,2.1426,YES
0.0885,0.6956,NO
0.0604,0.2018,NO
0.2068,1.5624,YES
0.2598,1.2787,NO
0.106,1.4877,YES
0.1459,1.1149,NO
0.2252,0.4372,NO
0.2571,0.9042,NO
0.2375,1.0563,NO
0.1453,0.4405,NO
0.2245,4.3333,YES
0.141,0.4031,NO
0.2623,3.6347,YES
0.142,0.8541,NO
0.2555,4.3142,YES
0.2049,2.2638,NO
0.2206,2.1826,NO
0.2228,1.7664,NO
0.1032,1.4404,NO
0.1461,1.6803,YES
0.1116,2.0136,NO
0.1326,1.8076,YES
0.1415,0.6869,NO
0.0745,0.3096,NO
0.2381,1.6235,NO
0.19,0.6448,NO
0.1547,1.228,NO
0.1997,2.5117,NO
0.1653,0.9874,NO
0.1536,0.4011,NO
0.1999,1.7959,NO
0.1989,2.4039,YES
0.2045,1.8691,NO
0.2447,2.3106,YES
0.2519,0.3402,NO
0.2036,0.2794,NO
0.2033,0.4384,NO
0.0533,0.3334,NO
0.105,1.0973,NO
0.055999999999999994,0.5687,NO
0.1113,1.1849,NO
0.2256,0.7832,NO
0.0989,0.907,NO
0.1879,2.4153,YES
0.1445,2.5144,YES
0.1901,2.6922,YES
0.3108,2.6105,YES
0.2405,2.3507,NO
0.1657,2.8127,YES
0.1331,2.1276,NO
0.0949,0.5891,NO
0.1339,0.4322,NO
0.22399999999999998,1.4883,NO
0.1967,0.9329,NO
0.1436,1.58,NO
0.2079,2.4204,NO
0.1339,0.8756,NO
0.0967,0.2339,NO
0.2198,1.7962,NO
0.3428,3.1757,YES
0.2344,1.6791,NO
0.1736,3.0039999999999996,YES
0.1331,0.4562,NO
0.0735,0.3467,NO
0.0647,0.3456,NO
0.204,0.6526,NO
0.1327,1.1081,NO
0.1655,0.6982,NO
0.31,1.5744,NO
0.1309,0.54,NO
0.2819,0.9238,NO
0.4042,3.2871,YES
0.3296,3.6637,YES
0.4941,3.5183,YES
0.1783,3.1134,YES
0.193,1.8858,NO
0.2673,3.5406,YES
0.1726,2.0176,NO
0.1439,0.3472,NO
0.0769,0.2355,NO
0.1953,0.7528,NO
0.2342,0.0721,NO
0.2047,0.8603,NO
0.1823,1.7719999999999998,NO
0.1684,0.5033,NO
0.1204,0.1621,NO
0.1751,1.1977,NO
0.3579,2.8628,YES
0.1828,0.9783,NO
0.2083,2.821,YES
0.2252,0.1814,NO
0.2041,0.2548,NO
0.2007,0.2496,NO
0.0498,0.4808,NO
0.1415,0.3563,NO
0.0515,0.3729,NO
0.1207,0.7749,NO
0.1912,0.3884,NO
0.14,0.1796,NO
0.4038,2.8417,YES
0.3494,3.2562,YES
0.2799,3.1712,YES
0.2675,2.8125,YES
0.2206,1.4744,NO
0.2003,3.2603,YES
0.1168,1.0562,NO
0.0727,0.3324,NO
0.0714,0.1139,NO
0.10800000000000001,0.4088,NO
0.2886,0.0161,NO
0.1427,0.852,NO
0.0855,1.2915,NO
0.0605,0.2558,NO
0.0532,0.1207,NO
0.1421,0.8398,NO
0.4397,3.2539,YES
0.0607,0.4718,NO
0.2347,3.0601,YES
0.2118,0.0273,NO
0.2048,0.2028,NO
0.2045,0.1898,NO
0.0849,0.4305,NO
0.1035,0.3786,NO
0.0824,0.4282,NO
0.0975,0.5528,NO
0.1702,0.1169,NO
0.1518,0.0547,NO
0.3372,3.1203,YES
0.3303,3.6121,YES
0.314,3.333,YES
0.1257,3.0592,YES
0.1375,0.8673,NO
0.1128,3.2076,YES
0.099,0.7216,NO
0.1069,1.228,NO
0.0451,0.8082,NO
0.5095,5.125,YES
0.1431,1.72,YES
0.1227,1.2972,YES
0.2847,6.5166,YES
0.2237,2.4077,NO
0.1065,0.619,NO
0.3266,5.9987,YES
0.0974,0.11900000000000001,NO
0.3289,5.9922,YES
0.1059,0.4364,NO
0.2131,1.7919,NO
0.1496,1.6437,NO
0.1474,1.4377,NO
0.0902,0.6172,NO
0.0993,2.2463,YES
0.0875,0.7891,NO
0.2369,2.8319,YES
0.2129,1.9552,NO
0.1321,2.4048,YES
0.1271,1.1916,NO
0.08,0.7075,NO
0.3025,2.1133,NO
0.12,0.8931,NO
0.3399,6.3334,YES
0.2516,2.8352,NO
0.2081,6.2651,YES
0.1799,0.6691,NO
0.1547,0.22399999999999998,NO
0.3595,3.1143,YES
0.2156,1.2894,NO
0.1535,1.7067,NO
0.4159,3.8162,YES
0.1827,1.2433,NO
0.1097,0.184,NO
0.5448,3.8805,YES
0.191,0.3464,NO
0.4381,3.1191,YES
0.1528,0.3872,NO
0.3264,0.8071,NO
0.3203,0.8744,NO
0.2648,0.74,NO
0.171,0.2947,NO
0.21899999999999997,2.4944,NO
0.1398,0.4096,NO
0.3673,2.6351,NO
0.1451,0.6027,NO
0.2637,1.9354,NO
0.1991,0.9724,NO
0.1784,0.747,NO
0.3767,1.665,NO
0.1917,0.9147,NO
0.3794,3.6541,YES
0.3359,1.3512,NO
0.2874,4.1008,YES
0.0798,0.787,NO
0.0364,0.1452,NO
0.2475,2.8934,YES
0.2794,3.8808,YES
0.2232,4.314,YES
0.2213,4.3531,YES
0.1233,1.2483,NO
0.0474,0.2811,NO
0.2799,3.0758,YES
0.2328,1.8033,NO
0.2608,2.6097,YES
0.1095,2.1351,NO
0.2365,0.5111,NO
0.2061,0.7049,NO
0.2048,0.5342,NO
0.0456,0.4813,NO
0.1795,4.7182,YES
0.0442,0.4919,NO
0.27,4.1923,YES
0.1224,0.9329,NO
0.1913,4.709,YES
0.2397,2.9251,NO
0.2111,3.1401,NO
0.2935,3.5168,NO
0.1155,2.1369,NO
0.243,3.2363,YES
0.1959,3.3834,NO
0.198,3.4386,YES
0.1636,0.5335,NO
0.1646,0.3507,NO
0.3881,3.5856,YES
0.1762,0.71,NO
0.1649,0.733,NO
0.4197,4.2892,YES
0.1681,1.0952,NO
0.153,0.1616,NO
0.4738,4.016,YES
0.159,0.3737,NO
0.493,4.0506,YES
0.1456,0.9323,NO
0.2244,1.4086,NO
0.1542,0.5822,NO
0.1277,0.4204,NO
0.1775,0.2644,NO
0.2106,0.7197,NO
0.1654,0.3272,NO
0.3557,1.9499,NO
0.0902,0.6448,NO
0.2663,1.1052,NO
0.2218,0.9217,NO
0.1764,1.0431,NO
0.3901,2.2868,NO
0.21600000000000003,1.2327,NO
0.402,3.9608,YES
0.3584,2.2295,NO
0.3239,3.6663,YES
0.0467,0.7606,NO
0.0184,0.4731,NO
0.0544,1.2761,YES
0.1967,4.0239,YES
0.1251,4.0877,YES
0.0526,2.0597,YES
0.0389,1.1504,NO
0.0098,0.5512,NO
0.1204,1.1881,YES
0.1152,0.17,NO
0.0434,1.0622,YES
0.0994,0.5012,NO
0.171,0.0966,NO
0.1733,0.3775,NO
0.1785,0.643,NO
0.0632,0.2016,NO
0.1652,4.4919,YES
0.0614,0.6902,NO
0.1533,4.0533,YES
0.1347,1.1031,NO
0.1212,4.3763,YES
0.015,1.0183,NO
0.0714,0.988,NO
0.0698,0.4635,NO
0.035,0.3395,NO
0.0672,1.5645,YES
0.0378,0.6787,NO
0.0637,1.6929,YES
0.3024,2.0708,YES
0.0482,2.4373,YES
0.3634,1.2009,NO
0.1548,0.5988,NO
0.1459,0.725,NO
0.1506,1.1558,NO
0.2394,2.6032,YES
0.3693,1.8901,YES
0.1404,1.2745,NO
0.0758,0.8436,NO
0.1517,1.0525,NO
0.067,0.7469,NO
0.2131,1.0426,NO
0.16,0.8612,NO
0.1446,0.9094,NO
0.0844,0.9232,YES
0.095,0.848,NO
0.2419,2.1411,YES
0.026000000000000002,0.8157,NO
0.2985,2.4728,YES
0.0377,0.6638,NO
0.102,0.8318,NO
0.0927,1.2027,NO
0.1259,1.0618,NO
0.1193,1.0507,NO
0.2177,0.9781,NO
0.15,0.9425,NO
0.0996,1.5648,NO
0.0839,1.0453,NO
0.0672,0.1799,NO
0.3068,4.9609,YES
0.1154,1.7151,YES
0.0802,1.9624,YES
0.3166,6.7423,YES
0.0868,1.9668,NO
0.0677,0.3925,NO
0.5456,5.6548,YES
0.0938,0.4479,NO
0.3771,5.7001,YES
0.0765,1.088,NO
0.3042,1.0685,NO
0.1867,0.9443,NO
0.2024,0.6363,NO
0.084,0.4,NO
0.1127,2.6254,YES
0.0773,0.5156,NO
0.3002,3.2843,YES
0.0821,1.3980000000000001,NO
0.1969,2.6317,YES
0.1353,1.7473,NO
0.0942,1.3022,NO
0.3023,2.7812,NO
0.1177,1.1642,NO
0.2966,6.3297,YES
0.2621,3.3901,NO
0.3631,5.9651,YES
0.1178,1.1652,NO
0.0474,0.4501,NO
0.4277,4.9071,YES
0.2214,1.7307,YES
0.2007,1.7276,YES
0.2467,6.3764,YES
0.2192,2.1383,NO
0.1165,0.5775,NO
0.3035,5.4598,YES
0.1886,0.6617,NO
0.2922,5.69,YES
0.1088,0.7237,NO
0.2277,1.3486,NO
0.1763,1.058,NO
0.1744,0.9635,NO
0.0948,0.4115,NO
0.152,2.2714,YES
0.0882,0.7366,NO
0.2267,3.0489,YES
0.1968,1.5792,NO
0.1574,2.3766,YES
0.2134,1.7056,NO
0.1846,1.3163,NO
0.3004,2.5976,NO
0.1322,1.28,NO
0.3039,6.1096,YES
0.2341,3.3346,NO
0.2137,6.1569,YES
0.1342,1.1588,NO
0.1099,0.3651,NO
0.526,5.1767,YES
0.1623,1.6415,YES
0.1996,2.1052,YES
0.3297,6.9992,YES
0.22699999999999998,2.1612,NO
0.1622,0.3997,NO
0.3372,6.0344,YES
0.1102,0.8181,NO
0.3901,5.7449,YES
0.1022,1.4029,NO
0.1483,1.1068,NO
0.0862,1.0041,NO
0.0629,0.6153,NO
0.2034,0.5664,NO
0.1682,2.6725,YES
0.1975,0.7089,NO
0.3422,3.6727,YES
0.1773,1.2916,NO
0.2514,2.6039,YES
0.1754,1.9997,NO
0.1301,1.9111,NO
0.3619,3.2361,NO
0.1715,1.4087,NO
0.3452,6.3106,YES
0.3259,3.628,NO
0.258,6.0253,YES
0.0709,0.9754,NO
0.0732,0.1771,NO
0.3094,5.0217,YES
0.1091,1.6058,YES
0.0665,1.7116,YES
0.2941,6.3981,YES
0.0664,1.9780000000000002,NO
0.0556,0.3225,NO
0.5229,5.4707,YES
0.1003,0.0671,NO
0.3604,5.64,YES
0.08800000000000001,0.4633,NO
0.2859,1.1344,NO
0.1263,0.884,NO
0.1497,0.6341,NO
0.1047,0.2776,NO
0.1031,2.3382,YES
0.1016,0.4975,NO
0.3066,3.2018,YES
0.0639,1.2659,NO
0.2147,2.3758,YES
0.1277,1.1582,NO
0.0813,0.5606,NO
0.3135,1.9183,NO
0.1095,0.6876,NO
0.302,6.1054,YES
0.2369,2.634,NO
0.4263,5.9973,YES
0.1151,0.3336,NO
0.0905,0.5078,NO
0.1028,0.9246,YES
0.3566,4.092,YES
0.2651,4.0566,YES
0.1542,1.6438,YES
0.094,0.7489,NO
0.0554,0.2416,NO
0.2037,1.4545,YES
0.1971,0.0588,NO
0.1126,0.8738,YES
0.1418,0.3653,NO
0.2488,0.9837,NO
0.2731,1.3035,NO
0.2523,1.5394,NO
0.1698,0.3318,NO
0.2266,4.6245,YES
0.1648,0.2711,NO
0.2745,4.0742,YES
0.1508,1.0577,NO
0.2653,4.4897,YES
0.1206,0.8857,NO
0.1613,0.8714,NO
0.1611,0.3543,NO
0.1018,0.4118,NO
0.152,1.3654,YES
0.1186,0.5485,NO
0.1207,1.4568,YES
0.1201,0.6027,NO
0.10300000000000001,0.2312,NO
0.254,2.3775,YES
0.3285,3.5726,YES
0.3624,4.0236,YES
0.2593,3.4010000000000002,YES
0.0981,1.0783,NO
0.0792,0.1953,NO
0.2917,2.6481,YES
0.1836,0.8471,NO
0.3039,2.2767,YES
0.1342,1.2726,NO
0.1448,0.3576,NO
0.1036,0.4109,NO
0.0702,0.5167,NO
0.1825,0.3724,NO
0.2937,4.3476,YES
0.1772,0.5352,NO
0.5728,4.4905,YES
0.0892,0.7406,NO
0.4594,4.0822,YES
0.1677,1.8196,NO
0.1461,1.8319999999999999,NO
0.2985,1.8557,NO
0.1348,1.285,NO
0.2479,2.7952,YES
0.2298,1.7193,NO
0.2345,2.87,YES
0.08900000000000001,0.3241,NO
0.0394,0.8789,NO
0.1381,1.3309,NO
0.2108,1.3715,NO
0.0676,1.1005,NO
0.0957,1.7093,NO
0.0963,0.7916,NO
0.0435,0.2562,NO
0.2592,2.6324,NO
0.1291,0.6381,NO
0.0785,1.7827,NO
0.1052,0.5576,NO
0.4225,2.2985,YES
0.3368,2.2982,YES
0.3938,2.2931,YES
0.0766,0.5356,NO
0.0711,1.6999,NO
0.0797,0.1636,NO
0.0531,1.2087,NO
0.1551,1.1423,NO
0.077,1.6115,NO
0.0463,0.8798,NO
0.0745,1.0346,NO
0.1014,1.3225,NO
0.0541,1.2912,NO
0.1685,1.8769999999999998,NO
0.0541,1.3111,NO
0.2105,2.1891,NO
0.1239,1.0283,YES
0.289,1.9038,YES
0.2752,0.6888,NO
0.1653,0.3798,NO
0.0814,0.2857,NO
0.0623,0.8567,NO
0.32899999999999996,2.1211,YES
0.1249,0.8778,YES
0.0968,0.7862,NO
0.1519,0.3929,NO
0.0533,0.6482,NO
0.1784,0.4028,NO
0.1661,0.4038,NO
0.1504,0.5905,NO
0.1562,0.6424,NO
0.3075,1.2532,YES
0.0597,0.5522,NO
0.1815,1.1893,YES
0.0336,0.5156,NO
0.3735,1.9988,YES
0.0877,0.4256,NO
0.1163,0.3617,NO
0.0418,0.3943,NO
0.1354,0.2466,NO
0.0948,0.4237,NO
0.1407,0.8618,NO
0.0821,0.3518,NO
0.0894,0.9406,NO
0.0416,0.3299,NO
0.0131,0.0795,NO
0.1203,1.1105,YES
0.2886,4.0583,YES
0.2879,4.1076,YES
0.1294,1.9876,YES
0.0498,0.6874,NO
0.0139,0.1296,NO
0.1999,1.1839,YES
0.1109,0.1318,NO
0.1389,0.9639,YES
0.0996,0.6114,NO
0.1977,0.079,NO
0.1726,0.3019,NO
0.1805,0.5718,NO
0.0204,0.0994,NO
0.2123,4.4672,YES
0.0198,0.2826,NO
0.3536,4.2285,YES
0.1039,0.6101,NO
0.2827,4.3792,YES
0.0426,0.96,NO
0.0387,1.1005,NO
0.1228,0.5029,NO
0.0373,0.3204,NO
0.1359,1.4239,YES
0.0808,0.6097,NO
0.1119,1.4403,YES
0.3458,2.0758,YES
0.0264,2.456,YES
0.3473,0.6864,NO
0.1555,0.3059,NO
0.0906,0.4278,NO
0.107,0.6976,NO
0.226,2.5267,YES
0.4184,1.9782,YES
0.1111,0.7336,NO
0.1017,0.5726,NO
0.09699999999999999,0.4295,NO
0.1058,0.6161,NO
0.1741,0.4181,NO
0.1373,0.4901,NO
0.132,0.6006,NO
0.1138,0.8796,YES
0.0766,0.5854,NO
0.3242,2.1952,YES
0.0297,0.5009,NO
0.3407,2.4414,YES
0.0387,0.3644,NO
0.0621,0.5435,NO
0.076,0.9271,NO
0.1266,0.6879,NO
0.0726,0.7254,NO
0.192,0.562,NO
0.1128,0.5113,NO
0.0813,0.7945,NO
0.1238,0.6625,NO
0.0659,0.5259,NO
0.0991,0.6963,NO
0.2168,0.7756,NO
0.0941,1.0194,NO
0.1226,1.0861,NO
0.0797,0.66,NO
0.0869,0.3837,NO
0.1921,1.0444,NO
0.2119,2.2527,YES
0.0845,0.9508,NO
0.1963,1.9123,YES
0.24100000000000002,0.525,NO
0.263,0.8111,NO
0.2504,0.8617,NO
0.1414,0.5554,NO
0.0983,1.1008,NO
0.1658,0.7684,NO
0.1333,0.7455,NO
0.2072,0.6759999999999999,NO
0.1519,0.8655,NO
0.1227,2.1714,YES
0.1324,2.2141,YES
0.1581,1.9289,YES
0.1927,2.1462,YES
0.1378,0.8873,NO
0.09699999999999999,1.9596,YES
0.11900000000000001,0.9139,NO
0.3612,2.0647,YES
0.0488,2.4233,YES
0.2823,0.4468,NO
0.1584,0.3955,NO
0.065,0.2335,NO
0.0678,0.4049,NO
0.1652,2.4927,YES
0.4499,1.9961,YES
0.0947,0.4767,NO
0.1079,0.2666,NO
0.0645,0.4793,NO
0.1095,0.3413,NO
0.1665,0.2612,NO
0.1472,0.4774,NO
0.1463,0.539,NO
0.1261,0.8579,YES
0.0528,0.4691,NO
0.3791,2.1378,YES
0.0329,0.2212,NO
0.3577,2.5059,YES
0.062,0.3717,NO
0.0477,0.3858,NO
0.0457,0.3902,NO
0.1274,0.2228,NO
0.0681,0.4292,NO
0.1427,0.5103,NO
0.0804,0.3317,NO
0.0769,0.5154,NO
0.1422,0.5642,NO
0.0613,0.46799999999999997,NO
0.1484,0.2709,NO
0.1778,0.21600000000000003,NO
0.1025,0.4251,NO
0.1545,0.6389,NO
0.1529,0.4593,NO
0.1098,0.354,NO
0.1753,0.718,NO
0.1807,2.194,YES
0.134,0.6311,NO
0.2818,1.9676,YES
0.2438,0.4376,NO
0.2385,0.5828,NO
0.2176,0.6224,NO
0.0807,0.4492,NO
0.0972,0.3875,NO
0.0862,0.6865,NO
0.0815,0.3367,NO
0.2286,0.4473,NO
0.0804,0.1651,NO
0.0972,2.0224,YES
0.105,2.155,YES
0.1237,1.8587,YES
0.2731,2.0567,YES
0.1937,0.4955,NO
0.1151,1.8833,YES
0.1052,0.5143,NO
