DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_SINGLE_VSM_28,Associated
0.0737,0.2057,NO
0.0652,0.3133,NO
0.1144,0.1818,NO
0.2164,0.3031,NO
0.0671,0.2874,NO
0.0906,0.3464,NO
0.0589,0.2626,NO
0.0679,0.2626,NO
0.1689,0.1818,NO
0.2469,0.8445,YES
0.0616,0.3591,NO
0.33799999999999997,1.0,YES
0.2427,0.2134,NO
0.2231,0.2391,NO
0.2223,0.1733,NO
0.1142,0.3249,NO
0.0706,0.5985,NO
0.1109,0.0666,NO
0.0747,0.4343,NO
0.2179,0.2508,NO
0.1147,0.4715,NO
0.0779,0.8156,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.2322,NO
0.0716,1.0,YES
0.1205,0.1766,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.4007,NO
0.1579,0.1872,NO
0.1148,0.1872,NO
0.1112,0.4007,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.2515,NO
0.1056,0.2082,NO
0.0981,0.4007,NO
0.1058,0.1086,NO
0.1797,0.1044,NO
0.1526,0.1558,NO
0.1551,0.1215,NO
0.2811,1.0,YES
0.0766,0.1872,NO
0.1126,0.9606,YES
0.0341,0.1897,NO
0.3399,0.9717,YES
0.0412,0.1126,NO
0.1212,0.2082,NO
0.0769,0.2314,NO
0.1235,0.2314,NO
0.0802,0.2314,NO
0.1903,0.4007,NO
0.1119,0.2314,NO
0.1008,0.4007,NO
0.0886,0.1606,NO
0.1534,0.3011,NO
0.1331,0.1446,NO
0.2865,0.1487,NO
0.1512,0.3369,NO
0.1666,0.3329,NO
0.1465,0.2687,NO
0.0509,0.0976,NO
0.2187,0.1395,NO
0.4574,1.0,YES
0.1603,0.3451,NO
0.2015,0.9611,YES
0.205,0.1236,NO
0.2168,0.1688,NO
0.2136,0.1273,NO
0.1919,0.3123,NO
0.1533,0.5752,NO
0.1268,0.0898,NO
0.1947,0.213,NO
0.1755,0.1843,NO
0.2202,0.4531,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,0.8737,YES
0.1771,0.7349,YES
0.1659,0.2232,NO
0.1927,0.9611,YES
0.1251,0.1446,NO
0.1303,1.0,YES
0.1814,1.0,YES
0.3356,0.6805,NO
0.1662,0.5062,NO
0.1507,0.6805,NO
0.1441,0.5415,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.6805,NO
0.0952,0.4136,NO
0.1364,0.5415,NO
0.0887,0.601,NO
0.2289,0.7376,NO
0.2088,0.7376,NO
0.2075,0.7376,NO
0.1923,1.0,YES
0.0927,0.6805,NO
0.0821,0.9606,YES
0.0311,0.6805,NO
0.3081,0.9717,YES
0.0406,0.3377,NO
0.1251,0.4069,NO
0.091,0.601,NO
0.11800000000000001,0.3583,NO
0.1053,0.601,NO
0.2201,0.6805,NO
0.1351,0.601,NO
0.1328,0.5415,NO
0.0724,0.1709,NO
0.0244,0.2021,NO
0.1404,0.7346,YES
0.3348,1.0,YES
0.2937,0.9815,YES
0.14300000000000002,0.503,YES
0.0826,0.257,NO
0.013000000000000001,0.0982,NO
0.2103,0.7346,YES
0.1395,0.0486,NO
0.1325,0.5679,YES
0.1443,0.166,NO
0.2165,0.3493,NO
0.1934,0.379,NO
0.1934,0.379,NO
0.0572,0.0187,NO
0.2318,1.0,YES
0.0556,0.1052,NO
0.3609,1.0,YES
0.1417,0.3664,NO
0.255,1.0,YES
0.0522,0.2736,NO
0.0677,0.159,NO
0.1439,0.4726,NO
0.0494,0.2464,NO
0.1715,0.7346,YES
0.0964,0.3393,NO
0.1343,0.4323,YES
0.1544,0.2057,NO
0.0732,0.3133,NO
0.1975,0.4137,NO
0.2582,0.3077,NO
0.1977,0.4137,NO
0.1701,0.3573,NO
0.1684,0.2687,NO
0.1225,0.1996,NO
0.1458,0.4137,NO
0.4028,1.0,YES
0.1577,0.3591,NO
0.2904,1.0,YES
0.1987,0.2134,NO
0.1756,0.2391,NO
0.1689,0.1672,NO
0.054000000000000006,0.3249,NO
0.1469,0.5985,NO
0.0547,0.0898,NO
0.1082,0.4343,NO
0.2019,0.2421,NO
0.1293,0.4715,NO
0.3897,1.0,YES
0.3612,1.0,YES
0.2791,1.0,YES
0.2894,1.0,YES
0.2226,0.4137,NO
0.1753,1.0,YES
0.0979,0.3573,NO
0.0985,0.146,NO
0.0774,0.2059,NO
0.1069,0.8266,YES
0.3647,1.0,YES
0.2531,1.0,YES
0.1331,0.5660000000000001,YES
0.0885,0.2196,NO
0.0604,0.1105,NO
0.2068,0.8266,YES
0.2598,0.6903,NO
0.106,0.5193,YES
0.1459,0.3599,NO
0.2252,0.4058,NO
0.2571,0.4403,NO
0.2375,0.4403,NO
0.1453,0.0667,NO
0.2245,1.0,YES
0.141,0.062,NO
0.2623,1.0,YES
0.142,0.4123,NO
0.2555,1.0,YES
0.2049,0.6903,NO
0.2206,0.6903,NO
0.2228,0.5192,NO
0.1032,0.3218,NO
0.1461,0.8266,YES
0.1116,0.3818,NO
0.1326,0.4843,YES
0.1415,0.1671,NO
0.0745,0.3133,NO
0.2381,0.4328,NO
0.19,0.3219,NO
0.1547,0.4328,NO
0.1997,0.366,NO
0.1653,0.2344,NO
0.1536,0.1856,NO
0.1999,0.4328,NO
0.1989,0.8445,YES
0.2045,0.3591,NO
0.2447,1.0,YES
0.2519,0.406,NO
0.2036,0.4406,NO
0.2033,0.4406,NO
0.0533,0.3249,NO
0.105,0.5985,NO
0.055999999999999994,0.0471,NO
0.1113,0.4328,NO
0.2256,0.2508,NO
0.0989,0.4715,NO
0.1879,0.8156,YES
0.1445,1.0,YES
0.1901,0.9091,YES
0.3108,1.0,YES
0.2405,0.4328,NO
0.1657,1.0,YES
0.1331,0.366,NO
0.0949,0.1671,NO
0.1339,0.3133,NO
0.22399999999999998,0.4095,NO
0.1967,0.23600000000000002,NO
0.1436,0.2653,NO
0.2079,0.4095,NO
0.1339,0.2344,NO
0.0967,0.1825,NO
0.2198,0.4039,NO
0.3428,0.8445,YES
0.2344,0.4095,NO
0.1736,1.0,YES
0.1331,0.1661,NO
0.0735,0.2085,NO
0.0647,0.1733,NO
0.204,0.3249,NO
0.1327,0.5985,NO
0.1655,0.0935,NO
0.31,0.3382,NO
0.1309,0.2508,NO
0.2819,0.4715,NO
0.4042,0.8156,YES
0.3296,1.0,YES
0.4941,0.9091,YES
0.1783,1.0,YES
0.193,0.4095,NO
0.2673,1.0,YES
0.1726,0.3531,NO
0.1439,0.1503,NO
0.0769,0.2036,NO
0.1953,0.4413,NO
0.2342,0.3283,NO
0.2047,0.4413,NO
0.1823,0.3095,NO
0.1684,0.2687,NO
0.1204,0.1513,NO
0.1751,0.4413,NO
0.3579,1.0,YES
0.1828,0.3095,NO
0.2083,0.8982,YES
0.2252,0.2729,NO
0.2041,0.2866,NO
0.2007,0.2866,NO
0.0498,0.2111,NO
0.1415,0.4413,NO
0.0515,0.1513,NO
0.1207,0.4413,NO
0.1912,0.2253,NO
0.14,0.3064,NO
0.4038,1.0,YES
0.3494,1.0,YES
0.2799,0.7522,YES
0.2675,0.8982,YES
0.2206,0.4413,NO
0.2003,0.8982,YES
0.1168,0.3095,NO
0.0727,0.1671,NO
0.0714,0.3133,NO
0.10800000000000001,0.1184,NO
0.2886,0.1332,NO
0.1427,0.3369,NO
0.0855,0.3464,NO
0.0605,0.2687,NO
0.0532,0.1352,NO
0.1421,0.0927,NO
0.4397,1.0,YES
0.0607,0.3591,NO
0.2347,1.0,YES
0.2118,0.2846,NO
0.2048,0.2846,NO
0.2045,0.2846,NO
0.0849,0.3249,NO
0.1035,0.5985,NO
0.0824,0.1352,NO
0.0975,0.1949,NO
0.1702,0.2508,NO
0.1518,0.4715,NO
0.3372,1.0,YES
0.3303,1.0,YES
0.314,0.9091,YES
0.1257,1.0,YES
0.1375,0.2322,NO
0.1128,1.0,YES
0.099,0.1184,NO
0.1069,0.2069,NO
0.0451,0.3233,NO
0.5095,1.0,YES
0.1431,0.7438,YES
0.1227,1.0,YES
0.2847,1.0,YES
0.2237,0.3772,NO
0.1065,0.2194,NO
0.3266,1.0,YES
0.0974,0.2963,NO
0.3289,1.0,YES
0.1059,0.196,NO
0.2131,0.4151,NO
0.1496,0.36700000000000005,NO
0.1474,0.2894,NO
0.0902,0.2557,NO
0.0993,1.0,YES
0.0875,0.2282,NO
0.2369,1.0,YES
0.2129,0.4988,NO
0.1321,0.4963,YES
0.1271,0.4243,NO
0.08,0.7244,NO
0.3025,0.7244,NO
0.12,0.7244,NO
0.3399,1.0,YES
0.2516,0.7244,NO
0.2081,1.0,YES
0.1799,0.2216,NO
0.1547,0.3233,NO
0.3595,1.0,YES
0.2156,0.2599,NO
0.1535,0.1876,NO
0.4159,1.0,YES
0.1827,0.4103,NO
0.1097,0.134,NO
0.5448,1.0,YES
0.191,0.0316,NO
0.4381,1.0,YES
0.1528,0.0875,NO
0.3264,0.4151,NO
0.3203,0.36700000000000005,NO
0.2648,0.3385,NO
0.171,0.1297,NO
0.21899999999999997,0.5293,NO
0.1398,0.0691,NO
0.3673,0.537,NO
0.1451,0.3122,NO
0.2637,0.3889,NO
0.1991,0.2695,NO
0.1784,0.2469,NO
0.3767,0.4753,NO
0.1917,0.3693,NO
0.3794,1.0,YES
0.3359,0.3358,NO
0.2874,1.0,YES
0.0798,0.1709,NO
0.0364,0.2444,NO
0.2475,0.982,YES
0.2794,1.0,YES
0.2232,1.0,YES
0.2213,0.7876,YES
0.1233,0.257,NO
0.0474,0.1537,NO
0.2799,0.982,YES
0.2328,0.8445,NO
0.2608,0.7876,YES
0.1095,0.7101,NO
