DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_LSA_1,Associated
0.0737,0.7604,NO
0.0652,0.5211,NO
0.1144,1.0386,NO
0.2164,1.0608,NO
0.0671,1.1961,NO
0.0906,1.3517,NO
0.0589,0.6898,NO
0.0679,0.2484,NO
0.1689,1.3101,NO
0.2469,2.8281,YES
0.0616,0.9721,NO
0.33799999999999997,2.2912,YES
0.2427,0.6665,NO
0.2231,1.2277,NO
0.2223,0.3526,NO
0.1142,0.8406,NO
0.0706,1.2256,NO
0.1109,0.6728,NO
0.0747,1.3212,NO
0.2179,0.4666,NO
0.1147,1.2083,NO
0.0779,2.5425,YES
0.0804,2.9266,YES
0.1668,2.6889,YES
0.24,2.3952,YES
0.1573,0.7609,NO
0.0716,2.1683,YES
0.1205,0.6453,NO
0.1072,1.7618,YES
0.2444,1.4347,YES
0.3362,1.2376,NO
0.1579,1.1209,NO
0.1148,0.4878,NO
0.1112,1.1987,NO
0.3947,2.2089,YES
0.0957,1.1096,YES
0.1364,1.1691,NO
0.1056,0.4594,NO
0.0981,0.9276,NO
0.1058,0.6206,NO
0.1797,0.6501,NO
0.1526,1.3090000000000002,NO
0.1551,0.337,NO
0.2811,2.3975,YES
0.0766,0.5718,NO
0.1126,2.3129,YES
0.0341,0.9241,NO
0.3399,1.8754,YES
0.0412,0.5543,NO
0.1212,0.7774,NO
0.0769,1.006,NO
0.1235,0.6134,NO
0.0802,0.2749,NO
0.1903,1.0674,NO
0.1119,0.8332,NO
0.1008,0.9584,NO
0.0886,1.3159999999999998,NO
0.1534,0.4347,NO
0.1331,2.0458,NO
0.2865,1.2339,NO
0.1512,1.053,NO
0.1666,2.3426,NO
0.1465,0.5726,NO
0.0509,0.5443,NO
0.2187,2.1831,NO
0.4574,3.2139,YES
0.1603,1.8892,NO
0.2015,3.0871,YES
0.205,0.6889,NO
0.2168,1.5062,NO
0.2136,0.3593,NO
0.1919,0.8344,NO
0.1533,1.4118,NO
0.1268,0.6912,NO
0.1947,1.6564,NO
0.1755,0.4544,NO
0.2202,1.114,NO
0.4465,3.3161,YES
0.4252,3.5702,YES
0.3653,3.7606,YES
0.1771,2.7617,YES
0.1659,1.6301,NO
0.1927,2.8179,YES
0.1251,1.3236,NO
0.1303,1.526,YES
0.1814,1.5539,YES
0.3356,0.8335,NO
0.1662,0.7228,NO
0.1507,0.4755,NO
0.1441,1.1135,NO
0.3435,1.2043,YES
0.1243,1.0683,YES
0.1731,0.8183,NO
0.0952,0.0831,NO
0.1364,0.5907,NO
0.0887,0.1899,NO
0.2289,0.5453,NO
0.2088,1.135,NO
0.2075,0.3353,NO
0.1923,1.9874,YES
0.0927,0.588,NO
0.0821,1.9078,YES
0.0311,0.8518,NO
0.3081,1.3354,YES
0.0406,0.42100000000000004,NO
0.1251,0.2144,NO
0.091,0.5611,NO
0.11800000000000001,0.3549,NO
0.1053,0.1419,NO
0.2201,1.0826,NO
0.1351,0.4706,NO
0.1328,0.6809999999999999,NO
0.0724,0.7290000000000001,NO
0.0244,0.5795,NO
0.1404,2.7953,YES
0.3348,4.8012,YES
0.2937,3.6214,YES
0.14300000000000002,2.9973,YES
0.0826,0.9608,NO
0.013000000000000001,0.3273,NO
0.2103,3.1505,YES
0.1395,0.6603,NO
0.1325,2.9610000000000003,YES
0.1443,0.7969,NO
0.2165,1.2017,NO
0.1934,1.6669999999999998,NO
0.1934,0.5522,NO
0.0572,0.6081,NO
0.2318,3.4802,YES
0.0556,0.7294,NO
0.3609,4.9194,YES
0.1417,0.8369,NO
0.255,3.5743,YES
0.0522,0.7178,NO
0.0677,0.7448,NO
0.1439,1.2631,NO
0.0494,0.7825,NO
0.1715,3.0686,YES
0.0964,1.6253,NO
0.1343,2.4855,YES
0.1544,1.3147,NO
0.0732,0.259,NO
0.1975,2.2801,NO
0.2582,1.439,NO
0.1977,1.3313,NO
0.1701,2.3465,NO
0.1684,0.8863,NO
0.1225,0.5509,NO
0.1458,2.1542,NO
0.4028,3.0401,YES
0.1577,1.8008,NO
0.2904,2.6294,YES
0.1987,0.3889,NO
0.1756,1.3852,NO
0.1689,0.2017,NO
0.054000000000000006,1.0317,NO
0.1469,1.3705,NO
0.0547,0.7534,NO
0.1082,1.8232,NO
0.2019,0.4968,NO
0.1293,1.4715,NO
0.3897,2.8101,YES
0.3612,3.2063,YES
0.2791,3.3265,YES
0.2894,2.6332,YES
0.2226,1.7528,NO
0.1753,2.7076,YES
0.0979,1.4240000000000002,NO
0.0985,0.8118,NO
0.0774,0.5811,NO
0.1069,1.7972,YES
0.3647,3.9367,YES
0.2531,2.6889,YES
0.1331,2.1390000000000002,YES
0.0885,1.042,NO
0.0604,0.4572,NO
0.2068,1.8792,YES
0.2598,1.1774,NO
0.106,2.0021,YES
0.1459,0.9363,NO
0.2252,0.9604,NO
0.2571,1.5627,NO
0.2375,0.6034,NO
0.1453,1.0122,NO
0.2245,2.9984,YES
0.141,1.0755,NO
0.2623,3.6537,YES
0.142,0.9019,NO
0.2555,3.0771,YES
0.2049,0.7765,NO
0.2206,1.0066,NO
0.2228,1.5707,NO
0.1032,1.3746,NO
0.1461,1.8419,YES
0.1116,1.5238,NO
0.1326,1.2791,YES
0.1415,1.3502,NO
0.0745,0.303,NO
0.2381,2.0313,NO
0.19,1.5076,NO
0.1547,1.1763,NO
0.1997,2.0332,NO
0.1653,0.6699,NO
0.1536,0.4852,NO
0.1999,1.9675,NO
0.1989,1.9213,YES
0.2045,1.8676,NO
0.2447,2.2071,YES
0.2519,0.5788,NO
0.2036,1.135,NO
0.2033,0.1864,NO
0.0533,0.643,NO
0.105,1.4923,NO
0.055999999999999994,0.5629,NO
0.1113,1.9474,NO
0.2256,0.5207,NO
0.0989,1.2059,NO
0.1879,2.1641,YES
0.1445,2.2119999999999997,YES
0.1901,2.6055,YES
0.3108,1.8541,YES
0.2405,1.8002,NO
0.1657,1.814,YES
0.1331,1.4025,NO
0.0949,0.8484,NO
0.1339,0.2362,NO
0.22399999999999998,2.2383,NO
0.1967,0.9204,NO
0.1436,0.6469,NO
0.2079,2.3555,NO
0.1339,0.4057,NO
0.0967,0.3541,NO
0.2198,2.1971,NO
0.3428,2.4608,YES
0.2344,1.8925,NO
0.1736,2.1636,YES
0.1331,0.4135,NO
0.0735,1.13,NO
0.0647,0.1398,NO
0.204,0.6051,NO
0.1327,0.7121,NO
0.1655,0.4698,NO
0.31,1.234,NO
0.1309,0.2815,NO
0.2819,0.8763,NO
0.4042,2.5342,YES
0.3296,2.7753,YES
0.4941,3.0808,YES
0.1783,2.1704,YES
0.193,1.7154,NO
0.2673,2.3668,YES
0.1726,1.4704,NO
0.1439,1.1062,NO
0.0769,0.5012,NO
0.1953,1.057,NO
0.2342,0.7708,NO
0.2047,0.7331,NO
0.1823,1.1723,NO
0.1684,0.7018,NO
0.1204,0.4153,NO
0.1751,1.0634,NO
0.3579,2.5476,YES
0.1828,0.7879,NO
0.2083,2.427,YES
0.2252,0.9917,NO
0.2041,1.6518,NO
0.2007,0.5368,NO
0.0498,0.9625,NO
0.1415,1.1248,NO
0.0515,0.7927,NO
0.1207,0.9478,NO
0.1912,0.5597,NO
0.14,0.8306,NO
0.4038,2.5066,YES
0.3494,2.6287,YES
0.2799,2.5744,YES
0.2675,2.0817,YES
0.2206,0.7412,NO
0.2003,2.1229,YES
0.1168,0.5589999999999999,NO
0.0727,0.7267,NO
0.0714,0.1772,NO
0.10800000000000001,1.0067,NO
0.2886,1.0058,NO
0.1427,1.1088,NO
0.0855,1.1261,NO
0.0605,0.3388,NO
0.0532,0.1863,NO
0.1421,1.1685,NO
0.4397,2.4889,YES
0.0607,0.9208,NO
0.2347,2.1613,YES
0.2118,0.2569,NO
0.2048,0.8885,NO
0.2045,0.1772,NO
0.0849,0.4193,NO
0.1035,1.0933,NO
0.0824,0.2823,NO
0.0975,1.3476,NO
0.1702,0.2315,NO
0.1518,1.2939,NO
0.3372,2.3168,YES
0.3303,2.4463,YES
0.314,2.5101,YES
0.1257,2.0213,YES
0.1375,0.8079,NO
0.1128,2.082,YES
0.099,0.66,NO
0.1069,1.3063,NO
0.0451,0.7609999999999999,NO
0.5095,4.2712,YES
0.1431,1.986,YES
0.1227,1.178,YES
0.2847,5.4416,YES
0.2237,1.4132,NO
0.1065,0.7669,NO
0.3266,5.2531,YES
0.0974,1.2528,NO
0.3289,5.0473,YES
0.1059,1.2696,NO
0.2131,1.3364,NO
0.1496,1.8744,NO
0.1474,0.6127,NO
0.0902,0.7415,NO
0.0993,1.8105,YES
0.0875,0.8643,NO
0.2369,2.8285,YES
0.2129,0.7812,NO
0.1321,1.7421,YES
0.1271,1.4102,NO
0.08,1.5986,NO
0.3025,2.4707,NO
0.12,1.5058,NO
0.3399,5.27,YES
0.2516,1.8148,NO
0.2081,4.229,YES
0.1799,1.0551,NO
0.1547,0.527,NO
0.3595,3.2297,YES
0.2156,1.4462,NO
0.1535,1.1793,NO
0.4159,3.7267,YES
0.1827,0.9109,NO
0.1097,0.5454,NO
0.5448,4.0287,YES
0.191,0.6012,NO
0.4381,4.2104,YES
0.1528,0.5461,NO
0.3264,1.5633,NO
0.3203,1.4121,NO
0.2648,0.5842,NO
0.171,0.6128,NO
0.21899999999999997,1.053,NO
0.1398,0.659,NO
0.3673,2.5246,NO
0.1451,0.5485,NO
0.2637,0.9812,NO
0.1991,0.9266,NO
0.1784,1.2167,NO
0.3767,1.4217,NO
0.1917,0.88,NO
0.3794,3.9281,YES
0.3359,1.1056,NO
0.2874,2.9703,YES
0.0798,1.4387,NO
0.0364,0.7814,NO
0.2475,2.4412,YES
0.2794,4.0569999999999995,YES
0.2232,3.1952,YES
0.2213,2.9699,YES
0.1233,1.2312,NO
0.0474,0.6576,NO
0.2799,2.9848,YES
0.2328,1.6179,NO
0.2608,3.0499,YES
0.1095,1.5416,NO
0.2365,1.2462,NO
0.2061,1.5772,NO
0.2048,0.6764,NO
0.0456,0.8165,NO
0.1795,3.5309,YES
0.0442,1.13,NO
0.27,4.395,YES
0.1224,1.1397,NO
0.1913,3.5677,YES
0.2397,1.3406,NO
0.2111,1.4762,NO
0.2935,2.1089,NO
0.1155,1.5131,NO
0.243,3.1636,YES
0.1959,1.8605,NO
0.198,2.2784,YES
0.1636,0.8607,NO
0.1646,0.3948,NO
0.3881,3.0085,YES
0.1762,0.5027,NO
0.1649,0.1831,NO
0.4197,3.4038,YES
0.1681,0.6736,NO
0.153,0.4315,NO
0.4738,3.3541,YES
0.159,0.5477,NO
0.493,3.1926,YES
0.1456,0.7935,NO
0.2244,1.1095,NO
0.1542,1.1948,NO
0.1277,0.3492,NO
0.1775,0.2309,NO
0.2106,0.5784,NO
0.1654,0.4421,NO
0.3557,1.1813,NO
0.0902,0.4088,NO
0.2663,0.3125,NO
0.2218,0.8314,NO
0.1764,0.9756,NO
0.3901,1.7918,NO
0.21600000000000003,0.919,NO
0.402,3.3598,YES
0.3584,0.6555,NO
0.3239,2.8833,YES
0.0467,0.3312,NO
0.0184,0.2552,NO
0.0544,0.5502,YES
0.1967,1.7613,YES
0.1251,1.3646,YES
0.0526,0.6062,YES
0.0389,0.2236,NO
0.0098,0.1674,NO
0.1204,0.6879,YES
0.1152,0.5031,NO
0.0434,0.5696,YES
0.0994,0.5108,NO
0.171,0.4617,NO
0.1733,0.6848,NO
0.1785,0.2396,NO
0.0632,0.2892,NO
0.1652,1.3623,YES
0.0614,0.327,NO
0.1533,1.6689,YES
0.1347,0.2572,NO
0.1212,1.3556,YES
0.015,0.4121,NO
0.0714,0.4445,NO
0.0698,0.5662,NO
0.035,0.5157,NO
0.0672,0.5503,YES
0.0378,0.62,NO
0.0637,0.4783,YES
0.3024,2.1913,YES
0.0482,1.3872,YES
0.3634,0.7205,NO
0.1548,0.7863,NO
0.1459,0.5475,NO
0.1506,0.9882,NO
0.2394,1.6896,YES
0.3693,1.5465,YES
0.1404,0.7998,NO
0.0758,0.4123,NO
0.1517,0.6293,NO
0.067,0.5634,NO
0.2131,0.5314,NO
0.16,1.1871,NO
0.1446,0.4245,NO
0.0844,2.2525,YES
0.095,0.7773,NO
0.2419,2.302,YES
0.026000000000000002,0.8644,NO
0.2985,1.5318,YES
0.0377,0.449,NO
0.102,0.4541,NO
