DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_LSA_13,Associated
0.0737,0.4205,NO
0.0652,0.2394,NO
0.1144,0.8479,NO
0.2164,1.0475,NO
0.0671,0.9678,NO
0.0906,1.2016,NO
0.0589,1.6235,NO
0.0679,0.4996,NO
0.1689,0.7356,NO
0.2469,2.5959,YES
0.0616,1.1568,NO
0.33799999999999997,2.4594,YES
0.2427,0.2282,NO
0.2231,0.5952,NO
0.2223,0.07400000000000001,NO
0.1142,0.7151,NO
0.0706,1.1352,NO
0.1109,0.88,NO
0.0747,1.3066,NO
0.2179,0.4953,NO
0.1147,0.6623,NO
0.0779,2.5557,YES
0.0804,3.3081,YES
0.1668,2.9877,YES
0.24,2.1562,YES
0.1573,0.7679,NO
0.0716,3.1237,YES
0.1205,1.1876,NO
0.1072,0.9485,YES
0.2444,0.7698,YES
0.3362,1.1153,NO
0.1579,0.951,NO
0.1148,0.8732,NO
0.1112,0.9542,NO
0.3947,1.85,YES
0.0957,0.6316,YES
0.1364,1.1155,NO
0.1056,0.7609,NO
0.0981,0.8955,NO
0.1058,0.7071,NO
0.1797,0.3538,NO
0.1526,0.4126,NO
0.1551,0.1634,NO
0.2811,1.3044,YES
0.0766,0.9379,NO
0.1126,1.7419,YES
0.0341,0.7929999999999999,NO
0.3399,1.2405,YES
0.0412,0.8366,NO
0.1212,0.7643,NO
0.0769,1.0047,NO
0.1235,0.8775,NO
0.0802,0.6517,NO
0.1903,0.9442,NO
0.1119,1.1605,NO
0.1008,1.1181,NO
0.0886,0.3794,NO
0.1534,0.2507,NO
0.1331,0.5857,NO
0.2865,1.6409,NO
0.1512,1.2296,NO
0.1666,1.0381,NO
0.1465,1.2784,NO
0.0509,0.5014,NO
0.2187,0.7323,NO
0.4574,3.1927,YES
0.1603,1.1137,NO
0.2015,3.0876,YES
0.205,0.2574,NO
0.2168,0.7733,NO
0.2136,0.098,NO
0.1919,0.3756,NO
0.1533,1.0905,NO
0.1268,0.5515,NO
0.1947,1.6324,NO
0.1755,0.4905,NO
0.2202,0.7672,NO
0.4465,3.1878,YES
0.4252,4.0195,YES
0.3653,3.5679,YES
0.1771,2.6973,YES
0.1659,0.8443,NO
0.1927,3.9105,YES
0.1251,1.1967,NO
0.1303,1.5384,YES
0.1814,0.7133,YES
0.3356,1.3401,NO
0.1662,1.2824,NO
0.1507,0.8853,NO
0.1441,1.3585,NO
0.3435,2.1822,YES
0.1243,1.1646,YES
0.1731,1.3835,NO
