DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_SINGLE_VSM_61,Associated
0.0737,0.2057,NO
0.0652,0.1091,NO
0.1144,0.0997,NO
0.2164,0.3384,NO
0.0671,0.2874,NO
0.0906,0.6773,NO
0.0589,0.4224,NO
0.0679,0.1135,NO
0.1689,0.0992,NO
0.2469,0.6882,YES
0.0616,0.1144,NO
0.33799999999999997,1.0,YES
0.2427,0.3701,NO
0.2231,0.3701,NO
0.2223,0.3691,NO
0.1142,0.0439,NO
0.0706,0.2942,NO
0.1109,0.044000000000000004,NO
0.0747,0.1337,NO
0.2179,0.2508,NO
0.1147,0.1755,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.1285,NO
0.0716,1.0,YES
0.1205,0.3939,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.2452,NO
0.1579,0.2707,NO
0.1148,0.27899999999999997,NO
0.1112,0.3639,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.2559,NO
0.1056,0.0744,NO
0.0981,0.2515,NO
0.1058,0.0422,NO
0.1797,0.397,NO
0.1526,0.397,NO
0.1551,0.397,NO
0.2811,1.0,YES
0.0766,0.3639,NO
0.1126,1.0,YES
0.0341,0.2676,NO
0.3399,1.0,YES
0.0412,0.1806,NO
0.1212,0.1355,NO
0.0769,0.1087,NO
0.1235,0.1439,NO
0.0802,0.1249,NO
0.1903,0.2572,NO
0.1119,0.1619,NO
0.1008,0.2555,NO
0.0886,0.1606,NO
0.1534,0.1091,NO
0.1331,0.1827,NO
0.2865,0.3744,NO
0.1512,0.3076,NO
0.1666,0.3329,NO
0.1465,0.2687,NO
0.0509,0.1058,NO
0.2187,0.2077,NO
0.4574,1.0,YES
0.1603,0.3451,NO
0.2015,1.0,YES
0.205,0.1924,NO
0.2168,0.1924,NO
0.2136,0.1924,NO
0.1919,0.0966,NO
0.1533,0.3076,NO
0.1268,0.0216,NO
0.1947,0.3076,NO
0.1755,0.2508,NO
0.2202,0.2752,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,0.9611,YES
0.1771,1.0,YES
0.1659,0.2077,NO
0.1927,1.0,YES
0.1251,0.2473,NO
0.1303,1.0,YES
0.1814,1.0,YES
0.3356,0.3542,NO
0.1662,0.3514,NO
0.1507,0.3514,NO
0.1441,0.5089,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.4605,NO
0.0952,0.4136,NO
0.1364,0.5415,NO
0.0887,0.601,NO
0.2289,0.7021,NO
0.2088,0.7021,NO
0.2075,0.7021,NO
0.1923,1.0,YES
0.0927,0.3638,NO
0.0821,1.0,YES
0.0311,0.3722,NO
0.3081,1.0,YES
0.0406,0.3722,NO
0.1251,0.601,NO
0.091,0.601,NO
0.11800000000000001,0.4197,NO
0.1053,0.601,NO
0.2201,0.5415,NO
0.1351,0.4197,NO
0.1328,0.5415,NO
0.0724,0.1709,NO
0.0244,0.2248,NO
0.1404,0.5483,YES
0.3348,0.9815,YES
0.2937,0.9815,YES
0.14300000000000002,1.0,YES
0.0826,0.2995,NO
0.013000000000000001,0.153,NO
0.2103,0.5022,YES
0.1395,0.2963,NO
0.1325,0.6283,YES
0.1443,0.1733,NO
0.2165,0.379,NO
0.1934,0.379,NO
0.1934,0.379,NO
0.0572,0.1663,NO
0.2318,1.0,YES
0.0556,0.1663,NO
0.3609,1.0,YES
0.1417,0.4988,NO
0.255,1.0,YES
0.0522,0.3725,NO
0.0677,0.4485,NO
0.1439,0.4726,NO
0.0494,0.3307,NO
0.1715,0.7068,YES
0.0964,0.4518,NO
0.1343,0.5859,YES
0.1544,0.2719,NO
0.0732,0.1091,NO
0.1975,0.2137,NO
0.2582,0.3895,NO
0.1977,0.1768,NO
0.1701,0.4167,NO
0.1684,0.2687,NO
0.1225,0.2502,NO
0.1458,0.1628,NO
0.4028,1.0,YES
0.1577,0.3591,NO
0.2904,1.0,YES
0.1987,0.2525,NO
0.1756,0.2525,NO
0.1689,0.2525,NO
0.054000000000000006,0.2719,NO
0.1469,0.2942,NO
0.0547,0.2719,NO
0.1082,0.1949,NO
0.2019,0.2719,NO
0.1293,0.2752,NO
0.3897,1.0,YES
0.3612,1.0,YES
0.2791,1.0,YES
0.2894,1.0,YES
0.2226,0.3573,NO
0.1753,1.0,YES
0.0979,0.3573,NO
0.0985,0.146,NO
0.0774,0.2248,NO
0.1069,0.5483,YES
0.3647,1.0,YES
0.2531,1.0,YES
0.1331,1.0,YES
0.0885,0.2995,NO
0.0604,0.1337,NO
0.2068,0.5022,YES
0.2598,0.3019,NO
0.106,0.6283,YES
0.1459,0.0422,NO
0.2252,0.4403,NO
0.2571,0.4403,NO
0.2375,0.4403,NO
0.1453,0.1194,NO
0.2245,1.0,YES
0.141,0.1194,NO
0.2623,1.0,YES
0.142,0.4988,NO
0.2555,1.0,YES
0.2049,0.3725,NO
0.2206,0.457,NO
0.2228,0.4726,NO
0.1032,0.3307,NO
0.1461,0.7068,YES
0.1116,0.4518,NO
0.1326,0.5859,YES
0.1415,0.2332,NO
0.0745,0.1856,NO
0.2381,0.2535,NO
0.19,0.3895,NO
0.1547,0.1482,NO
0.1997,0.3984,NO
0.1653,0.2687,NO
0.1536,0.2332,NO
0.1999,0.284,NO
0.1989,1.0,YES
0.2045,0.4239,NO
0.2447,1.0,YES
0.2519,0.4406,NO
0.2036,0.4406,NO
0.2033,0.4406,NO
0.0533,0.2148,NO
0.105,0.2942,NO
0.055999999999999994,0.22399999999999998,NO
0.1113,0.1949,NO
0.2256,0.2508,NO
0.0989,0.2752,NO
0.1879,1.0,YES
0.1445,1.0,YES
0.1901,1.0,YES
0.3108,1.0,YES
0.2405,0.4239,NO
0.1657,1.0,YES
0.1331,0.4239,NO
0.0949,0.1825,NO
0.1339,0.1825,NO
0.22399999999999998,0.214,NO
0.1967,0.3895,NO
0.1436,0.2238,NO
0.2079,0.5273,NO
0.1339,0.3289,NO
0.0967,0.1058,NO
0.2198,0.3916,NO
0.3428,0.8445,YES
0.2344,0.3916,NO
0.1736,1.0,YES
0.1331,0.0974,NO
0.0735,0.1861,NO
0.0647,0.1733,NO
0.204,0.1825,NO
0.1327,0.2942,NO
0.1655,0.1825,NO
0.31,0.2103,NO
0.1309,0.2508,NO
0.2819,0.2167,NO
0.4042,1.0,YES
0.3296,1.0,YES
0.4941,1.0,YES
0.1783,1.0,YES
0.193,0.3916,NO
0.2673,1.0,YES
0.1726,0.3378,NO
0.1439,0.2057,NO
0.0769,0.1246,NO
0.1953,0.242,NO
0.2342,0.3283,NO
0.2047,0.3384,NO
0.1823,0.6773,NO
0.1684,0.4224,NO
0.1204,0.1392,NO
0.1751,0.2216,NO
0.3579,1.0,YES
0.1828,0.3095,NO
0.2083,1.0,YES
0.2252,0.1236,NO
0.2041,0.2391,NO
0.2007,0.1556,NO
0.0498,0.1513,NO
0.1415,0.4413,NO
0.0515,0.1513,NO
0.1207,0.3246,NO
0.1912,0.2253,NO
0.14,0.2752,NO
0.4038,1.0,YES
0.3494,1.0,YES
0.2799,1.0,YES
0.2675,1.0,YES
0.2206,0.3119,NO
0.2003,1.0,YES
0.1168,0.3939,NO
0.0727,0.1812,NO
0.0714,0.1812,NO
0.10800000000000001,0.1435,NO
0.2886,0.3384,NO
0.1427,0.1529,NO
0.0855,0.2977,NO
