DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_LSA_27,Associated
0.0737,0.292,NO
0.0652,0.0902,NO
0.1144,0.3538,NO
0.2164,0.6198,NO
0.0671,0.4665,NO
0.0906,0.5027,NO
0.0589,0.3423,NO
0.0679,0.2199,NO
0.1689,0.3948,NO
0.2469,1.5338,YES
0.0616,0.6556,NO
0.33799999999999997,1.2679,YES
0.2427,0.3625,NO
0.2231,0.2934,NO
0.2223,0.4307,NO
0.1142,0.3215,NO
0.0706,0.6764,NO
0.1109,0.2277,NO
0.0747,0.6234,NO
0.2179,0.2285,NO
0.1147,0.4716,NO
0.0779,1.5195,YES
0.0804,1.1758,YES
0.1668,0.6896,YES
0.24,2.2625,YES
0.1573,0.4409,NO
0.0716,1.7387,YES
0.1205,0.5768,NO
0.1072,2.1648,YES
0.2444,1.4215,YES
0.3362,0.4767,NO
0.1579,0.3569,NO
0.1148,0.4818,NO
0.1112,0.5163,NO
0.3947,1.629,YES
0.0957,1.0658,YES
0.1364,0.5712,NO
0.1056,0.2677,NO
0.0981,0.3667,NO
0.1058,0.3478,NO
0.1797,0.2549,NO
0.1526,0.4813,NO
0.1551,0.2995,NO
0.2811,1.544,YES
0.0766,0.6523,NO
0.1126,1.5454,YES
0.0341,0.6206,NO
0.3399,1.4309,YES
0.0412,0.5968,NO
0.1212,0.2742,NO
0.0769,0.1872,NO
0.1235,0.2232,NO
0.0802,0.3592,NO
0.1903,0.4456,NO
0.1119,0.3758,NO
0.1008,0.5897,NO
0.0886,0.2509,NO
0.1534,0.3458,NO
0.1331,0.7594,NO
0.2865,0.9634,NO
0.1512,0.7304,NO
0.1666,0.8566,NO
0.1465,0.7396,NO
0.0509,0.353,NO
0.2187,0.6523,NO
0.4574,1.3897,YES
0.1603,0.7409,NO
0.2015,0.8417,YES
0.205,0.5429,NO
0.2168,0.5670000000000001,NO
0.2136,0.2032,NO
0.1919,0.353,NO
0.1533,0.6028,NO
0.1268,0.2228,NO
0.1947,0.8659,NO
0.1755,0.1935,NO
0.2202,0.6565,NO
0.4465,2.0895,YES
0.4252,2.4067,YES
0.3653,1.0313,YES
0.1771,2.1086,YES
0.1659,0.6567,NO
0.1927,2.7292,YES
0.1251,0.7224,NO
0.1303,2.1507,YES
0.1814,1.3488,YES
0.3356,0.6029,NO
0.1662,0.3472,NO
0.1507,0.4652,NO
0.1441,0.4072,NO
0.3435,1.6215,YES
0.1243,1.0,YES
0.1731,0.7040000000000001,NO
0.0952,0.28600000000000003,NO
0.1364,0.3611,NO
0.0887,0.3916,NO
0.2289,0.3904,NO
0.2088,0.6119,NO
0.2075,0.5567,NO
0.1923,1.4580000000000002,YES
0.0927,0.6177,NO
0.0821,1.5205,YES
0.0311,0.4907,NO
0.3081,1.3786,YES
0.0406,0.4096,NO
0.1251,0.3519,NO
0.091,0.35600000000000004,NO
0.11800000000000001,0.2244,NO
0.1053,0.3616,NO
0.2201,0.5089,NO
