DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_VSM_51,Associated
0.0737,0.2158,NO
0.0652,0.8091,NO
0.1144,0.8717,NO
0.2164,1.6205,NO
0.0671,0.9096,NO
0.0906,0.9177,NO
0.0589,1.1286,NO
0.0679,0.5097,NO
0.1689,1.0684,NO
0.2469,2.8289999999999997,YES
0.0616,0.7067,NO
0.33799999999999997,2.8818,YES
0.2427,0.6437,NO
0.2231,0.7972,NO
0.2223,0.7818,NO
0.1142,0.4397,NO
0.0706,2.0138,NO
0.1109,0.4407,NO
0.0747,0.9775,NO
0.2179,1.13,NO
0.1147,1.5004,NO
0.0779,2.8506,YES
0.0804,3.1146,YES
0.1668,2.7406,YES
0.24,2.6715,YES
0.1573,0.6483,NO
0.0716,2.8835,YES
0.1205,1.0455,NO
0.1072,2.3177,YES
0.2444,1.4813,YES
0.3362,0.998,NO
0.1579,0.8494,NO
0.1148,1.0322,NO
0.1112,1.2216,NO
0.3947,1.7658,YES
0.0957,3.1441,YES
0.1364,1.151,NO
0.1056,0.3613,NO
0.0981,1.1261,NO
0.1058,0.5509,NO
0.1797,1.0726,NO
0.1526,1.2244,NO
0.1551,1.0313,NO
0.2811,2.2742,YES
0.0766,1.1534,NO
0.1126,2.3022,YES
0.0341,1.2603,NO
0.3399,3.4592,YES
0.0412,0.7552,NO
0.1212,0.4213,NO
0.0769,0.7037,NO
0.1235,0.7026,NO
0.0802,0.5913,NO
0.1903,1.3321,NO
0.1119,0.6579999999999999,NO
0.1008,1.1303,NO
0.0886,0.2134,NO
0.1534,0.7953,NO
0.1331,1.102,NO
0.2865,1.4965,NO
0.1512,0.9242,NO
0.1666,1.0637,NO
0.1465,1.2958,NO
0.0509,0.3407,NO
0.2187,1.1053,NO
0.4574,2.9628,YES
0.1603,0.9677,NO
0.2015,3.1088,YES
0.205,0.4085,NO
0.2168,0.6920000000000001,NO
0.2136,0.6588,NO
0.1919,0.3411,NO
0.1533,2.0919,NO
0.1268,0.3164,NO
0.1947,1.1474,NO
0.1755,0.8725,NO
0.2202,1.5445,NO
0.4465,3.1689,YES
0.4252,3.3775,YES
0.3653,2.9073,YES
0.1771,2.8289999999999997,YES
0.1659,0.7243,NO
0.1927,3.3562,YES
0.1251,1.2654,NO
0.1303,2.4648,YES
0.1814,1.5736,YES
0.3356,1.5182,NO
0.1662,1.0085,NO
0.1507,1.0079,NO
0.1441,1.6083,NO
0.3435,1.9421,YES
0.1243,3.2560000000000002,YES
0.1731,1.4992,NO
0.0952,0.7462,NO
0.1364,1.6296,NO
0.0887,1.1021,NO
0.2289,1.5914,NO
0.2088,1.8186,NO
0.2075,1.8893,NO
0.1923,2.3439,YES
0.0927,1.6344,NO
0.0821,2.3721,YES
0.0311,1.3504,NO
0.3081,3.596,YES
0.0406,1.0535,NO
0.1251,1.2753,NO
0.091,1.2378,NO
0.11800000000000001,1.2174,NO
0.1053,0.6148,NO
0.2201,1.4413,NO
0.1351,1.0146,NO
0.1328,1.8476,NO
0.0724,0.4562,NO
0.0244,0.6734,NO
0.1404,1.1846,YES
0.3348,4.7074,YES
0.2937,4.8512,YES
0.14300000000000002,1.3938,YES
0.0826,0.5072,NO
0.013000000000000001,0.3644,NO
0.2103,1.5605,YES
0.1395,0.6742,NO
0.1325,2.1512,YES
0.1443,0.6014,NO
0.2165,0.3888,NO
0.1934,0.2698,NO
0.1934,0.735,NO
0.0572,0.3716,NO
0.2318,4.5607,YES
0.0556,0.2758,NO
0.3609,5.1872,YES
0.1417,1.1139,NO
0.255,3.8931,YES
0.0522,0.9988,NO
0.0677,0.8241,NO
0.1439,1.1258,NO
0.0494,0.6768,NO
0.1715,1.7418,YES
0.0964,1.1036,NO
0.1343,1.1933,YES
0.1544,0.6082,NO
0.0732,1.0213,NO
0.1975,1.5616,NO
0.2582,1.8404,NO
0.1977,1.3643,NO
0.1701,1.6832,NO
0.1684,1.4785,NO
0.1225,0.6322,NO
0.1458,1.0079,NO
0.4028,3.2857,YES
0.1577,1.641,NO
0.2904,3.6129,YES
0.1987,0.4918,NO
0.1756,0.7317,NO
0.1689,0.8247,NO
0.054000000000000006,0.34299999999999997,NO
0.1469,2.7331,NO
0.0547,0.5361,NO
0.1082,1.6529,NO
0.2019,1.1105,NO
0.1293,1.9188,NO
0.3897,3.6642,YES
0.3612,3.716,YES
0.2791,3.5383,YES
0.2894,3.0780000000000003,YES
0.2226,0.9607,NO
0.1753,3.805,YES
0.0979,1.3632,NO
0.0985,0.3973,NO
0.0774,1.0597,NO
0.1069,1.169,YES
0.3647,5.0588,YES
0.2531,4.9627,YES
0.1331,1.4787,YES
0.0885,0.5474,NO
0.0604,0.4672,NO
0.2068,1.6986,YES
0.2598,1.3412,NO
0.106,2.1043,YES
0.1459,0.9559,NO
0.2252,0.8751,NO
0.2571,0.7181,NO
0.2375,1.1545,NO
0.1453,0.4742,NO
0.2245,4.8861,YES
0.141,0.2263,NO
0.2623,4.9887,YES
0.142,1.2329,NO
0.2555,4.1797,YES
0.2049,1.6252,NO
0.2206,1.3504,NO
0.2228,1.6029,NO
0.1032,1.2351,NO
0.1461,1.6826,YES
0.1116,1.2814,NO
0.1326,1.2930000000000001,YES
0.1415,0.7977,NO
0.0745,0.4357,NO
0.2381,1.3485,NO
0.19,0.4695,NO
0.1547,0.5623,NO
0.1997,1.7494,NO
0.1653,0.9284,NO
0.1536,0.6201,NO
0.1999,1.6544,NO
0.1989,1.6025,YES
0.2045,1.7761,NO
0.2447,2.2164,YES
0.2519,1.0103,NO
0.2036,1.3131,NO
0.2033,1.2275,NO
0.0533,0.3398,NO
0.105,1.2607,NO
0.055999999999999994,0.6942,NO
0.1113,0.818,NO
0.2256,1.1666,NO
0.0989,0.7661,NO
0.1879,1.8005,YES
0.1445,2.2548,YES
0.1901,1.8052,YES
0.3108,1.9453,YES
0.2405,1.5592,NO
0.1657,2.3818,YES
0.1331,1.902,NO
0.0949,0.3955,NO
0.1339,1.06,NO
0.22399999999999998,2.1436,NO
0.1967,1.6538,NO
0.1436,1.3754,NO
0.2079,2.2561,NO
0.1339,1.5865,NO
0.0967,0.4708,NO
0.2198,2.4039,NO
0.3428,2.9548,YES
0.2344,2.495,NO
0.1736,3.1492,YES
0.1331,0.5041,NO
0.0735,0.7388,NO
0.0647,0.4577,NO
0.204,0.3796,NO
0.1327,2.4593,NO
0.1655,0.4022,NO
0.31,1.9609,NO
0.1309,0.8959,NO
0.2819,1.9148,NO
0.4042,3.4665,YES
0.3296,3.5338,YES
0.4941,3.2345,YES
0.1783,3.2965,YES
0.193,2.0706,NO
0.2673,3.862,YES
0.1726,2.1573,NO
0.1439,0.2495,NO
0.0769,0.7798,NO
0.1953,1.3823,NO
0.2342,1.4543,NO
0.2047,0.8751,NO
0.1823,1.6858,NO
0.1684,1.1962,NO
0.1204,0.2924,NO
0.1751,1.3192,NO
0.3579,3.0523,YES
0.1828,1.5849,NO
0.2083,3.2362,YES
0.2252,0.3574,NO
0.2041,0.4443,NO
0.2007,0.4506,NO
0.0498,0.2465,NO
0.1415,1.9672,NO
0.0515,0.32799999999999996,NO
0.1207,1.0111,NO
0.1912,0.934,NO
0.14,1.3524,NO
0.4038,3.2607,YES
0.3494,3.3161,YES
0.2799,3.2863,YES
0.2675,2.9146,YES
0.2206,1.2167,NO
0.2003,3.3461,YES
0.1168,1.4264,NO
0.0727,0.2428,NO
0.0714,0.5485,NO
0.10800000000000001,0.6592,NO
0.2886,1.2982,NO
0.1427,0.7492,NO
0.0855,0.7351,NO
0.0605,0.85,NO
0.0532,0.214,NO
0.1421,0.5094,NO
0.4397,2.6344,YES
0.0607,0.6263,NO
0.2347,2.8771,YES
0.2118,0.4545,NO
0.2048,0.6173,NO
0.2045,0.6233,NO
0.0849,0.1409,NO
0.1035,1.9253,NO
0.0824,0.3348,NO
0.0975,0.8126,NO
0.1702,0.5508,NO
0.1518,1.285,NO
0.3372,2.7574,YES
0.3303,3.0212,YES
0.314,2.5385,YES
0.1257,2.5071,YES
0.1375,0.3063,NO
0.1128,2.951,YES
0.099,0.6058,NO
0.1069,1.0743,NO
0.0451,1.4127,NO
0.5095,4.4599,YES
0.1431,1.6311,YES
0.1227,2.0994,YES
0.2847,5.8857,YES
0.2237,1.5138,NO
0.1065,1.0435,NO
0.3266,6.4171,YES
0.0974,0.4417,NO
0.3289,6.461,YES
0.1059,0.4029,NO
0.2131,1.7638,NO
0.1496,1.4369,NO
0.1474,1.1052,NO
0.0902,0.6269,NO
0.0993,2.0174,YES
0.0875,0.6297,NO
0.2369,3.3869,YES
0.2129,1.9593,NO
0.1321,1.4588,YES
0.1271,0.8856,NO
0.08,0.9651,NO
0.3025,1.9874,NO
0.12,1.2269,NO
0.3399,6.8586,YES
0.2516,1.3182,NO
0.2081,5.5521,YES
0.1799,0.3891,NO
0.1547,0.7345,NO
0.3595,2.4706,YES
0.2156,0.2958,NO
0.1535,0.8281,NO
0.4159,3.3229,YES
0.1827,1.0103,NO
0.1097,0.2348,NO
0.5448,3.4712,YES
0.191,0.4479,NO
0.4381,3.2606,YES
0.1528,0.7602,NO
0.3264,1.2196,NO
0.3203,0.7228,NO
0.2648,0.3937,NO
0.171,0.1961,NO
0.21899999999999997,0.7575,NO
0.1398,0.1396,NO
0.3673,1.6652,NO
0.1451,0.6129,NO
0.2637,0.6013,NO
0.1991,0.9924,NO
0.1784,1.0919,NO
0.3767,1.3574,NO
0.1917,1.298,NO
0.3794,3.3285,YES
0.3359,1.4204,NO
0.2874,3.0911,YES
0.0798,0.6962,NO
0.0364,1.4743,NO
0.2475,4.0186,YES
0.2794,4.9831,YES
0.2232,5.46,YES
0.2213,5.3333,YES
0.1233,1.1127,NO
0.0474,0.5433,NO
0.2799,6.0285,YES
0.2328,0.6585,NO
0.2608,6.2143,YES
0.1095,0.5661,NO
0.2365,2.2537,NO
0.2061,1.8287,NO
0.2048,2.0695,NO
0.0456,0.3413,NO
0.1795,5.1705,YES
0.0442,0.1861,NO
0.27,6.5804,YES
0.1224,1.7862,NO
0.1913,4.2236,YES
0.2397,1.1242,NO
0.2111,1.2565,NO
0.2935,1.9276,NO
0.1155,1.2111,NO
0.243,6.3119,YES
0.1959,1.4516,NO
0.198,5.1875,YES
0.1636,0.4314,NO
0.1646,0.5705,NO
0.3881,2.9617,YES
0.1762,1.0093,NO
0.1649,1.2672,NO
0.4197,3.3737,YES
0.1681,0.9581,NO
0.153,0.2284,NO
0.4738,4.3295,YES
0.159,0.0794,NO
0.493,4.0972,YES
0.1456,0.1864,NO
0.2244,1.025,NO
0.1542,1.26,NO
0.1277,0.8767,NO
0.1775,0.1006,NO
0.2106,1.3742,NO
0.1654,0.0751,NO
0.3557,2.6232,NO
0.0902,0.7919,NO
0.2663,1.0921,NO
0.2218,0.4251,NO
0.1764,0.5601,NO
0.3901,1.1017,NO
0.21600000000000003,0.7766,NO
0.402,4.3336,YES
0.3584,1.2274,NO
0.3239,3.7282,YES
0.0467,0.4706,NO
0.0184,1.1793,NO
0.0544,0.8988,YES
0.1967,4.6329,YES
0.1251,4.6725,YES
0.0526,1.5507,YES
0.0389,0.598,NO
0.0098,0.5081,NO
0.1204,1.8411,YES
0.1152,0.6415,NO
0.0434,2.0141,YES
0.0994,0.6223,NO
0.171,1.9613,NO
0.1733,1.8261,NO
0.1785,2.2144,NO
0.0632,0.495,NO
0.1652,4.6256,YES
0.0614,0.1439,NO
0.1533,4.8259,YES
0.1347,1.3544,NO
0.1212,3.7639,YES
0.015,0.8941,NO
0.0714,1.0442,NO
0.0698,0.9544,NO
0.035,0.5623,NO
0.0672,1.8388,YES
0.0378,0.9374,NO
0.0637,1.6017,YES
0.3024,2.0659,YES
0.0482,0.5884,YES
0.3634,0.4986,NO
0.1548,0.4054,NO
0.1459,0.3662,NO
0.1506,0.5653,NO
0.2394,0.9774,YES
0.3693,2.4141,YES
0.1404,0.6920000000000001,NO
0.0758,0.4351,NO
0.1517,0.6544,NO
0.067,0.3575,NO
0.2131,0.1734,NO
0.16,0.1811,NO
0.1446,0.0417,NO
0.0844,1.6336,YES
0.095,0.348,NO
0.2419,2.1481,YES
0.026000000000000002,0.446,NO
0.2985,2.3644,YES
0.0377,0.3086,NO
0.102,0.501,NO
