DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_LSA_17,Associated
0.0737,0.2262,NO
0.0652,0.2852,NO
0.1144,0.125,NO
0.2164,0.3093,NO
0.0671,0.1995,NO
0.0906,0.1844,NO
0.0589,0.4164,NO
0.0679,0.1187,NO
0.1689,0.4753,NO
0.2469,1.0,YES
0.0616,0.2289,NO
0.33799999999999997,0.4567,YES
0.2427,0.3104,NO
0.2231,0.3824,NO
0.2223,0.2206,NO
0.1142,0.2358,NO
0.0706,0.3984,NO
0.1109,0.1443,NO
0.0747,0.3844,NO
0.2179,0.2852,NO
0.1147,0.1995,NO
0.0779,1.0,YES
0.0804,0.6471,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.4758,NO
0.0716,1.0,YES
0.1205,0.3251,NO
0.1072,0.2803,YES
0.2444,0.6914,YES
0.3362,0.2113,NO
0.1579,0.1781,NO
0.1148,0.1652,NO
0.1112,0.1865,NO
0.3947,0.5234,YES
0.0957,0.3062,YES
0.1364,0.2287,NO
0.1056,0.2425,NO
0.0981,0.2287,NO
0.1058,0.1443,NO
0.1797,0.301,NO
0.1526,0.301,NO
0.1551,0.1953,NO
0.2811,0.5717,YES
0.0766,0.1652,NO
0.1126,0.2768,YES
0.0341,0.1263,NO
0.3399,0.6914,YES
0.0412,0.1652,NO
0.1212,0.2425,NO
0.0769,0.1585,NO
0.1235,0.0897,NO
0.0802,0.2425,NO
0.1903,0.1865,NO
0.1119,0.2425,NO
0.1008,0.2287,NO
0.0886,0.32,NO
0.1534,0.294,NO
0.1331,0.2381,NO
0.2865,0.4029,NO
0.1512,0.3765,NO
0.1666,0.4162,NO
0.1465,0.4164,NO
0.0509,0.1316,NO
0.2187,0.4753,NO
0.4574,1.0,YES
0.1603,0.2487,NO
0.2015,0.5949,YES
0.205,0.3104,NO
0.2168,0.3824,NO
0.2136,0.1078,NO
0.1919,0.2431,NO
0.1533,0.3984,NO
0.1268,0.318,NO
0.1947,0.3844,NO
0.1755,0.294,NO
0.2202,0.4378,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.4758,NO
0.1927,1.0,YES
0.1251,0.3251,NO
0.1303,0.9589,YES
0.1814,1.0,YES
0.3356,0.2893,NO
0.1662,0.3559,NO
0.1507,0.3559,NO
0.1441,0.2528,NO
0.3435,0.7571,YES
0.1243,1.0,YES
0.1731,0.3559,NO
0.0952,0.316,NO
0.1364,0.2862,NO
0.0887,0.188,NO
0.2289,0.3157,NO
0.2088,0.3413,NO
0.2075,0.2386,NO
0.1923,0.8269,YES
0.0927,0.3559,NO
0.0821,1.0,YES
0.0311,0.3559,NO
0.3081,1.0,YES
0.0406,0.2013,NO
0.1251,0.316,NO
0.091,0.2456,NO
0.11800000000000001,0.2251,NO
0.1053,0.316,NO
0.2201,0.3559,NO
0.1351,0.316,NO
0.1328,0.2862,NO
0.0724,0.2282,NO
0.0244,0.2493,NO
0.1404,0.4187,YES
0.3348,0.6802,YES
0.2937,0.7917,YES
0.14300000000000002,0.5022,YES
0.0826,0.2784,NO
0.013000000000000001,0.2493,NO
0.2103,0.6191,YES
0.1395,0.254,NO
0.1325,0.4224,YES
0.1443,0.1054,NO
0.2165,0.2917,NO
0.1934,0.2633,NO
0.1934,0.2204,NO
0.0572,0.1729,NO
0.2318,1.0,YES
0.0556,0.2254,NO
0.3609,0.7959999999999999,YES
0.1417,0.2493,NO
0.255,0.7917,YES
0.0522,0.254,NO
0.0677,0.4169,NO
0.1439,0.4471,NO
0.0494,0.254,NO
0.1715,0.6191,YES
0.0964,0.4382,NO
0.1343,0.4224,YES
0.1544,0.32,NO
0.0732,0.3331,NO
0.1975,0.2279,NO
0.2582,0.4528,NO
0.1977,0.4528,NO
0.1701,0.4162,NO
0.1684,0.4164,NO
0.1225,0.3331,NO
0.1458,0.4753,NO
0.4028,1.0,YES
0.1577,0.2034,NO
0.2904,0.5949,YES
0.1987,0.3166,NO
0.1756,0.3824,NO
0.1689,0.19699999999999998,NO
0.054000000000000006,0.2249,NO
0.1469,0.4528,NO
0.0547,0.318,NO
0.1082,0.4528,NO
0.2019,0.3331,NO
0.1293,0.4378,NO
0.3897,1.0,YES
0.3612,1.0,YES
0.2791,1.0,YES
0.2894,1.0,YES
0.2226,0.4758,NO
0.1753,1.0,YES
0.0979,0.3251,NO
0.0985,0.1918,NO
