DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_VSM_27,Associated
0.0737,0.4573,NO
0.0652,0.2104,NO
0.1144,0.5461,NO
0.2164,0.6594,NO
0.0671,0.3779,NO
0.0906,0.9306,NO
0.0589,0.5219,NO
0.0679,0.3946,NO
0.1689,0.6989,NO
0.2469,1.53,YES
0.0616,0.7735,NO
0.33799999999999997,1.5113,YES
0.2427,0.5073,NO
0.2231,0.4819,NO
0.2223,0.3494,NO
0.1142,0.2673,NO
0.0706,0.2913,NO
0.1109,0.4618,NO
0.0747,0.3408,NO
0.2179,0.3781,NO
0.1147,0.34,NO
0.0779,1.6729,YES
0.0804,1.1496,YES
0.1668,1.4,YES
0.24,0.4756,YES
0.1573,0.7366,NO
0.0716,1.4478,YES
0.1205,0.6922,NO
0.1072,1.2404,YES
0.2444,0.40399999999999997,YES
0.3362,0.133,NO
0.1579,0.3422,NO
0.1148,0.212,NO
0.1112,0.2727,NO
0.3947,1.1287,YES
0.0957,0.4068,YES
0.1364,0.39799999999999996,NO
0.1056,0.0856,NO
0.0981,0.3489,NO
0.1058,0.1659,NO
0.1797,0.5142,NO
0.1526,0.3336,NO
0.1551,0.2835,NO
0.2811,1.0834,YES
0.0766,0.4375,NO
0.1126,0.5144,YES
0.0341,0.2157,NO
0.3399,1.1241,YES
0.0412,0.4115,NO
0.1212,0.1219,NO
0.0769,0.2544,NO
0.1235,0.1189,NO
0.0802,0.1217,NO
0.1903,0.4451,NO
0.1119,0.2023,NO
0.1008,0.36200000000000004,NO
0.0886,0.1803,NO
0.1534,0.0734,NO
0.1331,0.6990000000000001,NO
0.2865,0.441,NO
0.1512,0.287,NO
0.1666,0.7685,NO
0.1465,0.2714,NO
0.0509,0.0907,NO
0.2187,0.5104,NO
0.4574,2.4151,YES
0.1603,0.6564,NO
0.2015,2.3323,YES
0.205,0.2276,NO
0.2168,0.5011,NO
0.2136,0.2686,NO
0.1919,0.0487,NO
