DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_VSM_2,Associated
0.0737,0.4537,NO
0.0652,0.3927,NO
0.1144,0.4379,NO
0.2164,0.7177,NO
0.0671,0.503,NO
0.0906,0.7227,NO
0.0589,0.6606,NO
0.0679,0.3827,NO
0.1689,0.6394,NO
0.2469,1.5630000000000002,YES
0.0616,0.4745,NO
0.33799999999999997,1.73,YES
0.2427,0.5037,NO
0.2231,0.529,NO
0.2223,0.4842,NO
0.1142,0.3918,NO
0.0706,0.9061,NO
0.1109,0.4196,NO
0.0747,0.4423,NO
0.2179,0.3741,NO
0.1147,0.4528,NO
0.0779,1.4462,YES
0.0804,1.9419,YES
0.1668,1.9845,YES
0.24,1.7202,YES
0.1573,0.6075,NO
0.0716,1.8158,YES
0.1205,0.3704,NO
0.1072,2.5494,YES
0.2444,1.5464,YES
0.3362,0.95,NO
0.1579,0.8169,NO
0.1148,0.8320000000000001,NO
0.1112,0.8405,NO
0.3947,1.5191,YES
0.0957,2.5141,YES
0.1364,0.7659999999999999,NO
0.1056,0.2426,NO
0.0981,1.0431,NO
0.1058,0.2927,NO
0.1797,0.5181,NO
0.1526,0.6703,NO
0.1551,0.5670000000000001,NO
0.2811,1.6896,YES
0.0766,0.9569,NO
0.1126,2.45,YES
0.0341,0.7097,NO
0.3399,2.7922,YES
0.0412,0.7359,NO
0.1212,0.3718,NO
0.0769,0.7117,NO
0.1235,0.565,NO
0.0802,0.4192,NO
0.1903,1.0054,NO
0.1119,0.507,NO
0.1008,0.473,NO
0.0886,0.3842,NO
0.1534,0.2055,NO
0.1331,1.2626,NO
0.2865,1.2677,NO
0.1512,0.9294,NO
0.1666,1.7505,NO
0.1465,0.8385,NO
0.0509,0.1614,NO
0.2187,0.9924,NO
0.4574,3.1115,YES
0.1603,1.2406,NO
0.2015,3.1255,YES
0.205,0.2508,NO
0.2168,0.231,NO
0.2136,0.1844,NO
0.1919,0.4052,NO
0.1533,1.6479,NO
0.1268,0.429,NO
0.1947,0.5603,NO
0.1755,0.2985,NO
0.2202,0.3672,NO
0.4465,3.0419,YES
0.4252,3.4781,YES
0.3653,3.7026,YES
0.1771,2.8552,YES
0.1659,1.4355,NO
0.1927,3.1785,YES
0.1251,0.8611,NO
0.1303,3.0425,YES
0.1814,2.2435,YES
0.3356,1.8230000000000002,NO
0.1662,1.4156,NO
0.1507,1.2037,NO
0.1441,2.157,NO
0.3435,1.885,YES
0.1243,2.8797,YES
0.1731,1.7763,NO
0.0952,1.062,NO
0.1364,2.2183,NO
0.0887,1.3206,NO
0.2289,0.8937,NO
0.2088,1.0962,NO
0.2075,1.2797,NO
0.1923,2.3077,YES
0.0927,1.4624,NO
0.0821,2.7452,YES
0.0311,1.273,NO
0.3081,3.0347,YES
0.0406,1.0752,NO
0.1251,0.8931,NO
0.091,1.9634,NO
0.11800000000000001,1.7343,NO
0.1053,1.3669,NO
0.2201,2.4382,NO
0.1351,1.5305,NO
0.1328,1.5707,NO
0.0724,0.5575,NO
0.0244,0.3581,NO
0.1404,1.7967,YES
0.3348,4.0403,YES
0.2937,4.2322,YES
0.14300000000000002,2.5784,YES
0.0826,0.8472,NO
0.013000000000000001,0.3936,NO
0.2103,2.4937,YES
0.1395,0.5527,NO
0.1325,2.5304,YES
0.1443,0.818,NO
0.2165,0.5872,NO
0.1934,0.9488,NO
0.1934,0.4244,NO
0.0572,0.4825,NO
0.2318,4.9256,YES
0.0556,0.42700000000000005,NO
0.3609,4.4515,YES
0.1417,0.7884,NO
0.255,3.8653,YES
0.0522,0.7813,NO
0.0677,1.2078,NO
0.1439,1.2458,NO
0.0494,0.7656,NO
0.1715,2.7489999999999997,YES
0.0964,1.3407,NO
0.1343,2.0496,YES
0.1544,0.8371,NO
0.0732,0.389,NO
0.1975,1.6919,NO
0.2582,1.7994,NO
0.1977,1.5390000000000001,NO
0.1701,2.3774,NO
0.1684,1.3221,NO
0.1225,0.605,NO
0.1458,1.6119,NO
0.4028,3.3768,YES
0.1577,1.9972,NO
0.2904,3.3779,YES
0.1987,0.4304,NO
0.1756,0.4673,NO
0.1689,0.2376,NO
0.054000000000000006,0.5313,NO
0.1469,2.5036,NO
0.0547,0.7226,NO
0.1082,1.5535,NO
