DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_LSA_60,Associated
0.0737,0.5677,NO
0.0652,0.2995,NO
0.1144,1.082,NO
0.2164,1.3742,NO
0.0671,0.6793,NO
0.0906,1.8197,NO
0.0589,0.6,NO
0.0679,0.5067,NO
0.1689,1.1263,NO
0.2469,2.296,YES
0.0616,1.3762,NO
0.33799999999999997,1.1349,YES
0.2427,0.4385,NO
0.2231,0.9740000000000001,NO
0.2223,0.3928,NO
0.1142,0.3708,NO
0.0706,0.8502,NO
0.1109,0.4993,NO
0.0747,0.8896,NO
0.2179,0.4067,NO
0.1147,1.2735,NO
0.0779,2.0066,YES
0.0804,2.101,YES
0.1668,2.2199,YES
0.24,2.1359,YES
0.1573,1.4033,NO
0.0716,2.2649,YES
0.1205,1.4296,NO
0.1072,2.3783,YES
0.2444,0.5864,YES
0.3362,1.0917,NO
0.1579,1.0346,NO
0.1148,0.8467,NO
0.1112,1.29,NO
0.3947,1.2937,YES
0.0957,1.3673,YES
0.1364,1.1783,NO
0.1056,0.5971,NO
0.0981,0.9031,NO
0.1058,0.23,NO
0.1797,0.3219,NO
0.1526,0.4781,NO
0.1551,0.1537,NO
0.2811,2.0189,YES
0.0766,1.1593,NO
0.1126,1.5552,YES
0.0341,0.7779,NO
0.3399,1.9608,YES
0.0412,1.0854,NO
0.1212,0.62,NO
0.0769,0.3887,NO
0.1235,0.615,NO
0.0802,0.3615,NO
0.1903,1.382,NO
0.1119,0.9079999999999999,NO
0.1008,1.1061,NO
0.0886,0.6039,NO
0.1534,0.3519,NO
0.1331,1.081,NO
0.2865,1.7116,NO
0.1512,1.0348,NO
0.1666,2.0725,NO
0.1465,0.6638,NO
0.0509,0.5162,NO
0.2187,0.8271,NO
0.4574,3.0989,YES
0.1603,1.3436,NO
0.2015,1.4495,YES
0.205,0.7202,NO
0.2168,1.4053,NO
0.2136,0.5147,NO
0.1919,0.5354,NO
0.1533,1.1412,NO
0.1268,0.4357,NO
0.1947,1.4153,NO
0.1755,0.24100000000000002,NO
0.2202,1.8765,NO
0.4465,2.6903,YES
0.4252,3.1124,YES
0.3653,3.0759,YES
0.1771,3.2110000000000003,YES
0.1659,1.3765,NO
0.1927,3.4528,YES
0.1251,1.3588,NO
0.1303,1.9703,YES
0.1814,0.3234,YES
0.3356,0.4919,NO
0.1662,0.5059,NO
0.1507,0.3895,NO
0.1441,0.7658,NO
0.3435,0.9890000000000001,YES
0.1243,1.0669,YES
0.1731,0.5669,NO
0.0952,0.3835,NO
0.1364,0.5786,NO
0.0887,0.0941,NO
0.2289,0.1551,NO
0.2088,0.5945,NO
0.2075,0.1197,NO
0.1923,1.0641,YES
0.0927,0.8118,NO
0.0821,1.4797,YES
0.0311,0.4897,NO
0.3081,1.639,YES
0.0406,0.7381,NO
0.1251,0.3824,NO
0.091,0.3829,NO
0.11800000000000001,0.5723,NO
0.1053,0.3782,NO
0.2201,0.929,NO
0.1351,0.4895,NO
0.1328,0.7404,NO
0.0724,1.1776,NO
0.0244,0.5172,NO
0.1404,2.7568,YES
0.3348,5.0091,YES
0.2937,4.6108,YES
0.14300000000000002,3.9592,YES
0.0826,0.9289,NO
0.013000000000000001,0.4269,NO
0.2103,3.3878,YES
0.1395,0.8582,NO
0.1325,2.9705,YES
0.1443,0.6993,NO
0.2165,1.5892,NO
0.1934,2.5486,NO
0.1934,1.0371,NO
0.0572,0.6245,NO
0.2318,4.49,YES
0.0556,0.9679,NO
0.3609,4.6853,YES
0.1417,0.7693,NO
0.255,4.7679,YES
0.0522,0.8587,NO
0.0677,1.2876,NO
0.1439,2.4406,NO
0.0494,1.1737,NO
0.1715,3.1133,YES
0.0964,2.0677,NO
0.1343,3.3013,YES
0.1544,0.5896,NO
0.0732,0.3179,NO
0.1975,0.8943,NO
0.2582,1.3806,NO
0.1977,0.7774,NO
0.1701,1.9318,NO
0.1684,0.6597,NO
0.1225,0.3792,NO
0.1458,0.7721,NO
0.4028,3.2799,YES
0.1577,1.1098,NO
0.2904,1.4364,YES
0.1987,0.4112,NO
0.1756,1.1179,NO
0.1689,0.4007,NO
0.054000000000000006,0.4222,NO
0.1469,0.9155,NO
0.0547,0.2774,NO
0.1082,1.1105,NO
0.2019,0.1236,NO
0.1293,1.5419999999999998,NO
0.3897,2.8142,YES
0.3612,2.9515,YES
0.2791,2.765,YES
0.2894,3.2043,YES
0.2226,1.2666,NO
0.1753,3.3657,YES
0.0979,1.258,NO
0.0985,0.7344,NO
0.0774,0.2871,NO
0.1069,1.8880000000000001,YES
0.3647,3.5726,YES
0.2531,3.133,YES
0.1331,2.5086,YES
0.0885,0.4327,NO
0.0604,0.4162,NO
0.2068,1.8464,YES
0.2598,1.5878,NO
0.106,1.8367,YES
0.1459,0.9158,NO
0.2252,0.7732,NO
0.2571,1.4289,NO
0.2375,0.5809,NO
0.1453,0.3949,NO
0.2245,2.7109,YES
0.141,0.4941,NO
0.2623,3.1881,YES
0.142,0.5374,NO
0.2555,3.7084,YES
0.2049,1.3148,NO
0.2206,1.9387,NO
0.2228,2.1694,NO
0.1032,1.6132,NO
0.1461,1.9578,YES
0.1116,1.8855,NO
0.1326,2.0527,YES
0.1415,0.9431,NO
0.0745,0.4342,NO
0.2381,1.5424,NO
0.19,1.6932,NO
0.1547,1.012,NO
0.1997,3.0088,NO
0.1653,1.0679,NO
0.1536,0.7345,NO
0.1999,1.4134,NO
0.1989,3.5233,YES
0.2045,2.2848,NO
0.2447,1.7666,YES
0.2519,0.9337,NO
0.2036,1.9393,NO
0.2033,0.8038,NO
0.0533,0.6493,NO
0.105,0.8287,NO
0.055999999999999994,0.6125,NO
0.1113,1.1146,NO
0.2256,0.5562,NO
0.0989,1.7957,NO
0.1879,3.2026,YES
0.1445,3.471,YES
0.1901,3.7915,YES
0.3108,3.8307,YES
0.2405,2.2722,NO
0.1657,4.0195,YES
0.1331,2.4469,NO
0.0949,0.7529,NO
0.1339,0.226,NO
