DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_VSM_21,Associated
0.0737,0.3071,NO
0.0652,0.2574,NO
0.1144,0.2289,NO
0.2164,0.4029,NO
0.0671,0.31,NO
0.0906,0.1844,NO
0.0589,0.4164,NO
0.0679,0.2852,NO
0.1689,0.4753,NO
0.2469,0.9462,YES
0.0616,0.4964,NO
0.33799999999999997,1.0,YES
0.2427,0.2918,NO
0.2231,0.3824,NO
0.2223,0.2206,NO
0.1142,0.2852,NO
0.0706,0.3984,NO
0.1109,0.2852,NO
0.0747,0.2383,NO
0.2179,0.1656,NO
0.1147,0.3438,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.2502,NO
0.0716,0.7756,YES
0.1205,0.2289,NO
0.1072,0.3062,YES
0.2444,0.3062,YES
0.3362,0.3034,NO
0.1579,0.2165,NO
0.1148,0.2796,NO
0.1112,0.2444,NO
0.3947,0.6914,YES
0.0957,0.6914,YES
0.1364,0.3034,NO
0.1056,0.0908,NO
0.0981,0.3034,NO
0.1058,0.1939,NO
0.1797,0.0847,NO
0.1526,0.23600000000000002,NO
0.1551,0.0498,NO
0.2811,0.6914,YES
0.0766,0.1382,NO
0.1126,0.6914,YES
0.0341,0.2165,NO
0.3399,0.3484,YES
0.0412,0.2165,NO
0.1212,0.1223,NO
0.0769,0.1255,NO
0.1235,0.1939,NO
0.0802,0.062,NO
0.1903,0.2796,NO
0.1119,0.1504,NO
0.1008,0.3034,NO
0.0886,0.3088,NO
0.1534,0.1316,NO
0.1331,0.271,NO
0.2865,0.3067,NO
0.1512,0.3753,NO
0.1666,0.2422,NO
0.1465,0.2948,NO
0.0509,0.0958,NO
0.2187,0.3753,NO
0.4574,0.965,YES
0.1603,0.3753,NO
0.2015,1.0,YES
0.205,0.2728,NO
0.2168,0.3388,NO
0.2136,0.1697,NO
0.1919,0.3167,NO
0.1533,0.36,NO
0.1268,0.1542,NO
0.1947,0.3405,NO
0.1755,0.126,NO
0.2202,0.3078,NO
0.4465,0.965,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.3753,NO
0.1927,0.965,YES
0.1251,0.2487,NO
0.1303,1.0,YES
0.1814,1.0,YES
0.3356,0.1923,NO
0.1662,0.228,NO
0.1507,0.3559,NO
0.1441,0.2479,NO
0.3435,0.5161,YES
0.1243,1.0,YES
0.1731,0.3559,NO
0.0952,0.2193,NO
0.1364,0.3559,NO
0.0887,0.2187,NO
0.2289,0.3667,NO
0.2088,0.3144,NO
0.2075,0.2281,NO
0.1923,1.0,YES
0.0927,0.2278,NO
0.0821,0.8716,YES
0.0311,0.2148,NO
0.3081,0.568,YES
0.0406,0.1909,NO
0.1251,0.316,NO
0.091,0.316,NO
0.11800000000000001,0.2187,NO
0.1053,0.2187,NO
0.2201,0.3559,NO
0.1351,0.1582,NO
0.1328,0.1923,NO
0.0724,0.3229,NO
0.0244,0.0513,NO
0.1404,0.5033,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.6382,YES
0.0826,0.2651,NO
0.013000000000000001,0.1327,NO
0.2103,1.0,YES
0.1395,0.3816,NO
0.1325,1.0,YES
0.1443,0.254,NO
0.2165,0.3031,NO
0.1934,0.3522,NO
0.1934,0.1762,NO
0.0572,0.0417,NO
0.2318,0.594,YES
0.0556,0.154,NO
0.3609,1.0,YES
0.1417,0.1387,NO
0.255,1.0,YES
0.0522,0.3369,NO
0.0677,0.2147,NO
0.1439,0.4856,NO
0.0494,0.1587,NO
0.1715,1.0,YES
0.0964,0.4444,NO
0.1343,0.4367,YES
0.1544,0.3331,NO
0.0732,0.3331,NO
0.1975,0.4052,NO
0.2582,0.3701,NO
0.1977,0.4528,NO
0.1701,0.3264,NO
0.1684,0.272,NO
0.1225,0.272,NO
0.1458,0.4528,NO
0.4028,0.8971,YES
0.1577,0.4528,NO
0.2904,0.9481,YES
0.1987,0.2062,NO
0.1756,0.3375,NO
0.1689,0.0752,NO
0.054000000000000006,0.272,NO
0.1469,0.3413,NO
0.0547,0.3331,NO
0.1082,0.2733,NO
0.2019,0.1944,NO
0.1293,0.3613,NO
0.3897,0.9187,YES
0.3612,0.9481,YES
0.2791,0.9481,YES
0.2894,0.9481,YES
0.2226,0.4528,NO
0.1753,0.6779,YES
0.0979,0.4052,NO
0.0985,0.3229,NO
0.0774,0.0684,NO
0.1069,0.2644,YES
0.3647,1.0,YES
0.2531,1.0,YES
0.1331,0.3353,YES
0.0885,0.2651,NO
0.0604,0.1676,NO
0.2068,0.5253,YES
0.2598,0.4608,NO
0.106,0.5253,YES
0.1459,0.2419,NO
0.2252,0.3335,NO
0.2571,0.3376,NO
0.2375,0.2074,NO
0.1453,0.1676,NO
0.2245,0.594,YES
0.141,0.1676,NO
0.2623,1.0,YES
0.142,0.1387,NO
0.2555,1.0,YES
0.2049,0.4608,NO
0.2206,0.4608,NO
0.2228,0.4608,NO
0.1032,0.2111,NO
0.1461,0.5253,YES
0.1116,0.4608,NO
0.1326,0.2294,YES
0.1415,0.32,NO
0.0745,0.0551,NO
0.2381,0.2809,NO
0.19,0.3065,NO
0.1547,0.42700000000000005,NO
0.1997,0.2748,NO
0.1653,0.4164,NO
0.1536,0.1187,NO
0.1999,0.4753,NO
0.1989,1.0,YES
0.2045,0.4964,NO
0.2447,1.0,YES
0.2519,0.4316,NO
0.2036,0.3824,NO
0.2033,0.2685,NO
0.0533,0.3282,NO
0.105,0.3984,NO
0.055999999999999994,0.1542,NO
0.1113,0.3529,NO
0.2256,0.1259,NO
0.0989,0.3438,NO
0.1879,1.0,YES
0.1445,1.0,YES
0.1901,1.0,YES
0.3108,1.0,YES
0.2405,0.42700000000000005,NO
0.1657,1.0,YES
0.1331,0.2748,NO
0.0949,0.2944,NO
0.1339,0.0763,NO
0.22399999999999998,0.2584,NO
0.1967,0.4029,NO
0.1436,0.4156,NO
0.2079,0.2696,NO
0.1339,0.4164,NO
0.0967,0.1871,NO
0.2198,0.4753,NO
0.3428,0.9199,YES
0.2344,0.4964,NO
0.1736,1.0,YES
0.1331,0.2244,NO
0.0735,0.3824,NO
0.0647,0.0665,NO
0.204,0.3019,NO
0.1327,0.3984,NO
0.1655,0.188,NO
0.31,0.3308,NO
0.1309,0.1656,NO
0.2819,0.4156,NO
0.4042,1.0,YES
0.3296,1.0,YES
0.4941,1.0,YES
0.1783,0.7294,YES
0.193,0.2888,NO
0.2673,0.9199,YES
0.1726,0.2696,NO
0.1439,0.32,NO
0.0769,0.307,NO
0.1953,0.2809,NO
0.2342,0.4029,NO
0.2047,0.4809,NO
0.1823,0.3069,NO
0.1684,0.3056,NO
0.1204,0.307,NO
0.1751,0.4809,NO
0.3579,1.0,YES
0.1828,0.4809,NO
0.2083,1.0,YES
0.2252,0.2912,NO
0.2041,0.3673,NO
0.2007,0.2201,NO
0.0498,0.3282,NO
0.1415,0.36,NO
0.0515,0.2676,NO
0.1207,0.3529,NO
0.1912,0.1744,NO
0.14,0.3078,NO
0.4038,1.0,YES
0.3494,1.0,YES
0.2799,1.0,YES
0.2675,1.0,YES
0.2206,0.4809,NO
0.2003,1.0,YES
0.1168,0.2798,NO
0.0727,0.32,NO
0.0714,0.0724,NO
0.10800000000000001,0.2809,NO
0.2886,0.4029,NO
0.1427,0.31,NO
0.0855,0.1636,NO
0.0605,0.4164,NO
0.0532,0.1187,NO
0.1421,0.4753,NO
0.4397,1.0,YES
0.0607,0.4964,NO
0.2347,1.0,YES
0.2118,0.282,NO
0.2048,0.3824,NO
0.2045,0.2131,NO
0.0849,0.3282,NO
0.1035,0.3984,NO
0.0824,0.188,NO
0.0975,0.3529,NO
0.1702,0.1656,NO
0.1518,0.3438,NO
0.3372,1.0,YES
0.3303,1.0,YES
0.314,1.0,YES
0.1257,1.0,YES
0.1375,0.314,NO
0.1128,1.0,YES
0.099,0.2156,NO
0.1069,0.2734,NO
0.0451,0.2734,NO
0.5095,0.679,YES
0.1431,0.3242,YES
0.1227,0.5061,YES
0.2847,0.8451,YES
0.2237,0.3898,NO
0.1065,0.2538,NO
0.3266,1.0,YES
0.0974,0.2509,NO
0.3289,0.6549,YES
0.1059,0.5358,NO
0.2131,0.3885,NO
0.1496,0.4456,NO
0.1474,0.2417,NO
0.0902,0.2538,NO
0.0993,0.2501,YES
0.0875,0.2734,NO
0.2369,0.3749,YES
0.2129,0.1652,NO
0.1321,0.3831,YES
0.1271,0.2703,NO
0.08,0.3467,NO
0.3025,0.5358,NO
0.12,0.1712,NO
0.3399,0.6869,YES
0.2516,0.5562,NO
0.2081,0.679,YES
0.1799,0.3618,NO
0.1547,0.1531,NO
0.3595,0.5866,YES
0.2156,0.2583,NO
0.1535,0.4032,NO
0.4159,1.0,YES
0.1827,0.4093,NO
0.1097,0.0941,NO
0.5448,1.0,YES
0.191,0.2104,NO
0.4381,1.0,YES
0.1528,0.1713,NO
0.3264,0.5231,NO
0.3203,0.474,NO
0.2648,0.3254,NO
0.171,0.0941,NO
0.21899999999999997,0.4049,NO
0.1398,0.1036,NO
0.3673,0.2978,NO
0.1451,0.0543,NO
0.2637,0.3831,NO
0.1991,0.2256,NO
0.1784,0.3547,NO
0.3767,0.518,NO
0.1917,0.1129,NO
0.3794,1.0,YES
0.3359,0.5562,NO
0.2874,1.0,YES
0.0798,0.3229,NO
0.0364,0.3014,NO
0.2475,0.583,YES
0.2794,1.0,YES
0.2232,0.6773,YES
0.2213,0.6149,YES
0.1233,0.2595,NO
0.0474,0.3014,NO
0.2799,0.6693,YES
0.2328,0.5755,NO
0.2608,0.6693,YES
0.1095,0.6231,NO
0.2365,0.3283,NO
0.2061,0.2778,NO
0.2048,0.146,NO
0.0456,0.3014,NO
0.1795,0.5849,YES
0.0442,0.2627,NO
0.27,1.0,YES
0.1224,0.1712,NO
0.1913,1.0,YES
0.2397,0.5117,NO
0.2111,0.6083,NO
0.2935,0.6231,NO
0.1155,0.6083,NO
0.243,0.6693,YES
0.1959,0.4832,NO
0.198,0.586,YES
0.1636,0.15,NO
0.1646,0.1287,NO
0.3881,0.8554,YES
0.1762,0.2819,NO
0.1649,0.5554,NO
0.4197,1.0,YES
0.1681,0.3433,NO
0.153,0.0614,NO
0.4738,1.0,YES
0.159,0.2424,NO
0.493,1.0,YES
0.1456,0.5177,NO
0.2244,0.534,NO
0.1542,0.3856,NO
