DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_VSM_63,Associated
0.0737,0.3601,NO
0.0652,0.3129,NO
0.1144,0.2048,NO
0.2164,0.2897,NO
0.0671,0.0906,NO
0.0906,0.6467,NO
0.0589,0.1745,NO
0.0679,0.1388,NO
0.1689,0.3575,NO
0.2469,1.7906,YES
0.0616,0.0552,NO
0.33799999999999997,0.7369,YES
0.2427,0.5313,NO
0.2231,0.3925,NO
0.2223,0.3081,NO
0.1142,0.2839,NO
0.0706,0.2906,NO
0.1109,0.2968,NO
0.0747,0.5278,NO
0.2179,0.1682,NO
0.1147,0.0602,NO
0.0779,2.0307,YES
0.0804,1.8224,YES
0.1668,0.8747,YES
0.24,1.3212,YES
0.1573,0.3338,NO
0.0716,0.8490000000000001,YES
0.1205,0.4694,NO
0.1072,1.4531,YES
0.2444,1.3935,YES
0.3362,0.2356,NO
0.1579,0.2847,NO
0.1148,0.3843,NO
0.1112,0.2137,NO
0.3947,0.4534,YES
0.0957,0.3989,YES
0.1364,0.2939,NO
0.1056,0.0658,NO
0.0981,0.2332,NO
0.1058,0.1266,NO
0.1797,0.1793,NO
0.1526,0.0752,NO
0.1551,0.0456,NO
0.2811,0.4659,YES
0.0766,0.3325,NO
0.1126,1.4623,YES
0.0341,0.2628,NO
0.3399,1.2536,YES
0.0412,0.2069,NO
0.1212,0.0958,NO
0.0769,0.2657,NO
0.1235,0.0814,NO
0.0802,0.1455,NO
0.1903,0.215,NO
0.1119,0.0685,NO
0.1008,0.2768,NO
0.0886,0.2835,NO
0.1534,0.3115,NO
0.1331,0.5077,NO
0.2865,0.3718,NO
0.1512,0.5569,NO
0.1666,0.7415,NO
0.1465,0.2793,NO
0.0509,0.1498,NO
0.2187,0.5658,NO
0.4574,1.454,YES
0.1603,0.3189,NO
0.2015,0.754,YES
0.205,0.354,NO
0.2168,0.2419,NO
0.2136,0.1388,NO
0.1919,0.3729,NO
0.1533,0.5720000000000001,NO
0.1268,0.4019,NO
0.1947,0.7523,NO
0.1755,0.2041,NO
0.2202,0.2604,NO
0.4465,1.6864,YES
0.4252,1.4659,YES
0.3653,0.7895,YES
0.1771,1.2753,YES
0.1659,0.5228,NO
0.1927,0.9232,YES
0.1251,0.6313,NO
0.1303,1.6796,YES
0.1814,1.2653,YES
0.3356,0.3955,NO
0.1662,0.3835,NO
0.1507,0.3218,NO
0.1441,0.5611,NO
0.3435,1.5257,YES
0.1243,0.4927,YES
0.1731,0.4358,NO
0.0952,0.3077,NO
0.1364,0.3078,NO
0.0887,0.3297,NO
0.2289,0.4099,NO
0.2088,0.3236,NO
0.2075,0.3599,NO
0.1923,1.4676,YES
0.0927,0.32799999999999996,NO
0.0821,1.6075,YES
0.0311,0.4296,NO
0.3081,1.484,YES
0.0406,0.2134,NO
0.1251,0.4885,NO
0.091,0.57,NO
0.11800000000000001,0.1348,NO
0.1053,0.3313,NO
0.2201,0.23600000000000002,NO
0.1351,0.2836,NO
0.1328,0.5424,NO
0.0724,0.5124,NO
0.0244,0.3373,NO
0.1404,0.8233,YES
0.3348,2.2939,YES
0.2937,2.9877,YES
0.14300000000000002,0.5533,YES
0.0826,0.4644,NO
0.013000000000000001,0.23800000000000002,NO
0.2103,1.5285,YES
0.1395,0.2716,NO
0.1325,0.4289,YES
0.1443,0.3533,NO
0.2165,0.8370000000000001,NO
0.1934,0.8497,NO
0.1934,0.3845,NO
0.0572,0.43799999999999994,NO
0.2318,2.63,YES
0.0556,0.48100000000000004,NO
0.3609,3.0735,YES
0.1417,0.3758,NO
0.255,2.1725,YES
0.0522,0.488,NO
0.0677,0.6117,NO
0.1439,0.5449,NO
0.0494,0.1515,NO
0.1715,0.7214,YES
0.0964,0.358,NO
0.1343,1.5244,YES
0.1544,0.2618,NO
0.0732,0.3375,NO
0.1975,0.5142,NO
0.2582,0.4705,NO
0.1977,0.3253,NO
0.1701,0.6918,NO
0.1684,0.35,NO
0.1225,0.1605,NO
0.1458,0.7364,NO
0.4028,1.3007,YES
0.1577,0.317,NO
0.2904,1.2477,YES
0.1987,0.5625,NO
0.1756,0.524,NO
0.1689,0.3641,NO
