DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_SINGLE_VSM_55,Associated
0.0737,0.1341,NO
0.0652,0.3133,NO
0.1144,0.0992,NO
0.2164,0.3895,NO
0.0671,0.1965,NO
0.0906,0.0992,NO
0.0589,0.2626,NO
0.0679,0.1058,NO
0.1689,0.2452,NO
0.2469,1.0,YES
0.0616,0.3591,NO
0.33799999999999997,1.0,YES
0.2427,0.0808,NO
0.2231,0.2085,NO
0.2223,0.1733,NO
0.1142,0.3249,NO
0.0706,0.2942,NO
0.1109,0.2626,NO
0.0747,0.2553,NO
0.2179,0.2508,NO
0.1147,0.4715,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.1008,NO
0.0716,1.0,YES
0.1205,0.2574,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.2584,NO
0.1579,0.3639,NO
0.1148,0.27899999999999997,NO
0.1112,0.3639,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.2584,NO
0.1056,0.3066,NO
0.0981,0.3639,NO
0.1058,0.3066,NO
0.1797,0.1441,NO
0.1526,0.0647,NO
0.1551,0.1004,NO
0.2811,1.0,YES
0.0766,0.2735,NO
0.1126,1.0,YES
0.0341,0.3639,NO
0.3399,1.0,YES
0.0412,0.2664,NO
0.1212,0.3066,NO
0.0769,0.2314,NO
0.1235,0.3066,NO
0.0802,0.3066,NO
0.1903,0.3639,NO
0.1119,0.2314,NO
0.1008,0.3639,NO
0.0886,0.0986,NO
0.1534,0.3011,NO
0.1331,0.1679,NO
0.2865,0.3744,NO
0.1512,0.3369,NO
0.1666,0.3063,NO
0.1465,0.4224,NO
0.0509,0.1135,NO
0.2187,0.2357,NO
0.4574,1.0,YES
0.1603,0.7077,NO
0.2015,1.0,YES
0.205,0.1924,NO
0.2168,0.1924,NO
0.2136,0.1924,NO
0.1919,0.3123,NO
0.1533,0.3076,NO
0.1268,0.21600000000000003,NO
0.1947,0.3076,NO
0.1755,0.1851,NO
0.2202,0.4531,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.5187,NO
0.1927,1.0,YES
0.1251,0.3063,NO
0.1303,1.0,YES
0.1814,1.0,YES
0.3356,0.4748,NO
0.1662,0.3514,NO
0.1507,0.3722,NO
0.1441,0.4653,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.4748,NO
0.0952,0.601,NO
0.1364,0.4653,NO
0.0887,0.601,NO
0.2289,0.7376,NO
0.2088,0.7376,NO
0.2075,0.7376,NO
0.1923,1.0,YES
0.0927,0.3722,NO
0.0821,1.0,YES
0.0311,0.3722,NO
0.3081,1.0,YES
0.0406,0.3722,NO
0.1251,0.601,NO
0.091,0.3579,NO
0.11800000000000001,0.601,NO
0.1053,0.601,NO
0.2201,0.4748,NO
0.1351,0.2963,NO
0.1328,0.4852,NO
0.0724,0.1709,NO
0.0244,0.2059,NO
0.1404,0.41200000000000003,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.7346,YES
0.0826,0.257,NO
0.013000000000000001,0.1663,NO
0.2103,0.4323,YES
0.1395,0.3019,NO
0.1325,0.7346,YES
0.1443,0.22399999999999998,NO
0.2165,0.379,NO
0.1934,0.379,NO
0.1934,0.379,NO
0.0572,0.0921,NO
0.2318,1.0,YES
0.0556,0.1663,NO
0.3609,1.0,YES
0.1417,0.3664,NO
0.255,1.0,YES
0.0522,0.3405,NO
0.0677,0.457,NO
0.1439,0.2743,NO
0.0494,0.2464,NO
0.1715,0.7346,YES
0.0964,0.4518,NO
0.1343,0.7346,YES
0.1544,0.2719,NO
0.0732,0.2719,NO
0.1975,0.2137,NO
0.2582,0.3384,NO
0.1977,0.3369,NO
0.1701,0.3573,NO
0.1684,0.2719,NO
0.1225,0.2719,NO
0.1458,0.3573,NO
0.4028,1.0,YES
0.1577,0.4354,NO
0.2904,1.0,YES
0.1987,0.2451,NO
0.1756,0.2451,NO
0.1689,0.2451,NO
0.054000000000000006,0.221,NO
0.1469,0.3054,NO
0.0547,0.2719,NO
0.1082,0.3054,NO
0.2019,0.2719,NO
0.1293,0.3207,NO
0.3897,1.0,YES
0.3612,1.0,YES
0.2791,1.0,YES
0.2894,1.0,YES
0.2226,0.3573,NO
0.1753,1.0,YES
0.0979,0.2054,NO
0.0985,0.146,NO
0.0774,0.2183,NO
0.1069,0.4532,YES
0.3647,1.0,YES
0.2531,1.0,YES
0.1331,0.8266,YES
0.0885,0.2196,NO
0.0604,0.0621,NO
0.2068,0.4151,YES
0.2598,0.6968,NO
0.106,0.8266,YES
0.1459,0.5875,NO
0.2252,0.4403,NO
0.2571,0.4403,NO
0.2375,0.4403,NO
0.1453,0.2264,NO
0.2245,1.0,YES
0.141,0.0769,NO
0.2623,1.0,YES
0.142,0.4123,NO
0.2555,1.0,YES
0.2049,0.6968,NO
0.2206,0.6968,NO
0.2228,0.6334,NO
0.1032,0.5875,NO
0.1461,0.8266,YES
0.1116,0.6968,NO
0.1326,0.8266,YES
0.1415,0.2332,NO
0.0745,0.3133,NO
0.2381,0.2724,NO
0.19,0.3895,NO
0.1547,0.1965,NO
0.1997,0.4239,NO
0.1653,0.2332,NO
0.1536,0.2332,NO
0.1999,0.4239,NO
0.1989,1.0,YES
0.2045,0.4239,NO
0.2447,1.0,YES
0.2519,0.3899,NO
0.2036,0.3899,NO
0.2033,0.3899,NO
0.0533,0.3249,NO
0.105,0.2942,NO
0.055999999999999994,0.2332,NO
0.1113,0.1697,NO
0.2256,0.2508,NO
0.0989,0.4715,NO
0.1879,1.0,YES
0.1445,1.0,YES
0.1901,1.0,YES
0.3108,1.0,YES
0.2405,0.4239,NO
0.1657,1.0,YES
0.1331,0.2724,NO
0.0949,0.0932,NO
0.1339,0.3133,NO
0.22399999999999998,0.4095,NO
0.1967,0.3895,NO
0.1436,0.3369,NO
0.2079,0.4095,NO
0.1339,0.4224,NO
0.0967,0.1135,NO
0.2198,0.3387,NO
0.3428,1.0,YES
0.2344,0.7077,NO
0.1736,1.0,YES
0.1331,0.18899999999999997,NO
0.0735,0.1166,NO
0.0647,0.0918,NO
0.204,0.3249,NO
0.1327,0.2344,NO
0.1655,0.0932,NO
0.31,0.2723,NO
0.1309,0.1827,NO
0.2819,0.4715,NO
0.4042,1.0,YES
0.3296,1.0,YES
0.4941,1.0,YES
0.1783,1.0,YES
0.193,0.5187,NO
0.2673,1.0,YES
0.1726,0.4095,NO
0.1439,0.1513,NO
0.0769,0.3133,NO
0.1953,0.1951,NO
0.2342,0.3895,NO
0.2047,0.3369,NO
0.1823,0.1951,NO
0.1684,0.4224,NO
0.1204,0.1513,NO
0.1751,0.2452,NO
0.3579,1.0,YES
0.1828,0.7077,NO
0.2083,1.0,YES
0.2252,0.2866,NO
0.2041,0.2866,NO
0.2007,0.2866,NO
0.0498,0.3249,NO
0.1415,0.3103,NO
0.0515,0.1513,NO
0.1207,0.3103,NO
0.1912,0.2253,NO
0.14,0.4715,NO
0.4038,1.0,YES
0.3494,1.0,YES
0.2799,1.0,YES
0.2675,1.0,YES
0.2206,0.5187,NO
0.2003,1.0,YES
0.1168,0.2574,NO
0.0727,0.0998,NO
0.0714,0.2365,NO
0.10800000000000001,0.0814,NO
0.2886,0.2941,NO
0.1427,0.3369,NO
0.0855,0.1184,NO
0.0605,0.2687,NO
0.0532,0.0806,NO
0.1421,0.1851,NO
0.4397,1.0,YES
0.0607,0.311,NO
0.2347,0.7443,YES
0.2118,0.2846,NO
0.2048,0.2846,NO
0.2045,0.2846,NO
0.0849,0.2453,NO
0.1035,0.21899999999999997,NO
0.0824,0.1812,NO
0.0975,0.1893,NO
0.1702,0.1867,NO
0.1518,0.35600000000000004,NO
0.3372,1.0,YES
0.3303,1.0,YES
0.314,0.7522,YES
0.1257,0.7443,YES
0.1375,0.228,NO
0.1128,1.0,YES
0.099,0.2054,NO
0.1069,0.2194,NO
0.0451,0.3162,NO
0.5095,1.0,YES
0.1431,1.0,YES
0.1227,0.7667,YES
0.2847,1.0,YES
0.2237,0.2276,NO
0.1065,0.2194,NO
0.3266,0.9537,YES
0.0974,0.0748,NO
0.3289,1.0,YES
0.1059,0.1314,NO
0.2131,0.5121,NO
0.1496,0.441,NO
0.1474,0.441,NO
0.0902,0.2557,NO
0.0993,0.7517,YES
0.0875,0.2194,NO
0.2369,1.0,YES
0.2129,0.4988,NO
0.1321,0.4963,YES
0.1271,0.3725,NO
0.08,0.1907,NO
0.3025,0.5258,NO
0.12,0.3738,NO
0.3399,1.0,YES
0.2516,0.6789,NO
0.2081,1.0,YES
0.1799,0.1524,NO
0.1547,0.0065,NO
0.3595,1.0,YES
0.2156,0.1702,NO
0.1535,0.1847,NO
0.4159,1.0,YES
0.1827,0.2457,NO
0.1097,0.1095,NO
0.5448,0.9727,YES
0.191,0.091,NO
0.4381,1.0,YES
0.1528,0.1629,NO
0.3264,0.5402,NO
0.3203,0.5402,NO
0.2648,0.5402,NO
0.171,0.0561,NO
0.21899999999999997,0.364,NO
0.1398,0.0519,NO
0.3673,0.4278,NO
0.1451,0.2054,NO
0.2637,0.2177,NO
0.1991,0.0869,NO
0.1784,0.2365,NO
0.3767,0.5719,NO
0.1917,0.3693,NO
0.3794,0.8926,YES
0.3359,0.6436,NO
0.2874,1.0,YES
0.0798,0.17600000000000002,NO
0.0364,0.2444,NO
0.2475,0.8399,YES
0.2794,1.0,YES
0.2232,1.0,YES
0.2213,0.982,YES
0.1233,0.2374,NO
0.0474,0.1016,NO
0.2799,0.8170000000000001,YES
0.2328,0.3019,NO
0.2608,0.982,YES
0.1095,0.22399999999999998,NO
0.2365,0.5221,NO
0.2061,0.5221,NO
0.2048,0.5221,NO
0.0456,0.0632,NO
0.1795,1.0,YES
0.0442,0.1052,NO
0.27,1.0,YES
0.1224,0.4898,NO
0.1913,1.0,YES
0.2397,0.3657,NO
0.2111,0.457,NO
0.2935,0.4804,NO
0.1155,0.3102,NO
0.243,0.982,YES
0.1959,0.5406,NO
0.198,0.982,YES
0.1636,0.146,NO
0.1646,0.3162,NO
0.3881,0.9109,YES
0.1762,0.1575,NO
0.1649,0.1814,NO
0.4197,1.0,YES
0.1681,0.2276,NO
0.153,0.1258,NO
0.4738,0.9109,YES
0.159,0.0602,NO
0.493,1.0,YES
0.1456,0.0897,NO
0.2244,0.5082,NO
0.1542,0.2797,NO
0.1277,0.054000000000000006,NO
0.1775,0.0101,NO
0.2106,0.3487,NO
0.1654,0.0487,NO
0.3557,0.6151,NO
0.0902,0.3011,NO
0.2663,0.25,NO
0.2218,0.1277,NO
0.1764,0.1351,NO
0.3901,0.5218,NO
0.21600000000000003,0.3738,NO
0.402,0.6588,YES
0.3584,0.5796,NO
0.3239,0.9109,YES
0.0467,0.221,NO
0.0184,0.2248,NO
0.0544,0.5483,YES
0.1967,1.0,YES
0.1251,1.0,YES
0.0526,1.0,YES
0.0389,0.3191,NO
0.0098,0.221,NO
0.1204,0.5022,YES
0.1152,0.4207,NO
0.0434,1.0,YES
0.0994,0.4207,NO
0.171,0.7016,NO
0.1733,0.7016,NO
0.1785,0.7016,NO
0.0632,0.2203,NO
0.1652,1.0,YES
0.0614,0.221,NO
0.1533,1.0,YES
0.1347,0.4988,NO
0.1212,1.0,YES
0.015,0.4207,NO
0.0714,0.3862,NO
0.0698,0.4207,NO
0.035,0.4207,NO
0.0672,1.0,YES
0.0378,0.4619,NO
0.0637,1.0,YES
0.3024,1.0,YES
0.0482,1.0,YES
0.3634,0.2452,NO
0.1548,0.2183,NO
0.1459,0.2369,NO
0.1506,0.3988,NO
0.2394,1.0,YES
0.3693,1.0,YES
0.1404,0.3988,NO
0.0758,0.3269,NO
0.1517,0.3988,NO
0.067,0.1704,NO
0.2131,0.6218,NO
0.16,0.6218,NO
0.1446,0.6218,NO
0.0844,1.0,YES
0.095,0.2369,NO
0.2419,1.0,YES
0.026000000000000002,0.2369,NO
0.2985,1.0,YES
0.0377,0.2369,NO
0.102,0.3269,NO
0.0927,0.3269,NO
0.1259,0.2459,NO
0.1193,0.1524,NO
0.2177,0.3988,NO
0.15,0.3269,NO
0.0996,0.409,NO
0.0839,0.2216,NO
0.0672,0.3162,NO
0.3068,1.0,YES
0.1154,0.5710000000000001,YES
0.0802,0.4378,YES
0.3166,1.0,YES
0.0868,0.2366,NO
0.0677,0.1381,NO
0.5456,1.0,YES
0.0938,0.2684,NO
0.3771,1.0,YES
0.0765,0.4834,NO
0.3042,0.5579,NO
0.1867,0.4246,NO
0.2024,0.1575,NO
0.084,0.2557,NO
0.1127,0.5293,YES
0.0773,0.0739,NO
0.3002,0.6649,YES
0.0821,0.506,NO
0.1969,0.35600000000000004,YES
0.1353,0.2831,NO
0.0942,0.4834,NO
0.3023,0.5729,NO
0.1177,0.4834,NO
0.2966,1.0,YES
0.2621,0.6789,NO
0.3631,1.0,YES
0.1178,0.1425,NO
0.0474,0.3162,NO
0.4277,1.0,YES
0.2214,1.0,YES
0.2007,0.7667,YES
0.2467,1.0,YES
0.2192,0.3368,NO
0.1165,0.1125,NO
0.3035,1.0,YES
0.1886,0.3417,NO
0.2922,1.0,YES
0.1088,0.7974,NO
0.2277,0.4544,NO
0.1763,0.2539,NO
0.1744,0.2758,NO
0.0948,0.2557,NO
0.152,0.7517,YES
0.0882,0.0896,NO
0.2267,1.0,YES
0.1968,0.506,NO
0.1574,0.4963,YES
0.2134,0.467,NO
0.1846,0.7974,NO
0.3004,0.7974,NO
0.1322,0.7974,NO
0.3039,1.0,YES
0.2341,0.7974,NO
0.2137,1.0,YES
0.1342,0.2216,NO
0.1099,0.2768,NO
0.526,1.0,YES
0.1623,0.5515,YES
0.1996,0.4228,YES
0.3297,1.0,YES
0.22699999999999998,0.2868,NO
0.1622,0.1279,NO
0.3372,1.0,YES
0.1102,0.5224,NO
0.3901,1.0,YES
0.1022,0.679,NO
0.1483,0.4503,NO
0.0862,0.4246,NO
0.0629,0.1692,NO
0.2034,0.2557,NO
0.1682,0.5293,YES
0.1975,0.0739,NO
0.3422,0.6649,YES
0.1773,0.506,NO
0.2514,0.35600000000000004,YES
0.1754,0.5224,NO
0.1301,0.679,NO
0.3619,0.679,NO
0.1715,0.679,NO
0.3452,1.0,YES
0.3259,0.679,NO
0.258,1.0,YES
0.0709,0.2216,NO
0.0732,0.3162,NO
0.3094,1.0,YES
0.1091,0.5693,YES
0.0665,0.4365,YES
0.2941,1.0,YES
0.0664,0.2366,NO
0.0556,0.1331,NO
0.5229,1.0,YES
0.1003,0.1814,NO
0.3604,1.0,YES
0.08800000000000001,0.4433,NO
0.2859,0.5374,NO
0.1263,0.4246,NO
0.1497,0.157,NO
0.1047,0.2557,NO
0.1031,0.5293,YES
0.1016,0.0739,NO
0.3066,0.6649,YES
0.0639,0.506,NO
0.2147,0.35600000000000004,YES
0.1277,0.2597,NO
0.0813,0.4433,NO
0.3135,0.5518,NO
0.1095,0.4433,NO
0.302,1.0,YES
0.2369,0.6789,NO
0.4263,1.0,YES
0.1151,0.1709,NO
0.0905,0.1923,NO
0.1028,0.368,YES
0.3566,0.9338,YES
0.2651,1.0,YES
0.1542,0.6711,YES
0.094,0.257,NO
0.0554,0.0447,NO
0.2037,0.337,YES
0.1971,0.6109,NO
0.1126,0.6711,YES
0.1418,0.3287,NO
0.2488,0.4862,NO
0.2731,0.4862,NO
0.2523,0.4862,NO
0.1698,0.1985,NO
0.2266,1.0,YES
0.1648,0.0622,NO
0.2745,1.0,YES
0.1508,0.3348,NO
0.2653,1.0,YES
0.1206,0.6109,NO
0.1613,0.6109,NO
0.1611,0.5554,NO
0.1018,0.2961,NO
0.152,0.6711,YES
0.1186,0.6109,NO
0.1207,0.6711,YES
0.1201,0.1709,NO
0.10300000000000001,0.1694,NO
0.254,0.505,YES
0.3285,0.9216,YES
0.3624,1.0,YES
0.2593,0.7440000000000001,YES
0.0981,0.257,NO
0.0792,0.1131,NO
0.2917,0.5031,YES
0.1836,0.2484,NO
0.3039,0.7440000000000001,YES
0.1342,0.4027,NO
0.1448,0.2807,NO
0.1036,0.1853,NO
0.0702,0.2347,NO
0.1825,0.0503,NO
0.2937,1.0,YES
0.1772,0.1131,NO
0.5728,1.0,YES
0.0892,0.3711,NO
0.4594,1.0,YES
0.1677,0.2802,NO
0.1461,0.4027,NO
0.2985,0.4027,NO
0.1348,0.4027,NO
0.2479,0.7440000000000001,YES
0.2298,0.4518,NO
0.2345,0.7440000000000001,YES
0.08900000000000001,0.2581,NO
0.0394,0.2552,NO
0.1381,0.4344,NO
0.2108,0.3776,NO
0.0676,0.3776,NO
0.0957,0.4344,NO
0.0963,0.4239,NO
0.0435,0.2552,NO
0.2592,0.6008,NO
0.1291,0.157,NO
0.0785,0.4344,NO
0.1052,0.2198,NO
0.4225,1.0,YES
0.3368,1.0,YES
0.3938,1.0,YES
0.0766,0.0967,NO
0.0711,0.3776,NO
0.0797,0.2552,NO
0.0531,0.3776,NO
0.1551,0.3599,NO
0.077,0.3169,NO
0.0463,0.15,NO
0.0745,0.2067,NO
0.1014,0.2731,NO
0.0541,0.1543,NO
0.1685,0.3494,NO
0.0541,0.2519,NO
0.2105,0.6577,NO
0.1239,1.0,YES
0.289,1.0,YES
0.2752,0.2452,NO
0.1653,0.2269,NO
0.0814,0.1739,NO
0.0623,0.2269,NO
0.32899999999999996,1.0,YES
0.1249,1.0,YES
0.0968,0.1931,NO
0.1519,0.0403,NO
0.0533,0.2269,NO
0.1784,0.0646,NO
0.1661,0.3226,NO
0.1504,0.3226,NO
0.1562,0.3226,NO
0.3075,1.0,YES
0.0597,0.1705,NO
0.1815,1.0,YES
0.0336,0.2269,NO
0.3735,1.0,YES
0.0877,0.1126,NO
0.1163,0.0845,NO
0.0418,0.1196,NO
0.1354,0.0848,NO
0.0948,0.0401,NO
0.1407,0.2269,NO
0.0821,0.1048,NO
0.0894,0.2269,NO
0.0416,0.1584,NO
0.0131,0.2059,NO
0.1203,0.425,YES
0.2886,1.0,YES
0.2879,1.0,YES
0.1294,0.7752,YES
0.0498,0.2382,NO
0.0139,0.0554,NO
0.1999,0.3903,YES
0.1109,0.3019,NO
0.1389,0.7752,YES
0.0996,0.22399999999999998,NO
0.1977,0.4256,NO
0.1726,0.4256,NO
0.1805,0.4256,NO
0.0204,0.0856,NO
0.2123,1.0,YES
0.0198,0.1052,NO
0.3536,1.0,YES
0.1039,0.3867,NO
0.2827,1.0,YES
0.0426,0.3405,NO
0.0387,0.457,NO
0.1228,0.2743,NO
0.0373,0.2464,NO
0.1359,0.7752,YES
0.0808,0.4518,NO
0.1119,0.7752,YES
0.3458,1.0,YES
0.0264,1.0,YES
0.3473,0.2452,NO
0.1555,0.0906,NO
0.0906,0.0811,NO
0.107,0.33399999999999996,NO
0.226,1.0,YES
0.4184,1.0,YES
0.1111,0.33399999999999996,NO
