DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_SINGLE_VSM_26,Associated
0.0737,0.2626,NO
0.0652,0.2626,NO
0.1144,0.1901,NO
0.2164,0.3895,NO
0.0671,0.2553,NO
0.0906,0.1316,NO
0.0589,0.2626,NO
0.0679,0.0243,NO
0.1689,0.0913,NO
0.2469,1.0,YES
0.0616,0.3591,NO
0.33799999999999997,1.0,YES
0.2427,0.0415,NO
0.2231,0.2085,NO
0.2223,0.0501,NO
0.1142,0.2626,NO
0.0706,0.2942,NO
0.1109,0.0666,NO
0.0747,0.1689,NO
0.2179,0.2626,NO
0.1147,0.2553,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.1285,NO
0.0716,1.0,YES
0.1205,0.1065,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.2853,NO
0.1579,0.2664,NO
0.1148,0.2664,NO
0.1112,0.2853,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.2584,NO
0.1056,0.3066,NO
0.0981,0.2584,NO
0.1058,0.3066,NO
0.1797,0.4183,NO
0.1526,0.40399999999999997,NO
0.1551,0.4183,NO
0.2811,1.0,YES
0.0766,0.2664,NO
0.1126,0.9606,YES
0.0341,0.2664,NO
0.3399,1.0,YES
0.0412,0.2664,NO
0.1212,0.3066,NO
0.0769,0.3066,NO
0.1235,0.3066,NO
0.0802,0.3066,NO
0.1903,0.2584,NO
0.1119,0.3066,NO
0.1008,0.2584,NO
0.0886,0.1606,NO
0.1534,0.1091,NO
0.1331,0.3063,NO
0.2865,0.3744,NO
0.1512,0.3076,NO
0.1666,0.3322,NO
0.1465,0.2072,NO
0.0509,0.0409,NO
0.2187,0.2177,NO
0.4574,1.0,YES
0.1603,0.3451,NO
0.2015,1.0,YES
0.205,0.1924,NO
0.2168,0.2085,NO
0.2136,0.1924,NO
0.1919,0.0966,NO
0.1533,0.3076,NO
0.1268,0.0216,NO
0.1947,0.2316,NO
0.1755,0.2508,NO
0.2202,0.3063,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.2544,NO
0.1927,1.0,YES
0.1251,0.1794,NO
0.1303,1.0,YES
0.1814,1.0,YES
0.3356,0.4748,NO
0.1662,0.2632,NO
0.1507,0.2632,NO
0.1441,0.4653,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.4748,NO
0.0952,0.0572,NO
0.1364,0.4748,NO
0.0887,0.0646,NO
0.2289,0.1911,NO
0.2088,0.1558,NO
0.2075,0.1411,NO
0.1923,1.0,YES
0.0927,0.2275,NO
0.0821,1.0,YES
0.0311,0.251,NO
0.3081,1.0,YES
0.0406,0.2632,NO
0.1251,0.1241,NO
0.091,0.1196,NO
0.11800000000000001,0.2665,NO
0.1053,0.1111,NO
0.2201,0.4748,NO
0.1351,0.2648,NO
0.1328,0.4653,NO
0.0724,0.1709,NO
0.0244,0.1663,NO
0.1404,1.0,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.6847,YES
0.0826,0.257,NO
0.013000000000000001,0.153,NO
0.2103,0.5022,YES
0.1395,0.2963,NO
0.1325,1.0,YES
0.1443,0.2198,NO
0.2165,0.3291,NO
0.1934,0.3179,NO
0.1934,0.3291,NO
0.0572,0.0927,NO
0.2318,1.0,YES
0.0556,0.1663,NO
0.3609,1.0,YES
0.1417,0.1663,NO
0.255,1.0,YES
0.0522,0.3342,NO
0.0677,0.3721,NO
0.1439,0.5265,NO
0.0494,0.3307,NO
0.1715,0.7068,YES
0.0964,0.4619,NO
0.1343,0.5859,YES
0.1544,0.1137,NO
0.0732,0.1091,NO
0.1975,0.3573,NO
0.2582,0.3384,NO
0.1977,0.0,NO
0.1701,0.4167,NO
0.1684,0.2599,NO
0.1225,0.0153,NO
0.1458,0.3573,NO
0.4028,1.0,YES
0.1577,0.2675,NO
0.2904,1.0,YES
0.1987,0.1313,NO
0.1756,0.2085,NO
0.1689,0.1275,NO
0.054000000000000006,0.0966,NO
0.1469,0.2942,NO
0.0547,0.0418,NO
0.1082,0.2672,NO
0.2019,0.2508,NO
0.1293,0.2752,NO
0.3897,1.0,YES
0.3612,1.0,YES
0.2791,1.0,YES
0.2894,1.0,YES
0.2226,0.3573,NO
0.1753,1.0,YES
0.0979,0.3573,NO
0.0985,0.146,NO
0.0774,0.1304,NO
0.1069,0.8266,YES
0.3647,1.0,YES
0.2531,1.0,YES
0.1331,0.5660000000000001,YES
0.0885,0.2196,NO
0.0604,0.1105,NO
0.2068,0.4151,YES
0.2598,0.5875,NO
0.106,0.8266,YES
0.1459,0.5875,NO
0.2252,0.16699999999999998,NO
0.2571,0.2693,NO
0.2375,0.2833,NO
0.1453,0.0766,NO
0.2245,1.0,YES
0.141,0.0502,NO
0.2623,1.0,YES
0.142,0.1473,NO
0.2555,1.0,YES
0.2049,0.5875,NO
0.2206,0.5875,NO
0.2228,0.5875,NO
0.1032,0.5875,NO
0.1461,0.5843,YES
0.1116,0.5875,NO
0.1326,0.4843,YES
0.1415,0.2332,NO
0.0745,0.2332,NO
0.2381,0.4328,NO
0.19,0.4328,NO
0.1547,0.4328,NO
0.1997,0.3491,NO
0.1653,0.2177,NO
0.1536,0.2332,NO
0.1999,0.284,NO
0.1989,1.0,YES
0.2045,0.4328,NO
0.2447,1.0,YES
0.2519,0.4406,NO
0.2036,0.4406,NO
0.2033,0.4406,NO
0.0533,0.2332,NO
0.105,0.3253,NO
0.055999999999999994,0.22399999999999998,NO
0.1113,0.3183,NO
0.2256,0.2508,NO
0.0989,0.4328,NO
0.1879,1.0,YES
0.1445,1.0,YES
0.1901,1.0,YES
0.3108,1.0,YES
0.2405,0.3059,NO
0.1657,1.0,YES
0.1331,0.2535,NO
0.0949,0.1671,NO
0.1339,0.1091,NO
0.22399999999999998,0.4095,NO
0.1967,0.3895,NO
0.1436,0.3349,NO
0.2079,0.6773,NO
0.1339,0.4224,NO
0.0967,0.0814,NO
0.2198,0.444,NO
0.3428,1.0,YES
0.2344,0.3591,NO
0.1736,1.0,YES
0.1331,0.2134,NO
0.0735,0.2085,NO
0.0647,0.1275,NO
0.204,0.0966,NO
0.1327,0.2942,NO
0.1655,0.0885,NO
0.31,0.4343,NO
0.1309,0.2508,NO
0.2819,0.3349,NO
0.4042,1.0,YES
0.3296,1.0,YES
0.4941,1.0,YES
0.1783,1.0,YES
0.193,0.5187,NO
0.2673,1.0,YES
0.1726,0.3387,NO
0.1439,0.1513,NO
0.0769,0.1513,NO
0.1953,0.1729,NO
0.2342,0.3384,NO
0.2047,0.159,NO
0.1823,0.6773,NO
0.1684,0.4224,NO
0.1204,0.1392,NO
0.1751,0.444,NO
0.3579,1.0,YES
0.1828,0.2333,NO
0.2083,1.0,YES
0.2252,0.2866,NO
0.2041,0.2866,NO
0.2007,0.2866,NO
0.0498,0.0966,NO
