DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_VSM_37,Associated
0.0737,0.2356,NO
0.0652,0.1493,NO
0.1144,0.5722,NO
0.2164,0.4329,NO
0.0671,0.3069,NO
0.0906,0.6333,NO
0.0589,0.3056,NO
0.0679,0.2574,NO
0.1689,0.3138,NO
0.2469,1.0,YES
0.0616,0.2887,NO
0.33799999999999997,1.0,YES
0.2427,0.2918,NO
0.2231,0.3824,NO
0.2223,0.3353,NO
0.1142,0.1819,NO
0.0706,0.4327,NO
0.1109,0.318,NO
0.0747,0.1995,NO
0.2179,0.1819,NO
0.1147,0.2804,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.1805,NO
0.0716,1.0,YES
0.1205,0.3251,NO
0.1072,1.0,YES
0.2444,0.408,YES
0.3362,0.3151,NO
0.1579,0.2304,NO
0.1148,0.1261,NO
0.1112,0.2387,NO
0.3947,1.0,YES
0.0957,1.0,YES
0.1364,0.2113,NO
0.1056,0.2425,NO
0.0981,0.1865,NO
0.1058,0.1443,NO
0.1797,0.2318,NO
0.1526,0.3413,NO
0.1551,0.301,NO
0.2811,1.0,YES
0.0766,0.1266,NO
0.1126,1.0,YES
0.0341,0.1359,NO
0.3399,1.0,YES
0.0412,0.2165,NO
0.1212,0.2425,NO
0.0769,0.2289,NO
0.1235,0.1098,NO
0.0802,0.126,NO
0.1903,0.228,NO
0.1119,0.2425,NO
0.1008,0.1865,NO
0.0886,0.3071,NO
0.1534,0.1441,NO
0.1331,0.5722,NO
0.2865,0.4177,NO
0.1512,0.3753,NO
0.1666,0.6333,NO
0.1465,0.3258,NO
0.0509,0.1316,NO
0.2187,0.3753,NO
0.4574,1.0,YES
0.1603,0.3753,NO
0.2015,1.0,YES
0.205,0.21,NO
0.2168,0.3824,NO
0.2136,0.2728,NO
0.1919,0.1944,NO
0.1533,0.4175,NO
0.1268,0.3069,NO
0.1947,0.3753,NO
0.1755,0.1276,NO
0.2202,0.3753,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.2351,NO
0.1927,1.0,YES
0.1251,0.3251,NO
0.1303,0.9153,YES
0.1814,0.2106,YES
0.3356,0.2479,NO
0.1662,0.2304,NO
0.1507,0.1909,NO
0.1441,0.2862,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.2479,NO
0.0952,0.1453,NO
0.1364,0.2862,NO
0.0887,0.2251,NO
0.2289,0.3157,NO
0.2088,0.3845,NO
0.2075,0.2386,NO
0.1923,0.5161,YES
0.0927,0.1134,NO
0.0821,0.904,YES
0.0311,0.1909,NO
0.3081,0.5838,YES
0.0406,0.1909,NO
0.1251,0.1136,NO
0.091,0.2251,NO
0.11800000000000001,0.2251,NO
0.1053,0.0719,NO
0.2201,0.2479,NO
0.1351,0.2251,NO
0.1328,0.2862,NO
0.0724,0.3011,NO
0.0244,0.0849,NO
0.1404,0.5033,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.6382,YES
