DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_LSA_10,Associated
0.0737,0.4371,NO
0.0652,0.1572,NO
0.1144,0.6342,NO
0.2164,0.5085,NO
0.0671,0.4945,NO
0.0906,0.6389,NO
0.0589,0.4372,NO
0.0679,0.3282,NO
0.1689,0.7021,NO
0.2469,1.4411,YES
0.0616,0.5207,NO
0.33799999999999997,1.3341,YES
0.2427,0.2777,NO
0.2231,0.4289,NO
0.2223,0.3184,NO
0.1142,0.245,NO
0.0706,0.5376,NO
0.1109,0.1506,NO
0.0747,0.5153,NO
0.2179,0.2996,NO
0.1147,0.4789,NO
0.0779,1.8205,YES
0.0804,1.754,YES
0.1668,1.6982,YES
0.24,0.4928,YES
0.1573,0.718,NO
0.0716,1.7814,YES
0.1205,0.3953,NO
0.1072,0.6222,YES
0.2444,0.5735,YES
0.3362,0.583,NO
0.1579,0.1449,NO
0.1148,0.3217,NO
0.1112,0.5624,NO
0.3947,0.6514,YES
0.0957,0.3862,YES
0.1364,0.7079,NO
0.1056,0.2236,NO
0.0981,0.5402,NO
0.1058,0.1992,NO
0.1797,0.2376,NO
0.1526,0.4465,NO
0.1551,0.2856,NO
0.2811,0.3729,YES
0.0766,0.2561,NO
0.1126,0.2123,YES
0.0341,0.3299,NO
0.3399,0.708,YES
0.0412,0.44799999999999995,NO
0.1212,0.2369,NO
0.0769,0.2302,NO
0.1235,0.2402,NO
0.0802,0.0588,NO
0.1903,0.7118,NO
0.1119,0.1926,NO
0.1008,0.4968,NO
0.0886,0.3245,NO
0.1534,0.015,NO
0.1331,0.4163,NO
0.2865,0.8082,NO
0.1512,0.6127,NO
0.1666,0.6107,NO
0.1465,0.3917,NO
0.0509,0.1317,NO
0.2187,0.6083,NO
0.4574,2.5742,YES
0.1603,0.3351,NO
0.2015,2.3816,YES
0.205,0.3446,NO
0.2168,0.4258,NO
0.2136,0.1327,NO
0.1919,0.1771,NO
0.1533,0.799,NO
0.1268,0.0231,NO
0.1947,0.7290000000000001,NO
0.1755,0.0745,NO
0.2202,0.3998,NO
0.4465,3.5481,YES
0.4252,3.2425,YES
0.3653,3.2003,YES
0.1771,1.1075,YES
0.1659,0.7501,NO
0.1927,2.8859,YES
0.1251,0.1772,NO
0.1303,1.2995,YES
0.1814,1.2073,YES
0.3356,0.3926,NO
0.1662,0.2019,NO
0.1507,0.3197,NO
0.1441,0.4574,NO
0.3435,1.3366,YES
0.1243,0.4141,YES
0.1731,0.5026,NO
0.0952,0.2728,NO
0.1364,0.4039,NO
0.0887,0.1475,NO
0.2289,0.1138,NO
0.2088,0.1629,NO
0.2075,0.0465,NO
0.1923,0.6249,YES
0.0927,0.4276,NO
0.0821,0.3225,YES
0.0311,0.3016,NO
0.3081,1.2597,YES
0.0406,0.408,NO
0.1251,0.4535,NO
0.091,0.294,NO
0.11800000000000001,0.3274,NO
0.1053,0.2215,NO
0.2201,0.4468,NO
0.1351,0.507,NO
0.1328,0.3475,NO
0.0724,0.3756,NO
0.0244,0.2949,NO
0.1404,1.3039,YES
0.3348,0.9188,YES
0.2937,1.4583,YES
0.14300000000000002,1.1125,YES
0.0826,0.6337,NO
0.013000000000000001,0.1568,NO
0.2103,1.3925,YES
0.1395,0.5701,NO
0.1325,1.3064,YES
0.1443,0.3749,NO
0.2165,0.3636,NO
0.1934,0.5956,NO
0.1934,0.161,NO
0.0572,0.2259,NO
0.2318,2.7517,YES
0.0556,0.1974,NO
0.3609,1.6408,YES
0.1417,0.2963,NO
0.255,1.7306,YES
0.0522,0.7084,NO
0.0677,0.5646,NO
0.1439,0.6049,NO
0.0494,0.1903,NO
0.1715,1.2936,YES
0.0964,0.5039,NO
0.1343,0.9015,YES
0.1544,0.3278,NO
0.0732,0.0178,NO
0.1975,0.9026,NO
0.2582,1.0025,NO
0.1977,0.7284,NO
0.1701,1.0975,NO
0.1684,0.4318,NO
0.1225,0.1559,NO
0.1458,1.0388,NO
0.4028,2.844,YES
0.1577,0.7408,NO
0.2904,2.5027,YES
0.1987,0.4449,NO
0.1756,0.59,NO
0.1689,0.1708,NO
0.054000000000000006,0.2109,NO
