DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_RAW_LSA_96,Associated
0.0737,0.1495,NO
0.0652,0.1687,NO
0.1144,0.1142,NO
0.2164,0.2061,NO
0.0671,0.1494,NO
0.0906,0.1986,NO
0.0589,0.1687,NO
0.0679,0.0623,NO
0.1689,0.1525,NO
0.2469,1.0,YES
0.0616,0.1412,NO
0.33799999999999997,1.0,YES
0.2427,0.2038,NO
0.2231,0.1766,NO
0.2223,0.2038,NO
0.1142,0.159,NO
0.0706,0.20600000000000002,NO
0.1109,0.1544,NO
0.0747,0.1701,NO
0.2179,0.0858,NO
0.1147,0.2083,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.1526,NO
0.0716,1.0,YES
0.1205,0.1219,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.1318,NO
0.1579,0.1659,NO
0.1148,0.0776,NO
0.1112,0.1318,NO
0.3947,1.0,YES
0.0957,0.3413,YES
0.1364,0.1659,NO
0.1056,0.0245,NO
0.0981,0.0944,NO
0.1058,0.066,NO
0.1797,0.092,NO
0.1526,0.1528,NO
0.1551,0.0453,NO
0.2811,1.0,YES
0.0766,0.1138,NO
0.1126,1.0,YES
0.0341,0.1033,NO
0.3399,1.0,YES
0.0412,0.1659,NO
0.1212,0.0115,NO
0.0769,0.0364,NO
0.1235,0.0607,NO
0.0802,0.0611,NO
0.1903,0.1318,NO
0.1119,0.1077,NO
0.1008,0.0944,NO
0.0886,0.1495,NO
0.1534,0.0442,NO
0.1331,0.1694,NO
0.2865,0.2137,NO
0.1512,0.0759,NO
0.1666,0.2963,NO
0.1465,0.1579,NO
0.0509,0.0623,NO
0.2187,0.2137,NO
0.4574,1.0,YES
0.1603,0.2347,NO
0.2015,1.0,YES
0.205,0.1484,NO
0.2168,0.1766,NO
0.2136,0.1484,NO
0.1919,0.0808,NO
0.1533,0.1733,NO
0.1268,0.0959,NO
0.1947,0.1497,NO
0.1755,0.0858,NO
0.2202,0.2143,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.1694,NO
0.1927,1.0,YES
0.1251,0.1452,NO
0.1303,1.0,YES
0.1814,0.284,YES
0.3356,0.1501,NO
0.1662,0.204,NO
0.1507,0.1268,NO
0.1441,0.1501,NO
0.3435,1.0,YES
0.1243,0.3413,YES
0.1731,0.204,NO
0.0952,0.1387,NO
0.1364,0.0977,NO
0.0887,0.1387,NO
0.2289,0.2183,NO
0.2088,0.1528,NO
0.2075,0.2183,NO
0.1923,1.0,YES
0.0927,0.1268,NO
0.0821,1.0,YES
0.0311,0.0577,NO
0.3081,1.0,YES
0.0406,0.204,NO
0.1251,0.1387,NO
0.091,0.0447,NO
0.11800000000000001,0.1387,NO
0.1053,0.0602,NO
0.2201,0.1501,NO
0.1351,0.1387,NO
0.1328,0.0977,NO
0.0724,0.1566,NO
0.0244,0.0635,NO
0.1404,0.2378,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.2985,YES
0.0826,0.1661,NO
0.013000000000000001,0.0293,NO
0.2103,1.0,YES
0.1395,0.1531,NO
0.1325,0.2134,YES
0.1443,0.1531,NO
0.2165,0.2199,NO
0.1934,0.1698,NO
0.1934,0.2037,NO
0.0572,0.0818,NO
0.2318,1.0,YES
0.0556,0.07400000000000001,NO
0.3609,1.0,YES
0.1417,0.1481,NO
0.255,1.0,YES
0.0522,0.1531,NO
0.0677,0.2192,NO
0.1439,0.1531,NO
0.0494,0.1335,NO
0.1715,0.2732,YES
0.0964,0.2113,NO
0.1343,0.2078,YES
0.1544,0.1926,NO
0.0732,0.0785,NO
0.1975,0.1639,NO
0.2582,0.2524,NO
0.1977,0.1494,NO
0.1701,0.1986,NO
0.1684,0.1926,NO
0.1225,0.061,NO
0.1458,0.2524,NO
0.4028,1.0,YES
0.1577,0.2286,NO
0.2904,1.0,YES
0.1987,0.1248,NO
0.1756,0.1697,NO
0.1689,0.0178,NO
0.054000000000000006,0.1694,NO
0.1469,0.20600000000000002,NO
0.0547,0.1694,NO
