DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_LSA_97,Associated
0.0737,0.611,NO
0.0652,0.479,NO
0.1144,0.8083,NO
0.2164,0.6318,NO
0.0671,1.4436,NO
0.0906,0.9637,NO
0.0589,0.9298,NO
0.0679,0.6531,NO
0.1689,0.7526,NO
0.2469,2.7973,YES
0.0616,0.8278,NO
0.33799999999999997,3.2477,YES
0.2427,0.5202,NO
0.2231,0.8509,NO
0.2223,0.4531,NO
0.1142,0.7106,NO
0.0706,1.5204,NO
0.1109,0.4194,NO
0.0747,0.7337,NO
0.2179,1.1304,NO
0.1147,1.1219,NO
0.0779,3.2595,YES
0.0804,2.9589,YES
0.1668,2.4343,YES
0.24,2.6562,YES
0.1573,0.6398,NO
0.0716,2.3297,YES
0.1205,0.3861,NO
0.1072,2.2671,YES
0.2444,1.2829,YES
0.3362,1.8342,NO
0.1579,0.8757,NO
0.1148,1.0654,NO
0.1112,1.2591,NO
0.3947,3.4181,YES
0.0957,3.0896,YES
0.1364,1.3051,NO
0.1056,0.3219,NO
0.0981,1.2018,NO
0.1058,0.4482,NO
0.1797,0.0325,NO
0.1526,0.41100000000000003,NO
0.1551,0.3952,NO
0.2811,1.6631,YES
0.0766,1.0848,NO
0.1126,2.322,YES
0.0341,1.1112,NO
0.3399,3.303,YES
0.0412,0.8662,NO
0.1212,0.47600000000000003,NO
0.0769,0.5441,NO
0.1235,0.6331,NO
0.0802,0.5053,NO
0.1903,1.6769,NO
0.1119,0.7655,NO
0.1008,1.2458,NO
0.0886,0.6021,NO
0.1534,0.3262,NO
0.1331,1.4069,NO
0.2865,0.6968,NO
0.1512,1.6618,NO
0.1666,1.6847,NO
0.1465,0.8202,NO
0.0509,0.2683,NO
0.2187,0.9794,NO
0.4574,3.1787,YES
0.1603,1.6838,NO
0.2015,4.0689,YES
0.205,0.531,NO
0.2168,0.7138,NO
0.2136,0.3256,NO
0.1919,0.4119,NO
0.1533,1.6921,NO
0.1268,0.1722,NO
0.1947,1.3632,NO
0.1755,0.5729,NO
0.2202,1.1186,NO
0.4465,4.2039,YES
0.4252,3.847,YES
0.3653,3.2948,YES
0.1771,3.1701,YES
0.1659,1.2537,NO
0.1927,3.2023,YES
0.1251,0.5649,NO
0.1303,2.0141,YES
0.1814,1.4915,YES
0.3356,0.8365,NO
0.1662,1.0482,NO
0.1507,1.3461,NO
0.1441,0.1212,NO
0.3435,2.7842,YES
0.1243,2.6357,YES
0.1731,0.2262,NO
0.0952,1.0394,NO
0.1364,0.3441,NO
0.0887,1.3392,NO
0.2289,0.7468,NO
0.2088,1.1075,NO
0.2075,0.9891,NO
0.1923,1.5253,YES
0.0927,1.6019,NO
0.0821,1.9766,YES
0.0311,1.082,NO
0.3081,2.8239,YES
0.0406,1.1915,NO
0.1251,1.296,NO
0.091,1.074,NO
0.11800000000000001,0.9264,NO
0.1053,1.016,NO
0.2201,0.6358,NO
0.1351,1.186,NO
0.1328,0.1916,NO
0.0724,0.4335,NO
0.0244,0.7088,NO
0.1404,2.0493,YES
0.3348,4.5875,YES
0.2937,4.5355,YES
0.14300000000000002,3.0291,YES
0.0826,0.9967,NO
0.013000000000000001,0.4289,NO
0.2103,3.2732,YES
0.1395,0.2978,NO
0.1325,2.8571,YES
0.1443,0.3293,NO
0.2165,0.4617,NO
0.1934,1.0428,NO
0.1934,0.7816,NO
0.0572,0.4307,NO
0.2318,4.9017,YES
0.0556,0.2179,NO
0.3609,5.0795,YES
0.1417,1.3448,NO
0.255,4.5718,YES
0.0522,0.9347,NO
0.0677,1.3203,NO
0.1439,0.946,NO
0.0494,0.8528,NO
0.1715,3.1769,YES
0.0964,1.0437,NO
0.1343,2.6038,YES
0.1544,1.0574,NO
0.0732,0.5657,NO
0.1975,1.669,NO
0.2582,0.366,NO
0.1977,1.3219,NO
0.1701,1.6382,NO
0.1684,1.3883,NO
0.1225,0.8773,NO
0.1458,1.0753,NO
0.4028,3.0641,YES
0.1577,1.6230000000000002,NO
0.2904,3.7269,YES
0.1987,0.4725,NO
0.1756,0.8114,NO
0.1689,0.4275,NO
0.054000000000000006,0.8028,NO
0.1469,1.465,NO
0.0547,0.7473,NO
0.1082,0.9065,NO
0.2019,1.1904,NO
0.1293,0.8162,NO
