DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_VSM_37,Associated
0.0737,0.1522,NO
0.0652,0.0403,NO
0.1144,0.3523,NO
0.2164,0.3628,NO
0.0671,0.557,NO
0.0906,0.8237,NO
0.0589,0.2873,NO
0.0679,0.1547,NO
0.1689,0.365,NO
0.2469,1.3998,YES
0.0616,0.5248,NO
0.33799999999999997,0.6392,YES
0.2427,0.3131,NO
0.2231,0.2366,NO
0.2223,0.0473,NO
0.1142,0.1254,NO
0.0706,0.3502,NO
0.1109,0.0514,NO
0.0747,0.6432,NO
0.2179,0.1055,NO
0.1147,0.4445,NO
0.0779,1.6540000000000001,YES
0.0804,1.7947,YES
0.1668,1.5089,YES
0.24,0.8659,YES
0.1573,0.2861,NO
0.0716,1.5604,YES
0.1205,0.2998,NO
0.1072,1.5457,YES
0.2444,0.1379,YES
0.3362,0.4818,NO
0.1579,0.2171,NO
0.1148,0.474,NO
0.1112,0.3845,NO
0.3947,1.6042,YES
0.0957,1.0966,YES
0.1364,0.2963,NO
0.1056,0.223,NO
0.0981,0.3095,NO
0.1058,0.1525,NO
0.1797,0.149,NO
0.1526,0.1992,NO
0.1551,0.1007,NO
0.2811,0.5523,YES
0.0766,0.1269,NO
0.1126,1.2596,YES
0.0341,0.4259,NO
0.3399,0.8472,YES
0.0412,0.2005,NO
0.1212,0.1646,NO
0.0769,0.3504,NO
0.1235,0.1857,NO
0.0802,0.1845,NO
0.1903,0.16899999999999998,NO
0.1119,0.2196,NO
0.1008,0.3799,NO
0.0886,0.4111,NO
0.1534,0.0847,NO
0.1331,0.5672,NO
0.2865,0.3177,NO
0.1512,0.5958,NO
0.1666,1.0238,NO
0.1465,0.5318,NO
0.0509,0.2866,NO
0.2187,0.5233,NO
0.4574,1.9895,YES
0.1603,0.5639,NO
0.2015,0.9068,YES
0.205,0.4389,NO
0.2168,0.2959,NO
0.2136,0.266,NO
0.1919,0.1803,NO
0.1533,0.3201,NO
0.1268,0.222,NO
0.1947,0.6664,NO
0.1755,0.2582,NO
0.2202,0.4535,NO
0.4465,1.4721,YES
0.4252,1.714,YES
0.3653,1.2213,YES
0.1771,1.5461,YES
0.1659,0.5196,NO
0.1927,1.6901,YES
0.1251,0.6332,NO
0.1303,1.4707,YES
0.1814,0.1607,YES
0.3356,0.5339,NO
0.1662,0.245,NO
0.1507,0.2426,NO
0.1441,0.4473,NO
