DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_VSM_7,Associated
0.0737,0.7771,NO
0.0652,0.1369,NO
0.1144,0.4887,NO
0.2164,0.278,NO
0.0671,0.3063,NO
0.0906,0.3243,NO
0.0589,0.5503,NO
0.0679,0.4291,NO
0.1689,0.5298,NO
0.2469,1.9494,YES
0.0616,0.266,NO
0.33799999999999997,2.2954,YES
0.2427,0.5202,NO
0.2231,0.397,NO
0.2223,0.4299,NO
0.1142,0.3986,NO
0.0706,1.2289,NO
0.1109,0.7097,NO
0.0747,0.3571,NO
0.2179,0.5635,NO
0.1147,0.3354,NO
0.0779,1.8808,YES
0.0804,2.5541,YES
0.1668,2.562,YES
0.24,2.3422,YES
0.1573,0.6841,NO
0.0716,2.5877,YES
0.1205,0.6076,NO
0.1072,2.6203,YES
0.2444,1.3530000000000002,YES
0.3362,2.147,NO
0.1579,1.1414,NO
0.1148,1.0485,NO
0.1112,1.5071,NO
0.3947,1.6714,YES
0.0957,2.4162,YES
0.1364,1.5481,NO
0.1056,0.3789,NO
0.0981,1.5205,NO
0.1058,0.5298,NO
0.1797,0.7661,NO
0.1526,0.8106,NO
0.1551,0.8965,NO
0.2811,2.5448,YES
0.0766,1.3231,NO
0.1126,1.7829,YES
0.0341,1.2932,NO
0.3399,2.8631,YES
0.0412,1.1127,NO
0.1212,0.4766,NO
0.0769,0.9564,NO
0.1235,1.3626,NO
0.0802,1.0177,NO
0.1903,1.492,NO
0.1119,1.0807,NO
0.1008,1.4577,NO
0.0886,0.7655,NO
0.1534,0.4936,NO
0.1331,1.0659999999999998,NO
0.2865,0.7924,NO
0.1512,0.9485,NO
0.1666,0.7415,NO
0.1465,0.7306,NO
0.0509,0.4292,NO
0.2187,0.9391,NO
0.4574,2.6312,YES
0.1603,0.6922,NO
0.2015,2.461,YES
0.205,0.8233,NO
0.2168,0.5066,NO
0.2136,0.6551,NO
0.1919,0.3723,NO
0.1533,1.599,NO
0.1268,0.4858,NO
0.1947,0.9623,NO
0.1755,0.6277,NO
0.2202,0.9199,NO
0.4465,2.9029,YES
0.4252,3.4592,YES
0.3653,3.2001,YES
0.1771,2.8186,YES
0.1659,1.1327,NO
0.1927,3.3817,YES
0.1251,1.2586,NO
0.1303,3.5043,YES
0.1814,1.6717,YES
0.3356,3.1774,NO
0.1662,1.5062,NO
0.1507,1.5918,NO
0.1441,2.5914,NO
0.3435,2.2312,YES
0.1243,3.2058,YES
0.1731,2.7439999999999998,NO
0.0952,0.9219,NO
0.1364,2.6863,NO
0.0887,1.1222,NO
0.2289,1.3015,NO
0.2088,1.3397,NO
0.2075,1.3706,NO
0.1923,3.3094,YES
0.0927,1.7629,NO
0.0821,2.5363,YES
0.0311,1.9679,NO
0.3081,3.8843,YES
0.0406,1.4293,NO
0.1251,0.8239,NO
0.091,1.7795,NO
0.11800000000000001,2.1196,NO
0.1053,1.757,NO
0.2201,2.7411,NO
0.1351,1.8474,NO
0.1328,2.3729,NO
0.0724,0.5064,NO
0.0244,0.5816,NO
0.1404,2.1519999999999997,YES
0.3348,4.8537,YES
0.2937,3.8518,YES
0.14300000000000002,2.2933,YES
0.0826,0.2338,NO
0.013000000000000001,0.314,NO
0.2103,1.7521,YES
0.1395,0.2824,NO
0.1325,1.8809,YES
0.1443,0.4439,NO
0.2165,1.1349,NO
0.1934,1.0193,NO
0.1934,0.8003,NO
0.0572,0.3845,NO
0.2318,4.8513,YES
0.0556,0.1672,NO
0.3609,4.7477,YES
0.1417,1.0836,NO
0.255,4.507,YES
0.0522,0.6963,NO
0.0677,1.3107,NO
0.1439,1.2396,NO
