DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_LSA_11,Associated
0.0737,0.5248,NO
0.0652,0.5993,NO
0.1144,1.2375,NO
0.2164,1.3571,NO
0.0671,0.9119,NO
0.0906,0.8554,NO
0.0589,0.7390000000000001,NO
0.0679,0.5746,NO
0.1689,1.5299,NO
0.2469,2.3839,YES
0.0616,0.7163,NO
0.33799999999999997,2.0122,YES
0.2427,0.8546,NO
0.2231,1.1,NO
0.2223,0.8046,NO
0.1142,0.4665,NO
0.0706,1.5367,NO
0.1109,0.3992,NO
0.0747,1.1115,NO
0.2179,0.7879,NO
0.1147,0.8009,NO
0.0779,1.8461,YES
0.0804,2.1731,YES
0.1668,2.0821,YES
0.24,2.0272,YES
0.1573,0.9389,NO
0.0716,1.8138,YES
0.1205,1.2546,NO
0.1072,1.5757,YES
0.2444,1.2424,YES
0.3362,1.1446,NO
0.1579,1.0956,NO
0.1148,0.9785,NO
0.1112,0.8503,NO
0.3947,2.3236,YES
0.0957,2.4879,YES
0.1364,0.6278,NO
0.1056,0.3257,NO
0.0981,0.7605,NO
0.1058,0.4007,NO
0.1797,0.1522,NO
0.1526,0.3957,NO
0.1551,0.2416,NO
0.2811,1.6641,YES
0.0766,1.1583,NO
0.1126,1.6947,YES
0.0341,1.1797,NO
0.3399,2.347,YES
0.0412,0.8962,NO
0.1212,0.2903,NO
0.0769,0.7312,NO
0.1235,0.25,NO
0.0802,0.1949,NO
0.1903,0.7561,NO
0.1119,0.4085,NO
0.1008,0.7198,NO
0.0886,0.3908,NO
0.1534,0.3348,NO
0.1331,1.3707,NO
0.2865,1.7277,NO
0.1512,0.7319,NO
0.1666,1.3892,NO
0.1465,0.5536,NO
0.0509,0.2262,NO
0.2187,1.5526,NO
0.4574,3.0055,YES
0.1603,1.0388,NO
0.2015,2.7603,YES
0.205,0.3985,NO
0.2168,0.4459,NO
0.2136,0.294,NO
0.1919,0.1938,NO
0.1533,1.465,NO
0.1268,0.456,NO
0.1947,1.0288,NO
0.1755,0.3785,NO
0.2202,0.6593,NO
0.4465,2.7144,YES
0.4252,3.0442,YES
0.3653,2.6746,YES
0.1771,2.3167,YES
0.1659,1.4241,NO
0.1927,2.0089,YES
0.1251,1.0684,NO
0.1303,2.2558,YES
0.1814,1.5057,YES
0.3356,1.9058,NO
0.1662,1.1396,NO
0.1507,0.6808,NO
0.1441,1.581,NO
0.3435,2.5546,YES
