DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_VSM_61,Associated
0.0737,0.6325,NO
0.0652,0.4829,NO
0.1144,0.3369,NO
0.2164,1.2329,NO
0.0671,1.1508,NO
0.0906,0.4257,NO
0.0589,0.5808,NO
0.0679,0.2418,NO
0.1689,0.5341,NO
0.2469,2.8895,YES
0.0616,0.2886,NO
0.33799999999999997,2.2656,YES
0.2427,0.2236,NO
0.2231,0.6444,NO
0.2223,0.2192,NO
0.1142,0.3602,NO
0.0706,0.7763,NO
0.1109,0.6178,NO
0.0747,0.8588,NO
0.2179,0.3303,NO
0.1147,0.7072,NO
0.0779,2.9366,YES
0.0804,3.3004,YES
0.1668,3.0671,YES
0.24,2.1362,YES
0.1573,0.2817,NO
0.0716,2.1156,YES
0.1205,0.6575,NO
0.1072,1.5930000000000002,YES
0.2444,1.2876,YES
0.3362,1.2162,NO
0.1579,0.9731,NO
0.1148,0.8989,NO
0.1112,1.3119999999999998,NO
0.3947,2.0341,YES
0.0957,2.4388,YES
0.1364,1.1107,NO
0.1056,0.1863,NO
0.0981,1.5437,NO
0.1058,0.1806,NO
0.1797,0.3786,NO
0.1526,0.3823,NO
0.1551,0.2796,NO
0.2811,1.39,YES
0.0766,0.9841,NO
0.1126,2.4636,YES
0.0341,0.8711,NO
0.3399,2.6282,YES
0.0412,0.9554,NO
0.1212,0.2922,NO
0.0769,0.5762,NO
0.1235,0.6145,NO
0.0802,0.5760000000000001,NO
0.1903,1.5767,NO
0.1119,0.6499,NO
0.1008,1.2905,NO
0.0886,0.6213,NO
0.1534,0.7587,NO
0.1331,0.8233,NO
0.2865,1.9941,NO
0.1512,1.7559,NO
0.1666,1.0228,NO
0.1465,0.9637,NO
0.0509,0.3737,NO
0.2187,1.0785,NO
0.4574,3.3404,YES
0.1603,0.8947,NO
0.2015,2.67,YES
0.205,0.4001,NO
0.2168,0.9748,NO
0.2136,0.4583,NO
0.1919,0.5984,NO
0.1533,1.4777,NO
0.1268,0.7986,NO
0.1947,1.5672,NO
0.1755,0.5151,NO
0.2202,1.4663,NO
0.4465,3.3334,YES
0.4252,3.821,YES
0.3653,3.4374,YES
0.1771,2.4555,YES
0.1659,0.9955,NO
0.1927,2.5658,YES
0.1251,1.507,NO
0.1303,1.8115,YES
0.1814,1.3389,YES
0.3356,1.585,NO
0.1662,1.1046,NO
0.1507,1.0639,NO
0.1441,1.5541,NO
0.3435,2.5021,YES
0.1243,2.6176,YES
0.1731,1.6058,NO
0.0952,0.8842,NO
0.1364,1.6119999999999999,NO
0.0887,0.7497,NO
0.2289,0.6142,NO
0.2088,0.6525,NO
0.2075,0.2469,NO
0.1923,1.3899,YES
0.0927,1.2863,NO
0.0821,2.6687,YES
0.0311,1.1589,NO
0.3081,2.6487,YES
0.0406,1.2728,NO
0.1251,0.8547,NO
0.091,1.2193,NO
0.11800000000000001,1.5011,NO
0.1053,0.7588,NO
0.2201,1.8696,NO
0.1351,1.2269,NO
0.1328,1.7568,NO
0.0724,0.4571,NO
0.0244,0.4487,NO
0.1404,1.3522,YES
0.3348,4.9474,YES
