DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_LSA_27,Associated
0.0737,0.5136,NO
0.0652,0.48,NO
0.1144,0.6809,NO
0.2164,1.483,NO
0.0671,0.601,NO
0.0906,0.812,NO
0.0589,0.5447,NO
0.0679,0.4751,NO
0.1689,0.5646,NO
0.2469,2.0368,YES
0.0616,0.6462,NO
0.33799999999999997,2.0964,YES
0.2427,0.43,NO
0.2231,0.4828,NO
0.2223,0.612,NO
0.1142,0.4804,NO
0.0706,1.1862,NO
0.1109,0.2816,NO
0.0747,0.8395,NO
0.2179,0.7422,NO
0.1147,0.5191,NO
0.0779,2.1622,YES
0.0804,2.6719,YES
0.1668,1.7624,YES
0.24,2.7289999999999996,YES
0.1573,0.907,NO
0.0716,1.0584,YES
0.1205,0.7881,NO
0.1072,0.9657,YES
0.2444,1.4853,YES
0.3362,0.6855,NO
0.1579,0.528,NO
0.1148,0.282,NO
0.1112,0.6359,NO
0.3947,1.5339,YES
0.0957,0.8731,YES
0.1364,0.6658,NO
0.1056,0.3085,NO
0.0981,0.6502,NO
0.1058,0.4386,NO
0.1797,0.2901,NO
0.1526,0.1702,NO
0.1551,0.1676,NO
0.2811,1.4853,YES
0.0766,0.413,NO
0.1126,1.0172,YES
0.0341,0.4326,NO
0.3399,1.7719,YES
0.0412,0.2715,NO
0.1212,0.6275,NO
0.0769,0.7448,NO
0.1235,0.7306,NO
0.0802,0.5532,NO
0.1903,0.7804,NO
0.1119,0.5824,NO
0.1008,0.6698,NO
0.0886,0.3354,NO
0.1534,0.7216,NO
0.1331,0.5367,NO
0.2865,1.6989,NO
0.1512,0.8302,NO
0.1666,0.8583,NO
0.1465,0.363,NO
0.0509,0.3405,NO
0.2187,0.6349,NO
0.4574,2.7639,YES
0.1603,0.7618,NO
0.2015,3.1073,YES
0.205,0.4002,NO
0.2168,0.6919,NO
0.2136,0.6937,NO
0.1919,0.6137,NO
0.1533,1.7233,NO
0.1268,0.0562,NO
0.1947,1.4831,NO
0.1755,0.4989,NO
0.2202,0.6122,NO
0.4465,3.2682,YES
0.4252,3.7072,YES
0.3653,2.7979,YES
0.1771,3.7293,YES
0.1659,1.1722,NO
0.1927,1.8025,YES
0.1251,0.8143,NO
0.1303,1.453,YES
0.1814,2.2545,YES
0.3356,3.3093,NO
0.1662,1.3869,NO
0.1507,1.3176,NO
0.1441,2.9051,NO
0.3435,2.5381,YES
0.1243,1.4461,YES
0.1731,3.3811,NO
0.0952,0.5629,NO
0.1364,3.0251,NO
0.0887,0.5782,NO
0.2289,1.4391,NO
0.2088,0.9229999999999999,NO
0.2075,1.4471,NO
0.1923,1.9668,YES
0.0927,2.5004,NO
0.0821,1.5319999999999998,YES
0.0311,1.5052,NO
0.3081,2.6733,YES
0.0406,1.0629,NO
0.1251,1.1859,NO
0.091,1.4551,NO
0.11800000000000001,0.9951,NO
0.1053,1.0121,NO
0.2201,3.315,NO
0.1351,0.9518,NO
0.1328,3.012,NO
0.0724,0.1459,NO
0.0244,0.8194,NO
0.1404,2.0944,YES
0.3348,3.9759,YES
0.2937,3.5766,YES
0.14300000000000002,2.605,YES
0.0826,0.9047,NO
0.013000000000000001,0.2497,NO
0.2103,2.2014,YES
0.1395,0.2573,NO
0.1325,2.4906,YES
0.1443,0.8458,NO
0.2165,0.8342,NO
0.1934,0.7522,NO
0.1934,0.8874,NO
0.0572,0.2259,NO
0.2318,5.149,YES
0.0556,0.2669,NO
0.3609,4.4373,YES
0.1417,0.6433,NO
0.255,3.1260000000000003,YES
0.0522,1.1935,NO
0.0677,1.8255,NO
0.1439,0.8861,NO
0.0494,1.1583,NO
0.1715,2.168,YES
0.0964,0.5642,NO
0.1343,2.5076,YES
0.1544,0.4871,NO
0.0732,0.7245,NO
0.1975,0.7175,NO
0.2582,1.9056,NO
0.1977,0.9232,NO
0.1701,1.3212,NO
0.1684,0.5045,NO
0.1225,0.3857,NO
0.1458,0.9931,NO
0.4028,2.6918,YES
0.1577,0.9544,NO
0.2904,3.3435,YES
0.1987,0.6797,NO
0.1756,0.9153,NO
0.1689,0.8432,NO
0.054000000000000006,0.494,NO
0.1469,1.7408,NO
0.0547,0.0552,NO
0.1082,1.6173,NO
0.2019,0.4496,NO
0.1293,0.7040000000000001,NO
0.3897,3.4393,YES
0.3612,3.9529,YES
0.2791,3.1852,YES
0.2894,3.8591,YES
0.2226,1.504,NO
0.1753,2.2577,YES
0.0979,1.0926,NO
0.0985,0.1703,NO
0.0774,0.9202,NO
0.1069,1.3947,YES
0.3647,4.092,YES
0.2531,3.3072,YES
0.1331,1.7088,YES
0.0885,0.8408,NO
0.0604,0.2923,NO
0.2068,1.2663,YES
0.2598,1.224,NO
0.106,1.3702,YES
0.1459,1.6262,NO
0.2252,0.7566,NO
0.2571,0.6956,NO
0.2375,0.8793,NO
0.1453,0.3928,NO
0.2245,4.3766,YES
0.141,0.2253,NO
0.2623,4.0999,YES
0.142,0.8775,NO
0.2555,2.8303,YES
0.2049,2.1029,NO
0.2206,2.8498,NO
0.2228,1.3139,NO
0.1032,2.187,NO
0.1461,1.6172,YES
0.1116,0.7140000000000001,NO
0.1326,1.5398,YES
0.1415,0.862,NO
0.0745,0.9343,NO
0.2381,0.8911,NO
0.19,1.5151,NO
0.1547,0.5413,NO
0.1997,1.4280000000000002,NO
0.1653,0.7695,NO
0.1536,0.8490000000000001,NO
0.1999,1.4017,NO
0.1989,2.9854,YES
0.2045,1.3452,NO
0.2447,3.6661,YES
0.2519,0.6727,NO
0.2036,0.9021,NO
0.2033,0.7975,NO
0.0533,0.9255,NO
0.105,1.5595,NO
0.055999999999999994,0.4599,NO
0.1113,1.3206,NO
0.2256,0.8278,NO
0.0989,0.46299999999999997,NO
0.1879,3.6383,YES
0.1445,4.1637,YES
0.1901,3.3619,YES
0.3108,4.1862,YES
0.2405,1.8114,NO
0.1657,2.3081,YES
0.1331,1.3717,NO
0.0949,0.5761,NO
0.1339,1.0786,NO
0.22399999999999998,1.311,NO
0.1967,1.8114,NO
0.1436,0.7869,NO
0.2079,2.1764,NO
0.1339,0.6673,NO
0.0967,0.6044,NO
0.2198,1.4956,NO
0.3428,2.4056,YES
0.2344,1.8619999999999999,NO
0.1736,3.0402,YES
0.1331,0.3165,NO
0.0735,0.5421,NO
0.0647,0.3852,NO
0.204,0.8649,NO
0.1327,2.0925,NO
0.1655,0.3421,NO
0.31,1.9084,NO
0.1309,0.7232,NO
0.2819,0.7928,NO
0.4042,3.3177,YES
0.3296,3.6242,YES
0.4941,2.9903,YES
0.1783,3.6195,YES
0.193,2.2065,NO
0.2673,2.0336,YES
0.1726,1.879,NO
0.1439,0.5314,NO
0.0769,0.9126,NO
0.1953,0.5949,NO
0.2342,1.5716,NO
0.2047,0.7105,NO
0.1823,0.8935,NO
0.1684,0.6955,NO
0.1204,0.4877,NO
0.1751,0.8677,NO
0.3579,2.4613,YES
0.1828,0.8499,NO
0.2083,2.8513,YES
0.2252,0.3579,NO
0.2041,0.6111,NO
0.2007,0.565,NO
0.0498,0.7708,NO
0.1415,1.4323,NO
0.0515,0.2672,NO
0.1207,1.2959,NO
0.1912,0.6089,NO
0.14,0.5735,NO
0.4038,2.9945,YES
0.3494,3.4337,YES
0.2799,2.5571,YES
0.2675,3.2992,YES
0.2206,1.2824,NO
0.2003,1.764,YES
0.1168,0.9732,NO
0.0727,0.4565,NO
0.0714,0.5829,NO
0.10800000000000001,0.096,NO
0.2886,1.1794,NO
0.1427,0.2991,NO
0.0855,0.36700000000000005,NO
0.0605,0.3785,NO
0.0532,0.4553,NO
0.1421,0.3433,NO
0.4397,2.5365,YES
0.0607,0.4644,NO
0.2347,2.761,YES
0.2118,0.0237,NO
0.2048,0.3009,NO
0.2045,0.1802,NO
0.0849,0.6448,NO
0.1035,1.0456,NO
0.0824,0.2206,NO
0.0975,0.9784,NO
0.1702,0.4299,NO
0.1518,0.3891,NO
0.3372,2.8749,YES
0.3303,3.1685,YES
0.314,2.4628,YES
0.1257,3.1897,YES
0.1375,0.7296,NO
0.1128,1.5859,YES
0.099,0.5641,NO
0.1069,0.8901,NO
0.0451,1.3017,NO
0.5095,6.8084,YES
0.1431,1.7565,YES
0.1227,1.9685,YES
0.2847,6.3986,YES
0.2237,1.4527,NO
0.1065,0.9351,NO
0.3266,6.3936,YES
0.0974,0.2143,NO
0.3289,6.5036,YES
0.1059,0.3774,NO
0.2131,2.1149,NO
0.1496,1.06,NO
0.1474,2.0151,NO
0.0902,0.5576,NO
0.0993,4.1101,YES
0.0875,0.7635,NO
0.2369,2.3759,YES
0.2129,1.8329,NO
0.1321,1.4372,YES
0.1271,1.4188,NO
0.08,1.4566,NO
0.3025,1.6375,NO
0.12,1.3062,NO
0.3399,6.3688,YES
0.2516,2.0091,NO
0.2081,6.2764,YES
0.1799,0.3712,NO
0.1547,0.9795,NO
0.3595,3.2461,YES
0.2156,1.6248,NO
0.1535,1.5006,NO
0.4159,3.5657,YES
0.1827,1.1328,NO
0.1097,0.3093,NO
0.5448,3.1145,YES
0.191,0.3501,NO
0.4381,3.3049,YES
0.1528,0.5515,NO
0.3264,1.0018,NO
0.3203,1.1298,NO
0.2648,1.3829,NO
0.171,0.2805,NO
0.21899999999999997,3.3967,NO
0.1398,0.315,NO
0.3673,1.7539,NO
0.1451,0.5879,NO
0.2637,1.1683,NO
0.1991,1.0093,NO
0.1784,1.1846,NO
0.3767,0.8459,NO
0.1917,0.9459,NO
0.3794,3.1319,YES
0.3359,0.9420000000000001,NO
0.2874,3.2156,YES
0.0798,0.4927,NO
0.0364,0.8492,NO
0.2475,3.8569,YES
0.2794,3.7651,YES
0.2232,3.2696,YES
0.2213,4.6924,YES
0.1233,0.7707,NO
0.0474,0.3935,NO
0.2799,3.766,YES
0.2328,0.4309,NO
0.2608,4.1565,YES
0.1095,1.1897,NO
0.2365,0.9693,NO
0.2061,0.5775,NO
0.2048,0.9415,NO
0.0456,0.2482,NO
0.1795,5.0903,YES
0.0442,0.3103,NO
0.27,4.2393,YES
0.1224,1.1765,NO
0.1913,2.9334,YES
0.2397,1.9426,NO
0.2111,2.4456,NO
0.2935,1.9247,NO
0.1155,1.7625,NO
0.243,4.0511,YES
0.1959,1.9283,NO
0.198,3.9626,YES
0.1636,0.3812,NO
0.1646,0.6607,NO
0.3881,3.3924,YES
0.1762,0.6465,NO
0.1649,0.7586,NO
0.4197,3.2636,YES
0.1681,0.3895,NO
0.153,0.4202,NO
0.4738,3.4854,YES
0.159,0.3434,NO
0.493,3.3287,YES
0.1456,0.8788,NO
0.2244,1.5491,NO
0.1542,0.7581,NO
0.1277,1.1041,NO
0.1775,0.0861,NO
0.2106,1.5647,NO
0.1654,0.1322,NO
0.3557,1.199,NO
0.0902,0.6471,NO
0.2663,0.539,NO
0.2218,1.3206,NO
0.1764,1.2373,NO
0.3901,1.9380000000000002,NO
0.21600000000000003,1.1906,NO
0.402,3.3609,YES
0.3584,1.8527,NO
0.3239,3.2957,YES
0.0467,0.2432,NO
0.0184,1.1147,NO
0.0544,1.3738,YES
0.1967,3.7015,YES
0.1251,3.2973,YES
0.0526,1.6362,YES
0.0389,0.9203,NO
0.0098,0.4284,NO
0.1204,1.7397,YES
0.1152,0.5245,NO
0.0434,1.7801,YES
0.0994,0.9676,NO
0.171,1.0923,NO
0.1733,1.1723,NO
0.1785,1.1572,NO
0.0632,0.4812,NO
0.1652,4.8952,YES
0.0614,0.4328,NO
0.1533,4.2736,YES
0.1347,0.6721,NO
0.1212,3.0984,YES
0.015,1.2689,NO
0.0714,1.7953,NO
0.0698,0.7823,NO
0.035,1.2221,NO
0.0672,1.4683,YES
0.0378,0.5213,NO
0.0637,1.7459,YES
0.3024,2.0692,YES
0.0482,1.6480000000000001,YES
0.3634,1.35,NO
0.1548,0.2723,NO
0.1459,0.1483,NO
0.1506,1.0692,NO
0.2394,2.1202,YES
0.3693,2.0055,YES
0.1404,1.4458,NO
0.0758,0.4282,NO
0.1517,1.2084,NO
0.067,0.4441,NO
0.2131,0.675,NO
0.16,0.8373,NO
0.1446,0.8824,NO
0.0844,1.6727,YES
0.095,0.7432,NO
0.2419,2.0464,YES
0.026000000000000002,0.111,NO
0.2985,2.2625,YES
0.0377,0.0899,NO
0.102,0.6091,NO
0.0927,0.7237,NO
0.1259,0.3931,NO
0.1193,0.5679,NO
0.2177,1.3881,NO
0.15,0.3914,NO
0.0996,1.2149,NO
0.0839,0.623,NO
0.0672,1.0436,NO
0.3068,6.0173,YES
0.1154,1.3230000000000002,YES
0.0802,1.7106,YES
0.3166,5.8293,YES
0.0868,1.0703,NO
0.0677,0.5806,NO
0.5456,5.6919,YES
0.0938,0.3801,NO
0.3771,5.5358,YES
0.0765,0.7485,NO
0.3042,2.2244,NO
0.1867,1.2002,NO
0.2024,2.1641,NO
0.084,0.2641,NO
0.1127,3.3632,YES
0.0773,0.3174,NO
0.3002,2.0718,YES
0.0821,1.3032,NO
0.1969,0.9488,YES
0.1353,1.7606,NO
0.0942,1.7108,NO
0.3023,2.1698,NO
0.1177,1.5330000000000001,NO
0.2966,5.9156,YES
0.2621,2.2527,NO
0.3631,5.4496,YES
0.1178,0.5467,NO
0.0474,0.8521,NO
0.4277,5.9127,YES
0.2214,1.6938,YES
0.2007,1.4216,YES
0.2467,5.8522,YES
0.2192,0.8266,NO
0.1165,0.5718,NO
0.3035,5.5494,YES
0.1886,1.3526,NO
0.2922,5.5756,YES
0.1088,1.7446,NO
0.2277,1.4378,NO
0.1763,0.3863,NO
0.1744,1.2179,NO
0.0948,0.4011,NO
0.152,2.8654,YES
0.0882,0.2286,NO
0.2267,2.2174,YES
0.1968,1.2958,NO
0.1574,1.1232,YES
0.2134,2.7913,NO
0.1846,2.8778,NO
0.3004,2.7903,NO
0.1322,2.8185,NO
0.3039,6.1437,YES
0.2341,2.6259,NO
0.2137,5.542999999999999,YES
0.1342,0.3872,NO
0.1099,1.0931,NO
0.526,5.2414,YES
0.1623,1.6526,YES
0.1996,1.4616,YES
0.3297,5.4259,YES
0.22699999999999998,0.8585,NO
0.1622,0.5043,NO
0.3372,5.1736,YES
0.1102,0.8043,NO
0.3901,5.5252,YES
0.1022,1.4477,NO
0.1483,1.2227,NO
0.0862,0.5589999999999999,NO
0.0629,0.9114,NO
0.2034,0.4007,NO
0.1682,3.3973,YES
0.1975,0.2703,NO
0.3422,2.5544,YES
0.1773,0.9762,NO
0.2514,1.2705,YES
0.1754,2.3012,NO
0.1301,2.2179,NO
0.3619,2.4685,NO
0.1715,2.0861,NO
0.3452,5.4275,YES
0.3259,2.5819,NO
0.258,5.2911,YES
0.0709,0.3528,NO
0.0732,0.6512,NO
0.3094,5.4734,YES
0.1091,1.2084,YES
0.0665,1.4812,YES
0.2941,5.2062,YES
0.0664,0.9295,NO
0.0556,0.3459,NO
0.5229,5.3295,YES
0.1003,0.1182,NO
0.3604,5.6076,YES
0.08800000000000001,0.1936,NO
0.2859,1.2871,NO
0.1263,0.3053,NO
0.1497,1.1035,NO
0.1047,0.2231,NO
0.1031,2.9794,YES
0.1016,0.2499,NO
0.3066,1.8827,YES
0.0639,0.8579,NO
0.2147,0.9898,YES
0.1277,1.054,NO
0.0813,1.0346,NO
0.3135,1.5172,NO
0.1095,0.9343,NO
0.302,5.287999999999999,YES
0.2369,1.4729,NO
0.4263,5.5144,YES
0.1151,0.0346,NO
0.0905,0.9483,NO
0.1028,1.1506,YES
0.3566,4.4749,YES
0.2651,3.8575,YES
0.1542,1.5113,YES
0.094,0.6927,NO
0.0554,0.2777,NO
0.2037,1.2459,YES
0.1971,1.1279,NO
0.1126,1.6091,YES
0.1418,1.6782,NO
0.2488,0.8188,NO
0.2731,0.9289,NO
0.2523,0.9918,NO
0.1698,0.4451,NO
0.2266,5.5095,YES
0.1648,0.245,NO
0.2745,5.0856,YES
0.1508,0.7744,NO
0.2653,3.503,YES
0.1206,1.9509,NO
0.1613,2.6798,NO
0.1611,1.2974,NO
0.1018,2.14,NO
0.152,1.3194,YES
0.1186,0.7975,NO
0.1207,1.5115,YES
0.1201,0.1671,NO
0.10300000000000001,0.9086,NO
0.254,2.5788,YES
0.3285,4.0331,YES
0.3624,3.6891,YES
0.2593,2.6918,YES
0.0981,0.4437,NO
0.0792,0.3617,NO
0.2917,2.3793,YES
0.1836,0.501,NO
0.3039,2.9503,YES
0.1342,0.9688,NO
0.1448,1.0438,NO
0.1036,0.6249,NO
0.0702,0.8756,NO
0.1825,0.3539,NO
0.2937,5.2233,YES
0.1772,0.3132,NO
0.5728,4.953,YES
0.0892,1.0615,NO
0.4594,3.2991,YES
0.1677,1.5961,NO
0.1461,1.9701,NO
0.2985,1.5066,NO
0.1348,1.6166,NO
0.2479,2.4431,YES
0.2298,1.2111,NO
0.2345,2.7962,YES
0.08900000000000001,0.9628,NO
0.0394,1.1264,NO
0.1381,1.8998,NO
0.2108,0.9963,NO
0.0676,1.1597,NO
0.0957,1.8282,NO
0.0963,1.0459,NO
0.0435,0.8361,NO
0.2592,2.0663,NO
0.1291,0.2146,NO
0.0785,1.6852,NO
0.1052,0.4873,NO
0.4225,2.2859,YES
0.3368,2.1949,YES
0.3938,2.3946,YES
0.0766,0.4545,NO
0.0711,2.0618,NO
0.0797,0.6963,NO
0.0531,1.0044,NO
0.1551,1.0268,NO
0.077,0.5551,NO
0.0463,0.6152,NO
0.0745,0.8056,NO
0.1014,1.1177,NO
0.0541,0.8157,NO
0.1685,1.6393,NO
0.0541,0.9429,NO
0.2105,1.6221,NO
0.1239,0.9396,YES
0.289,1.5387,YES
0.2752,0.6564,NO
0.1653,0.3317,NO
0.0814,0.2127,NO
0.0623,0.4619,NO
0.32899999999999996,1.7141,YES
0.1249,0.8878,YES
0.0968,0.7812,NO
0.1519,0.2484,NO
0.0533,0.6168,NO
0.1784,0.258,NO
0.1661,0.4595,NO
0.1504,0.4257,NO
0.1562,0.4627,NO
0.3075,1.5694,YES
0.0597,0.5586,NO
0.1815,1.0709,YES
0.0336,0.2905,NO
0.3735,1.7642,YES
0.0877,0.331,NO
0.1163,0.3267,NO
0.0418,0.4754,NO
0.1354,0.3254,NO
0.0948,0.3246,NO
0.1407,0.667,NO
0.0821,0.3286,NO
0.0894,0.5518,NO
0.0416,0.1179,NO
0.0131,1.0379,NO
0.1203,1.9727,YES
0.2886,4.3072,YES
0.2879,3.8493,YES
0.1294,2.404,YES
0.0498,0.7876,NO
0.0139,0.2697,NO
0.1999,1.7224,YES
0.1109,0.0413,NO
0.1389,2.0201,YES
0.0996,0.5166,NO
0.1977,1.1223,NO
0.1726,1.1581,NO
0.1805,1.2231,NO
0.0204,0.2468,NO
0.2123,5.4627,YES
0.0198,0.3136,NO
0.3536,4.7685,YES
0.1039,0.8055,NO
0.2827,3.4292,YES
0.0426,0.9593,NO
0.0387,1.4931,NO
0.1228,0.4647,NO
0.0373,1.0189,NO
0.1359,1.801,YES
0.0808,0.3236,NO
0.1119,2.0259,YES
0.3458,2.2,YES
0.0264,2.1423,YES
0.3473,0.9032,NO
0.1555,0.2452,NO
0.0906,0.1597,NO
0.107,0.696,NO
0.226,2.4674,YES
0.4184,2.1276,YES
0.1111,0.9187,NO
0.1017,0.1426,NO
0.09699999999999999,0.8059999999999999,NO
0.1058,0.3999,NO
0.1741,0.5929,NO
0.1373,0.6049,NO
0.132,0.6146,NO
0.1138,2.2706,YES
0.0766,0.4564,NO
0.3242,2.2732,YES
0.0297,0.2256,NO
0.3407,3.0155,YES
0.0387,0.1,NO
0.0621,0.4243,NO
0.076,0.5733,NO
0.1266,0.5091,NO
0.0726,0.3723,NO
0.192,0.9604,NO
0.1128,0.5862,NO
0.0813,0.711,NO
0.1238,0.8689,NO
0.0659,1.153,NO
0.0991,0.5368,NO
0.2168,1.5429,NO
0.0941,0.6942,NO
0.1226,0.6173,NO
0.0797,0.7606,NO
0.0869,0.8575,NO
0.1921,0.4742,NO
0.2119,2.5836,YES
0.0845,0.675,NO
0.1963,2.7095,YES
0.24100000000000002,0.5673,NO
0.263,0.8270000000000001,NO
0.2504,0.8721,NO
0.1414,1.1457,NO
0.0983,1.6504,NO
0.1658,0.6435,NO
0.1333,1.1801,NO
0.2072,1.2289,NO
0.1519,0.5774,NO
0.1227,2.7862,YES
0.1324,3.199,YES
0.1581,2.4672,YES
0.1927,3.4259,YES
0.1378,0.8598,NO
0.09699999999999999,1.4489,YES
0.11900000000000001,0.7373,NO
0.3612,2.0537,YES
0.0488,1.5043,YES
0.2823,0.8002,NO
0.1584,0.4721,NO
0.065,0.3877,NO
0.0678,0.5863,NO
0.1652,1.7833,YES
0.4499,2.0926,YES
0.0947,0.6719,NO
0.1079,0.0751,NO
0.0645,0.583,NO
0.1095,0.3291,NO
0.1665,0.4342,NO
0.1472,0.48,NO
0.1463,0.4819,NO
0.1261,1.6032,YES
0.0528,0.7242,NO
0.3791,2.0995,YES
0.0329,0.4773,NO
0.3577,2.4909,YES
0.062,0.2858,NO
0.0477,0.3759,NO
0.0457,0.4885,NO
0.1274,0.1914,NO
0.0681,0.2954,NO
0.1427,0.7848,NO
0.0804,0.3109,NO
0.0769,0.5427,NO
0.1422,0.5216,NO
0.0613,0.8594,NO
0.1484,0.9174,NO
0.1778,1.7305,NO
0.1025,0.6944,NO
0.1545,1.5338,NO
0.1529,0.789,NO
0.1098,0.3526,NO
0.1753,1.081,NO
0.1807,2.2747,YES
0.134,0.9315,NO
0.2818,2.7938,YES
0.2438,0.9907,NO
0.2385,1.1223,NO
0.2176,1.1128,NO
0.0807,0.6789,NO
