DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_VSM_88,Associated
0.0737,0.3071,NO
0.0652,0.1819,NO
0.1144,0.2287,NO
0.2164,0.3093,NO
0.0671,0.31,NO
0.0906,0.1523,NO
0.0589,0.3258,NO
0.0679,0.1334,NO
0.1689,0.2137,NO
0.2469,1.0,YES
0.0616,0.1782,NO
0.33799999999999997,1.0,YES
0.2427,0.3555,NO
0.2231,0.3555,NO
0.2223,0.2206,NO
0.1142,0.1819,NO
0.0706,0.2383,NO
0.1109,0.1585,NO
0.0747,0.2383,NO
0.2179,0.1033,NO
0.1147,0.3078,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,0.3987,YES
0.1573,0.2502,NO
0.0716,0.7677,YES
0.1205,0.2156,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.2893,NO
0.1579,0.2044,NO
0.1148,0.1542,NO
0.1112,0.3034,NO
0.3947,1.0,YES
0.0957,0.7333,YES
0.1364,0.2069,NO
0.1056,0.1939,NO
0.0981,0.2069,NO
0.1058,0.1939,NO
0.1797,0.3148,NO
0.1526,0.3148,NO
0.1551,0.1953,NO
0.2811,1.0,YES
0.0766,0.2278,NO
0.1126,0.8716,YES
0.0341,0.1542,NO
0.3399,0.568,YES
0.0412,0.1542,NO
0.1212,0.1939,NO
0.0769,0.1939,NO
0.1235,0.1597,NO
0.0802,0.1939,NO
0.1903,0.2268,NO
0.1119,0.1939,NO
0.1008,0.1057,NO
0.0886,0.3071,NO
0.1534,0.294,NO
0.1331,0.5722,NO
0.2865,0.4329,NO
0.1512,0.3765,NO
0.1666,0.6333,NO
0.1465,0.4164,NO
0.0509,0.0958,NO
0.2187,0.4753,NO
0.4574,1.0,YES
0.1603,0.3753,NO
0.2015,1.0,YES
0.205,0.3104,NO
0.2168,0.3824,NO
0.2136,0.1697,NO
0.1919,0.3282,NO
0.1533,0.271,NO
0.1268,0.318,NO
0.1947,0.3844,NO
0.1755,0.1482,NO
0.2202,0.3753,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.4758,NO
0.1927,1.0,YES
0.1251,0.2156,NO
0.1303,1.0,YES
0.1814,1.0,YES
0.3356,0.3151,NO
0.1662,0.1909,NO
0.1507,0.1909,NO
0.1441,0.2075,NO
0.3435,0.7571,YES
0.1243,0.2682,YES
0.1731,0.2479,NO
0.0952,0.2187,NO
0.1364,0.2479,NO
0.0887,0.2187,NO
0.2289,0.3667,NO
0.2088,0.278,NO
0.2075,0.2281,NO
0.1923,1.0,YES
0.0927,0.2044,NO
0.0821,0.2891,YES
0.0311,0.1909,NO
0.3081,0.504,YES
0.0406,0.1,NO
0.1251,0.2187,NO
0.091,0.2289,NO
0.11800000000000001,0.2187,NO
0.1053,0.0791,NO
0.2201,0.2479,NO
0.1351,0.1366,NO
0.1328,0.2479,NO
0.0724,0.27,NO
0.0244,0.11599999999999999,NO
0.1404,0.5033,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.6382,YES
0.0826,0.344,NO
0.013000000000000001,0.2493,NO
0.2103,0.5227,YES
0.1395,0.254,NO
0.1325,1.0,YES
0.1443,0.254,NO
0.2165,0.3877,NO
0.1934,0.2939,NO
0.1934,0.2412,NO
0.0572,0.2493,NO
0.2318,1.0,YES
0.0556,0.2254,NO
0.3609,1.0,YES
0.1417,0.2493,NO
0.255,1.0,YES
0.0522,0.3369,NO
0.0677,0.4169,NO
0.1439,0.4856,NO
0.0494,0.254,NO
0.1715,1.0,YES
0.0964,0.4444,NO
0.1343,0.4367,YES
0.1544,0.2912,NO
0.0732,0.1012,NO
0.1975,0.3565,NO
0.2582,0.3701,NO
0.1977,0.3613,NO
0.1701,0.4052,NO
0.1684,0.3089,NO
0.1225,0.0908,NO
0.1458,0.2962,NO
0.4028,0.9481,YES
0.1577,0.2333,NO
0.2904,0.9481,YES
0.1987,0.3166,NO
0.1756,0.3375,NO
0.1689,0.19699999999999998,NO
0.054000000000000006,0.2225,NO
0.1469,0.3132,NO
0.0547,0.2156,NO
0.1082,0.3613,NO
0.2019,0.1248,NO
0.1293,0.3132,NO
0.3897,0.9481,YES
0.3612,0.9481,YES
0.2791,0.9481,YES
0.2894,0.6231,YES
0.2226,0.3029,NO
0.1753,0.9187,YES
0.0979,0.2044,NO
0.0985,0.1676,NO
0.0774,0.1676,NO
0.1069,0.2644,YES
0.3647,1.0,YES
0.2531,1.0,YES
0.1331,0.3353,YES
0.0885,0.2651,NO
0.0604,0.0856,NO
0.2068,0.2746,YES
0.2598,0.4066,NO
0.106,0.5253,YES
0.1459,0.4608,NO
0.2252,0.3335,NO
0.2571,0.3376,NO
0.2375,0.2074,NO
0.1453,0.1676,NO
0.2245,0.594,YES
0.141,0.1465,NO
0.2623,1.0,YES
0.142,0.0845,NO
0.2555,1.0,YES
0.2049,0.3157,NO
0.2206,0.5347,NO
0.2228,0.4608,NO
0.1032,0.2111,NO
0.1461,0.5253,YES
0.1116,0.4608,NO
0.1326,0.2294,YES
0.1415,0.3071,NO
0.0745,0.2816,NO
0.2381,0.5722,NO
0.19,0.4329,NO
0.1547,0.31,NO
0.1997,0.6333,NO
0.1653,0.4164,NO
0.1536,0.0958,NO
0.1999,0.4753,NO
0.1989,1.0,YES
0.2045,0.42700000000000005,NO
0.2447,1.0,YES
0.2519,0.4316,NO
0.2036,0.3824,NO
0.2033,0.2685,NO
0.0533,0.3282,NO
0.105,0.3104,NO
0.055999999999999994,0.318,NO
0.1113,0.42700000000000005,NO
0.2256,0.1419,NO
0.0989,0.42700000000000005,NO
0.1879,1.0,YES
0.1445,1.0,YES
0.1901,1.0,YES
0.3108,1.0,YES
0.2405,0.4758,NO
0.1657,1.0,YES
0.1331,0.2748,NO
0.0949,0.3071,NO
0.1339,0.1871,NO
0.22399999999999998,0.5722,NO
0.1967,0.3982,NO
0.1436,0.31,NO
0.2079,0.6333,NO
0.1339,0.4164,NO
0.0967,0.1027,NO
0.2198,0.4753,NO
0.3428,1.0,YES
0.2344,0.3271,NO
0.1736,1.0,YES
0.1331,0.3104,NO
0.0735,0.3824,NO
0.0647,0.0793,NO
0.204,0.3019,NO
0.1327,0.4156,NO
0.1655,0.2925,NO
0.31,0.4156,NO
0.1309,0.1027,NO
0.2819,0.3237,NO
0.4042,1.0,YES
0.3296,1.0,YES
0.4941,1.0,YES
0.1783,1.0,YES
0.193,0.4758,NO
0.2673,1.0,YES
0.1726,0.3271,NO
0.1439,0.2762,NO
0.0769,0.2435,NO
0.1953,0.3406,NO
0.2342,0.4329,NO
0.2047,0.2788,NO
0.1823,0.3821,NO
0.1684,0.293,NO
0.1204,0.0861,NO
0.1751,0.3138,NO
0.3579,0.8995,YES
0.1828,0.2964,NO
0.2083,1.0,YES
0.2252,0.3649,NO
0.2041,0.3511,NO
0.2007,0.22699999999999998,NO
0.0498,0.3282,NO
0.1415,0.2694,NO
0.0515,0.318,NO
0.1207,0.3529,NO
0.1912,0.1227,NO
0.14,0.2768,NO
0.4038,0.8995,YES
0.3494,1.0,YES
0.2799,1.0,YES
0.2675,0.5952,YES
0.2206,0.2964,NO
0.2003,1.0,YES
0.1168,0.2964,NO
0.0727,0.3071,NO
0.0714,0.1106,NO
0.10800000000000001,0.5722,NO
0.2886,0.3847,NO
0.1427,0.3847,NO
0.0855,0.6333,NO
0.0605,0.4164,NO
0.0532,0.0958,NO
0.1421,0.4753,NO
0.4397,1.0,YES
0.0607,0.0997,NO
0.2347,1.0,YES
0.2118,0.3435,NO
0.2048,0.3824,NO
0.2045,0.2131,NO
0.0849,0.2431,NO
0.1035,0.2285,NO
0.0824,0.2355,NO
0.0975,0.3847,NO
0.1702,0.0778,NO
0.1518,0.3078,NO
0.3372,1.0,YES
0.3303,1.0,YES
0.314,1.0,YES
0.1257,1.0,YES
0.1375,0.4758,NO
0.1128,1.0,YES
0.099,0.2156,NO
0.1069,0.3527,NO
0.0451,0.2465,NO
0.5095,1.0,YES
0.1431,0.6407,YES
0.1227,0.5589,YES
0.2847,0.8451,YES
0.2237,0.344,NO
0.1065,0.2734,NO
0.3266,1.0,YES
0.0974,0.2378,NO
0.3289,1.0,YES
0.1059,0.1905,NO
0.2131,0.4413,NO
0.1496,0.3856,NO
0.1474,0.0756,NO
0.0902,0.2734,NO
0.0993,0.4942,YES
0.0875,0.2471,NO
0.2369,1.0,YES
0.2129,0.2734,NO
0.1321,1.0,YES
0.1271,0.3369,NO
0.08,0.3458,NO
0.3025,0.5289,NO
0.12,0.242,NO
0.3399,1.0,YES
0.2516,0.5562,NO
0.2081,1.0,YES
0.1799,0.3618,NO
0.1547,0.146,NO
0.3595,1.0,YES
0.2156,0.27399999999999997,NO
0.1535,0.2253,NO
0.4159,0.8451,YES
0.1827,0.4093,NO
0.1097,0.1329,NO
0.5448,1.0,YES
0.191,0.4965,NO
0.4381,1.0,YES
0.1528,0.4965,NO
0.3264,0.4413,NO
0.3203,0.2822,NO
0.2648,0.1849,NO
0.171,0.0343,NO
0.21899999999999997,0.4049,NO
0.1398,0.1902,NO
0.3673,0.4032,NO
0.1451,0.1142,NO
0.2637,0.4032,NO
0.1991,0.4965,NO
0.1784,0.4965,NO
0.3767,0.518,NO
0.1917,0.4965,NO
0.3794,1.0,YES
0.3359,0.5562,NO
0.2874,1.0,YES
0.0798,0.27,NO
0.0364,0.11599999999999999,NO
0.2475,0.6149,YES
0.2794,0.6407,YES
0.2232,1.0,YES
0.2213,0.6382,YES
0.1233,0.344,NO
0.0474,0.1327,NO
0.2799,0.6149,YES
0.2328,0.6231,NO
0.2608,1.0,YES
0.1095,0.6231,NO
0.2365,0.4651,NO
0.2061,0.4308,NO
0.2048,0.2893,NO
0.0456,0.1801,NO
0.1795,1.0,YES
0.0442,0.1744,NO
0.27,1.0,YES
0.1224,0.0976,NO
0.1913,1.0,YES
0.2397,0.6231,NO
0.2111,0.6231,NO
0.2935,0.6083,NO
0.1155,0.6231,NO
0.243,1.0,YES
0.1959,0.6231,NO
0.198,0.6149,YES
0.1636,0.2043,NO
0.1646,0.1504,NO
0.3881,1.0,YES
0.1762,0.2238,NO
0.1649,0.2298,NO
0.4197,0.6838,YES
0.1681,0.3016,NO
0.153,0.0726,NO
0.4738,0.784,YES
0.159,0.5177,NO
0.493,1.0,YES
0.1456,0.5177,NO
0.2244,0.4238,NO
0.1542,0.3191,NO
0.1277,0.1803,NO
0.1775,0.1238,NO
0.2106,0.3158,NO
0.1654,0.1834,NO
0.3557,0.3776,NO
0.0902,0.1572,NO
0.2663,0.2471,NO
0.2218,0.5177,NO
0.1764,0.5177,NO
0.3901,0.5289,NO
0.21600000000000003,0.5177,NO
0.402,0.7795,YES
0.3584,0.5177,NO
0.3239,0.7795,YES
0.0467,0.27,NO
0.0184,0.1184,NO
0.0544,0.1804,YES
0.1967,0.4998,YES
0.1251,1.0,YES
0.0526,0.1969,YES
0.0389,0.1673,NO
0.0098,0.1186,NO
0.1204,0.2096,YES
0.1152,0.1827,NO
0.0434,0.4131,YES
0.0994,0.153,NO
0.171,0.2728,NO
0.1733,0.2644,NO
0.1785,0.1697,NO
0.0632,0.1729,NO
0.1652,1.0,YES
0.0614,0.1216,NO
0.1533,1.0,YES
0.1347,0.1186,NO
0.1212,1.0,YES
0.015,0.1982,NO
0.0714,0.2793,NO
0.0698,0.4471,NO
0.035,0.0949,NO
0.0672,0.2445,YES
0.0378,0.4382,NO
0.0637,0.1371,YES
0.3024,1.0,YES
0.0482,1.0,YES
0.3634,0.3151,NO
0.1548,0.2044,NO
0.1459,0.1473,NO
0.1506,0.2387,NO
0.2394,1.0,YES
0.3693,0.7333,YES
0.1404,0.2796,NO
0.0758,0.2273,NO
0.1517,0.2796,NO
0.067,0.2273,NO
0.2131,0.4228,NO
0.16,0.4228,NO
0.1446,0.2623,NO
0.0844,1.0,YES
0.095,0.2278,NO
0.2419,0.8716,YES
0.026000000000000002,0.1676,NO
0.2985,0.6145,YES
0.0377,0.1676,NO
0.102,0.2273,NO
0.0927,0.2289,NO
0.1259,0.2273,NO
0.1193,0.1087,NO
0.2177,0.2796,NO
0.15,0.1427,NO
0.0996,0.2796,NO
0.0839,0.2985,NO
0.0672,0.1352,NO
0.3068,1.0,YES
0.1154,0.3525,YES
0.0802,0.3075,YES
0.3166,1.0,YES
0.0868,0.4024,NO
0.0677,0.1123,NO
0.5456,1.0,YES
0.0938,0.4779,NO
0.3771,0.9043,YES
0.0765,0.4779,NO
0.3042,0.3808,NO
0.1867,0.3727,NO
0.2024,0.1525,NO
0.084,0.0986,NO
0.1127,0.4729,YES
0.0773,0.2682,NO
0.3002,0.5522,YES
0.0821,0.1638,NO
0.1969,0.5502,YES
0.1353,0.4779,NO
0.0942,0.4779,NO
0.3023,0.6069,NO
0.1177,0.4779,NO
0.2966,1.0,YES
0.2621,0.578,NO
0.3631,0.9043,YES
0.1178,0.3527,NO
0.0474,0.0776,NO
0.4277,1.0,YES
0.2214,0.4091,YES
0.2007,0.4064,YES
0.2467,1.0,YES
0.2192,0.4024,NO
0.1165,0.1329,NO
0.3035,1.0,YES
0.1886,0.5579999999999999,NO
0.2922,1.0,YES
0.1088,0.5579999999999999,NO
0.2277,0.4413,NO
0.1763,0.3727,NO
0.1744,0.0841,NO
0.0948,0.1237,NO
0.152,0.4013,YES
0.0882,0.2682,NO
0.2267,0.6385,YES
0.1968,0.308,NO
0.1574,0.6385,YES
0.2134,0.5579999999999999,NO
0.1846,0.5579999999999999,NO
0.3004,0.6069,NO
0.1322,0.5579999999999999,NO
0.3039,1.0,YES
0.2341,0.578,NO
0.2137,0.5648,YES
0.1342,0.3618,NO
0.1099,0.1845,NO
0.526,1.0,YES
0.1623,0.6407,YES
0.1996,0.5589,YES
0.3297,1.0,YES
0.22699999999999998,0.4093,NO
0.1622,0.1392,NO
0.3372,1.0,YES
0.1102,0.3543,NO
0.3901,1.0,YES
0.1022,0.4318,NO
