DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_VSM_90,Associated
0.0737,0.299,NO
0.0652,0.5153,NO
0.1144,0.2271,NO
0.2164,0.8097,NO
0.0671,0.5917,NO
0.0906,0.3433,NO
0.0589,0.2857,NO
0.0679,0.0831,NO
0.1689,0.2997,NO
0.2469,1.419,YES
0.0616,0.4105,NO
0.33799999999999997,1.5392,YES
0.2427,0.7732,NO
0.2231,0.7682,NO
0.2223,0.9198,NO
0.1142,0.0352,NO
0.0706,0.7007,NO
0.1109,0.1883,NO
0.0747,0.3484,NO
0.2179,0.3229,NO
0.1147,0.3462,NO
0.0779,1.3597,YES
0.0804,1.5569,YES
0.1668,1.3455,YES
0.24,1.7275,YES
0.1573,0.0397,NO
0.0716,1.8651,YES
0.1205,0.3937,NO
0.1072,2.2954,YES
0.2444,2.1711,YES
0.3362,0.5238,NO
0.1579,0.3493,NO
0.1148,0.2337,NO
0.1112,0.4381,NO
0.3947,1.6623,YES
0.0957,3.0516,YES
0.1364,0.5026,NO
0.1056,0.5253,NO
0.0981,0.4222,NO
0.1058,0.6466,NO
0.1797,0.5047,NO
0.1526,0.6073,NO
0.1551,0.6987,NO
0.2811,1.4798,YES
0.0766,0.4546,NO
0.1126,3.0589,YES
0.0341,0.2216,NO
0.3399,3.0656,YES
0.0412,0.2035,NO
0.1212,0.8015,NO
0.0769,0.9117,NO
0.1235,0.6993,NO
0.0802,0.9674,NO
0.1903,0.488,NO
0.1119,0.8340000000000001,NO
0.1008,0.6635,NO
0.0886,0.6622,NO
0.1534,0.9418,NO
0.1331,0.8356,NO
0.2865,1.1991,NO
0.1512,1.3733,NO
0.1666,1.6392,NO
0.1465,0.863,NO
0.0509,0.5181,NO
0.2187,0.8663,NO
0.4574,2.9811,YES
0.1603,1.8007,NO
0.2015,2.8238,YES
0.205,0.5978,NO
0.2168,0.5885,NO
0.2136,0.7405,NO
0.1919,0.2886,NO
0.1533,1.8053,NO
0.1268,0.5174,NO
0.1947,0.8665,NO
0.1755,0.7117,NO
0.2202,1.0264,NO
0.4465,3.4021,YES
0.4252,3.0302,YES
0.3653,3.404,YES
0.1771,3.3472,YES
0.1659,0.8184,NO
0.1927,3.8487,YES
0.1251,1.2121,NO
0.1303,1.8999,YES
0.1814,2.1466,YES
0.3356,2.3164,NO
0.1662,1.1277,NO
0.1507,1.1374,NO
0.1441,1.7716,NO
0.3435,2.2092,YES
0.1243,2.5860000000000003,YES
0.1731,1.8151,NO
0.0952,0.5673,NO
0.1364,2.1692,NO
0.0887,0.6413,NO
0.2289,0.1363,NO
0.2088,0.3577,NO
0.2075,0.6086,NO
0.1923,1.4089,YES
0.0927,1.2541,NO
0.0821,2.6659,YES
0.0311,1.2125,NO
0.3081,2.8048,YES
0.0406,1.5846,NO
0.1251,0.8168,NO
0.091,0.6788,NO
0.11800000000000001,0.9954,NO
0.1053,1.0686,NO
0.2201,2.1205,NO
0.1351,1.1335,NO
0.1328,2.1649,NO
0.0724,0.3726,NO
0.0244,0.5691,NO
0.1404,2.1894,YES
0.3348,4.1209,YES
0.2937,4.4083,YES
0.14300000000000002,2.0839,YES
0.0826,0.6381,NO
0.013000000000000001,0.1846,NO
0.2103,1.8039,YES
0.1395,0.5739,NO
0.1325,2.7816,YES
0.1443,0.5366,NO
0.2165,0.5338,NO
0.1934,0.7076,NO
0.1934,1.2419,NO
0.0572,0.24600000000000002,NO
0.2318,4.6431,YES
0.0556,0.4261,NO
0.3609,4.3912,YES
0.1417,0.8257,NO
0.255,4.3826,YES
0.0522,0.846,NO
0.0677,0.8447,NO
0.1439,1.0667,NO
0.0494,0.8164,NO
0.1715,1.6058,YES
0.0964,0.9511,NO
0.1343,1.9237,YES
0.1544,0.8490000000000001,NO
0.0732,0.8815,NO
0.1975,0.8878,NO
0.2582,0.9994,NO
0.1977,1.1902,NO
0.1701,1.4883,NO
0.1684,0.9327,NO
0.1225,0.6729999999999999,NO
0.1458,0.6557,NO
0.4028,2.8534,YES
0.1577,1.7567,NO
0.2904,2.8853,YES
0.1987,0.5386,NO
0.1756,0.537,NO
0.1689,0.6274,NO
0.054000000000000006,0.3129,NO
0.1469,1.3593,NO
0.0547,0.7344,NO
0.1082,0.7211,NO
0.2019,0.9640000000000001,NO
0.1293,0.9136,NO
0.3897,3.3551,YES
0.3612,2.9215,YES
0.2791,3.1357,YES
0.2894,3.447,YES
0.2226,0.8094,NO
0.1753,3.736,YES
0.0979,1.0773,NO
0.0985,0.5381,NO
0.0774,0.7564,NO
0.1069,1.994,YES
0.3647,4.0918,YES
0.2531,4.3918,YES
0.1331,2.2136,YES
0.0885,0.4751,NO
0.0604,0.3244,NO
0.2068,2.0091,YES
0.2598,1.0422,NO
0.106,2.6782,YES
0.1459,0.6125,NO
0.2252,0.9648,NO
0.2571,1.0143,NO
0.2375,1.7566,NO
0.1453,0.248,NO
0.2245,4.8229,YES
0.141,0.4666,NO
0.2623,4.2303,YES
0.142,0.9229,NO
0.2555,3.9027,YES
0.2049,1.1192,NO
0.2206,1.3451,NO
0.2228,1.2873,NO
0.1032,0.736,NO
0.1461,1.5018,YES
0.1116,1.4498,NO
0.1326,2.1914,YES
0.1415,0.929,NO
0.0745,0.8573,NO
0.2381,1.2897,NO
0.19,0.8525,NO
0.1547,0.9263,NO
0.1997,1.8598,NO
0.1653,1.0482,NO
0.1536,0.6023,NO
0.1999,1.1926,NO
0.1989,2.342,YES
0.2045,2.0157,NO
0.2447,2.6630000000000003,YES
0.2519,1.0991,NO
0.2036,1.1769,NO
0.2033,1.1973,NO
0.0533,0.3823,NO
0.105,1.3651,NO
0.055999999999999994,0.7386,NO
0.1113,0.5329,NO
0.2256,1.1473,NO
0.0989,0.9159,NO
0.1879,2.9121,YES
0.1445,2.6923,YES
0.1901,3.3611,YES
0.3108,3.4014,YES
0.2405,1.1842,NO
0.1657,3.4119,YES
0.1331,1.6489,NO
0.0949,0.6779999999999999,NO
0.1339,0.9735,NO
0.22399999999999998,1.2726,NO
0.1967,1.1487,NO
0.1436,1.6645,NO
0.2079,2.1923,NO
0.1339,1.0166,NO
0.0967,0.5609,NO
0.2198,1.426,NO
0.3428,3.0324,YES
0.2344,2.2727,NO
0.1736,2.9373,YES
0.1331,0.3801,NO
0.0735,0.1852,NO
0.0647,0.4783,NO
0.204,0.3389,NO
0.1327,1.7712,NO
0.1655,0.5849,NO
0.31,1.2608,NO
0.1309,0.5199,NO
0.2819,1.1909999999999998,NO
0.4042,3.3133,YES
0.3296,3.1481,YES
0.4941,3.4312,YES
0.1783,3.2774,YES
0.193,1.0611,NO
0.2673,4.5128,YES
0.1726,1.7005,NO
0.1439,0.7819,NO
0.0769,0.9173,NO
0.1953,0.5293,NO
0.2342,0.9793,NO
0.2047,1.0986,NO
0.1823,1.4461,NO
0.1684,0.6701,NO
0.1204,0.4653,NO
0.1751,0.82,NO
0.3579,3.1395,YES
0.1828,1.4825,NO
0.2083,3.1107,YES
0.2252,0.5103,NO
0.2041,0.5078,NO
0.2007,0.5363,NO
0.0498,0.0653,NO
0.1415,1.4397,NO
0.0515,0.4726,NO
0.1207,0.6458,NO
0.1912,0.5483,NO
0.14,0.6833,NO
0.4038,3.3924,YES
0.3494,3.2098,YES
0.2799,3.5064,YES
0.2675,3.5951,YES
0.2206,0.5077,NO
0.2003,4.0,YES
0.1168,1.055,NO
0.0727,0.7357,NO
0.0714,0.966,NO
0.10800000000000001,0.6061,NO
0.2886,1.6578,NO
0.1427,1.7527,NO
0.0855,1.4808,NO
0.0605,0.8194,NO
0.0532,0.493,NO
0.1421,0.6942,NO
0.4397,2.9504,YES
0.0607,1.54,NO
0.2347,2.9671,YES
0.2118,0.5725,NO
0.2048,0.5308,NO
0.2045,0.7311,NO
0.0849,0.2216,NO
0.1035,1.9856,NO
0.0824,0.5694,NO
0.0975,1.1449,NO
0.1702,0.7514,NO
0.1518,1.3765,NO
0.3372,3.3406,YES
0.3303,3.13,YES
0.314,3.2799,YES
0.1257,3.5533,YES
0.1375,0.6685,NO
0.1128,3.82,YES
0.099,1.0885,NO
0.1069,1.1061,NO
0.0451,0.7305,NO
0.5095,5.6263,YES
0.1431,1.0336,YES
0.1227,1.7925,YES
0.2847,6.1992,YES
0.2237,2.4166,NO
0.1065,0.9442,NO
0.3266,5.3076,YES
0.0974,0.6701,NO
0.3289,6.7487,YES
0.1059,1.0631,NO
0.2131,0.6056,NO
0.1496,0.7457,NO
0.1474,1.0173,NO
0.0902,0.6257,NO
0.0993,2.0117,YES
0.0875,0.9402,NO
0.2369,1.8901,YES
0.2129,1.9931,NO
0.1321,2.5413,YES
0.1271,1.8361,NO
0.08,1.1284,NO
0.3025,2.9937,NO
0.12,1.7259,NO
0.3399,5.7877,YES
0.2516,1.8438,NO
0.2081,6.2834,YES
0.1799,0.5662,NO
0.1547,0.22399999999999998,NO
0.3595,2.963,YES
0.2156,0.9227,NO
0.1535,1.2898,NO
0.4159,3.9554,YES
0.1827,1.3637,NO
0.1097,0.4258,NO
0.5448,3.5437,YES
0.191,0.6974,NO
0.4381,3.9634,YES
0.1528,0.8495,NO
0.3264,0.5158,NO
0.3203,0.632,NO
0.2648,1.1597,NO
0.171,0.3377,NO
0.21899999999999997,1.7499,NO
0.1398,0.3221,NO
0.3673,0.8288,NO
0.1451,0.8236,NO
0.2637,1.6542,NO
0.1991,1.2668,NO
0.1784,1.0777,NO
0.3767,2.1843,NO
0.1917,0.9686,NO
0.3794,3.5979,YES
0.3359,1.4262,NO
0.2874,3.77,YES
0.0798,1.075,NO
0.0364,0.8512,NO
0.2475,4.532,YES
0.2794,3.742,YES
0.2232,4.8655,YES
0.2213,5.1889,YES
0.1233,1.8632,NO
0.0474,0.5344,NO
0.2799,4.7568,YES
0.2328,1.2881,NO
0.2608,5.4035,YES
0.1095,0.8681,NO
0.2365,0.9252,NO
0.2061,1.002,NO
0.2048,1.8325,NO
0.0456,0.4549,NO
0.1795,4.5769,YES
0.0442,0.7928,NO
0.27,4.3384,YES
0.1224,1.5857,NO
0.1913,5.1371,YES
0.2397,1.8547,NO
0.2111,1.8356,NO
0.2935,2.4677,NO
0.1155,1.4208,NO
0.243,4.6247,YES
0.1959,2.4321,NO
0.198,5.3957,YES
0.1636,0.3663,NO
0.1646,0.593,NO
0.3881,3.7424,YES
0.1762,0.7839,NO
0.1649,1.3067,NO
0.4197,4.2367,YES
0.1681,1.2744,NO
0.153,0.2312,NO
0.4738,3.7087,YES
0.159,0.3874,NO
0.493,4.7151,YES
0.1456,0.9366,NO
0.2244,0.9312,NO
0.1542,0.8071,NO
0.1277,0.7131,NO
0.1775,0.2753,NO
0.2106,1.5714,NO
0.1654,0.2618,NO
0.3557,2.0969,NO
0.0902,0.8679,NO
0.2663,1.7146,NO
0.2218,1.2398,NO
0.1764,0.9371,NO
0.3901,2.1827,NO
0.21600000000000003,1.16,NO
0.402,3.1486,YES
0.3584,1.5595,NO
0.3239,3.9897,YES
0.0467,0.5237,NO
0.0184,0.8866,NO
0.0544,1.5818,YES
0.1967,3.9721,YES
0.1251,4.0164,YES
0.0526,1.8134,YES
0.0389,0.6343,NO
0.0098,0.5631,NO
0.1204,1.4735,YES
0.1152,0.6383,NO
