DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_RAW_VSM_65,Associated
0.0737,0.0217,NO
0.0652,0.1687,NO
0.1144,0.1423,NO
0.2164,0.0949,NO
0.0671,0.0407,NO
0.0906,0.1986,NO
0.0589,0.1687,NO
0.0679,0.1687,NO
0.1689,0.102,NO
0.2469,0.4096,YES
0.0616,0.1412,NO
0.33799999999999997,1.0,YES
0.2427,0.0239,NO
0.2231,0.0325,NO
0.2223,0.0229,NO
0.1142,0.0647,NO
0.0706,0.20600000000000002,NO
0.1109,0.1687,NO
0.0747,0.1701,NO
0.2179,0.0402,NO
0.1147,0.2083,NO
0.0779,1.0,YES
0.0804,1.0,YES
0.1668,1.0,YES
0.24,0.4096,YES
0.1573,0.1153,NO
0.0716,1.0,YES
0.1205,0.1219,NO
0.1072,0.1615,YES
0.2444,0.3715,YES
0.3362,0.1778,NO
0.1579,0.1344,NO
0.1148,0.1033,NO
0.1112,0.1778,NO
0.3947,0.3715,YES
0.0957,0.3715,YES
0.1364,0.1778,NO
0.1056,0.0306,NO
0.0981,0.1778,NO
0.1058,0.0226,NO
0.1797,0.0699,NO
0.1526,0.0633,NO
0.1551,0.0533,NO
0.2811,0.1424,YES
0.0766,0.0583,NO
0.1126,0.3715,YES
0.0341,0.1344,NO
0.3399,0.1792,YES
0.0412,0.1088,NO
0.1212,0.0338,NO
0.0769,0.0425,NO
0.1235,0.0323,NO
0.0802,0.0227,NO
0.1903,0.1778,NO
0.1119,0.0416,NO
0.1008,0.1778,NO
0.0886,0.0389,NO
0.1534,0.1731,NO
0.1331,0.2688,NO
0.2865,0.1616,NO
0.1512,0.1508,NO
0.1666,0.1505,NO
0.1465,0.1987,NO
0.0509,0.1731,NO
0.2187,0.2252,NO
0.4574,1.0,YES
0.1603,0.1505,NO
0.2015,0.5081,YES
0.205,0.1625,NO
0.2168,0.1834,NO
0.2136,0.1625,NO
0.1919,0.0831,NO
0.1533,0.1906,NO
0.1268,0.1731,NO
0.1947,0.1843,NO
0.1755,0.092,NO
0.2202,0.166,NO
0.4465,1.0,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.2254,NO
0.1927,1.0,YES
0.1251,0.1576,NO
0.1303,0.188,YES
0.1814,1.0,YES
0.3356,0.204,NO
0.1662,0.0611,NO
0.1507,0.0536,NO
0.1441,0.0609,NO
0.3435,1.0,YES
0.1243,1.0,YES
0.1731,0.1525,NO
0.0952,0.1355,NO
0.1364,0.1223,NO
0.0887,0.0609,NO
0.2289,0.0995,NO
0.2088,0.1649,NO
0.2075,0.0144,NO
0.1923,0.3834,YES
0.0927,0.204,NO
0.0821,1.0,YES
0.0311,0.0577,NO
0.3081,0.2381,YES
0.0406,0.204,NO
0.1251,0.0909,NO
0.091,0.1355,NO
0.11800000000000001,0.1355,NO
0.1053,0.0611,NO
0.2201,0.1223,NO
0.1351,0.1355,NO
0.1328,0.1525,NO
0.0724,0.1566,NO
0.0244,0.0635,NO
0.1404,1.0,YES
0.3348,1.0,YES
0.2937,0.3659,YES
0.14300000000000002,0.2985,YES
0.0826,0.1661,NO
0.013000000000000001,0.1088,NO
0.2103,0.2465,YES
0.1395,0.183,NO
0.1325,0.2134,YES
0.1443,0.1023,NO
0.2165,0.1252,NO
0.1934,0.1632,NO
0.1934,0.0168,NO
0.0572,0.0818,NO
0.2318,1.0,YES
0.0556,0.1088,NO
0.3609,1.0,YES
0.1417,0.0737,NO
0.255,1.0,YES
0.0522,0.1516,NO
0.0677,0.2044,NO
0.1439,0.1488,NO
0.0494,0.1116,NO
0.1715,0.2732,YES
0.0964,0.2113,NO
0.1343,0.2078,YES
0.1544,0.025,NO
0.0732,0.1621,NO
0.1975,0.2524,NO
0.2582,0.1926,NO
0.1977,0.1118,NO
0.1701,0.1986,NO
0.1684,0.1621,NO
0.1225,0.1621,NO
0.1458,0.1639,NO
0.4028,1.0,YES
0.1577,0.1639,NO
0.2904,1.0,YES
0.1987,0.1844,NO
0.1756,0.0848,NO
0.1689,0.1844,NO
0.054000000000000006,0.0621,NO
0.1469,0.2524,NO
0.0547,0.1621,NO
0.1082,0.1701,NO
0.2019,0.0386,NO
0.1293,0.2524,NO
0.3897,1.0,YES
0.3612,1.0,YES
0.2791,1.0,YES
0.2894,1.0,YES
0.2226,0.1312,NO
0.1753,1.0,YES
0.0979,0.1219,NO
0.0985,0.1248,NO
0.0774,0.11,NO
0.1069,0.2886,YES
0.3647,0.3672,YES
0.2531,1.0,YES
0.1331,0.1092,YES
0.0885,0.1306,NO
0.0604,0.11,NO
0.2068,0.1119,YES
0.2598,0.2293,NO
0.106,0.1092,YES
0.1459,0.2293,NO
0.2252,0.1928,NO
0.2571,0.1632,NO
0.2375,0.1928,NO
0.1453,0.07200000000000001,NO
0.2245,0.2886,YES
0.141,0.11,NO
0.2623,0.2955,YES
0.142,0.0737,NO
0.2555,1.0,YES
0.2049,0.1516,NO
0.2206,0.2293,NO
0.2228,0.2293,NO
0.1032,0.2293,NO
0.1461,0.1429,YES
0.1116,0.1242,NO
0.1326,0.1092,YES
0.1415,0.0743,NO
0.0745,0.1755,NO
0.2381,0.2688,NO
0.19,0.1464,NO
0.1547,0.1508,NO
0.1997,0.1934,NO
0.1653,0.1987,NO
0.1536,0.1755,NO
0.1999,0.2252,NO
0.1989,1.0,YES
0.2045,0.2199,NO
0.2447,0.4061,YES
0.2519,0.1248,NO
0.2036,0.1834,NO
0.2033,0.0659,NO
0.0533,0.0831,NO
0.105,0.1906,NO
0.055999999999999994,0.1755,NO
0.1113,0.1843,NO
0.2256,0.1755,NO
0.0989,0.166,NO
0.1879,1.0,YES
0.1445,1.0,YES
0.1901,1.0,YES
0.3108,1.0,YES
0.2405,0.2254,NO
0.1657,1.0,YES
0.1331,0.1576,NO
0.0949,0.0797,NO
0.1339,0.0785,NO
0.22399999999999998,0.2688,NO
0.1967,0.1926,NO
0.1436,0.0824,NO
0.2079,0.1986,NO
0.1339,0.1987,NO
0.0967,0.0797,NO
0.2198,0.2252,NO
0.3428,1.0,YES
0.2344,0.2213,NO
0.1736,1.0,YES
0.1331,0.0797,NO
0.0735,0.1834,NO
0.0647,0.0797,NO
0.204,0.0325,NO
0.1327,0.20600000000000002,NO
0.1655,0.1544,NO
0.31,0.1843,NO
0.1309,0.0473,NO
0.2819,0.2083,NO
0.4042,1.0,YES
0.3296,1.0,YES
0.4941,1.0,YES
0.1783,1.0,YES
0.193,0.2254,NO
0.2673,1.0,YES
0.1726,0.2213,NO
0.1439,0.1796,NO
0.0769,0.027000000000000003,NO
0.1953,0.2664,NO
0.2342,0.1013,NO
0.2047,0.0717,NO
0.1823,0.2171,NO
0.1684,0.1796,NO
0.1204,0.1796,NO
0.1751,0.2171,NO
0.3579,0.4754,YES
0.1828,0.2171,NO
0.2083,0.4373,YES
0.2252,0.0774,NO
0.2041,0.0807,NO
0.2007,0.0591,NO
0.0498,0.0395,NO
0.1415,0.2664,NO
0.0515,0.1796,NO
0.1207,0.0754,NO
0.1912,0.0479,NO
0.14,0.2664,NO
0.4038,0.3444,YES
0.3494,0.4754,YES
0.2799,0.4754,YES
0.2675,0.4373,YES
0.2206,0.2171,NO
0.2003,0.4754,YES
0.1168,0.2171,NO
0.0727,0.1118,NO
0.0714,0.1348,NO
0.10800000000000001,0.1277,NO
0.2886,0.1926,NO
0.1427,0.1576,NO
0.0855,0.1277,NO
0.0605,0.1387,NO
0.0532,0.1348,NO
0.1421,0.1277,NO
0.4397,1.0,YES
0.0607,0.1277,NO
0.2347,1.0,YES
0.2118,0.1871,NO
0.2048,0.0847,NO
0.2045,0.1871,NO
0.0849,0.0415,NO
0.1035,0.0865,NO
0.0824,0.1348,NO
0.0975,0.0674,NO
0.1702,0.1348,NO
0.1518,0.1576,NO
0.3372,0.3961,YES
0.3303,1.0,YES
0.314,1.0,YES
0.1257,1.0,YES
0.1375,0.1277,NO
0.1128,0.4994,YES
0.099,0.1277,NO
0.1069,0.1741,NO
0.0451,0.1494,NO
0.5095,1.0,YES
0.1431,0.2996,YES
0.1227,0.2628,YES
0.2847,1.0,YES
0.2237,0.1924,NO
0.1065,0.153,NO
0.3266,1.0,YES
0.0974,0.1475,NO
0.3289,1.0,YES
0.1059,0.1253,NO
0.2131,0.2203,NO
0.1496,0.1489,NO
0.1474,0.2203,NO
0.0902,0.136,NO
0.0993,1.0,YES
0.0875,0.153,NO
0.2369,0.2829,YES
0.2129,0.0698,NO
0.1321,1.0,YES
0.1271,0.1214,NO
0.08,0.1709,NO
0.3025,0.2844,NO
0.12,0.1253,NO
0.3399,1.0,YES
0.2516,0.24100000000000002,NO
0.2081,1.0,YES
0.1799,0.1741,NO
0.1547,0.0802,NO
0.3595,1.0,YES
0.2156,0.141,NO
0.1535,0.172,NO
0.4159,0.3985,YES
0.1827,0.0649,NO
0.1097,0.0692,NO
0.5448,1.0,YES
0.191,0.1183,NO
0.4381,0.3985,YES
0.1528,0.0823,NO
0.3264,0.0177,NO
0.3203,0.0503,NO
0.2648,0.0945,NO
0.171,0.0941,NO
0.21899999999999997,0.2276,NO
0.1398,0.073,NO
0.3673,0.2179,NO
0.1451,0.0273,NO
0.2637,0.2276,NO
0.1991,0.2742,NO
0.1784,0.1709,NO
0.3767,0.2444,NO
0.1917,0.2742,NO
0.3794,1.0,YES
0.3359,0.2742,NO
0.2874,1.0,YES
0.0798,0.1768,NO
0.0364,0.1427,NO
0.2475,1.0,YES
0.2794,0.3645,YES
0.2232,1.0,YES
0.2213,0.2985,YES
0.1233,0.1768,NO
0.0474,0.1768,NO
0.2799,0.3189,YES
0.2328,0.33,NO
0.2608,0.3174,YES
0.1095,0.0561,NO
0.2365,0.2585,NO
0.2061,0.0911,NO
0.2048,0.2585,NO
0.0456,0.0818,NO
0.1795,1.0,YES
0.0442,0.1768,NO
0.27,0.2829,YES
0.1224,0.0472,NO
0.1913,1.0,YES
0.2397,0.3374,NO
0.2111,0.33,NO
0.2935,0.33,NO
0.1155,0.3374,NO
0.243,0.32899999999999996,YES
0.1959,0.3374,NO
0.198,0.3189,YES
0.1636,0.1523,NO
0.1646,0.0694,NO
0.3881,1.0,YES
0.1762,0.3036,NO
0.1649,0.1149,NO
0.4197,0.4534,YES
0.1681,0.0707,NO
0.153,0.0724,NO
0.4738,1.0,YES
0.159,0.0632,NO
0.493,1.0,YES
0.1456,0.0622,NO
0.2244,0.171,NO
0.1542,0.0603,NO
0.1277,0.171,NO
0.1775,0.0613,NO
0.2106,0.3036,NO
0.1654,0.0595,NO
0.3557,0.1122,NO
0.0902,0.0698,NO
0.2663,0.3036,NO
0.2218,0.2848,NO
0.1764,0.0862,NO
0.3901,0.2447,NO
0.21600000000000003,0.2848,NO
0.402,0.4534,YES
0.3584,0.2848,NO
0.3239,0.3677,YES
0.0467,0.1328,NO
0.0184,0.0854,NO
0.0544,1.0,YES
0.1967,1.0,YES
0.1251,0.2628,YES
0.0526,0.2985,YES
0.0389,0.1661,NO
0.0098,0.0854,NO
0.1204,0.2465,YES
0.1152,0.1475,NO
0.0434,0.2134,YES
0.0994,0.1175,NO
0.171,0.1625,NO
0.1733,0.1719,NO
0.1785,0.1625,NO
0.0632,0.0818,NO
0.1652,1.0,YES
0.0614,0.0854,NO
0.1533,0.3695,YES
0.1347,0.0232,NO
0.1212,1.0,YES
0.015,0.0281,NO
0.0714,0.13699999999999998,NO
0.0698,0.2125,NO
