DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_MULTI_VSM_63,Associated
0.0737,0.9394,NO
0.0652,0.4353,NO
0.1144,0.8919,NO
0.2164,0.8756,NO
0.0671,0.5429,NO
0.0906,1.0428,NO
0.0589,0.6476,NO
0.0679,0.3575,NO
0.1689,1.0905,NO
0.2469,1.4772,YES
0.0616,0.9263,NO
0.33799999999999997,1.5062,YES
0.2427,0.5453,NO
0.2231,0.9467,NO
0.2223,0.3042,NO
0.1142,0.5513,NO
0.0706,0.5075,NO
0.1109,0.5179,NO
0.0747,0.3504,NO
0.2179,0.5649,NO
0.1147,0.6212,NO
0.0779,1.1591,YES
0.0804,1.5919,YES
0.1668,1.7049,YES
0.24,1.0578,YES
0.1573,0.9639,NO
0.0716,1.5996,YES
0.1205,0.9740000000000001,NO
0.1072,2.535,YES
0.2444,1.8375,YES
0.3362,1.1428,NO
0.1579,0.7879,NO
0.1148,0.6868,NO
0.1112,0.8968,NO
0.3947,2.2355,YES
0.0957,1.5474,YES
0.1364,1.1054,NO
0.1056,0.8272,NO
0.0981,0.8276,NO
0.1058,0.6564,NO
0.1797,0.0,NO
0.1526,1.1386,NO
0.1551,0.221,NO
0.2811,2.1575,YES
0.0766,0.659,NO
0.1126,2.5519,YES
0.0341,0.7797,NO
0.3399,2.1501,YES
0.0412,0.7517,NO
0.1212,0.5533,NO
0.0769,1.1417,NO
0.1235,0.7286,NO
0.0802,0.588,NO
0.1903,1.1121,NO
0.1119,0.7974,NO
0.1008,0.8052,NO
0.0886,1.0266,NO
0.1534,0.7057,NO
0.1331,2.0618,NO
0.2865,1.5758,NO
0.1512,1.3658,NO
0.1666,1.7788,NO
0.1465,0.8846,NO
0.0509,0.2602,NO
0.2187,1.6576,NO
0.4574,3.7899,YES
0.1603,1.7192,NO
0.2015,3.6618,YES
0.205,0.91,NO
0.2168,1.4002,NO
0.2136,0.3326,NO
0.1919,0.9227,NO
0.1533,0.8113,NO
0.1268,0.591,NO
0.1947,0.8937,NO
0.1755,0.6402,NO
0.2202,1.9069,NO
0.4465,2.7181,YES
0.4252,3.6775,YES
0.3653,3.4916,YES
0.1771,2.3002,YES
0.1659,1.5373,NO
0.1927,3.4661,YES
0.1251,1.5896,NO
0.1303,2.1671,YES
0.1814,2.1756,YES
0.3356,0.7849,NO
0.1662,0.8714,NO
0.1507,0.6539,NO
0.1441,0.6569,NO
0.3435,2.4687,YES
0.1243,1.0341,YES
0.1731,0.9909,NO
0.0952,0.9516,NO
0.1364,0.7321,NO
0.0887,0.9273,NO
0.2289,0.7573,NO
0.2088,1.86,NO
0.2075,0.6245,NO
0.1923,1.7547,YES
0.0927,0.6191,NO
0.0821,2.3608,YES
0.0311,0.7190000000000001,NO
0.3081,1.7279,YES
0.0406,0.7019,NO
0.1251,0.4337,NO
0.091,1.1123,NO
0.11800000000000001,1.0784,NO
0.1053,0.4669,NO
0.2201,0.8296,NO
0.1351,0.8821,NO
0.1328,0.5178,NO
0.0724,1.8475,NO
0.0244,0.61,NO
0.1404,2.465,YES
0.3348,3.8854,YES
0.2937,4.2994,YES
0.14300000000000002,1.7439,YES
0.0826,1.2556,NO
0.013000000000000001,0.4912,NO
0.2103,2.1093,YES
0.1395,1.3924,NO
0.1325,2.0069999999999997,YES
0.1443,0.6648,NO
0.2165,0.9059,NO
0.1934,1.455,NO
0.1934,0.667,NO
0.0572,0.4241,NO
0.2318,3.6607,YES
0.0556,0.7776,NO
0.3609,4.0233,YES
0.1417,1.0406,NO
0.255,4.372,YES
0.0522,0.7661,NO
0.0677,1.5666,NO
0.1439,1.1753,NO
0.0494,0.8409,NO
0.1715,2.8133,YES
0.0964,1.0489,NO
0.1343,2.3967,YES
0.1544,0.98,NO
0.0732,0.3481,NO
0.1975,1.2117,NO
0.2582,1.5154,NO
0.1977,1.3044,NO
0.1701,1.1513,NO
0.1684,0.5713,NO
0.1225,0.1494,NO
0.1458,0.9583,NO
0.4028,3.7096,YES
0.1577,1.0539,NO
0.2904,3.3956,YES
0.1987,0.7853,NO
0.1756,1.3672,NO
0.1689,0.4122,NO
0.054000000000000006,0.4664,NO
0.1469,0.6915,NO
0.0547,0.0941,NO
0.1082,0.7686,NO
0.2019,0.3711,NO
0.1293,1.7418,NO
0.3897,2.4622,YES
0.3612,3.6526,YES
0.2791,3.2284,YES
0.2894,2.0693,YES
0.2226,0.8838,NO
0.1753,3.3235,YES
0.0979,0.7314,NO
0.0985,1.1458,NO
0.0774,0.1926,NO
0.1069,1.9781,YES
0.3647,3.6601,YES
0.2531,3.8952,YES
0.1331,1.4493,YES
0.0885,0.7412,NO
0.0604,0.2157,NO
0.2068,1.704,YES
0.2598,1.6856,NO
0.106,1.6606,YES
0.1459,1.1504,NO
0.2252,0.5066,NO
0.2571,1.0684,NO
0.2375,0.3708,NO
0.1453,0.5231,NO
0.2245,2.9897,YES
0.141,0.4584,NO
0.2623,3.9652,YES
0.142,0.5899,NO
0.2555,4.2258,YES
0.2049,1.1506,NO
0.2206,1.7802,NO
0.2228,1.8663,NO
0.1032,1.3186,NO
0.1461,2.2646,YES
0.1116,1.9448,NO
0.1326,2.2346,YES
0.1415,1.2576,NO
0.0745,0.8796,NO
0.2381,1.6365,NO
0.19,1.2957,NO
0.1547,1.084,NO
0.1997,1.499,NO
0.1653,1.3091,NO
0.1536,0.5421,NO
0.1999,1.5332,NO
0.1989,2.7163,YES
0.2045,1.6802,NO
0.2447,2.531,YES
0.2519,0.4755,NO
0.2036,0.9709,NO
0.2033,0.2267,NO
0.0533,1.1266,NO
0.105,0.7723,NO
0.055999999999999994,0.9289,NO
0.1113,0.7558,NO
0.2256,0.9682,NO
0.0989,1.4801,NO
0.1879,2.1715,YES
0.1445,2.8561,YES
0.1901,2.6736,YES
0.3108,2.0572,YES
0.2405,1.4642,NO
0.1657,2.5955,YES
0.1331,1.6693,NO
0.0949,0.5238,NO
0.1339,0.5015,NO
0.22399999999999998,1.8277,NO
0.1967,1.0734,NO
0.1436,0.8722,NO
0.2079,1.6608,NO
0.1339,0.5908,NO
0.0967,0.153,NO
0.2198,1.4772,NO
0.3428,3.1646,YES
0.2344,1.6021,NO
0.1736,3.1564,YES
0.1331,0.6153,NO
0.0735,0.9651,NO
0.0647,0.0982,NO
0.204,0.6327,NO
0.1327,0.4814,NO
0.1655,0.2916,NO
0.31,0.5139,NO
0.1309,0.4276,NO
0.2819,1.3599,NO
0.4042,2.3303,YES
0.3296,2.9412,YES
0.4941,2.9192,YES
0.1783,1.8657,YES
0.193,1.3607,NO
0.2673,2.7798,YES
0.1726,1.3567,NO
0.1439,1.1389,NO
0.0769,0.3908,NO
0.1953,1.0893,NO
0.2342,1.0467,NO
0.2047,0.643,NO
0.1823,1.083,NO
0.1684,0.6809,NO
0.1204,0.3356,NO
0.1751,0.9581,NO
0.3579,3.2782,YES
0.1828,0.9652,NO
0.2083,3.0939,YES
0.2252,0.7646,NO
0.2041,0.9209,NO
0.2007,0.3589,NO
0.0498,0.6824,NO
0.1415,0.3175,NO
0.0515,0.3574,NO
0.1207,0.1144,NO
0.1912,0.547,NO
0.14,1.0807,NO
0.4038,2.2888,YES
0.3494,3.2524,YES
0.2799,2.9089,YES
0.2675,1.8891,YES
0.2206,0.8314,NO
0.2003,2.9552,YES
0.1168,0.8889,NO
0.0727,1.0637,NO
0.0714,0.644,NO
0.10800000000000001,1.5127,NO
0.2886,1.8084,NO
0.1427,1.4922,NO
0.0855,1.6175,NO
0.0605,0.9194,NO
0.0532,0.1738,NO
0.1421,1.4388,NO
0.4397,3.5306,YES
0.0607,1.338,NO
0.2347,3.2363,YES
0.2118,0.8152,NO
0.2048,1.2016,NO
0.2045,0.3934,NO
0.0849,0.6674,NO
0.1035,1.0314,NO
0.0824,0.4018,NO
0.0975,0.9934,NO
0.1702,0.5974,NO
0.1518,1.9066,NO
0.3372,2.5533,YES
0.3303,3.6919999999999997,YES
0.314,3.1986,YES
0.1257,2.2013,YES
0.1375,1.5325,NO
0.1128,3.1774,YES
0.099,1.4552,NO
0.1069,1.6264,NO
0.0451,0.8041,NO
0.5095,5.5637,YES
0.1431,2.5804,YES
0.1227,2.6830000000000003,YES
0.2847,4.6366,YES
0.2237,1.4458,NO
0.1065,0.5261,NO
0.3266,4.9539,YES
0.0974,1.3104,NO
0.3289,4.8692,YES
0.1059,1.3506,NO
0.2131,1.4119,NO
0.1496,2.6953,NO
0.1474,0.6103,NO
0.0902,1.1547,NO
0.0993,2.5393,YES
0.0875,1.1097,NO
0.2369,2.2974,YES
0.2129,1.4064,NO
0.1321,2.3022,YES
0.1271,1.1503,NO
0.08,1.6777,NO
0.3025,1.6585,NO
0.12,1.6393,NO
0.3399,5.1028,YES
0.2516,1.6279,NO
0.2081,4.9275,YES
0.1799,0.682,NO
0.1547,0.4347,NO
0.3595,2.8736,YES
0.2156,0.8761,NO
0.1535,0.9641,NO
0.4159,3.0169,YES
0.1827,0.7115,NO
0.1097,0.4033,NO
0.5448,3.216,YES
0.191,0.6936,NO
0.4381,2.4359,YES
0.1528,0.8615,NO
0.3264,0.4241,NO
0.3203,1.1872,NO
0.2648,0.1989,NO
0.171,0.5557,NO
0.21899999999999997,0.8489,NO
0.1398,0.4261,NO
0.3673,0.8653,NO
0.1451,0.4431,NO
0.2637,0.8782,NO
0.1991,0.6975,NO
0.1784,0.982,NO
0.3767,0.4284,NO
0.1917,0.9786,NO
0.3794,2.6658,YES
0.3359,1.0591,NO
0.2874,2.8693,YES
0.0798,1.3264,NO
0.0364,0.4211,NO
0.2475,2.9376,YES
0.2794,4.2947,YES
0.2232,4.2233,YES
0.2213,3.1719999999999997,YES
0.1233,1.2877,NO
0.0474,0.2607,NO
0.2799,3.4548,YES
0.2328,2.3372,NO
0.2608,2.8489,YES
0.1095,1.9576,NO
0.2365,1.1855,NO
0.2061,1.7309999999999999,NO
0.2048,0.7604,NO
0.0456,0.6061,NO
0.1795,3.6602,YES
0.0442,0.4374,NO
0.27,4.112,YES
0.1224,0.7726,NO
0.1913,4.6923,YES
0.2397,1.8538,NO
