DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_VSM_74,Associated
0.0737,0.8253,NO
0.0652,0.8639,NO
0.1144,0.3988,NO
0.2164,1.6974,NO
0.0671,1.3127,NO
0.0906,0.6522,NO
0.0589,1.0138,NO
0.0679,0.3335,NO
0.1689,0.8527,NO
0.2469,3.5472,YES
0.0616,1.3655,NO
0.33799999999999997,2.3791,YES
0.2427,0.46299999999999997,NO
0.2231,0.466,NO
0.2223,0.2462,NO
0.1142,0.179,NO
0.0706,0.9737,NO
0.1109,0.5617,NO
0.0747,1.1924,NO
0.2179,0.8098,NO
0.1147,1.335,NO
0.0779,4.12,YES
0.0804,3.3407,YES
0.1668,4.1576,YES
0.24,3.0245,YES
0.1573,0.9595,NO
0.0716,2.1678,YES
0.1205,0.3702,NO
0.1072,1.6822,YES
0.2444,2.4961,YES
0.3362,1.2957,NO
0.1579,1.003,NO
0.1148,0.7325,NO
0.1112,1.2881,NO
0.3947,1.755,YES
0.0957,1.4624,YES
0.1364,1.2572,NO
0.1056,0.7113,NO
0.0981,1.3687,NO
0.1058,0.7263,NO
0.1797,0.5394,NO
0.1526,0.9225,NO
0.1551,0.8179,NO
0.2811,1.4880000000000002,YES
0.0766,0.9668,NO
0.1126,2.4997,YES
0.0341,0.7372,NO
0.3399,2.7708,YES
0.0412,1.0057,NO
0.1212,1.2141,NO
0.0769,0.8456,NO
0.1235,1.3548,NO
0.0802,0.9892,NO
0.1903,1.4092,NO
0.1119,0.7681,NO
0.1008,1.1797,NO
0.0886,0.5505,NO
0.1534,0.7402,NO
0.1331,0.599,NO
0.2865,1.9580000000000002,NO
0.1512,1.6062,NO
0.1666,0.7606,NO
0.1465,1.1397,NO
0.0509,0.0825,NO
0.2187,0.89,NO
0.4574,3.091,YES
0.1603,1.1013,NO
0.2015,2.34,YES
0.205,0.6437,NO
0.2168,0.7304,NO
0.2136,0.4354,NO
0.1919,0.3172,NO
0.1533,1.2649,NO
0.1268,0.5181,NO
0.1947,1.3845,NO
0.1755,0.7936,NO
0.2202,1.3055,NO
0.4465,3.84,YES
0.4252,3.1912,YES
0.3653,3.812,YES
0.1771,2.5597,YES
0.1659,0.8716,NO
0.1927,1.7366,YES
0.1251,0.5051,NO
0.1303,2.1173,YES
0.1814,2.79,YES
0.3356,2.2247,NO
0.1662,0.9168,NO
0.1507,0.5895,NO
0.1441,2.2966,NO
0.3435,2.4182,YES
0.1243,1.5963,YES
0.1731,3.2369,NO
0.0952,0.6883,NO
0.1364,2.6189999999999998,NO
0.0887,0.6984,NO
0.2289,1.9469999999999998,NO
0.2088,2.0657,NO
0.2075,2.0413,NO
0.1923,1.8688,YES
0.0927,1.2682,NO
0.0821,2.6839999999999997,YES
0.0311,0.7729,NO
0.3081,3.0286,YES
0.0406,1.1218,NO
0.1251,0.9617,NO
0.091,0.7958,NO
0.11800000000000001,1.4874,NO
0.1053,0.9955,NO
0.2201,2.8123,NO
