DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_VSM_72,Associated
0.0737,0.9794,NO
0.0652,0.8109999999999999,NO
0.1144,0.2754,NO
0.2164,1.6059,NO
0.0671,0.4149,NO
0.0906,1.2101,NO
0.0589,0.9053,NO
0.0679,0.594,NO
0.1689,1.0033,NO
0.2469,2.4725,YES
0.0616,0.4407,NO
0.33799999999999997,2.5995,YES
0.2427,0.8463,NO
0.2231,1.0246,NO
0.2223,0.48700000000000004,NO
0.1142,0.7034,NO
0.0706,1.3735,NO
0.1109,0.7749,NO
0.0747,0.8490000000000001,NO
0.2179,1.1744,NO
0.1147,0.5464,NO
0.0779,3.3933,YES
0.0804,3.0887,YES
0.1668,3.1417,YES
0.24,2.7583,YES
0.1573,1.0211,NO
0.0716,3.3118,YES
0.1205,0.3835,NO
0.1072,2.5575,YES
0.2444,2.6229,YES
0.3362,0.9636,NO
0.1579,0.4923,NO
0.1148,0.3376,NO
0.1112,0.9224,NO
0.3947,1.874,YES
0.0957,1.4456,YES
0.1364,0.9509,NO
0.1056,0.1673,NO
0.0981,0.8699,NO
0.1058,0.2448,NO
0.1797,0.5132,NO
0.1526,0.8592,NO
0.1551,0.7421,NO
0.2811,2.1304,YES
0.0766,0.5141,NO
0.1126,2.4293,YES
0.0341,0.8094,NO
0.3399,2.5616,YES
0.0412,0.49,NO
0.1212,0.6671,NO
0.0769,0.3978,NO
0.1235,0.3701,NO
0.0802,0.3515,NO
0.1903,0.9593,NO
0.1119,0.6255,NO
0.1008,0.5122,NO
0.0886,0.8628,NO
0.1534,0.5315,NO
0.1331,0.7858,NO
0.2865,2.2764,NO
0.1512,0.8587,NO
0.1666,1.4884,NO
0.1465,0.9672,NO
0.0509,0.3706,NO
0.2187,1.2097,NO
0.4574,2.9731,YES
0.1603,1.1152,NO
0.2015,3.2109,YES
0.205,0.7458,NO
0.2168,1.126,NO
0.2136,0.6445,NO
0.1919,0.6779,NO
0.1533,1.8669,NO
0.1268,0.44799999999999995,NO
0.1947,1.5779,NO
0.1755,0.9889,NO
0.2202,0.7644,NO
0.4465,3.7415,YES
0.4252,3.2388,YES
0.3653,3.3788,YES
0.1771,2.6086,YES
0.1659,1.2236,NO
0.1927,3.3485,YES
0.1251,1.0381,NO
0.1303,2.8155,YES
0.1814,2.8139,YES
0.3356,2.7225,NO
0.1662,1.3402,NO
0.1507,1.2057,NO
0.1441,2.6748,NO
0.3435,2.7425,YES
0.1243,1.8427,YES
0.1731,2.7713,NO
0.0952,0.7151,NO
0.1364,2.3701,NO
0.0887,0.5182,NO
0.2289,1.2908,NO
0.2088,1.4554,NO
0.2075,1.4866,NO
0.1923,1.9101,YES
0.0927,1.6162,NO
0.0821,2.8015,YES
0.0311,1.7509,NO
0.3081,3.003,YES
0.0406,0.7856,NO
0.1251,1.1471,NO
0.091,1.1631,NO
0.11800000000000001,1.1976,NO
0.1053,0.8669,NO
0.2201,2.906,NO
0.1351,1.0122,NO
0.1328,2.1422,NO
0.0724,0.6168,NO
0.0244,0.7036,NO
0.1404,2.5436,YES
0.3348,4.9557,YES
0.2937,4.3717,YES
0.14300000000000002,2.2575,YES
0.0826,0.8137,NO
0.013000000000000001,0.4291,NO
0.2103,2.658,YES
0.1395,0.8049,NO
0.1325,1.9964,YES
0.1443,0.5211,NO
0.2165,0.7705,NO
0.1934,1.3978,NO
0.1934,1.516,NO
0.0572,0.5381,NO
0.2318,4.8352,YES
0.0556,0.596,NO
0.3609,5.3451,YES
0.1417,1.2507,NO
0.255,4.4236,YES
0.0522,1.2152,NO
0.0677,1.2822,NO
0.1439,1.23,NO
0.0494,0.9294,NO
0.1715,2.4747,YES
0.0964,0.9983,NO
0.1343,2.3268,YES
0.1544,0.8869,NO
0.0732,0.6521,NO
0.1975,0.5938,NO
0.2582,2.0308,NO
0.1977,0.7461,NO
0.1701,1.5182,NO
0.1684,0.8861,NO
0.1225,0.8220000000000001,NO
0.1458,1.2264,NO
0.4028,2.8971,YES
0.1577,0.7375,NO
0.2904,2.9644,YES
0.1987,0.7156,NO
0.1756,0.9235,NO
0.1689,0.4847,NO
0.054000000000000006,0.6412,NO
0.1469,1.7294,NO
0.0547,0.6871,NO
0.1082,1.3069,NO
0.2019,1.2302,NO
0.1293,0.6552,NO
0.3897,3.887,YES
0.3612,3.4517,YES
0.2791,3.5936,YES
0.2894,2.8458,YES
0.2226,1.3213,NO
0.1753,3.4626,YES
0.0979,0.8314,NO
0.0985,0.3489,NO
0.0774,0.3536,NO
0.1069,1.6059999999999999,YES
0.3647,4.8556,YES
0.2531,3.9816,YES
0.1331,1.3039,YES
0.0885,0.7136,NO
0.0604,0.2063,NO
0.2068,1.7586,YES
0.2598,1.2021,NO
0.106,1.188,YES
0.1459,0.9711,NO
0.2252,0.2787,NO
0.2571,0.8264,NO
0.2375,0.9892,NO
0.1453,0.1705,NO
0.2245,4.0588,YES
0.141,0.3025,NO
0.2623,4.5361,YES
0.142,0.9728,NO
0.2555,3.9846,YES
0.2049,1.4105,NO
0.2206,1.4756,NO
0.2228,1.2346,NO
0.1032,0.6934,NO
0.1461,1.4878,YES
0.1116,1.1624,NO
0.1326,1.6499,YES
0.1415,0.5178,NO
0.0745,0.1898,NO
0.2381,1.2416,NO
0.19,1.5148,NO
0.1547,0.5103,NO
0.1997,2.2952,NO
0.1653,0.5837,NO
0.1536,0.3246,NO
0.1999,1.4605,NO
0.1989,2.603,YES
0.2045,1.5241,NO
0.2447,2.8262,YES
0.2519,0.6624,NO
0.2036,0.8062,NO
0.2033,0.3694,NO
0.0533,0.3688,NO
0.105,1.8986,NO
0.055999999999999994,0.1607,NO
0.1113,1.6059999999999999,NO
0.2256,0.4601,NO
0.0989,0.6943,NO
0.1879,3.7025,YES
0.1445,2.9833,YES
0.1901,3.3174,YES
0.3108,2.8852,YES
0.2405,1.7509,NO
0.1657,3.4623,YES
0.1331,1.3385,NO
0.0949,0.5857,NO
0.1339,0.2526,NO
0.22399999999999998,0.3412,NO
0.1967,2.3488,NO
0.1436,0.8058,NO
