DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_LSA_54,Associated
0.0737,0.5709,NO
0.0652,0.4479,NO
0.1144,0.7243,NO
0.2164,0.889,NO
0.0671,0.6272,NO
0.0906,1.4805,NO
0.0589,0.6318,NO
0.0679,0.4748,NO
0.1689,1.1546,NO
0.2469,3.2144,YES
0.0616,0.4621,NO
0.33799999999999997,3.3779,YES
0.2427,0.1512,NO
0.2231,0.5665,NO
0.2223,0.3203,NO
0.1142,0.8822,NO
0.0706,0.5728,NO
0.1109,0.9021,NO
0.0747,0.5834,NO
0.2179,0.7867,NO
0.1147,0.7294,NO
0.0779,2.8887,YES
0.0804,2.9307,YES
0.1668,3.4225,YES
0.24,3.2839,YES
0.1573,0.4286,NO
0.0716,2.9769,YES
0.1205,0.8192,NO
0.1072,2.1313,YES
0.2444,2.042,YES
0.3362,1.3845,NO
0.1579,0.5018,NO
0.1148,0.3905,NO
0.1112,1.0237,NO
0.3947,1.6883,YES
0.0957,2.1025,YES
0.1364,1.0538,NO
0.1056,0.2749,NO
0.0981,1.0397,NO
0.1058,0.3463,NO
0.1797,0.0395,NO
0.1526,0.3906,NO
0.1551,0.3234,NO
0.2811,2.3205,YES
0.0766,0.6951,NO
0.1126,2.9837,YES
0.0341,0.4934,NO
0.3399,2.8674,YES
0.0412,0.8869,NO
0.1212,0.3624,NO
0.0769,0.5527,NO
0.1235,0.4774,NO
0.0802,0.4091,NO
0.1903,1.1489,NO
0.1119,0.5036,NO
0.1008,0.6989,NO
0.0886,0.423,NO
0.1534,0.3979,NO
0.1331,1.2695,NO
0.2865,1.4493,NO
0.1512,1.0922,NO
0.1666,1.5152,NO
0.1465,0.6074,NO
0.0509,0.3023,NO
0.2187,1.6265,NO
0.4574,3.1351,YES
0.1603,1.0758,NO
0.2015,3.4156,YES
0.205,0.3838,NO
0.2168,0.8361,NO
0.2136,0.6919,NO
0.1919,0.6081,NO
0.1533,1.3449,NO
0.1268,0.4388,NO
0.1947,1.2652,NO
0.1755,0.5152,NO
0.2202,1.4832,NO
0.4465,3.0424,YES
0.4252,3.1514,YES
0.3653,3.5385,YES
0.1771,2.9607,YES
0.1659,0.9055,NO
0.1927,2.568,YES
0.1251,1.2392,NO
0.1303,1.7684,YES
0.1814,2.4432,YES
0.3356,2.6394,NO
0.1662,1.1429,NO
0.1507,1.0989,NO
0.1441,2.3391,NO
0.3435,2.0691,YES
0.1243,1.8838,YES
0.1731,2.4432,NO
0.0952,1.2616,NO
0.1364,2.5562,NO
0.0887,1.357,NO
0.2289,0.3301,NO
0.2088,0.5211,NO
0.2075,0.5237,NO
0.1923,2.3302,YES
0.0927,1.6783,NO
0.0821,2.5836,YES
