DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_VSM_94,Associated
0.0737,0.4551,NO
0.0652,0.25,NO
0.1144,0.302,NO
0.2164,0.2067,NO
0.0671,0.4341,NO
0.0906,0.2974,NO
0.0589,0.3287,NO
0.0679,0.2307,NO
0.1689,0.4905,NO
0.2469,0.9569,YES
0.0616,0.2821,NO
0.33799999999999997,0.4788,YES
0.2427,0.0733,NO
0.2231,0.1795,NO
0.2223,0.0287,NO
0.1142,0.2821,NO
0.0706,0.2618,NO
0.1109,0.3637,NO
0.0747,0.5203,NO
0.2179,0.3433,NO
0.1147,0.3464,NO
0.0779,1.6935,YES
0.0804,1.3626,YES
0.1668,1.7355,YES
0.24,1.3332,YES
0.1573,0.4455,NO
0.0716,1.2849,YES
0.1205,0.2413,NO
0.1072,0.5803,YES
0.2444,1.0828,YES
0.3362,0.3115,NO
0.1579,0.2362,NO
0.1148,0.22399999999999998,NO
0.1112,0.2253,NO
0.3947,1.6302,YES
0.0957,1.0899,YES
0.1364,0.1763,NO
0.1056,0.1609,NO
0.0981,0.2551,NO
0.1058,0.1454,NO
0.1797,0.3684,NO
0.1526,0.4478,NO
0.1551,0.4216,NO
0.2811,1.4438,YES
0.0766,0.1039,NO
0.1126,1.4667,YES
0.0341,0.1571,NO
0.3399,1.3215,YES
0.0412,0.2867,NO
0.1212,0.0731,NO
0.0769,0.0976,NO
0.1235,0.1449,NO
0.0802,0.0631,NO
0.1903,0.4459,NO
0.1119,0.1538,NO
0.1008,0.2427,NO
0.0886,0.5515,NO
0.1534,0.1257,NO
0.1331,0.7322,NO
0.2865,0.2609,NO
0.1512,0.5717,NO
0.1666,0.6341,NO
0.1465,0.215,NO
0.0509,0.1237,NO
0.2187,0.7359,NO
0.4574,1.9005,YES
0.1603,0.7503,NO
0.2015,0.9342,YES
0.205,0.3563,NO
0.2168,0.5269,NO
0.2136,0.2265,NO
0.1919,0.2707,NO
0.1533,0.3386,NO
0.1268,0.3411,NO
0.1947,0.7772,NO
0.1755,0.195,NO
0.2202,0.5282,NO
0.4465,2.3484,YES
0.4252,1.9605,YES
0.3653,2.6944,YES
0.1771,2.2122,YES
0.1659,0.7583,NO
0.1927,1.8027,YES
0.1251,0.7395,NO
0.1303,1.0403,YES
0.1814,1.1264,YES
0.3356,0.5715,NO
0.1662,0.3703,NO
0.1507,0.5098,NO
0.1441,0.4934,NO
0.3435,2.3696,YES
0.1243,1.3931,YES
0.1731,0.49,NO
0.0952,0.4161,NO
0.1364,0.5297,NO
0.0887,0.2143,NO
0.2289,0.3841,NO
0.2088,0.441,NO
0.2075,0.2723,NO
0.1923,1.4586,YES
0.0927,0.2399,NO
0.0821,1.7396,YES
0.0311,0.4021,NO
0.3081,2.1457,YES
0.0406,0.3314,NO
0.1251,0.294,NO
0.091,0.3529,NO
0.11800000000000001,0.5089,NO
0.1053,0.3963,NO
0.2201,0.772,NO
0.1351,0.4208,NO
0.1328,0.5721,NO
0.0724,0.5587,NO
0.0244,0.2967,NO
0.1404,1.8032,YES
0.3348,2.0545,YES
0.2937,1.9811,YES
0.14300000000000002,1.2917,YES
0.0826,0.6286,NO
0.013000000000000001,0.2722,NO
0.2103,1.6347,YES
0.1395,0.4895,NO
0.1325,2.0265,YES
0.1443,0.1686,NO
0.2165,0.2121,NO
0.1934,0.6459999999999999,NO
0.1934,0.3041,NO
0.0572,0.2896,NO
0.2318,1.8744,YES
0.0556,0.3712,NO
0.3609,2.3153,YES
0.1417,0.4999,NO
0.255,2.5242,YES
0.0522,0.4604,NO
0.0677,0.5859,NO
0.1439,0.6034,NO
0.0494,0.3527,NO
0.1715,1.3306,YES
0.0964,0.4141,NO
0.1343,2.1848,YES
0.1544,0.6035,NO
0.0732,0.1776,NO
0.1975,0.6879,NO
0.2582,0.4085,NO
0.1977,0.3572,NO
0.1701,0.9028,NO
0.1684,0.6232,NO
0.1225,0.2006,NO
