DIRECT_NA_NA_VSM,50Traced_NONETRACED_MAX_MULTI_VSM_80,Associated
0.0737,0.3496,NO
0.0652,0.2574,NO
0.1144,0.2289,NO
0.2164,0.4029,NO
0.0671,0.2383,NO
0.0906,0.2524,NO
0.0589,0.2159,NO
0.0679,0.1745,NO
0.1689,0.1769,NO
0.2469,1.0,YES
0.0616,0.4964,NO
0.33799999999999997,1.0,YES
0.2427,0.3104,NO
0.2231,0.3824,NO
0.2223,0.3353,NO
0.1142,0.2574,NO
0.0706,0.1995,NO
0.1109,0.2852,NO
0.0747,0.3844,NO
0.2179,0.1502,NO
0.1147,0.1249,NO
0.0779,1.0,YES
0.0804,0.6533,YES
0.1668,1.0,YES
0.24,1.0,YES
0.1573,0.2351,NO
0.0716,0.7756,YES
0.1205,0.3251,NO
0.1072,1.0,YES
0.2444,1.0,YES
0.3362,0.3034,NO
0.1579,0.2576,NO
0.1148,0.1542,NO
0.1112,0.2444,NO
0.3947,0.7571,YES
0.0957,0.6779999999999999,YES
0.1364,0.2113,NO
0.1056,0.2425,NO
0.0981,0.1581,NO
0.1058,0.1443,NO
0.1797,0.2318,NO
0.1526,0.3082,NO
0.1551,0.301,NO
0.2811,1.0,YES
0.0766,0.2044,NO
0.1126,1.0,YES
0.0341,0.1542,NO
0.3399,0.5838,YES
0.0412,0.1542,NO
0.1212,0.1769,NO
0.0769,0.1585,NO
0.1235,0.2425,NO
0.0802,0.126,NO
0.1903,0.3034,NO
0.1119,0.2142,NO
0.1008,0.3034,NO
0.0886,0.3071,NO
0.1534,0.1493,NO
0.1331,0.2297,NO
0.2865,0.5644,NO
0.1512,0.31,NO
0.1666,0.2524,NO
0.1465,0.3258,NO
0.0509,0.1133,NO
0.2187,0.3138,NO
0.4574,1.0,YES
0.1603,0.3753,NO
0.2015,1.0,YES
0.205,0.2244,NO
0.2168,0.35200000000000004,NO
0.2136,0.1517,NO
0.1919,0.1944,NO
0.1533,0.4327,NO
0.1268,0.188,NO
0.1947,0.3753,NO
0.1755,0.1141,NO
0.2202,0.3753,NO
0.4465,0.83,YES
0.4252,1.0,YES
0.3653,1.0,YES
0.1771,1.0,YES
0.1659,0.2351,NO
0.1927,1.0,YES
0.1251,0.3753,NO
0.1303,0.5161,YES
0.1814,0.3239,YES
0.3356,0.2862,NO
0.1662,0.3559,NO
0.1507,0.2013,NO
0.1441,0.2528,NO
0.3435,0.3908,YES
0.1243,0.2375,YES
0.1731,0.2479,NO
0.0952,0.316,NO
0.1364,0.3559,NO
0.0887,0.188,NO
0.2289,0.3157,NO
0.2088,0.3845,NO
0.2075,0.3667,NO
0.1923,0.4268,YES
0.0927,0.1909,NO
0.0821,0.5161,YES
0.0311,0.3559,NO
0.3081,0.3239,YES
0.0406,0.3559,NO
0.1251,0.1426,NO
0.091,0.2065,NO
0.11800000000000001,0.316,NO
0.1053,0.1641,NO
0.2201,0.2862,NO
0.1351,0.1417,NO
0.1328,0.3559,NO
0.0724,0.3229,NO
0.0244,0.2493,NO
0.1404,0.5033,YES
0.3348,1.0,YES
0.2937,1.0,YES
0.14300000000000002,0.6382,YES
0.0826,0.3189,NO
0.013000000000000001,0.1691,NO
0.2103,0.5227,YES
0.1395,0.3816,NO
0.1325,1.0,YES
0.1443,0.2022,NO
0.2165,0.2986,NO
0.1934,0.3877,NO
0.1934,0.3877,NO
0.0572,0.2493,NO
0.2318,1.0,YES
0.0556,0.2493,NO
0.3609,1.0,YES
0.1417,0.304,NO
0.255,1.0,YES
0.0522,0.3118,NO
0.0677,0.5347,NO
0.1439,0.4856,NO
0.0494,0.2229,NO
0.1715,0.5820000000000001,YES
0.0964,0.2509,NO
0.1343,1.0,YES
0.1544,0.3071,NO
0.0732,0.3331,NO
0.1975,0.2287,NO
0.2582,0.5644,NO
0.1977,0.31,NO
0.1701,0.289,NO
0.1684,0.3258,NO
0.1225,0.2258,NO
0.1458,0.3138,NO
0.4028,1.0,YES
0.1577,0.4528,NO
0.2904,1.0,YES
0.1987,0.2548,NO
0.1756,0.35200000000000004,NO
0.1689,0.3166,NO
0.054000000000000006,0.3331,NO
0.1469,0.4327,NO
0.0547,0.3331,NO
0.1082,0.4528,NO
0.2019,0.1944,NO
0.1293,0.4528,NO
0.3897,0.83,YES
0.3612,1.0,YES
0.2791,1.0,YES
0.2894,1.0,YES
0.2226,0.2635,NO
0.1753,1.0,YES
0.0979,0.4528,NO
0.0985,0.1741,NO
0.0774,0.1168,NO
0.1069,0.5033,YES
0.3647,1.0,YES
0.2531,1.0,YES
0.1331,0.6382,YES
0.0885,0.1719,NO
0.0604,0.0856,NO
0.2068,0.5227,YES
0.2598,0.4576,NO
0.106,1.0,YES
0.1459,0.4576,NO
0.2252,0.1816,NO
0.2571,0.3569,NO
0.2375,0.0787,NO
0.1453,0.1567,NO
0.2245,1.0,YES
0.141,0.1669,NO
0.2623,1.0,YES
0.142,0.304,NO
0.2555,1.0,YES
0.2049,0.3798,NO
0.2206,0.462,NO
0.2228,0.4856,NO
0.1032,0.2229,NO
0.1461,0.5820000000000001,YES
0.1116,0.4576,NO
0.1326,1.0,YES
0.1415,0.3496,NO
0.0745,0.3096,NO
0.2381,0.2287,NO
0.19,0.5644,NO
0.1547,0.31,NO
0.1997,0.2748,NO
0.1653,0.3258,NO
0.1536,0.2271,NO
0.1999,0.3347,NO
0.1989,1.0,YES
0.2045,0.4964,NO
0.2447,1.0,YES
0.2519,0.3323,NO
0.2036,0.4316,NO
0.2033,0.4316,NO
0.0533,0.2328,NO
0.105,0.4327,NO
0.055999999999999994,0.2816,NO
0.1113,0.3844,NO
0.2256,0.3096,NO
0.0989,0.1985,NO
0.1879,1.0,YES
0.1445,1.0,YES
0.1901,1.0,YES
0.3108,1.0,YES
0.2405,0.1815,NO
0.1657,1.0,YES
0.1331,0.3347,NO
0.0949,0.3496,NO
0.1339,0.1493,NO
0.22399999999999998,0.3905,NO
0.1967,0.4329,NO
0.1436,0.2261,NO
0.2079,0.3905,NO
0.1339,0.3056,NO
0.0967,0.1104,NO
0.2198,0.3855,NO
0.3428,0.8204,YES
0.2344,0.4964,NO
0.1736,1.0,YES
0.1331,0.3104,NO
0.0735,0.3824,NO
0.0647,0.0595,NO
0.204,0.1164,NO
0.1327,0.4327,NO
0.1655,0.1164,NO
0.31,0.3844,NO
0.1309,0.1069,NO
0.2819,0.253,NO
0.4042,1.0,YES
0.3296,1.0,YES
0.4941,0.8236,YES
0.1783,1.0,YES
0.193,0.3905,NO
0.2673,0.7756,YES
0.1726,0.3905,NO
0.1439,0.3496,NO
0.0769,0.0994,NO
0.1953,0.2964,NO
0.2342,0.5644,NO
0.2047,0.31,NO
0.1823,0.2964,NO
0.1684,0.3258,NO
0.1204,0.1133,NO
0.1751,0.2964,NO
0.3579,1.0,YES
0.1828,0.4964,NO
0.2083,1.0,YES
0.2252,0.3104,NO
0.2041,0.3824,NO
0.2007,0.2201,NO
0.0498,0.2014,NO
0.1415,0.36,NO
0.0515,0.2435,NO
0.1207,0.3844,NO
0.1912,0.1227,NO
0.14,0.1412,NO
0.4038,1.0,YES
0.3494,1.0,YES
0.2799,1.0,YES
0.2675,1.0,YES
0.2206,0.2964,NO
0.2003,1.0,YES
0.1168,0.3251,NO
0.0727,0.2947,NO
0.0714,0.1712,NO
0.10800000000000001,0.2167,NO
0.2886,0.5348,NO
0.1427,0.2937,NO
0.0855,0.2524,NO
0.0605,0.3087,NO
0.0532,0.1256,NO
0.1421,0.3138,NO
0.4397,1.0,YES
0.0607,0.3649,NO
0.2347,1.0,YES
0.2118,0.248,NO
0.2048,0.3511,NO
0.2045,0.3221,NO
0.0849,0.2118,NO
0.1035,0.4327,NO
0.0824,0.2562,NO
0.0975,0.3649,NO
0.1702,0.1712,NO
0.1518,0.3649,NO
0.3372,0.7864,YES
0.3303,1.0,YES
0.314,1.0,YES
0.1257,1.0,YES
0.1375,0.2351,NO
0.1128,0.9475,YES
0.099,0.3649,NO
0.1069,0.2538,NO
0.0451,0.2734,NO
0.5095,1.0,YES
0.1431,0.5061,YES
0.1227,0.2829,YES
0.2847,1.0,YES
0.2237,0.4024,NO
0.1065,0.1861,NO
0.3266,1.0,YES
0.0974,0.2104,NO
0.3289,0.6429,YES
0.1059,0.1905,NO
0.2131,0.534,NO
0.1496,0.2003,NO
0.1474,0.1041,NO
0.0902,0.2734,NO
0.0993,0.4136,YES
0.0875,0.2734,NO
0.2369,0.5522,YES
0.2129,0.2538,NO
0.1321,0.5061,YES
0.1271,0.2407,NO
0.08,0.2918,NO
0.3025,0.6069,NO
0.12,0.2153,NO
0.3399,1.0,YES
0.2516,0.578,NO
0.2081,1.0,YES
0.1799,0.3527,NO
0.1547,0.1121,NO
0.3595,0.7090000000000001,YES
0.2156,0.2918,NO
0.1535,0.2918,NO
0.4159,1.0,YES
0.1827,0.2853,NO
0.1097,0.1329,NO
0.5448,0.9273,YES
0.191,0.2325,NO
0.4381,0.7454,YES
0.1528,0.4965,NO
0.3264,0.4524,NO
0.3203,0.1899,NO
0.2648,0.18,NO
0.171,0.184,NO
0.21899999999999997,0.2441,NO
0.1398,0.0578,NO
0.3673,0.4591,NO
0.1451,0.1142,NO
0.2637,0.2927,NO
0.1991,0.4965,NO
0.1784,0.3458,NO
0.3767,0.518,NO
0.1917,0.4965,NO
0.3794,1.0,YES
0.3359,0.4918,NO
0.2874,1.0,YES
0.0798,0.3229,NO
0.0364,0.3014,NO
0.2475,0.5033,YES
0.2794,1.0,YES
0.2232,1.0,YES
0.2213,0.6382,YES
0.1233,0.3189,NO
0.0474,0.221,NO
0.2799,0.5764,YES
0.2328,0.6083,NO
0.2608,1.0,YES
0.1095,0.6083,NO
0.2365,0.3536,NO
0.2061,0.4308,NO
0.2048,0.2673,NO
0.0456,0.1567,NO
0.1795,1.0,YES
0.0442,0.2627,NO
0.27,1.0,YES
0.1224,0.304,NO
0.1913,1.0,YES
0.2397,0.5048,NO
0.2111,0.6083,NO
0.2935,0.6083,NO
0.1155,0.5486,NO
0.243,0.6062,YES
0.1959,0.6083,NO
0.198,1.0,YES
0.1636,0.2798,NO
0.1646,0.1504,NO
0.3881,1.0,YES
0.1762,0.44,NO
0.1649,0.2459,NO
0.4197,1.0,YES
0.1681,0.2752,NO
0.153,0.0888,NO
0.4738,1.0,YES
0.159,0.3096,NO
0.493,1.0,YES
0.1456,0.3773,NO
0.2244,0.534,NO
0.1542,0.1982,NO
0.1277,0.1542,NO
0.1775,0.1229,NO
0.2106,0.5554,NO
0.1654,0.1071,NO
0.3557,0.4421,NO
0.0902,0.1338,NO
0.2663,0.44,NO
0.2218,0.2585,NO
0.1764,0.3773,NO
0.3901,0.5289,NO
0.21600000000000003,0.3773,NO
0.402,1.0,YES
0.3584,0.5169,NO
0.3239,1.0,YES
0.0467,0.11900000000000001,NO
0.0184,0.1148,NO
0.0544,0.5033,YES
0.1967,1.0,YES
0.1251,1.0,YES
0.0526,0.6382,YES
0.0389,0.1175,NO
0.0098,0.0842,NO
0.1204,0.5227,YES
0.1152,0.3027,NO
0.0434,1.0,YES
0.0994,0.153,NO
0.171,0.2464,NO
0.1733,0.3522,NO
0.1785,0.1863,NO
0.0632,0.1567,NO
0.1652,0.5396,YES
0.0614,0.1,NO
0.1533,1.0,YES
0.1347,0.304,NO
0.1212,1.0,YES
0.015,0.1048,NO
0.0714,0.462,NO
0.0698,0.4856,NO
0.035,0.2229,NO
0.0672,0.5820000000000001,YES
0.0378,0.1602,NO
0.0637,1.0,YES
0.3024,1.0,YES
0.0482,1.0,YES
0.3634,0.2796,NO
0.1548,0.2576,NO
0.1459,0.1037,NO
0.1506,0.2796,NO
0.2394,0.7571,YES
0.3693,0.7333,YES
0.1404,0.2796,NO
0.0758,0.2808,NO
0.1517,0.1797,NO
0.067,0.2457,NO
0.2131,0.196,NO
0.16,0.3144,NO
0.1446,0.07200000000000001,NO
0.0844,0.8269,YES
0.095,0.2278,NO
0.2419,1.0,YES
0.026000000000000002,0.1029,NO
0.2985,1.0,YES
0.0377,0.0783,NO
0.102,0.2457,NO
0.0927,0.1835,NO
0.1259,0.2808,NO
0.1193,0.2457,NO
0.2177,0.2796,NO
0.15,0.2142,NO
0.0996,0.2796,NO
0.0839,0.3527,NO
0.0672,0.1504,NO
0.3068,1.0,YES
0.1154,0.5502,YES
0.0802,0.3075,YES
0.3166,1.0,YES
0.0868,0.4024,NO
0.0677,0.1329,NO
0.5456,1.0,YES
0.0938,0.2465,NO
0.3771,1.0,YES
0.0765,0.4779,NO
0.3042,0.534,NO
0.1867,0.5037,NO
0.2024,0.5037,NO
0.084,0.1911,NO
0.1127,0.3442,YES
0.0773,0.1071,NO
0.3002,0.5522,YES
0.0821,0.1673,NO
0.1969,0.5502,YES
0.1353,0.4779,NO
0.0942,0.3458,NO
0.3023,0.6069,NO
0.1177,0.4779,NO
0.2966,1.0,YES
0.2621,0.578,NO
0.3631,1.0,YES
0.1178,0.3527,NO
0.0474,0.1504,NO
0.4277,0.5648,YES
0.2214,0.6385,YES
0.2007,0.3568,YES
0.2467,1.0,YES
0.2192,0.19,NO
0.1165,0.1329,NO
0.3035,1.0,YES
0.1886,0.4825,NO
0.2922,1.0,YES
0.1088,0.5579999999999999,NO
0.2277,0.4413,NO
0.1763,0.3247,NO
0.1744,0.2014,NO
0.0948,0.184,NO
0.152,0.4064,YES
0.0882,0.0813,NO
0.2267,0.6385,YES
0.1968,0.1941,NO
0.1574,0.6385,YES
0.2134,0.5579999999999999,NO
0.1846,0.4825,NO
0.3004,0.5289,NO
0.1322,0.5579999999999999,NO
0.3039,1.0,YES
0.2341,0.5169,NO
0.2137,1.0,YES
0.1342,0.3527,NO
0.1099,0.1845,NO
0.526,1.0,YES
0.1623,1.0,YES
0.1996,0.5589,YES
0.3297,1.0,YES
0.22699999999999998,0.4024,NO
0.1622,0.1353,NO
0.3372,0.9051,YES
0.1102,0.3543,NO
0.3901,1.0,YES
0.1022,0.4318,NO
0.1483,0.4413,NO
0.0862,0.3522,NO
0.0629,0.18,NO
0.2034,0.1911,NO
0.1682,0.4942,YES
0.1975,0.1608,NO
0.3422,1.0,YES
0.1773,0.304,NO
0.2514,1.0,YES
0.1754,0.2958,NO
0.1301,0.462,NO
0.3619,0.6069,NO
0.1715,0.4318,NO
0.3452,1.0,YES
0.3259,0.578,NO
0.258,1.0,YES
0.0709,0.2699,NO
0.0732,0.1451,NO
0.3094,0.9305,YES
0.1091,1.0,YES
0.0665,0.5589,YES
0.2941,0.9305,YES
0.0664,0.2375,NO
0.0556,0.1094,NO
0.5229,0.9648,YES
0.1003,0.3027,NO
0.3604,1.0,YES
0.08800000000000001,0.4462,NO
0.2859,0.4969,NO
0.1263,0.4412,NO
0.1497,0.4412,NO
0.1047,0.1567,NO
0.1031,0.4942,YES
0.1016,0.0997,NO
0.3066,1.0,YES
0.0639,0.304,NO
0.2147,1.0,YES
0.1277,0.4462,NO
0.0813,0.462,NO
0.3135,0.5102,NO
0.1095,0.4462,NO
0.302,0.9305,YES
0.2369,0.4987,NO
0.4263,1.0,YES
0.1151,0.1995,NO
0.0905,0.1881,NO
0.1028,0.223,YES
0.3566,0.5962,YES
0.2651,0.5962,YES
0.1542,0.2827,YES
0.094,0.1901,NO
0.0554,0.1275,NO
0.2037,0.2316,YES
0.1971,0.3405,NO
0.1126,0.44299999999999995,YES
0.1418,0.415,NO
0.2488,0.1025,NO
0.2731,0.1909,NO
0.2523,0.0871,NO
0.1698,0.1881,NO
0.2266,0.5654,YES
0.1648,0.1995,NO
0.2745,0.4807,YES
0.1508,0.1512,NO
0.2653,0.4807,YES
0.1206,0.2843,NO
0.1613,0.415,NO
0.1611,0.3148,NO
0.1018,0.415,NO
0.152,0.2578,YES
0.1186,0.2377,NO
0.1207,0.44299999999999995,YES
0.1201,0.3229,NO
0.10300000000000001,0.1414,NO
0.254,0.4751,YES
0.3285,1.0,YES
0.3624,1.0,YES
0.2593,0.4751,YES
0.0981,0.3189,NO
0.0792,0.1037,NO
0.2917,0.4937,YES
0.1836,0.3816,NO
0.3039,0.6109,YES
0.1342,0.3984,NO
0.1448,0.2305,NO
0.1036,0.3569,NO
0.0702,0.146,NO
0.1825,0.1349,NO
0.2937,1.0,YES
0.1772,0.1669,NO
0.5728,1.0,YES
0.0892,0.1857,NO
0.4594,1.0,YES
0.1677,0.3569,NO
0.1461,0.5347,NO
0.2985,0.3022,NO
0.1348,0.3984,NO
0.2479,0.4751,YES
0.2298,0.2768,NO
0.2345,0.6109,YES
0.08900000000000001,0.3471,NO
0.0394,0.1963,NO
0.1381,0.2636,NO
0.2108,0.3716,NO
0.0676,0.2015,NO
0.0957,0.301,NO
0.0963,0.077,NO
0.0435,0.1439,NO
0.2592,0.2725,NO
0.1291,0.2363,NO
0.0785,0.2654,NO
0.1052,0.1729,NO
0.4225,0.8209,YES
0.3368,1.0,YES
0.3938,0.7168,YES
0.0766,0.1943,NO
0.0711,0.3171,NO
0.0797,0.1943,NO
0.0531,0.2654,NO
0.1551,0.2264,NO
0.077,0.2654,NO
0.0463,0.1358,NO
0.0745,0.1636,NO
0.1014,0.2363,NO
0.0541,0.1547,NO
0.1685,0.301,NO
0.0541,0.2436,NO
0.2105,0.3371,NO
0.1239,1.0,YES
0.289,1.0,YES
0.2752,0.1893,NO
0.1653,0.1989,NO
0.0814,0.1921,NO
0.0623,0.1893,NO
0.32899999999999996,0.519,YES
0.1249,0.7333,YES
0.0968,0.1103,NO
0.1519,0.1468,NO
0.0533,0.1989,NO
0.1784,0.1468,NO
0.1661,0.172,NO
0.1504,0.3144,NO
0.1562,0.0693,NO
0.3075,1.0,YES
0.0597,0.2278,NO
0.1815,1.0,YES
0.0336,0.1989,NO
0.3735,1.0,YES
0.0877,0.1989,NO
0.1163,0.1218,NO
0.0418,0.1468,NO
0.1354,0.1468,NO
0.0948,0.1087,NO
0.1407,0.2673,NO
0.0821,0.1778,NO
0.0894,0.1989,NO
0.0416,0.3229,NO
0.0131,0.1526,NO
0.1203,0.3343,YES
0.2886,1.0,YES
0.2879,1.0,YES
0.1294,0.3961,YES
0.0498,0.3189,NO
0.0139,0.1035,NO
0.1999,0.3244,YES
0.1109,0.2926,NO
0.1389,0.6207,YES
0.0996,0.1729,NO
0.1977,0.1816,NO
0.1726,0.2589,NO
0.1805,0.146,NO
0.0204,0.1526,NO
0.2123,0.7669,YES
0.0198,0.1526,NO
0.3536,1.0,YES
0.1039,0.1887,NO
0.2827,1.0,YES
0.0426,0.2391,NO
0.0387,0.4291,NO
0.1228,0.3014,NO
0.0373,0.1383,NO
0.1359,0.3612,YES
0.0808,0.1932,NO
0.1119,0.6207,YES
0.3458,1.0,YES
0.0264,1.0,YES
0.3473,0.0825,NO
0.1555,0.2576,NO
0.0906,0.1462,NO
0.107,0.1642,NO
0.226,0.7571,YES
0.4184,0.7333,YES
0.1111,0.1486,NO
0.1017,0.2321,NO
0.09699999999999999,0.0995,NO
0.1058,0.1381,NO
0.1741,0.196,NO
0.1373,0.3144,NO
0.132,0.07200000000000001,NO
0.1138,1.0,YES
0.0766,0.2278,NO
0.3242,1.0,YES
