DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_SINGLE_VSM_31,Associated
0.0737,0.6388,NO
0.0652,0.5857,NO
0.1144,1.0959999999999999,NO
0.2164,1.1995,NO
0.0671,1.0393,NO
0.0906,0.8272,NO
0.0589,1.4466,NO
0.0679,0.413,NO
0.1689,0.7964,NO
0.2469,4.006,YES
0.0616,0.6833,NO
0.33799999999999997,3.5635,YES
0.2427,0.4565,NO
0.2231,0.8270000000000001,NO
0.2223,0.2201,NO
0.1142,0.645,NO
0.0706,0.8945,NO
0.1109,0.4749,NO
0.0747,0.6317,NO
0.2179,0.4194,NO
0.1147,0.11699999999999999,NO
0.0779,3.8228,YES
0.0804,3.6559,YES
0.1668,3.1265,YES
0.24,2.5704,YES
0.1573,0.2944,NO
0.0716,3.7667,YES
0.1205,1.0737,NO
0.1072,0.9848,YES
0.2444,1.893,YES
0.3362,1.3345,NO
0.1579,0.6879,NO
0.1148,0.6852,NO
0.1112,1.0104,NO
0.3947,2.0114,YES
0.0957,0.8579,YES
0.1364,0.961,NO
0.1056,0.2714,NO
0.0981,0.7919,NO
0.1058,0.3686,NO
0.1797,0.3624,NO
0.1526,0.2963,NO
0.1551,0.128,NO
0.2811,1.5837,YES
0.0766,0.8005,NO
0.1126,1.7711,YES
0.0341,0.8211,NO
0.3399,1.9397,YES
0.0412,0.5492,NO
0.1212,0.4427,NO
0.0769,0.3189,NO
0.1235,0.5617,NO
0.0802,0.4088,NO
0.1903,0.9012,NO
0.1119,0.5218,NO
0.1008,1.0001,NO
0.0886,0.325,NO
0.1534,0.3633,NO
0.1331,1.4824,NO
0.2865,1.5713,NO
0.1512,1.3992,NO
0.1666,1.3326,NO
0.1465,1.2342,NO
0.0509,0.1688,NO
0.2187,1.5507,NO
0.4574,3.7673,YES
0.1603,1.2233,NO
0.2015,3.3544,YES
0.205,0.8147,NO
0.2168,1.1025,NO
0.2136,0.4647,NO
0.1919,0.5182,NO
0.1533,1.4143,NO
0.1268,0.1594,NO
0.1947,1.1961,NO
0.1755,0.2243,NO
0.2202,0.4572,NO
0.4465,3.7139,YES
0.4252,3.4277,YES
0.3653,3.1524,YES
0.1771,2.5025,YES
0.1659,0.7427,NO
0.1927,3.6068,YES
0.1251,1.6889,NO
0.1303,2.1921,YES
0.1814,2.9162,YES
0.3356,2.2981,NO
0.1662,1.2267,NO
0.1507,1.2633,NO
0.1441,1.8372,NO
0.3435,3.3438,YES
