DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_VSM_98,Associated
0.0737,0.1315,NO
0.0652,0.1503,NO
0.1144,0.2691,NO
0.2164,0.2368,NO
0.0671,0.4057,NO
0.0906,0.4352,NO
0.0589,0.293,NO
0.0679,0.1108,NO
0.1689,0.3577,NO
0.2469,1.6936,YES
0.0616,0.2673,NO
0.33799999999999997,0.7727,YES
0.2427,0.0988,NO
0.2231,0.2215,NO
0.2223,0.0788,NO
0.1142,0.1005,NO
0.0706,0.2785,NO
0.1109,0.0956,NO
0.0747,0.2921,NO
0.2179,0.0605,NO
0.1147,0.3845,NO
0.0779,0.7682,YES
0.0804,0.741,YES
0.1668,1.442,YES
0.24,1.4771,YES
0.1573,0.4372,NO
0.0716,0.4315,YES
0.1205,0.3144,NO
0.1072,0.7659999999999999,YES
0.2444,0.1665,YES
0.3362,0.2392,NO
0.1579,0.3046,NO
0.1148,0.1924,NO
0.1112,0.223,NO
0.3947,1.6843,YES
0.0957,1.2309,YES
0.1364,0.4203,NO
0.1056,0.3661,NO
0.0981,0.34299999999999997,NO
0.1058,0.2757,NO
0.1797,0.1955,NO
0.1526,0.2607,NO
0.1551,0.0983,NO
0.2811,0.3241,YES
0.0766,0.2207,NO
0.1126,1.2749,YES
0.0341,0.2463,NO
0.3399,1.3153,YES
0.0412,0.2834,NO
0.1212,0.0862,NO
0.0769,0.2695,NO
0.1235,0.1476,NO
0.0802,0.3226,NO
0.1903,0.2424,NO
0.1119,0.1642,NO
0.1008,0.5201,NO
0.0886,0.2738,NO
0.1534,0.2441,NO
0.1331,0.3811,NO
0.2865,0.7434,NO
0.1512,0.6688,NO
0.1666,0.9019,NO
0.1465,0.7103,NO
0.0509,0.1855,NO
0.2187,0.9371,NO
0.4574,2.8369999999999997,YES
0.1603,0.7763,NO
0.2015,2.2481,YES
0.205,0.489,NO
0.2168,0.3866,NO
0.2136,0.3104,NO
0.1919,0.1449,NO
0.1533,0.4906,NO
0.1268,0.1867,NO
0.1947,0.5139,NO
0.1755,0.1611,NO
0.2202,0.6317,NO
0.4465,1.959,YES
0.4252,1.1028,YES
0.3653,2.2823,YES
0.1771,1.8017,YES
0.1659,0.6876,NO
0.1927,0.8075,YES
0.1251,0.7134,NO
0.1303,0.7103,YES
0.1814,0.1332,YES
0.3356,0.3958,NO
0.1662,0.3891,NO
0.1507,0.1057,NO
0.1441,0.3595,NO
0.3435,1.5452,YES
0.1243,1.2092,YES
0.1731,0.4311,NO
0.0952,0.1701,NO
0.1364,0.4053,NO
0.0887,0.1012,NO
0.2289,0.1649,NO
0.2088,0.0934,NO
0.2075,0.0468,NO
0.1923,0.2631,YES
0.0927,0.29,NO
0.0821,1.2093,YES
0.0311,0.2928,NO
0.3081,1.2671,YES
0.0406,0.1789,NO
0.1251,0.0581,NO
0.091,0.1742,NO
0.11800000000000001,0.0227,NO
0.1053,0.1082,NO
0.2201,0.5279,NO
0.1351,0.0504,NO
0.1328,0.4808,NO
0.0724,0.5504,NO
0.0244,0.1651,NO
0.1404,0.9309999999999999,YES
0.3348,1.4074,YES
0.2937,1.7979,YES
0.14300000000000002,0.7589,YES
0.0826,0.5192,NO
0.013000000000000001,0.2839,NO
0.2103,0.8087,YES
0.1395,0.5731,NO
0.1325,0.9118,YES
0.1443,0.3647,NO
0.2165,0.4963,NO
0.1934,0.1931,NO
0.1934,0.3425,NO
0.0572,0.1907,NO
0.2318,2.5398,YES
0.0556,0.2937,NO
0.3609,2.2982,YES
0.1417,0.2263,NO
0.255,1.0578,YES
0.0522,0.3507,NO
0.0677,0.3189,NO
0.1439,0.4465,NO
0.0494,0.2732,NO
0.1715,1.0682,YES
0.0964,0.1876,NO
0.1343,0.9626,YES
0.1544,0.4334,NO
0.0732,0.1744,NO
0.1975,0.3123,NO
0.2582,0.9391,NO
0.1977,0.6953,NO
0.1701,0.4756,NO
0.1684,0.6478,NO
0.1225,0.32799999999999996,NO
0.1458,0.485,NO
0.4028,2.2424,YES
0.1577,0.5459,NO
0.2904,1.6195,YES
0.1987,0.1582,NO
0.1756,0.1184,NO
0.1689,0.1155,NO
0.054000000000000006,0.2036,NO
0.1469,0.7197,NO
0.0547,0.4154,NO
0.1082,0.8869,NO
0.2019,0.3373,NO
0.1293,0.7046,NO
0.3897,1.7461,YES
0.3612,1.0779,YES
0.2791,1.9732,YES
0.2894,1.6131,YES
0.2226,0.6091,NO
0.1753,0.5663,YES
0.0979,0.4862,NO
0.0985,0.4491,NO
0.0774,0.1966,NO
0.1069,0.5998,YES
0.3647,2.1598,YES
0.2531,1.9389,YES
0.1331,0.7841,YES
0.0885,0.5322,NO
0.0604,0.2478,NO
0.2068,0.8492,YES
0.2598,1.006,NO
0.106,0.8887,YES
0.1459,0.5639,NO
0.2252,0.531,NO
0.2571,0.2813,NO
0.2375,0.2663,NO
0.1453,0.2836,NO
0.2245,3.6282,YES
0.141,0.2787,NO
0.2623,2.9146,YES
0.142,0.2052,NO
0.2555,1.9679,YES
0.2049,0.6115,NO
0.2206,0.4347,NO
0.2228,0.9776,NO
0.1032,0.6509999999999999,NO
0.1461,0.8461,YES
0.1116,0.3666,NO
0.1326,0.8414,YES
0.1415,0.1335,NO
0.0745,0.1519,NO
0.2381,0.3492,NO
0.19,0.3657,NO
0.1547,0.305,NO
0.1997,0.8654,NO
0.1653,0.5325,NO
0.1536,0.1288,NO
