DIRECT_NA_NA_VSM,50Traced_NONETRACED_SUM_RAW_LSA_88,Associated
0.0737,0.1204,NO
0.0652,0.1157,NO
0.1144,0.3425,NO
0.2164,0.4687,NO
0.0671,0.2277,NO
0.0906,0.6223,NO
0.0589,0.1094,NO
0.0679,0.0831,NO
0.1689,0.4028,NO
0.2469,0.6784,YES
0.0616,0.508,NO
0.33799999999999997,1.6326,YES
0.2427,0.0984,NO
0.2231,0.0615,NO
0.2223,0.0847,NO
0.1142,0.2462,NO
0.0706,0.2504,NO
0.1109,0.0757,NO
0.0747,0.1738,NO
0.2179,0.064,NO
0.1147,0.4789,NO
0.0779,1.5695,YES
0.0804,1.3203,YES
0.1668,0.841,YES
0.24,0.4736,YES
0.1573,0.588,NO
0.0716,1.3076,YES
0.1205,0.5517,NO
0.1072,3.0825,YES
0.2444,1.1068,YES
0.3362,0.6423,NO
0.1579,0.2586,NO
0.1148,0.2359,NO
0.1112,0.4672,NO
0.3947,2.1961,YES
0.0957,1.3851,YES
0.1364,0.5095,NO
0.1056,0.2194,NO
0.0981,0.4297,NO
0.1058,0.3064,NO
0.1797,0.4382,NO
0.1526,0.1774,NO
0.1551,0.40299999999999997,NO
0.2811,1.5653,YES
0.0766,0.2885,NO
0.1126,0.9812,YES
0.0341,0.2355,NO
0.3399,1.5371,YES
0.0412,0.1613,NO
0.1212,0.228,NO
0.0769,0.1674,NO
0.1235,0.3522,NO
0.0802,0.285,NO
0.1903,0.5362,NO
0.1119,0.3178,NO
0.1008,0.4834,NO
0.0886,0.1412,NO
0.1534,0.1191,NO
0.1331,0.6183,NO
0.2865,0.7416,NO
0.1512,0.4524,NO
0.1666,0.7797,NO
0.1465,0.1084,NO
0.0509,0.0956,NO
0.2187,0.7544,NO
0.4574,1.0803,YES
0.1603,0.5703,NO
0.2015,1.9122,YES
0.205,0.2436,NO
0.2168,0.0885,NO
0.2136,0.2753,NO
0.1919,0.3214,NO
0.1533,0.5142,NO
0.1268,0.1473,NO
0.1947,0.3605,NO
0.1755,0.0862,NO
0.2202,0.6086,NO
0.4465,1.9153,YES
0.4252,1.7193,YES
0.3653,1.7873,YES
0.1771,0.7527,YES
0.1659,0.5431,NO
