id,text
38.txt,access section patient perform code tax servic launch follow express request actor oper log form manag section patient bodi gui login pazient insert tax code patient request select function valid pass control instanc gui login pazient handler deleg instanc pazient manag task manag servic growth deal valid data enter use bodi patient outcom notifi backward instanc gui login pazient handler requir applic gui pazient handler enabl access section patient applic object main form instanc gui pazient featur describ sequenc diagram fig
39.txt,access section patient fail code hospit card servic launch follow explicit request actor oper log form manag section patient bodi gui login pazient insert code hospit card patient request select function valid control applic gui login pazient handler deleg instanc hospit card manag task manag servic respons valid data enter applic hospit card fail transact notifi backward instanc gui login pazient handler error messag screen access applic gui login pazient featur describ sequenc diagram fig
49.txt,show clinic folder servic launch follow explicit request part patient actor patient access form main instanc gui principal manag servic provid system demand patient select clinic folder patient pass control instanc gui principal handler deleg instanc gui cartella clinica handler task manag servic first step take find data visit examin carri patient applic control pass instanc cartella clinica manag point process iter retriev visit step carri follow bodi visit manag applic data visit visit pass control esami manag applic ensur instanc consider find examin visit end process result sent instanc cartella clinica manag next step find anarafica data relat patient applic control pass instanc pazient manag request patient recov data send backward instanc cartella clinica manag point control switch gui cartella clinica handler instanc visual anagrafica data patient visit perform mask manag folder clinic instanc gui cartella clinica featur describ collabor diagram fig
48.txt,reserv servic launch follow explicit request patient actor patient access mask main instanc gui principal manag servic provid system request patient select reserv control instanc gui principal handler deleg instanc gui prenotazioni handler task manag servic point control pass instanc prenotazioni manag deal find reserv request reserv patient request result sent backlink instanc gui prenotazioni handler turn deal screen manag book patient instanc gui prenotazioni featur describ collabor diagram fig
43.txt,slip visit later date servic launch follow express request actor oper log form section patient instanc gui pazient check function chang reserv control instanc gui pazient handler deleg gui prenota visita handler instanc task manag servic upload reserv request matter instanc gui prenota visita handler gui seleziona prenotazioni handler obtain reserv patient object pass monitor applic prenotazioni manag instanc reserv find return instanc gui seleziona prenotazioni handler turn visual data obtain mask applic gui seleziona prenotazioni select reserv chang oper select reserv edit control pass backward gui prenota visita handler instanc deleg panel prenotazioni manag task transfer inform reserv select request prenotazioni manag applic reserv perform task return instanc data obtain gui prenota visita turn give display screen manag reserv instanc gui prenota visita request new date oper requir new date visit control pass instanc gui prenota visita handler obtain next day avail appropri bodi ensur prenotazioni manag view mask manag reserv instanc gui prenota visita oper confirm date propos system control return instanc gui prenota visita handler save reserv applic class gui prenota visita handler point proce reserv deleg task instanc prenotazioni manag applic reserv begin valid reserv rescu data reserv oper control return backward gui prenota visita handler get instanc report success messag mask manag reserv instanc gui prenota visita featur describ collabor diagram fig
42.txt,reserv visit initi servic launch follow express request actor oper log form patient main section instanc gui pazient check function reserv visit next first control pass instanc gui pazient handler deleg instanc gui prenota visita handler task manag servic choos type visit applic class gui prenota visita handler display mask reserv visit patient subject instanc gui prenota visita oper select form confirm type access control return instanc gui prenota visita handler deleg task insert new applic prenotazioni manag creat new reserv applic class applic prenotazioni manag reserv creat new reserv point bodi reserv verifi valid reserv check new reserv respect sequenc reserv valid reserv valid reserv notifi success creation reserv backward instanc gui prenota visita handler find data avail applic proxi class gui prenota visita handler instanc prenotazioni manag task find first date avail visit date gui prenota visita handler given instanc form reserv visit instanc gui prenota visita oper confirm date propos system control return instanc gui prenota visita handler save reserv applic class gui prenota visita handler point proceed store reserv deleg prenotazioni manag task instanc applic applic reserv save data reserv oper control pass instanc gui prenota visita handler turn deal notifi success view special messag screen reserv visit instanc gui prenota visita featur describ collabor diagram fig book outpati servic heart thought comment function unact diagram fig order make clear iter player system
40.txt,chang age patient servic launch follow express request actor oper log form patient main section instanc gui pazient select function amend regist patient request pass control gui pazient handler instanc deleg instanc gui anagrafica pazient handler task manag servic control pass instanc gui anagrafica pazient handler deleg task retriev patient data applic instanc pazient manag applic patient provid recoveri data provid instanc gui anagrafica pazient handler turn take care screen gui anagrafica pazient point oper confirm chang control goe instanc gui anagrafica pazient handler deleg task store chang data patient concern applic pazient manag panel rescu patient data modifi store pass control applic gui anagrafica pazient handler turn respons notifi success display messag mask manag patient instanc gui anagrafica pazient featur describ collabor diagram fig
41.txt,reserv first visit servic launch follow express request actor oper log form main instanc gui principal select function reserv initi visit pass control gui principal handler instanc deleg applic gui prenota visita handler task manag servic given reserv first visit pass control applic gui anagrafica pazient handler integr anagrafica patient data creation new patient applic display class gui anagrafica pazient handler mask input anagrafica data patient instanc gui anagrafica pazient point oper insert data confirm patient data pass control instanc gui anagrafica pazient handler move instanc pazient manag verifi patient sio patient oper continu gui anagrafica pazient handler deleg pazient manag instanc task creat new patient panel patient creation new patient accord data insert oper creat hospit card applic class pazient manag pass control instanc hospit card manag turn mean bodi hospit card provid creation new hospit card assign patient creation send notif messag success backward instanc gui prenota visita handler choos type visit applic class gui prenota visita handler display mask reserv visit patient subject instanc gui prenota visita oper select form confirm type access control return instanc gui prenota visita handler deleg includ new reserv instanc prenotazioni manag creat new reserv applic class applic prenotazioni manag reserv creat new reserv point bodi reserv verifi valid reserv check new reserv respect sequenc reserv valid reserv valid reserv notifi success creation reserv backward instanc gui prenota visita handler find data avail applic proxi class gui prenota visita handler instanc prenotazioni manag task find first date avail visit date gui prenota visita handler given instanc form reserv visit instanc gui prenota visita oper confirm date propos system control return instanc gui prenota visita handler store data patient hospit card applic class gui prenota visita handler pass gui anagrafica pazient handler control applic allow store data patient applic gui anagrafica pazient handler turn deleg store person data relat patient pazient manag instanc class applic patient store perman basi data control return backward class hospit card manag provid applic hospit card rescu data hospit card patient reserv visit complet oper return storag backward messag notifi success come instanc class gui anagrafica pazient handler view print hospit card applic proxi class gui anagrafica pazient handler print applic hospit card class gui hospit card handler obtain data card hospit appropri bodi hospit card manag display data screen hospit card instanc gui hospit card deleg print hospit card instanc class print manag control return backward reach applic gui prenota visita handler store reserv applic class gui prenota visita handler point proceed store reserv deleg prenotazioni manag task instanc applic applic reserv save data reserv oper control pass instanc gui prenota visita handler turn deal notifi success view special messag screen reserv visit instanc gui prenota visita featur describ collabor diagram fig
45.txt,patient login scenario valid run servic launch follow express request patient actor patient access screen manag system instanc gui sfondo control goe instanc gui sfondo handler deleg instanc gui login handler task manag servic first step take enter hospit patient card pin patient present same page acquisit data instanc gui login patient data set confirm insert scrutini goe applic gui login handler derog valid applic hospit card manag deal valid inform enter patient applic outcom hospit card notifi posit backward gui login handler applic requir applic allow gui principal handler access patient applic arrang main form instanc gui principal featur describ sequenc diagram fig
50.txt,show detail visit servic launch follow express request patient actor patient access mask instanc gui cartella clinica manag clinic folder patient select visit see visit control applic gui cartella clinica handler gui visita handler deleg instanc task manag servic first step gather inform select visit control pass applic visit manag primarili bodi visit retriev inform esami manag deleg instanc task find inform associ examin relat visit select object retriev inform consider instanc provid result applic visit manag turn return inform backward instanc final gui visita handler display inform receiv mask detail visit instanc gui visita featur describ collabor diagram fig
44.txt,cancel reserv servic launch follow express request actor oper log form main section patient instanc gui pazient select elimin reserv control goe instanc gui pazient handler deleg instanc gui elimina prenotazioni handler task manag servic request gui elimina prenotazion handler deleg applic prenotazioni manag obtain reserv patient object request reserv ensur retriev return instanc gui elimina prenotazion handler turn provid view data obtain mask instanc gui elimina prenotazion oper select reserv delet control pass instanc gui elimina prenotazion handler request deleg prenotazioni manag complet transact applic prenotazioni manag applic reserv verifi sequenc valid elimin reserv elimin reserv complet return control gui elimina prenotazion handler instanc notifi success transact messag screen instanc gui elimina prenotazion featur describ collabor diagram fig
46.txt,login fail valid patient scenario servic launch follow explicit request patient actor patient access screen manag system instanc gui sfondo control goe instanc gui sfondo handler deleg instanc gui login handler task manag servic first step take enter hospit patient card pin patient present same page acquisit data instanc gui login tax patient data confirm inclus control pass instanc gui login handler derog valid hospit card manag instanc deal valid data isert patient panel hospit card unsuccess oper notifi backward instanc gui login handler error messag form access instanc gui login featur describ sequenc diagram fig
47.txt,show anagrafica servic launch follow express request patient actor patient access mask main instanc gui principal manag servic provid system request patient select anagrafica master control goe instanc gui principal handler deleg instanc gui anagrafica handler task manag servic point control pass instanc pazient manag deal find panel patient patient data applic result sent backward instanc gui anagrafica handler turn respons screen manag registri patient instanc gui anagrafica featur describ collabor diagram fig
