id,text
38.txt,access section patient perform code tax servic wa launch follow request actor oper log form manag section patient bodi guilogin pazient insert tax code patient ha made request select function valid pass control instanc guilogin pazient handler deleg instanc pazient manag task manag servic growth deal valid data enter use bodi patient outcom notifi backward instanc guilogin pazient handler requir applic guipazient handler enabl access section patient applic object display form instanc guipazient featur describ sequenc diagram fig
39.txt,access section patient fail code hospit card servic wa launch follow request actor oper log form manag section patient bodi guilogin pazient insert code hospit card patient ha made request select function valid control applic guilogin pazient handler deleg instanc hospit card manag task manag servic latter valid data enter applic hospit card fail transact notifi backward instanc guilogin pazient handler display error messag screen access applic guilogin pazient featur ha describ sequenc diagram fig
49.txt,show clinic folder servic wa launch follow request part patient actor patient access form instanc manag servic provid system demand patient select display clinic folder patient pass control instanc handler deleg instanc guicartella clinica handler task manag servic step take find data visit examin carri applic therefor control pass instanc cartella clinica manag point process iter retriev visit step carri follow bodi visit manag found applic data visit visit pass control esami manag applic ensur instanc consider find examin visit end process result sent instanc cartella clinica manag step find data relat applic therefor control pass instanc pazient manag request patient recov data send backward instanc cartella clinica manag point control switch guicartella clinica handler instanc visual data patient visit perform mask manag folder clinic instanc guicartella clinica featur describ collabor diagram fig
48.txt,view list reserv servic wa launch follow request patient actor patient access mask instanc guiprincipal manag servic provid system request patient select display reserv control made instanc handler deleg instanc guiprenotazioni handler task manag servic point control pass instanc prenotazioni manag deal find reserv request reserv made patient request result sent backlink instanc guiprenotazioni handler turn deal display screen manag book patient instanc guiprenotazioni featur wa describ collabor diagram fig
43.txt,slip visit date servic wa launch follow request actor oper log form section patient instanc guipazient check function chang reserv control instanc guipazient handler deleg guiprenota visita handler instanc task manag servic upload reserv request matter instanc guiprenota visita handler guiseleziona prenotazioni handler obtain list reserv made patient object pass monitor applic prenotazioni manag instanc reserv find list return instanc guiseleziona prenotazioni handler turn visual data obtain mask applic guiseleziona prenotazioni select reserv chang oper select list reserv edit control pass backward guiprenota visita handler instanc deleg panel prenotazioni manag task transfer inform reserv select request prenotazioni manag applic reserv perform task return instanc data obtain guiprenota visita turn give display screen manag reserv instanc guiprenota visita request date oper requir date visit keep control pass instanc guiprenota visita handler obtain day bodi ensur prenotazioni manag view mask manag reserv instanc guiprenota visita oper confirm date propos system control return instanc guiprenota visita handler save reserv applic class guiprenota visita handler point proce reserv deleg task instanc prenotazioni manag applic reserv begin valid reserv onli rescu data reserv oper control return backward guiprenota visita handler get instanc report success messag mask manag reserv instanc guiprenota visita featur wa describ collabor diagram fig
42.txt,reserv visit servic wa launch follow request actor oper log form patient section instanc guipazient check function reserv visit control pass instanc guipazient handler deleg instanc guiprenota visita handler task manag servic choos type visit applic class guiprenota visita handler display mask reserv visit patient instanc guiprenota visita oper select form confirm type access control return instanc guiprenota visita handler deleg task insert applic prenotazioni manag creat reserv applic class applic prenotazioni manag reserv creat reserv point bodi reserv verifi valid reserv check reserv respect sequenc reserv reserv reserv notifi success creation reserv backward instanc guiprenota visita handler find data applic proxi class guiprenota visita handler instanc prenotazioni manag task find date visit keep date guiprenota visita handler given instanc display form reserv visit instanc guiprenota visita oper confirm date propos system control return instanc guiprenota visita handler save reserv applic class guiprenota visita handler point proceed store reserv deleg prenotazioni manag task instanc applic applic reserv save data reserv oper control pass instanc guiprenota visita handler turn deal notifi success view messag screen reserv visit instanc guiprenota visita featur wa describ collabor diagram fig also book outpati servic heart thought comment function diagram fig order make iter player system
40.txt,chang age patient servic wa launch follow request actor oper log form patient section instanc guipazient select function amend regist patient made request pass control guipazient handler instanc deleg instanc guianagrafica pazient handler task manag servic control pass instanc guianagrafica pazient handler deleg task retriev data applic instanc pazient manag latter applic patient provid recoveri data provid instanc guianagrafica pazient handler turn take care display screen guianagrafica pazient point oper confirm chang made control goe back instanc guianagrafica pazient handler deleg task store chang made data patient applic pazient manag panel rescu patient data modifi store pass control applic guianagrafica pazient handler turn notifi success display messag mask manag patient instanc pazient featur wa describ collabor diagram fig
41.txt,reserv visit servic wa launch follow request actor oper log form instanc select function reserv visit pass control handler instanc deleg applic guiprenota visita handler task manag servic given reserv visit pass control applic guianagrafica pazient handler integr patient data creation patient applic display class pazient handler mask input data patient instanc guianagrafica pazient point oper insert data confirm data pass control instanc guianagrafica pazient handler move instanc pazient manag verifi patient sio patient oper continu guianagrafica pazient handler deleg pazient manag instanc task creat patient panel patient creation patient accord data insert oper creat hospit card applic class pazient manag pass control instanc hospit card manag turn mean bodi hospit card provid creation hospit card assign patient creation send notif messag success backward instanc guiprenota visita handler choos type visit applic class guiprenota visita handler display mask reserv visit patient instanc guiprenota visita oper select form confirm type access control return instanc guiprenota visita handler deleg includ reserv instanc prenotazioni manag creat reserv applic class applic prenotazioni manag reserv creat reserv point bodi reserv verifi valid reserv check reserv respect sequenc reserv reserv reserv notifi success creation reserv backward instanc guiprenota visita handler find data applic proxi class guiprenota visita handler instanc prenotazioni manag task find date visit keep date guiprenota visita handler given instanc display form reserv visit instanc guiprenota visita oper confirm date propos system control return instanc guiprenota visita handler store data patient hospit card applic class guiprenota visita handler pass pazient handler control applic allow store data patient applic pazient handler turn deleg store data relat pazient manag instanc class applic patient store basi data control return class hospit card manag provid applic hospit card rescu data hospit card patient reserv visit complet oper return storag messag notifi success come instanc class pazient handler view print hospit card applic proxi class guianagrafica pazient handler view print applic hospit card class guihospit card handler latter obtain data card hospit bodi hospit card manag display data screen display hospit card instanc guihospit card deleg print hospit card instanc class print manag control return backward reach applic guiprenota visita handler store reserv applic class guiprenota visita handler point proceed store reserv deleg prenotazioni manag task instanc applic applic reserv save data reserv oper control pass instanc guiprenota visita handler turn deal notifi success view messag screen reserv visit instanc guiprenota visita featur wa describ collabor diagram fig
45.txt,login scenario valid run servic wa launch follow request patient actor patient access screen manag system instanc guisfondo control goe instanc guisfondo handler deleg instanc guilogin handler task manag servic step take enter hospit patient card pin patient present page acquisit data instanc guilogin patient data set confirm insert scrutini goe back applic guilogin handler derog valid applic hospit card manag deal valid inform enter patient applic outcom hospit card notifi guilogin handler applic requir applic allow handler access applic arrang display form instanc guiprincipal featur wa describ sequenc diagram fig
50.txt,show detail visit servic wa launch follow request patient actor patient access mask instanc guicartella clinica manag clinic folder patient select visit see list visit control applic guicartella clinica handler guivisita handler deleg instanc task manag servic step gather inform select visit therefor control pass applic visit manag primarili bodi visit retriev inform esami manag deleg instanc task find inform associ examin visit select object retriev inform consider instanc provid result applic visit manag turn return inform found backward instanc final guivisita handler display inform receiv mask display visit instanc guivisita featur wa describ collabor diagram fig
44.txt,cancel reserv servic wa launch follow request actor oper log form section patient instanc guipazient select elimin reserv control goe instanc guipazient handler deleg instanc guielimina prenotazioni handler task manag servic request guielimina prenotazion handler deleg applic prenotazioni manag obtain list reserv patient object request reserv ensur retriev list return instanc guielimina prenotazion handler turn provid view data obtain mask instanc guielimina prenotazion oper select list reserv delet control pass instanc guielimina prenotazion handler request deleg prenotazioni manag complet transact applic prenotazioni manag applic reserv verifi sequenc even elimin reserv onli elimin reserv complet return control guielimina prenotazion handler instanc notifi success transact messag screen instanc guielimina prenotazion featur wa describ collabor diagram fig
46.txt,login fail valid patient scenario servic wa launch follow request patient actor patient access screen manag system instanc guisfondo control goe instanc guisfondo handler deleg instanc guilogin handler task manag servic step take enter hospit patient card pin patient present page acquisit data instanc guilogin tax patient data confirm inclus control pass instanc guilogin handler derog valid hospit card manag instanc deal valid data isert patient panel hospit card oper notifi backward instanc guilogin handler display error messag form access instanc guilogin featur describ sequenc diagram fig
