id,text
114.txt,class guilogin date version descript make mask guid patient inclus code hospit card pin attribut name access descript btn annulla button use return implement mask guisfondo btn cancella button use delet digit type panel key btn esegui button use confirm data panel display panel use see code insert panel key panel key panel contain keypad numer use insert code hi hospit card pin method signatur show login error access descript show error messag process valid patient signatur show access descript view mask signatur login access descript manag event gener patient hospit insert card pin start valid procedur signatur logout access descript manag event gener patient abandon system
128.txt,class guiresoconto prenotazioni date version descript make mask manag report reserv attribut name access descript panel parametri panel contain paramet set criteria creation report reserv method signatur resoconto prenotazioni access descript find inform gener report complianc criteria specifi
129.txt,class guipiani prenotazioni date version descript task display mask manag plan reserv made attribut name access descript btn uscita button allow return mask repres panel parametri panel contain paramet set criteria creation plan reserv method signatur piani prenotazioni access descript find inform gener plan reserv complianc criteria specifi
115.txt,class date version descript make form clinic box tower form task guid patient choic inform display attribut name access descript btn anagrafica button use access detail section btn cartella clin button use access ica section folder clinic btn prenotazioni button use access reserv section btn uscita button use leav applic method signatur show access descript view mask signatur abilita accesso access descript manag event gener procedur valid end success patient enabl signatur cartella clinica access descript manag event gener patient obtain access click folder clinic access folder clinic signatur dati pazient access descript manag event gener patient obtain access click button data detail view data detail signatur reserv access descript manag event gener patient obtain access click button reserv see reserv set
117.txt,class guiprenotazioni date version descript make mask use reserv display patient attribut name access descript btn ritorna button use return mask grid elenco grid onli reserv meet search criteria set patient lista appunta list contain reserv made panel parametri panel contain object give possibl patient set paramet research reserv start date search filter type visit method signatur visualizza prenotazioni access descript filter display reserv lista appuntamenti base criteria chosen patient display result grid elenco signatur get prenotazioni access descript get list reserv patient
116.txt,class date version descript make mask use show detail data patient attribut name access descript btn ritorna button use return mask panel dati panel contain data aagrafica patient method signatur visualizza anagrafica access descript manag view anagrafica data master patient signatur get anagrafica access get descript patient data log
139.txt,class guielenco prenotazioni date version descript abstract class use defin guielimina prenotazion class guiseleziona prenotazion attribut name access descript btn annulla button allow cancel oper grid prenotazioni grid contain list reserv still set patient method signatur notifica successo access descript task notifi success
138.txt,class guielimina prenotazion date version descript make mask use manag reserv attribut name access descript btn annulla button use cancel delet visit grid elenco prenotaz list contain reserv made patient method signatur visualizza elenco prenotazioni public access descript display list reserv made signatur elimina prenotazion access descript task find inform realiz guielimina prenotazion
160.txt,class tipo visita date version descript contain descript type visit made attribut name access descript code code type visit pv dh c descript descript type visit method signatur access descript
148.txt,class prenotazioni manag date version descript ha task manag oper requir access data relat reserv attribut name access descript method signatur delet prenotazion access descript ha task manag dispos reserv signatur edit prenotazion access descript task manag chang data hotel review signatur get data disponibil access descript given natur visit calcul date visit keep signatur get prenotazion access descript task find inform reserv signatur get prenotazioni pazient access descript task find reserv signatur prenotazion access descript task manag inclus reserv signatur save prenotazion access descript task save stand reserv signatur piano settimanal access descript task find inform settlement plan reserv signatur tempi medi attesa access descript task calcul time pend serv occur request servic
149.txt,class cartella clinica manag date version descript task manag data make record patient attribut name access descript method signatur get cartella clinica access descript find inform clinic filder patient signatur get dettagli access descript provid load detail visit signatur get dati pazient access descript ha task find data patient
159.txt,class book date version contain data describ reserv wa perform attribut name access descript data richiesta data ha carri reserv data visita date visit take place ground reason wa request hour visit take place method signatur creat access descript task creat object type reserv signatur delet access provid descript reserv signatur save access descript provid store reserv signatur get attribut access descript retriev inform relat reserv signatur set attribut access descript set attribut reserv
158.txt,class data laboratori version descript contain data laboratori laid examin attribut name access descript zip code post citi citi locat laboratori address address locat laboratori parti vat laboratori privat provinc provinc locat laboratori ragion social name laboratori detail laboratori address method signatur creat access descript task creat object type laboratori signatur delet access descript provid elimin data laboratori signatur save access descript provid storag data laboratori method signatur get attribut access descript retriev inform relat laboratori signatur set attribut access descript set attribut laboratori
156.txt,class examin date version descript contain data survey wa prescrib visit held attribut name access descript data patient ha carri examin diagnosi made diagnosi result result method signatur creat access descript task creat object type discuss signatur delet access descript provid elimin examin signatur save access descript provid storag data examin method signatur get attribut access descript find inform examin signatur set attribut access descript attribut set examin
142.txt,class operator manag date version descript ha task manag oper access softwar system clinch oper attribut name access descript method login signatur access descript task manag oper login signatur logout access descript task manag oper logout
143.txt,class print manag date version descript task manag oper press contribut oper attribut name access descript method signatur stampa hospit card access descript task provid inform print hospit card signatur stampa piano settimanal access descript task provid inform print plan reserv weekli form signatur stampa resoconto esami access descript task provid inform print report examin oper ha requir signatur stampa resoconto prenotazioni access descript task provid inform print report reserv oper ha requir signatur stampa resoconto visit access descript task provid inform print record visit oper ha requir
157.txt,class tipo esam date version descript contain descript type test made attribut name access descript descript descript type examin method signatur access descript
141.txt,class guiesam date version make descript mask use manag examin relat visit attribut name access descript btn delet button allow start procedur delet examin btn edit button allow start procedur chang review btn button allow start procedur input examin btn save button allow start procedur save review chang ad btn undo button allow cancel oper perform method signatur notifica successo access descript task notifi success chang insert delet signatur visualizza dati esam access descript task see detail examin signatur visualizza elenco esami access descript task see list examin visit signatur examin access descript task find inform realiz guiesam
155.txt,class visit date version contain data descript visit held attribut name access descript histori made histori doctor data patient ha support visit diagnosi made diagnosi reason ground visit rilevazioni strume observ made ntal visit therapi treatment prescrib doctor method signatur creat access descript task creat object type visit signatur delet access provid descript visit signatur save access descript provid data storag visit signatur get attribut access descript find inform visit signatur set attribut access descript set attribut patient
154.txt,class patient data version descript contain age patient attribut name access descript data data patient ha contact time method signatur creat access descript task creat object type signatur get attribut access descript find inform relat signatur save access descript provid storag data patient signatur set attribut access descript set attribut patient method signatur valida pazient access descript procedur valid patient
140.txt,class guivisita date version descript make mask use manag visit attribut name access descript btn delet button allow start procedur delet visit btn edit button allow start procedur chang visit btn button allow start procedur input visit btn save button allow start procedur save visit chang ad btn undo button allow cancel oper perform method signatur notifica successo access descript task notifi success signatur visualizza elenco visit access descript task see list visit signatur examin access descript task manag event gener oper select visit list requir access section show examin visit signatur visit access descript task find inform realiz guivisita
144.txt,class hospit card manag date version descript ha task manag oper requir access data hospit card attribut name access descript method signatur assegna hc access descript task assign card hospit patient signatur get hospit card access return descript data card hospit patient signatur login access descript code hospit card pin verifi patient signatur save hc access descript perman store data hospit card signatur valida pazient access descript code hospit card verifi patient
150.txt,class visit manag date version descript ha task manag oper requir access data visit perform attribut name access descript method signatur delvi access descript ha task manag dispos visit signatur edit visita access descript task manag chang data visit signatur get elenco visit access provid descript retriev visit signatur get visita access descript task find inform visit signatur visita access descript task manag inclus visit signatur resoconto visit access descript task find inform composit statement visit made given gap time
151.txt,class person date version descript abstract class use defin oper class doctor patient attribut name access descript cap postal code codic fiscal compani id person name name person data nascita date birth person address address person nascita place birth person residenza place resid person name name person note note provincia nascita provinc birth person provincia residen resid provinc person detail person address sex sex person method signatur access descript
145.txt,class pazient manag date version descript ha task manag oper requir access data patient attribut name access descript method signatur edit pazient access descript manag updat data patient signatur find pazient access descript check patient signatur get dati pazient access descript task find inform relat data given patient signatur pazient access descript task creat patient
153.txt,class date version contain descript doctor age attribut name access descript anno abilitazion year doctor wa licens practic profess method signatur creat access descript task creat object type doctor signatur delet access descript delet doctor signatur get attribut access descript retriev inform relat doctor signatur save access descript provid storag data doctor signatur set attribut access descript set attribut physician
147.txt,class laboratori manag date version descript ha task manag oper requir access data laboratori attribut name access descript method signatur del laboratorio access task descript control delet data laboratori method signatur edit laboratorio access descript task manag chang data laboratori signatur get elenco laboratori access descript task obtain list laboratori signatur get laboratorio access descript task find inform laboratori signatur laboratorio access descript task manag insert laboratori
146.txt,class medici manag date version descript ha task manag oper requir access data doctor attribut name access descript method signatur del medico access descript task manag dispos data detail doctor signatur edit medico access descript task manag chang data anagrafica doctor signatur get elenco medici access descript ha task find data doctor signatur get medico access descript task rais anagrafica doctor signatur new media access descript task manag insert doctor
152.txt,oper class date version contain descript employe attribut name access descript oper login login password associ login password method signatur valida operator access descript procedur valid oper
135.txt,class guiseleziona prenotazion date version make descript permit mask oper select reserv attribut name access descript btn seleziona prenota button allow confirm option select reserv made method signatur seleziona prenotazioni access descript retriev inform realiz guiseleziona prenotazioni
121.txt,class date version descript make form clinic box tower form task guid patient choic inform display attribut name access descript btn anagrafica button use access anagrafica section btn cartella clin button use access ica section folder clinic btn prenotazioni button use access reserv section btn uscita button use leav applic method name show access descript view mask signatur abilita accesso access descript manag event gener procedur valid goe well signatur laboratori access descript manag event gener oper access section devot laboratori signatur manag access descript manag event gener oper access section manag signatur doctor access descript manag event gener oper access section manag data doctor signatur prima visita access descript manag event gener oper start procedur reserv visit signatur tour access descript manag event gener oper access section manag visit signatur reserv access descript manag event gener oper reserv access section report
120.txt,class guilogin date version descript make mask guid oper valid attribut name access descript btn annulla button use end implement clinic oper btn esegui button use confirm data panel dati panel contain box text oper enter login method signatur show login error access descript show error messag process valid signatur login access descript manag event gener patient start process valid signatur logout access descript manag event oper leav system
134.txt,class guiprenota visita date version descript make mask manag book visit attribut name access descript btn annulla button allow return implement mask guipazient btn conferma tipo button allow confirm type access reserv btn prenota button allow confirm reserv panel data visita panel contain date propos visit system panel dati panel contain data make reserv panel tipo visita panel contain type visit book method signatur notifica successo access descript task notifi success signatur show access descript view mask signatur visualizza data visi access ta descript view date propos system signatur visualizza dati visi access ta descript view data reserv signatur elimina prenotazion access descript manag event gener oper select reserv start procedur delet signatur prenotazion access descript manag event gener oper select reserv start procedur chang signatur prenota visita access descript manag event gener oper select start reserv process visit signatur prima visita access descript manag event gener oper select reserv start procedur reserv visit
122.txt,class date version descript abstract class use defin laboratorio class madico attribut name access descript btn elimina button allow start delet procedur anagrafica laboratori doctor btn modifica button allow start procedur chang th anagrafica laboratori doctor btn nuovo button allow start procedur input laboratori doctor panel dati panel contain data concern age examin method signatur notifica successo access descript display messag notifi success oper carri oper
136.txt,class guianagrafica pazient date version descript make mask use manag data patient attribut name access descript btn annulla button allow return mask implement guipazient btn salva button allow confirm oper panel dati panel contain data insert chang data patient method signatur notifica successo access descript task notifi success signatur show access descript view mask signatur visualizza dati pazient access descript view patient data signatur edit pazient access descript task find inform modif patient signatur pazient access descript task initi proceed insert patient signatur save pazient access descript task initi proceed save data patient
137.txt,class guihospit card date version descript make mask use hospit view card newli record patient attribut name access descript method signatur hospit card access descript display data hospit card signatur stampa hc access descript task find data view data dell hospit card
123.txt,class laboratorio date version descript make mask manag anagrafica laboratori attribut name access descript grid elenco laborat list contain inform gold laboratori regist method signatur visualizza dati laboratorio access descript view detail laboratori select panel dati signatur visualizza elenco laboratori access descript view list laboratori regist signatur gestion anagrafica access descript retriev inform organ mask implement guianagrafica laboratorio
127.txt,class guiresoconto esami date version descript make mask manag report examin prescrib visit incur attribut name access descript panel parametri panel contain paramet set criteria creation report examin method signatur resoconto esami access descript find inform gener report complianc criteria specifi
133.txt,class guipazient date version descript make mask manag reserv patient oper attribut name access descript btn annulla prenot button allow start action procedur delet procedur btn modifica dati p button allow start pazient procedur chang data anagrafica btn modifica preno button allow start assess procedur chang reserv btn prenota visita button allow start reserv procedur visit method signatur show access descript view mask signatur abilita accesso access descript manag event gener procedur valid goe well signatur elimina prenotazion access task descript call handler class associ mask repres guielimina prenotazuion begin process delet reserv signatur anagrafica access descript task draw handler class associ mask repres guianagrafica pazient begin process review data anagrafica signatur prenotazion access descript task draw handler class associ mask repres guianagrafica pazient start procedur review data relat reserv signatur prenota visita access descript task draw handler class associ mask repres guiprenota visita start procedur reserv visit
132.txt,class guilogin pazient date version descript make mask manag access part section patient attribut name access descript btn valida button start process access patient btn annulla button let exit login mask edit codic hc text box use allow oper enter code dell hospit card patient edit codoc fiscal text box use enabl oper enter tax code patient method signatur show login error access descript show error messag procedur access section patient fail signatur login access descript manag event gener oper insert code card hospit patient tax code run valid procedur
126.txt,class guiresoconto visit date version descript make mask manag report visit requir attribut name access descript panel parametri panel contain paramet set criteria creation report visit method signatur resoconto visit access descript find inform gener report complianc criteria specifi
118.txt,class guicartella clinica date version descript make mask use view clinic folder patient attribut name access descript btn dettagli button use display detail visit select btn ritorna button allow return form panel dati anagraf panel contain anagrafica data ici patient panel elenco visit panel contain grid appear visit patient claim method signatur visualizza dati pazient access see descript top mask data signatur visualizza elenco visit public access descript view grill panel dati anagrafici contain visit paid signatur get cartella clinica access get descript clinic folder signatur dettagli visita access descript manag event gener patient decid view detail visit click button detail mask implement guicartella clinica
130.txt,class guitempi medi date version descript task display mask calcul time occur serv request reserv attribut name access descript btn uscita button allow return mask repres graph risultati chart show time serv occur request reserv panel risultati panel result obtain calcul time serv demand reserv method signatur tempi medi access descript find inform calcul pend
124.txt,class medico date version descript make mask manag anagrafica doctor attribut name access descript grid elenco medici list contain inform princip doctor regist method signatur dati medico access descript view detail doctor select section panel dati signatur visualizza elenco medicii access descript view list doctor regist signatur gestion anagrafica access descript retriev inform organ mask implement guianagrafica medico
125.txt,class guiresoconto date version descript abstract class use defin class guiresoconto visit guiresoconto esami guiresoconto prenotazioni attribut name access descript grid risultati grid show result report btn ricerca button start search visit examin reserv btn uscita button allow return mask repres method signatur visualizza risultati access descript view search result conduct oper report activ held outpati
131.txt,class guimanag date version descript task display mask manag function monitor activ outpati attribut name access descript btn piani prenotazioni button provid access implement mask guipiani prenotazioni attribut btn resoconto esami button provid access implement mask esami btn resoconto medicina button provid access deploy mask btn resoconto prenotaz button provid access ion form implement prenotazioni btn resoconto visit button provid access implement mask guiresoconto visit btn tempi medi button provid access implement mask guitempi medi method signatur resoconto visit access descript task draw handler class associ mask implement guiresoconto visit signatur resoconto esami access descript task draw handler class associ mask implement esami signatur resoconto prenotazioni access descript task draw handler class associ mask implement prenotazioni signatur tempi medi access descript task draw handler class associ mask implement guitempi medi signatur piani prenotazioni access descript task draw handler class associ mask implement guipiani prenotazioni
119.txt,class guivisita date version descript make mask visit offer opportun view data visit attribut name access descript btn button use see examin visit btn prev button use see examin visit btn ritorna button use return form clinic folder guicartella clinica panel dati esami panel contain data review carri panel dati visita panel contain data visit method signatur creat access descript manufactur class signatur destroy access destroy descript class signatur get dettagli visita access descript get detail visit
