DirectBest,DirectBestMAP,DirectBestAUC,DirectBestLagGlobal,DirectBestCredibility,IndirectAggregation,IndirectScalingType,IndirectNLP,IndirectTechnique,IndirectAUC,IndirectCredibility,IndirectLagGlobal,IndirectMAP,Scenario,PathAggregation,AggregatedAUC,AggregatedCredibility,AggregatedLagGlobal,AggregatedMAP,AUC Gain from Scenario 1,AUC Gain Rank,MAP Gain from Scenario 1,MAP Gain Rank,Credibility Gain from Scenario 1,Credibility Gain Rank,LagGlobal Gain from Scenario 1,LagGlobal Gain Rank
DIRECT_NA_NA_LSA,0.6795107654487806,0.7782366915019977,2.293650793650793,0.6639700160703713,RFSMOTE,MULTI,VSM,ALLTRACED_RFSMOTE_MULTI_VSM,1.0,1.0,0.0,1.0,6,RFUNDER,1.0,1.0,0.0,1.0,0.284956120573034,1.0,0.4716470302564718,1.0,0.5060921062646514,1.0,-1.0,721.0
DIRECT_NA_NA_LSA,0.6795107654487806,0.7782366915019977,2.293650793650793,0.6639700160703713,RFSMOTE,MULTI,VSM,ALLTRACED_RFSMOTE_MULTI_VSM,1.0,1.0,0.0,1.0,6,SUM,1.0,0.8789604088596411,0.0,1.0,0.284956120573034,2.0,0.4716470302564718,2.0,0.32379533350265605,163.0,-1.0,722.0
DIRECT_NA_NA_LSA,0.6795107654487806,0.7782366915019977,2.293650793650793,0.6639700160703713,RFSMOTE,MULTI,VSM,ALLTRACED_RFSMOTE_MULTI_VSM,1.0,1.0,0.0,1.0,6,MEDIAN,1.0,0.9009804761904762,0.0,1.0,0.284956120573034,3.0,0.4716470302564718,3.0,0.3569595830890429,103.0,-1.0,723.0
DIRECT_NA_NA_LSA,0.6795107654487806,0.7782366915019977,2.293650793650793,0.6639700160703713,RFSMOTE,MULTI,VSM,ALLTRACED_RFSMOTE_MULTI_VSM,1.0,1.0,0.0,1.0,6,MAX,1.0,0.9009804761904762,0.0,1.0,0.284956120573034,4.0,0.4716470302564718,4.0,0.3569595830890429,104.0,-1.0,724.0
DIRECT_NA_NA_LSA,0.6795107654487806,0.7782366915019977,2.293650793650793,0.6639700160703713,RFSMOTE,MULTI,VSM,ALLTRACED_RFSMOTE_MULTI_VSM,1.0,1.0,0.0,1.0,6,RFSMOTE,1.0,1.0,0.0,1.0,0.284956120573034,5.0,0.4716470302564718,5.0,0.5060921062646514,2.0,-1.0,725.0
DIRECT_NA_NA_LSA,0.6795107654487806,0.7782366915019977,2.293650793650793,0.6639700160703713,RFSMOTE,MULTI,VSM,ALLTRACED_RFSMOTE_MULTI_VSM,1.0,1.0,0.0,1.0,6,RFNONE,1.0,1.0,0.0,1.0,0.284956120573034,6.0,0.4716470302564718,6.0,0.5060921062646514,3.0,-1.0,726.0
DIRECT_NA_NA_LSA,0.6795107654487806,0.7782366915019977,2.293650793650793,0.6639700160703713,RFUNDER,SINGLE,LSA,ALLTRACED_RFUNDER_SINGLE_LSA,1.0,1.0,0.0,1.0,6,RFUNDER,1.0,1.0,0.0,1.0,0.284956120573034,7.0,0.4716470302564718,7.0,0.5060921062646514,4.0,-1.0,727.0
DIRECT_NA_NA_LSA,0.6795107654487806,0.7782366915019977,2.293650793650793,0.6639700160703713,RFUNDER,SINGLE,LSA,ALLTRACED_RFUNDER_SINGLE_LSA,1.0,1.0,0.0,1.0,6,RFNONE,1.0,1.0,0.0,1.0,0.284956120573034,8.0,0.4716470302564718,8.0,0.5060921062646514,5.0,-1.0,728.0
DIRECT_NA_NA_LSA,0.6795107654487806,0.7782366915019977,2.293650793650793,0.6639700160703713,RFUNDER,SINGLE,LSA,ALLTRACED_RFUNDER_SINGLE_LSA,1.0,1.0,0.0,1.0,6,SUM,1.0,0.8789604088596411,0.0,1.0,0.284956120573034,9.0,0.4716470302564718,9.0,0.32379533350265605,164.0,-1.0,729.0
DIRECT_NA_NA_LSA,0.6795107654487806,0.7782366915019977,2.293650793650793,0.6639700160703713,RFUNDER,SINGLE,LSA,ALLTRACED_RFUNDER_SINGLE_LSA,1.0,1.0,0.0,1.0,6,RFSMOTE,1.0,1.0,0.0,1.0,0.284956120573034,10.0,0.4716470302564718,10.0,0.5060921062646514,6.0,-1.0,730.0
DIRECT_NA_NA_LSA,0.6795107654487806,0.7782366915019977,2.293650793650793,0.6639700160703713,RFUNDER,SINGLE,LSA,ALLTRACED_RFUNDER_SINGLE_LSA,1.0,1.0,0.0,1.0,6,MEDIAN,1.0,0.9009804761904762,0.0,1.0,0.284956120573034,11.0,0.4716470302564718,11.0,0.3569595830890429,105.0,-1.0,731.0
DIRECT_NA_NA_LSA,0.6795107654487806,0.7782366915019977,2.293650793650793,0.6639700160703713,RFUNDER,SINGLE,LSA,ALLTRACED_RFUNDER_SINGLE_LSA,1.0,1.0,0.0,1.0,6,MAX,1.0,0.9009804761904762,0.0,1.0,0.284956120573034,12.0,0.4716470302564718,12.0,0.3569595830890429,106.0,-1.0,732.0
DIRECT_NA_NA_LSA,0.6795107654487806,0.7782366915019977,2.293650793650793,0.6639700160703713,RFNONE,MULTI,LSA,ALLTRACED_RFNONE_MULTI_LSA,1.0,1.0,0.0,1.0,6,RFNONE,1.0,1.0,0.0,1.0,0.284956120573034,13.0,0.4716470302564718,13.0,0.5060921062646514,7.0,-1.0,733.0
DIRECT_NA_NA_LSA,0.6795107654487806,0.7782366915019977,2.293650793650793,0.6639700160703713,RFNONE,MULTI,LSA,ALLTRACED_RFNONE_MULTI_LSA,1.0,1.0,0.0,1.0,6,MAX,1.0,0.9009804761904762,0.0,1.0,0.284956120573034,14.0,0.4716470302564718,14.0,0.3569595830890429,107.0,-1.0,734.0
DIRECT_NA_NA_LSA,0.6795107654487806,0.7782366915019977,2.293650793650793,0.6639700160703713,RFNONE,MULTI,LSA,ALLTRACED_RFNONE_MULTI_LSA,1.0,1.0,0.0,1.0,6,RFUNDER,1.0,1.0,0.0,1.0,0.284956120573034,15.0,0.4716470302564718,15.0,0.5060921062646514,8.0,-1.0,735.0
DIRECT_NA_NA_LSA,0.6795107654487806,0.7782366915019977,2.293650793650793,0.6639700160703713,RFNONE,MULTI,LSA,ALLTRACED_RFNONE_MULTI_LSA,1.0,1.0,0.0,1.0,6,RFSMOTE,1.0,1.0,0.0,1.0,0.284956120573034,16.0,0.4716470302564718,16.0,0.5060921062646514,9.0,-1.0,736.0
DIRECT_NA_NA_LSA,0.6795107654487806,0.7782366915019977,2.293650793650793,0.6639700160703713,RFNONE,MULTI,LSA,ALLTRACED_RFNONE_MULTI_LSA,1.0,1.0,0.0,1.0,6,MEDIAN,1.0,0.9009804761904762,0.0,1.0,0.284956120573034,17.0,0.4716470302564718,17.0,0.3569595830890429,108.0,-1.0,737.0
DIRECT_NA_NA_LSA,0.6795107654487806,0.7782366915019977,2.293650793650793,0.6639700160703713,RFNONE,MULTI,LSA,ALLTRACED_RFNONE_MULTI_LSA,1.0,1.0,0.0,1.0,6,SUM,1.0,0.8789604088596411,0.0,1.0,0.284956120573034,18.0,0.4716470302564718,18.0,0.32379533350265605,165.0,-1.0,738.0
DIRECT_NA_NA_LSA,0.6795107654487806,0.7782366915019977,2.293650793650793,0.6639700160703713,RFUNDER,RAW,VSM,ALLTRACED_RFUNDER_RAW_VSM,1.0,1.0,0.0,1.0,6,RFNONE,1.0,1.0,0.0,1.0,0.284956120573034,19.0,0.4716470302564718,19.0,0.5060921062646514,10.0,-1.0,739.0
DIRECT_NA_NA_LSA,0.6795107654487806,0.7782366915019977,2.293650793650793,0.6639700160703713,RFUNDER,RAW,VSM,ALLTRACED_RFUNDER_RAW_VSM,1.0,1.0,0.0,1.0,6,MAX,1.0,0.9009804761904762,0.0,1.0,0.284956120573034,20.0,0.4716470302564718,20.0,0.3569595830890429,109.0,-1.0,740.0
DIRECT_NA_NA_LSA,0.6795107654487806,0.7782366915019977,2.293650793650793,0.6639700160703713,RFUNDER,RAW,VSM,ALLTRACED_RFUNDER_RAW_VSM,1.0,1.0,0.0,1.0,6,RFUNDER,1.0,1.0,0.0,1.0,0.284956120573034,21.0,0.4716470302564718,21.0,0.5060921062646514,11.0,-1.0,741.0
DIRECT_NA_NA_LSA,0.6795107654487806,0.7782366915019977,2.293650793650793,0.6639700160703713,RFUNDER,RAW,VSM,ALLTRACED_RFUNDER_RAW_VSM,1.0,1.0,0.0,1.0,6,MEDIAN,1.0,0.9009804761904762,0.0,1.0,0.284956120573034,22.0,0.4716470302564718,22.0,0.3569595830890429,110.0,-1.0,742.0
DIRECT_NA_NA_LSA,0.6795107654487806,0.7782366915019977,2.293650793650793,0.6639700160703713,RFUNDER,RAW,VSM,ALLTRACED_RFUNDER_RAW_VSM,1.0,1.0,0.0,1.0,6,SUM,1.0,0.8789604088596411,0.0,1.0,0.284956120573034,23.0,0.4716470302564718,23.0,0.32379533350265605,166.0,-1.0,743.0
DIRECT_NA_NA_LSA,0.6795107654487806,0.7782366915019977,2.293650793650793,0.6639700160703713,RFUNDER,RAW,VSM,ALLTRACED_RFUNDER_RAW_VSM,1.0,1.0,0.0,1.0,6,RFSMOTE,1.0,1.0,0.0,1.0,0.284956120573034,24.0,0.4716470302564718,24.0,0.5060921062646514,12.0,-1.0,744.0
