id,text
56,result set rs statement stmt event parser sun jdbc odbc jdbc odbc driver conn driver manag get connect jdbc odbc updat event str id project event type num mrequir modul sql date reqtext check subscript str string token token string token str messag type token next token subscrib token next add subscript str id string token token string token str messag delet subscript str id string token token string token str messag specul str system println specul call impact report str call cb call cb pars impact report str event parser constructor initi databas connect check subscript exist insert subscript tabl pars messag string get field delet subscript tabl pars messag string get field specul method receiv string specul gui tool pars use call class identifi perform model end impact report
73,valu logic constraint id valu logic id id valu valu logic logic string temp temp id id valu valu logic logic temp get id id get logic logic get get valu valu set id id id id set logic param logic logic set set logic logic logic logic set set valu valu valu valu return id int return logic string return string return valu doubl set id id id set set set set valu valu valu set
54,thread pool pool thread pool port default port server socket ss server socket port default port server socket server
69,event id messag type event type number requir event tim notif event left side array right side array object clone clone support except notif event evt notif event clone evt left side array evt right side array li pars event text line string token line st line st string token text line subscrib line st next token pars left right list left line right line left side array right side array eve valu system println valu event system println subscrib subscrib system println event token line set member call function
47,panel center panel panel driver panel panel panel driver inner panel panel impact panel panel impact inner impact report search result gui contain get content pane set size panel panel panel set layout server ip option pane show main arg impact report im impact report vector search date date vector vector date vector add select queri date socket server line server socket server ip server search queri id date pair vector vector queri combo remov item queri combo add item select queri socket server line select action action perform action event date combo combo box get sourc date date combo get select item search queri id date button action action perform action event submit button get sourc pair vector size pair pair pair pair vector get pair get impact report id contain get content pane set size queri id id system println impact report constructor id vector get constraint data base vector vector socket server line server socket server ip server connect buffer vector get driver data base vector vector socket server line server socket server ip server connect bufferedsup impact report
71,project modul path content reg flag requir object clone clone support except requir requir requir clone requir read valu requir id project modul path content reg flag requir id requir id project project modul path pars requir text line string token line st line st string token text line requir id line st next token project line st
52,queri string pair queri id queri string queri id queri id queri string queri string get queri id queri id get queri string queri string set queri id queri id queri id queri id set queri string queri string queri string queri string string queri id queri id queri queri string
46,panel center panel label de label label chang label label label label label text area de text text field specul gui specul gui contain get content pane set size event server ip option pane show input dialog get sourc submit button send queri server get sourc fetch button system println ip event server ip port socket socket socket socket ip port output stream os socket get output stream output stream pull valu door server ip door server ip attribut project proj text get main arg specul gui
85,em minimum rect build event clear vector add event rect add event rect add event rect add event rect string buffer gener event string buffer event string buffer string buffer temp string buffer count event append decompos event shape construct visual model merg event
72,symbol repres place stack symbol chartoken line symbol tok line token balanc reader stream error tok token stream check balanc ch symbol match stack pend token stack token tok error check match symbol op sym symbol cl sym op sym token cl sym token main st symbol repres place stack constructor stream stream contain program print error messag unbalanc symbol number error detect print error messag cl sym doe match op sym updat error main routin balanc symbol checker slightli differ text command line paramet standard input use file command line use
