50Traced_NONETRACED_SUM_RAW_LSA_64_MEDIAN,Associated
0.2704,NO
0.1338,NO
0.4521,NO
0.885,NO
0.4859,NO
0.5007,NO
0.2913,NO
0.2992,NO
0.4426,NO
1.5491,YES
0.5562,NO
0.655,YES
0.2946,NO
0.2829,NO
0.2223,NO
0.3751,NO
0.7933,NO
0.2355,NO
0.7538,NO
0.2179,NO
0.4844,NO
1.5136,YES
2.4387,YES
0.851,YES
0.6278,YES
0.3816,NO
1.3847,YES
0.4559,NO
0.6481,YES
1.109,YES
0.8444,NO
0.4576,NO
0.3889,NO
0.4997,NO
1.2899,YES
0.8624,YES
0.8178,NO
0.2586,NO
0.4889,NO
0.2504,NO
0.2398,NO
0.2116,NO
0.1551,NO
1.3665,YES
0.4966,NO
1.2868,YES
0.4784,NO
0.564,YES
0.2552,NO
0.2343,NO
0.3674,NO
0.2736,NO
0.2718,NO
0.6363,NO
0.1863,NO
0.6517,NO
0.4139,NO
0.2543,NO
0.828,NO
1.1014,NO
0.6869,NO
0.3537,NO
0.5207,NO
0.2749,NO
0.4079,NO
1.3409,YES
0.6188,NO
1.4245,YES
0.5867,NO
0.5653,NO
0.2243,NO
0.4188,NO
0.8638,NO
0.3175,NO
0.7802,NO
0.2014,NO
0.7718,NO
1.3108,YES
3.0476,YES
1.6687,YES
1.4071,YES
0.6615,NO
1.1009,YES
0.5628,NO
0.7573,YES
1.2777,YES
0.9129999999999999,NO
0.5496,NO
0.3441,NO
0.6049,NO
1.5378,YES
1.5387,YES
0.9469,NO
0.47700000000000004,NO
0.5702,NO
0.3488,NO
0.6098,NO
0.6261,NO
0.2331,NO
1.6749,YES
0.6288,NO
1.3959,YES
0.5883,NO
0.7857,YES
0.4332,NO
0.4708,NO
0.5385,NO
0.2954,NO
0.32899999999999996,NO
0.7589,NO
0.4176,NO
0.9267,NO
0.2315,NO
0.1668,NO
1.0537,YES
3.4799,YES
3.008,YES
0.7267,YES
0.2142,NO
0.1968,NO
1.7529,YES
0.3678,NO
1.4219,YES
0.358,NO
0.2884,NO
0.4932,NO
0.23,NO
0.3416,NO
3.4228,YES
0.235,NO
3.8264,YES
0.2243,NO
2.7716,YES
0.7157,NO
0.9942,NO
0.743,NO
0.4854,NO
0.9201,YES
0.37200000000000005,NO
1.4843,YES
0.439,NO
0.2039,NO
0.7103,NO
1.3924,NO
0.5302,NO
0.72,NO
0.3574,NO
