50Traced_NONETRACED_RFSMOTE_SINGLE_LSA_38_SUM,Associated
0.04514624841034336,NO
0.039140878903490176,NO
0.07390137063727568,NO
0.14596580471951393,NO
0.04048325561678678,NO
0.05708633601808676,NO
0.034689840327822526,NO
0.0410484668644906,NO
0.11240638688709906,NO
0.1675144835382224,YES
0.036597428288822946,NO
0.9383919740002827,YES
0.1645471244877773,NO
0.15069944891903347,NO
0.15013423767132966,NO
0.07376006782534973,NO
0.04295605482549102,NO
0.07142857142857144,NO
0.045852762469973156,NO
0.1470255758089586,NO
0.07411332485516463,NO
0.048113607460788466,YES
0.04987989260986293,YES
0.11092270736187651,YES
0.8691535961565635,YES
0.10421082379539354,NO
0.7501766285149075,YES
0.07821110640101739,NO
0.7753285290377279,YES
0.16574819838914795,YES
0.23060618906316235,NO
0.10463473223117141,NO
0.0741839762611276,NO
0.07164052564646037,NO
0.9784513211812915,YES
0.06068955772219866,YES
0.089444679949131,NO
0.06768404691253356,NO
0.062385191465310165,NO
0.06782534972445953,NO
0.12003673873110075,NO
0.10089020771513355,NO
0.102656492864208,NO
0.8981913240073477,YES
0.04719513918326975,NO
0.07262964532994208,YES
0.017168291649003815,NO
0.23322029108379255,YES
0.0221845414723753,NO
0.07870566624275824,NO
0.04740709340115868,NO
0.08033064857990675,NO
0.04973858979793697,NO
0.12752578776317647,NO
0.07213508548820122,NO
0.06429277942631059,NO
0.05567330789882719,NO
0.10145541896283737,NO
0.0871131835523527,NO
0.19549244029956195,NO
0.09990108803165183,NO
0.11078140454995054,NO
0.09658047195139183,NO
0.029037727850784234,NO
0.14759078705666243,NO
0.3162356930902925,YES
0.1063303659742829,NO
0.1354387452310301,YES
0.13791154443973433,NO
0.14624841034336583,NO
0.14398756535255053,NO
0.12865621025858412,NO
0.10138476755687438,NO
0.08266214497668505,NO
0.13063444962554754,NO
0.11706937968065564,NO
0.14865055814610711,NO
0.30853468984032784,YES
1.0,YES
0.25116574819838916,YES
0.8247138618058499,YES
0.1102868447082097,NO
0.129221421506288,YES
0.0814610710753144,NO
0.791649003815176,YES
0.8277518722622581,YES
0.2301822806273845,NO
0.11049879892609862,NO
0.09954783100183695,NO
0.09488483820828035,NO
0.23576374169845982,YES
0.7874099194573972,YES
0.11537374593754417,NO
0.06033630069238378,NO
0.089444679949131,NO
0.05574395930479017,NO
0.15479723046488625,NO
0.14059629786632755,NO
0.1396778295888088,NO
0.8354528755122227,YES
0.05857001554330931,NO
0.051080966511233575,YES
0.015048749470114454,NO
0.21075314398756534,YES
0.021760633036597424,NO
0.0814610710753144,NO
0.05736894164193867,NO
0.07644482125194292,NO
0.06747209269464463,NO
0.14857990674014412,NO
0.08852621167161227,NO
0.08690122933446376,NO
0.04422778013282465,NO
0.010315105270594885,NO
0.09227073618765014,YES
0.22961706937968063,YES
0.20057934152889642,YES
0.0941076727426876,YES
0.05143422354104847,NO
0.0022608449908153175,NO
0.1416560689557722,YES
0.09163487353398335,NO
0.08668927511657483,YES
0.09502614102020632,NO
0.1460364561254769,NO
0.1297159813480288,NO
0.1297159813480288,NO
0.033488766426451884,NO
0.8633601808675992,YES
0.032358343931044226,NO
0.24805708633601806,YES
0.09318920446516886,NO
0.17323724742122368,YES
0.029956196128302956,NO
0.04090716405256464,NO
0.0947435353963544,NO
0.027977956761339552,NO
0.11424332344213652,YES
0.06118411756393952,NO
0.08796100042390845,YES
0.10216193302246716,NO
0.044792991380528474,NO
0.13261268899251094,NO
0.17549809241203898,NO
0.1327539918044369,NO
0.1132542037586548,NO
0.11205312985728416,NO
0.07962413452027696,NO
0.09608591210965099,NO
0.2776600254345062,YES
0.10449342941924546,NO
0.19824784513211813,YES
0.1334605058640667,NO
0.11714003108661863,NO
0.11240638688709906,NO
0.031227921435636574,NO
0.09686307757524376,NO
0.031722481277377416,NO
0.06952098346757102,NO
0.135721350854882,NO
0.08442843012575951,NO
0.268404691253356,YES
0.9547831001836936,YES
0.19026423625830155,YES
0.19754133107248834,YES
0.15034619188921858,NO
0.1169280768687297,YES
0.0622438886533842,NO
0.06266779708916208,NO
0.047760350430973576,NO
0.06860251519005228,YES
0.957255899392398,YES
0.17189487070792708,YES
0.0871131835523527,YES
0.0556026564928642,NO
0.03574961141726721,NO
0.13918326974706796,YES
0.17662851490744663,NO
0.06796665253638548,YES
0.09615656351561397,NO
0.15218312844425605,NO
0.17472092694644623,NO
0.1608732513777024,NO
0.09573265507983611,NO
0.8582026282323018,YES
0.09269464462342801,NO
0.8849088596863077,YES
0.09340115868305779,NO
0.17359050445103857,YES
0.13784089303377137,NO
0.14893316376995902,NO
0.15048749470114456,NO
0.7725024727992087,NO
0.09629786632753994,YES
0.07192313127031229,NO
0.0867599265225378,YES
0.09304790165324289,NO
0.04571145965804719,NO
0.16129715981348028,NO
0.12731383354528755,NO
0.10237388724035609,NO
0.13416701992369648,NO
0.10986293627243184,NO
0.10159672177476331,NO
