50Traced_NONETRACED_SUM_RAW_VSM_76_MAX,Associated
0.7398,NO
0.2492,NO
0.6585,NO
0.4799,NO
0.7589,NO
0.6346,NO
0.2854,NO
0.3556,NO
0.5285,NO
1.954,YES
0.5645,NO
1.3595,YES
0.3417,NO
0.6137,NO
0.2223,NO
0.4057,NO
0.7066,NO
0.48,NO
0.7063,NO
0.2179,NO
0.7449,NO
1.5985,YES
1.8985,YES
2.4433,YES
3.2166,YES
0.4939,NO
0.8740000000000001,YES
0.5109,NO
1.3242,YES
0.3994,YES
0.3362,NO
0.2643,NO
0.3667,NO
0.4947,NO
1.2694,YES
1.1524,YES
0.3628,NO
0.1523,NO
0.4331,NO
0.1058,NO
0.2095,NO
0.342,NO
0.1981,NO
1.2178,YES
0.1731,NO
1.2939,YES
0.3152,NO
0.4024,YES
0.3707,NO
0.1212,NO
0.0927,NO
0.1744,NO
0.1328,NO
0.4199,NO
0.1119,NO
0.19,NO
0.8685,NO
0.3296,NO
0.8859999999999999,NO
0.6389,NO
0.8011,NO
0.8788,NO
0.3436,NO
0.3793,NO
0.6159,NO
2.5721,YES
0.813,NO
1.4247,YES
0.3729,NO
0.5446,NO
0.2136,NO
0.4075,NO
0.5208,NO
0.5612,NO
0.5902,NO
0.1916,NO
0.7749,NO
1.4145,YES
2.0151,YES
2.7527,YES
3.5171,YES
0.745,NO
0.8891,YES
0.6659,NO
0.9653,YES
0.2767,YES
0.3356,NO
0.2192,NO
0.1659,NO
0.2797,NO
0.657,YES
0.7133,YES
0.1731,NO
0.2102,NO
0.21899999999999997,NO
0.2427,NO
0.2289,NO
0.2726,NO
0.2075,NO
0.5804,YES
0.2424,NO
0.8756,YES
0.0993,NO
0.4067,YES
0.2138,NO
0.1344,NO
0.2878,NO
0.2079,NO
0.424,NO
0.2201,NO
0.1351,NO
0.1507,NO
0.5632,NO
0.3774,NO
0.7508,YES
1.2195,YES
3.0616,YES
1.1029,YES
0.7488,NO
0.3764,NO
1.0879,YES
0.4742,NO
1.1848,YES
0.3427,NO
0.4993,NO
0.5878,NO
0.2495,NO
0.5862,NO
2.5597,YES
0.534,NO
2.7867,YES
0.2319,NO
2.1303,YES
0.4086,NO
0.8168,NO
0.4271,NO
0.3925,NO
1.1316,YES
0.3383,NO
0.7334,YES
0.8046,NO
0.2577,NO
0.9067,NO
0.72,NO
0.9055,NO
0.9590000000000001,NO
0.2864,NO
0.3385,NO
0.6682,NO
2.5823,YES
0.8068,NO
1.0135,YES
0.3084,NO
0.5625,NO
0.1689,NO
0.3941,NO
0.62,NO
0.5727,NO
0.6077,NO
0.2019,NO
0.9414,NO
1.8030000000000002,YES
1.7437,YES
3.1844,YES
3.5278,YES
0.7983,NO
0.9429,YES
0.5799,NO
0.2337,NO
0.1059,NO
0.3669,YES
0.501,YES
1.2235,YES
0.7905,YES
0.2273,NO
0.1085,NO
0.6961,YES
0.4207,NO
0.6976,YES
0.3787,NO
0.3319,NO
0.5325,NO
0.2375,NO
0.1692,NO
0.8934,YES
0.177,NO
1.0417,YES
0.142,NO
0.9919,YES
0.4854,NO
0.6102,NO
0.598,NO
0.6888,NO
0.8051,YES
0.2684,NO
0.5767,YES
0.5609,NO
0.1497,NO
0.4404,NO
0.3521,NO
0.6274,NO
0.6222,NO
0.3056,NO
0.3493,NO
0.4826,NO
0.9453,YES
0.649,NO
1.1695,YES
0.3445,NO
0.5988,NO
0.2033,NO
0.2546,NO
0.6087,NO
0.3469,NO
0.5417,NO
0.2256,NO
0.7041,NO
0.6222,YES
1.3212,YES
0.9159999999999999,YES
1.7289,YES
0.7391,NO
0.3678,YES
0.4557,NO
0.7199,NO
0.2053,NO
1.0403,NO
0.6076,NO
0.3932,NO
0.8814,NO
0.1951,NO
0.2375,NO
0.6118,NO
2.5009,YES
0.7752,NO
0.7757,YES
0.2697,NO
0.6048,NO
0.1156,NO
0.3171,NO
0.332,NO
0.4739,NO
0.40399999999999997,NO
0.1309,NO
0.4885,NO
1.6840000000000002,YES
1.5185,YES
3.1905,YES
3.3171,YES
0.8843,NO
0.909,YES
0.7909999999999999,NO
