50Traced_NONETRACED_SUM_MULTI_LSA_8_MAX,Associated
1.3232,NO
0.7075,NO
0.9016,NO
0.98,NO
0.9108,NO
1.1782,NO
1.1654,NO
0.7716,NO
1.1239,NO
2.7657,YES
0.9263,NO
2.6003,YES
0.7864,NO
1.3083,NO
0.5121,NO
0.7081,NO
1.0447,NO
1.0102,NO
0.8644,NO
0.5226,NO
1.3091,NO
2.8425,YES
3.4205,YES
3.0148,YES
2.2133,YES
1.1873,NO
2.2725,YES
0.5951,NO
2.5937,YES
2.3123,YES
0.8665,NO
0.6151,NO
0.3572,NO
1.13,NO
2.4417,YES
2.0464,YES
1.1202,NO
0.3717,NO
1.063,NO
0.3835,NO
0.6802,NO
0.7151,NO
0.4069,NO
1.3213,YES
0.7804,NO
2.3993,YES
0.7521,NO
1.9288,YES
0.7987,NO
0.4543,NO
0.4943,NO
0.6508,NO
0.3626,NO
1.1124,NO
0.6521,NO
1.0834,NO
1.0621,NO
0.5607,NO
0.8924,NO
1.0715,NO
0.9195,NO
1.2182,NO
1.0127,NO
0.6039,NO
1.0206,NO
3.3173,YES
0.5543,NO
2.3684,YES
0.7862,NO
1.4338,NO
0.4332,NO
1.0598,NO
0.8095,NO
0.9842,NO
0.5846,NO
0.4884,NO
1.4397,NO
3.0883,YES
3.6285,YES
3.272,YES
2.5098,YES
0.9567,NO
2.4312,YES
0.6293,NO
3.3776,YES
3.0326,YES
1.2506,NO
0.6355,NO
0.7225,NO
1.3430000000000002,NO
3.3451,YES
2.7634,YES
1.1366,NO
0.9806,NO
1.3921,NO
0.631,NO
0.4032,NO
0.6357,NO
0.298,NO
1.6103,YES
1.3441,NO
3.201,YES
1.0574,NO
2.4078,YES
1.1942,NO
0.9516,NO
0.8963,NO
0.9311,NO
0.4459,NO
1.4409,NO
0.9666,NO
1.0283,NO
1.5368,NO
0.6689,NO
2.3,YES
3.8321,YES
2.8632,YES
2.3781,YES
1.3475,NO
0.6908,NO
1.7943,YES
1.1904,NO
2.6292,YES
0.7789,NO
1.3305,NO
1.9795,NO
0.6788,NO
0.8104,NO
3.5784,YES
1.0452,NO
3.9827,YES
0.7974,NO
4.1765,YES
1.239,NO
1.4418,NO
1.3867,NO
0.9003,NO
2.4415,YES
1.091,NO
1.6229,YES
1.1087,NO
0.5539,NO
0.9019,NO
0.8898,NO
0.5966,NO
1.2155,NO
0.9864,NO
0.6057,NO
1.0672,NO
3.3397,YES
0.6188,NO
2.4219999999999997,YES
0.7913,NO
1.2538,NO
0.4624,NO
0.8373,NO
0.5189,NO
0.9465,NO
0.4532,NO
0.3883,NO
1.1597,NO
3.054,YES
3.7038,YES
3.2348,YES
2.5169,YES
1.1508,NO
2.4508,YES
0.6946,NO
0.5946,NO
0.3419,NO
1.2623,YES
2.5428,YES
1.8808,YES
1.3814,YES
0.7567,NO
0.3137,NO
0.8851,YES
0.9178,NO
1.3979,YES
0.3528,NO
0.2403,NO
1.0545,NO
0.2375,NO
0.6041,NO
2.5563,YES
0.5709,NO
2.7213,YES
0.5233,NO
3.1694,YES
0.8568,NO
1.0923,NO
0.8919,NO
0.614,NO
1.3554,YES
0.5811,NO
0.7947,YES
1.8423,NO
0.9977,NO
1.8918,NO
1.6838,NO
1.0311,NO
2.4764,NO
1.4173,NO
0.9926,NO
2.2935,NO
3.2747,YES
1.7901,NO
2.7257,YES
1.7021,NO
1.9977,NO
0.9776,NO
1.2191,NO
1.3056,NO
1.446,NO
1.0796,NO
0.8201,NO
1.9494,NO
3.2348,YES
3.9613,YES
3.7007,YES
2.9112,YES
2.1778,NO
2.6606,YES
1.4195,NO
1.1255,NO
0.6915,NO
1.2453,NO
1.1385,NO
0.6519,NO
1.6887,NO
0.9174,NO
0.6973,NO
1.5241,NO
3.2053,YES
0.9309,NO
2.7359,YES
0.5276,NO
1.3051,NO
0.3503,NO
0.9609,NO
0.5049,NO
1.1272,NO
0.9531,NO
0.6668,NO
1.504,NO
3.1405,YES
3.7722,YES
3.4793,YES
2.8305,YES
1.5129,NO
2.4006,YES
0.9714,NO
1.1471,NO
0.6148,NO
1.5655,NO
1.3147,NO
1.0332,NO
1.7195,NO
1.1708,NO
0.7272,NO
1.8304,NO
3.1832,YES
1.262,NO
2.5402,YES
0.7475,NO
1.2309,NO
0.3319,NO
0.7268,NO
1.2961,NO
0.9253,NO
1.0681,NO
0.431,NO
1.8008,NO
2.9465,YES
3.7625,YES
3.4930000000000003,YES
2.5648,YES
1.5013,NO
2.5931,YES
0.7807,NO
1.4880000000000002,NO
1.0232,NO
1.0135,NO
1.895,NO
1.3512,NO
1.4140000000000001,NO
1.2776,NO
0.9635,NO
1.2564,NO
3.3805,YES
0.9845,NO
2.5803,YES
0.9135,NO
1.6945,NO
0.4764,NO
1.1094,NO
1.4369999999999998,NO
1.3573,NO
1.5996,NO
0.8225,NO
2.2701,NO
3.2376,YES
3.9434,YES
3.3867,YES
2.747,YES
1.3346,NO
2.7512,YES
0.5875,NO
1.9549,NO
0.6664,NO
4.1994,YES
1.5204,YES
0.7453,YES
4.4804,YES
1.5455,NO
0.8361,NO
4.1566,YES
0.7672,NO
4.0165,YES
0.5888,NO
1.5471,NO
0.7413,NO
0.7322,NO
0.8389,NO
1.8125,YES
1.0841,NO
1.5713,YES
0.9309,NO
1.8719,YES
0.768,NO
0.8933,NO
1.3997,NO
0.7162,NO
3.7175,YES
0.8432,NO
3.0112,YES
1.9028,NO
0.3653,NO
4.2444,YES
1.5287,NO
0.4298,NO
4.7614,YES
1.199,NO
0.4831,NO
4.2309,YES
0.4515,NO
4.4062,YES
0.5812,NO
1.8694,NO
1.0156,NO
