50Traced_NONETRACED_MAX_MULTI_VSM_76_MAX,Associated
0.32,NO
0.2574,NO
0.2323,NO
0.4329,NO
0.1755,NO
0.4162,NO
0.2173,NO
0.2852,NO
0.2137,NO
0.9462,YES
0.2887,NO
1.0,YES
0.2918,NO
0.3511,NO
0.2223,NO
0.2852,NO
0.36,NO
0.318,NO
0.2383,NO
0.2179,NO
0.4378,NO
0.83,YES
1.0,YES
1.0,YES
1.0,YES
0.2502,NO
1.0,YES
0.2323,NO
0.6914,YES
0.3062,YES
0.3362,NO
0.1579,NO
0.1652,NO
0.3034,NO
0.5234,YES
0.6914,YES
0.2113,NO
0.2425,NO
0.3034,NO
0.1443,NO
0.2584,NO
0.23600000000000002,NO
0.1953,NO
0.6914,YES
0.1413,NO
0.2768,YES
0.1263,NO
0.3484,YES
0.0865,NO
0.1223,NO
0.1585,NO
0.1388,NO
0.126,NO
0.2268,NO
0.2425,NO
0.3034,NO
0.3496,NO
0.1534,NO
0.5722,NO
0.4329,NO
0.3765,NO
0.6333,NO
0.4164,NO
0.1104,NO
0.4753,NO
0.9462,YES
0.2887,NO
1.0,YES
0.2728,NO
0.3824,NO
0.2728,NO
0.1919,NO
0.3984,NO
0.318,NO
0.271,NO
0.1755,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2502,NO
1.0,YES
0.2297,NO
1.0,YES
1.0,YES
0.3559,NO
0.228,NO
0.1989,NO
0.3559,NO
0.7571,YES
1.0,YES
0.2528,NO
0.316,NO
0.2528,NO
0.2187,NO
0.3667,NO
0.3667,NO
0.3667,NO
1.0,YES
0.2044,NO
1.0,YES
0.3559,NO
1.0,YES
0.1617,NO
0.1815,NO
0.2187,NO
0.2187,NO
0.2187,NO
0.3559,NO
0.316,NO
0.3559,NO
0.3229,NO
0.1652,NO
1.0,YES
1.0,YES
0.7797,YES
1.0,YES
0.3189,NO
0.1327,NO
0.5227,YES
0.2975,NO
0.4491,YES
0.1702,NO
0.3877,NO
0.42,NO
0.3877,NO
0.1729,NO
1.0,YES
0.1669,NO
1.0,YES
0.304,NO
1.0,YES
0.1371,NO
0.462,NO
0.4856,NO
0.2229,NO
1.0,YES
0.254,NO
1.0,YES
0.32,NO
0.3331,NO
0.4052,NO
0.4329,NO
0.2287,NO
0.4162,NO
0.2831,NO
0.272,NO
0.2962,NO
1.0,YES
0.4052,NO
1.0,YES
0.3166,NO
0.3511,NO
0.3166,NO
0.3331,NO
0.36,NO
0.318,NO
0.3132,NO
0.2019,NO
0.4378,NO
0.83,YES
1.0,YES
1.0,YES
1.0,YES
0.3029,NO
1.0,YES
0.4052,NO
0.3229,NO
0.174,NO
1.0,YES
1.0,YES
0.6115,YES
1.0,YES
0.3189,NO
