50Traced_NONETRACED_MAX_RAW_VSM_2_MAX,Associated
0.1553,NO
0.1171,NO
0.1406,NO
0.2164,NO
0.0671,NO
0.1986,NO
0.1687,NO
0.1687,NO
0.1689,NO
1.0,YES
0.1412,NO
0.33799999999999997,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1687,NO
0.20600000000000002,NO
0.1544,NO
0.1701,NO
0.2179,NO
0.1498,NO
0.4096,YES
1.0,YES
1.0,YES
0.4096,YES
0.1573,NO
1.0,YES
0.1219,NO
0.1792,YES
0.2444,YES
0.3362,NO
0.1579,NO
0.1148,NO
0.1778,NO
1.0,YES
1.0,YES
0.1778,NO
0.1231,NO
0.1778,NO
0.1058,NO
0.1797,NO
0.1766,NO
0.1835,NO
1.0,YES
0.1033,NO
0.1792,YES
0.0553,NO
0.3399,YES
0.0412,NO
0.1231,NO
0.1231,NO
0.1235,NO
0.1231,NO
0.1903,NO
0.1119,NO
0.1194,NO
0.0886,NO
0.1534,NO
0.1505,NO
0.2865,NO
0.1512,NO
0.1666,NO
0.1731,NO
0.1731,NO
0.2187,NO
0.5256,YES
0.1603,NO
0.2015,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.1533,NO
0.1268,NO
0.1947,NO
0.1755,NO
0.2202,NO
0.4465,YES
0.5256,YES
0.5081,YES
0.4064,YES
0.1659,NO
0.5256,YES
0.1452,NO
1.0,YES
1.0,YES
0.3356,NO
0.1662,NO
0.204,NO
0.1692,NO
1.0,YES
1.0,YES
0.204,NO
0.1355,NO
0.204,NO
0.0887,NO
0.2289,NO
0.2088,NO
0.2183,NO
1.0,YES
0.204,NO
1.0,YES
0.0577,NO
1.0,YES
0.1216,NO
0.1841,NO
0.1355,NO
0.11800000000000001,NO
0.1841,NO
0.2201,NO
0.1355,NO
0.204,NO
0.1508,NO
0.0247,NO
0.1404,YES
0.3348,YES
0.4216,YES
0.1801,YES
0.1267,NO
0.1508,NO
0.3354,YES
0.1531,NO
0.3354,YES
0.1443,NO
0.2165,NO
0.1934,NO
0.2037,NO
0.1267,NO
0.4156,YES
0.1508,NO
0.4216,YES
0.1417,NO
0.4156,YES
0.1531,NO
0.1531,NO
0.1531,NO
0.1531,NO
0.3354,YES
0.0964,NO
0.3354,YES
0.1926,NO
0.1694,NO
0.1975,NO
0.2582,NO
0.1977,NO
0.1986,NO
0.1694,NO
0.1926,NO
0.2252,NO
1.0,YES
0.2347,NO
0.2904,YES
0.1987,NO
0.1844,NO
0.1689,NO
0.1694,NO
0.20600000000000002,NO
0.1926,NO
0.1843,NO
0.2019,NO
0.166,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2254,NO
1.0,YES
0.1576,NO
0.1468,NO
0.0846,NO
0.2378,YES
0.3672,YES
1.0,YES
0.2985,YES
0.1661,NO
0.1132,NO
1.0,YES
0.2598,NO
1.0,YES
0.1459,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.1481,NO
1.0,YES
0.2293,NO
0.2548,NO
0.2228,NO
0.2293,NO
1.0,YES
0.2548,NO
1.0,YES
0.1686,NO
0.0745,NO
0.2381,NO
0.19,NO
0.1547,NO
0.2369,NO
0.1653,NO
0.1536,NO
0.2369,NO
1.0,YES
0.2369,NO
0.2447,YES
0.2519,NO
0.2036,NO
0.2269,NO
0.0656,NO
0.1506,NO
0.0637,NO
0.1843,NO
0.2256,NO
0.166,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2405,NO
0.3603,YES
0.1934,NO
0.0949,NO
0.1339,NO
0.22399999999999998,NO
0.1967,NO
0.1436,NO
0.2213,NO
0.1387,NO
0.1197,NO
0.2213,NO
0.3905,YES
0.2344,NO
0.27899999999999997,YES
0.1331,NO
0.1766,NO
0.0647,NO
0.204,NO
0.151,NO
0.1655,NO
0.31,NO
0.1309,NO
0.2819,NO
1.0,YES
0.3905,YES
0.4941,YES
1.0,YES
0.193,NO
0.4856,YES
0.2188,NO
0.1686,NO
0.1796,NO
0.2171,NO
0.2342,NO
0.2047,NO
0.2171,NO
0.1796,NO
0.1796,NO
0.2252,NO
1.0,YES
0.2347,NO
0.2083,YES
0.2252,NO
0.2041,NO
0.2007,NO
0.1796,NO
0.2174,NO
0.1796,NO
0.1843,NO
0.1912,NO
0.2174,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2254,NO
1.0,YES
0.1743,NO
0.1348,NO
0.1118,NO
0.1277,NO
0.2886,NO
0.2085,NO
0.1277,NO
0.1579,NO
0.1348,NO
0.2085,NO
1.0,YES
0.2085,NO
0.27899999999999997,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.1118,NO
0.2184,NO
0.1348,NO
0.1576,NO
0.1702,NO
0.2184,NO
1.0,YES
1.0,YES
0.3961,YES
1.0,YES
0.2085,NO
1.0,YES
0.2085,NO
0.1628,NO
0.0451,NO
1.0,YES
0.1431,YES
0.27899999999999997,YES
1.0,YES
0.2237,NO
0.1628,NO
1.0,YES
0.1183,NO
1.0,YES
